Stations_ID, Mess_Datum, Qualitaets_Niveau, BEDECKUNGSGRAD,REL_FEUCHTE,DAMPFDRUCK,LUFTTEMPERATUR,LUFTDRUCK_STATIONSHOEHE, WINDGESCHWINDIGKEIT, LUFTTEMP_AM_ERDB_MINIMUM,LUFTTEMPERATUR_MINIMUM,LUFTTEMPERATUR_MAXIMUM, WINDSPITZE_MAXIMUM, NIEDERSCHLAGSHOEHE_IND,NIEDERSCHLAGSHOEHE,SONNENSCHEINDAUER, SCHNEEHOEHE,eor
     2667,20131104,   3,   6.8,   83.92,  10.0,    9.4,  979.16,   5.2,    3.8,    5.1,   14.5,  15.5,   6,   3.9,    0.200,   0,eor
     2667,20131105,   3,   6.7,   86.33,   8.5,    6.7,  985.02,   3.6,    2.0,    3.5,    9.4,  14.5,   6,  10.3,    2.933,   0,eor
     2667,20131106,   3,   7.5,   87.13,  10.8,   10.1,  990.03,   3.5,    6.4,    7.7,   14.5,  11.7,   6,   5.9,    0.000,   0,eor
     2667,20131107,   3,   7.8,   88.42,  13.6,   13.5,  995.08,   3.6,   10.7,   10.9,   16.0,  13.4,   6,  17.8,    0.000,   0,eor
     2667,20131108,   3,   7.8,   93.42,  12.2,   11.0,  995.67,   2.4,    9.1,    9.5,   12.5,   8.8,   6,   1.2,    0.467,   0,eor
     2667,20131109,   3,   5.6,   71.79,   8.5,    9.5,  996.54,   4.9,    5.9,    7.4,   12.3,  12.2,   6,   1.0,    5.600,   0,eor
     2667,20131110,   3,   6.7,   92.46,   8.5,    5.7,  997.93,   2.7,   -0.9,    1.4,    8.2,  10.9,   6,   4.8,    0.300,   0,eor
     2667,20131111,   3,   2.8,   92.00,   7.4,    3.8, 1016.76,   2.5,   -3.4,   -1.6,    8.9,   7.6,   0,   0.0,    5.633,   0,eor
     2667,20131112,   3,   6.4,   85.58,   8.0,    6.0, 1014.10,   2.3,    1.0,    2.8,    9.1,   5.8,   6,   1.1,    0.050,   0,eor
     2667,20131113,   3,   6.1,   97.38,   8.8,    5.4, 1018.57,   1.9,    0.2,    1.7,    7.9,   6.2,   0,   0.0,    1.150,   0,eor
     2667,20131114,   3,   7.2,   94.54,   7.6,    3.8, 1009.13,   2.3,    0.2,    0.7,    6.5,   6.1,   6,   0.1,    1.433,   0,eor
     2667,20131115,   3,   4.5,   86.79,   7.8,    5.4, 1014.67,   2.1,   -4.4,   -1.8,   10.0,   8.1,   0,   0.0,    5.550,   0,eor
     2667,20131116,   3,   3.5,   93.00,   5.8,    0.4, 1018.65,   1.9,   -6.4,   -4.0,    5.9,   4.8,   0,   0.0,    6.933,   0,eor
     2667,20131117,   3,   7.2,   94.92,   6.6,    1.7, 1012.15,   1.4,   -4.2,   -2.8,    5.0,   5.5,   6,   0.0,    0.000,   0,eor
     2667,20131118,   3,   8.0,   85.71,   7.3,    4.7,  999.79,   2.0,    3.2,    3.2,    6.1,   6.1,   6,   0.0,    0.000,   0,eor
     2667,20131119,   3,   7.9,   88.83,   7.8,    5.0,  995.16,   2.0,    0.4,    2.4,    7.1,   6.9,   6,   0.3,    0.417,   0,eor
     2667,20131120,   3,   6.6,   83.58,   6.8,    4.0,  992.85,   3.2,    0.1,    1.4,    6.9,   8.7,   0,   0.0,    2.183,   0,eor
     2667,20131121,   3,   8.0,   78.67,   6.4,    4.1,  989.26,   3.6,    2.2,    2.6,    6.2,   9.8,   6,   0.5,    0.000,   0,eor
     2667,20131122,   3,   7.9,   82.38,   6.6,    3.7,  997.66,   3.5,    1.9,    2.3,    4.8,   8.0,   6,   0.0,    0.000,   0,eor
     2667,20131123,   3,   7.6,   85.13,   7.8,    5.7, 1005.22,   3.0,    4.0,    4.4,    8.1,   7.5,   0,   0.0,    0.617,   0,eor
     2667,20131124,   3,   7.0,   92.46,   7.2,    3.4, 1010.90,   2.5,   -1.9,    0.5,    5.7,   6.2,   6,   0.4,    0.067,   0,eor
     2667,20131125,   3,   6.0,   95.25,   6.6,    1.7, 1017.85,   2.2,   -5.3,   -2.1,    5.2,   9.3,   6,   0.9,    0.000,   0,eor
     2667,20131126,   3,   6.1,   99.17,   5.6,   -1.0, 1022.28,   1.3,   -7.3,   -4.2,    0.6,   3.3,   0,   0.0,    0.000,   0,eor
     2667,20131127,   3,   7.5,   90.88,   6.1,    1.3, 1021.49,   2.3,   -0.5,   -0.5,    3.1,   5.4,   8,   0.4,    0.583,   0,eor
     2667,20131128,   3,   8.0,   97.67,   8.7,    5.2, 1019.56,   1.3,    2.2,    2.4,    7.2,   3.4,   6,   0.7,    0.000,   0,eor
     2667,20131129,   3,   7.6,   89.00,   8.3,    5.9, 1010.00,   3.2,    1.7,    3.3,    8.2,  14.3,   6,   0.9,    0.000,   0,eor
     2667,20131130,   3,   7.4,   91.75,   7.9,    4.9, 1008.00,   2.6,    1.8,    3.2,    6.6,   8.5,   6,   0.4,    0.000,   0,eor
     2667,20131201,   3,   7.3,   94.75,   8.5,    5.4, 1017.48,   1.3,    0.4,    3.6,    7.5,   4.0,   6,   0.0,    0.750,   0,eor
     2667,20131202,   3,   5.8,   83.67,   7.4,    5.2, 1020.32,   2.3,   -2.9,    0.7,    8.3,   7.2,   0,   0.0,    4.283,   0,eor
     2667,20131203,   1,   4.6,   86.21,   5.7,    1.2, 1016.70,   2.1,   -6.2,   -3.3,    6.4,   6.1,   7,   0.0,    6.250,   0,eor
     2667,20131204,   1,   7.3,   92.79,   7.0,    2.8, 1014.21,   2.0,   -5.5,   -3.8,    6.2,   9.1,   6,   3.5,    0.000,   0,eor
     2667,20131205,   1,   5.6,   84.38,   6.7,    3.8, 1008.31,   5.2,   -1.4,    0.6,    7.3,  26.6,   8,   3.4,    0.750,   0,eor
     2667,20131206,   1,   6.6,   86.17,   6.1,    2.1, 1008.23,   5.4,   -0.2,    0.4,    3.6,  17.1,   8,   3.0,    0.000,   0,eor
     2667,20131207,   1,   7.6,   89.58,   7.3,    3.9, 1013.27,   2.8,    0.4,    1.6,    6.5,   8.6,   6,   1.8,    0.000,   0,eor
     2667,20131208,   1,   7.1,   83.33,   8.4,    7.1, 1013.35,   3.5,    3.8,    5.0,    9.1,  10.0,   6,   0.4,    0.233,   0,eor
     2667,20131209,   1,   7.3,   80.79,   8.5,    7.8, 1017.43,   2.7,    2.6,    5.8,   10.1,   9.2,   0,   0.0,    2.083,   0,eor
     2667,20131210,   1,   4.8,   89.67,   8.3,    5.8, 1022.42,   2.3,    1.2,    3.4,    8.2,   6.0,   0,   0.0,    2.783,   0,eor
     2667,20131211,   1,   7.4,   94.25,   8.4,    5.3, 1021.53,   3.8,    2.6,    3.8,    6.4,   8.0,   0,   0.0,    0.000,   0,eor
     2667,20131212,   1,   5.6,   90.08,   7.1,    3.5, 1017.51,   4.4,   -1.0,    0.9,    5.1,   9.4,   0,   0.0,    2.350,   0,eor
     2667,20131213,   1,   2.6,   90.96,   6.0,    1.1, 1013.08,   3.5,   -2.4,   -0.3,    3.2,   7.6,   6,   0.7,    2.783,   0,eor
     2667,20131214,   1,   5.6,   92.58,   7.1,    3.1, 1014.70,   2.6,   -2.5,   -1.3,    7.0,   6.7,   6,   3.8,    0.000,   0,eor
     2667,20131215,   1,   6.7,   80.50,   7.6,    6.0, 1015.88,   3.2,    2.2,    3.0,    8.3,  10.1,   6,   0.9,    0.000,   0,eor
     2667,20131216,   1,   4.2,   62.54,   6.3,    7.0, 1013.59,   4.3,    2.7,    4.5,   10.2,   7.7,   0,   0.0,    5.267,   0,eor
     2667,20131217,   1,   6.0,   69.33,   6.7,    6.5, 1012.07,   3.2,    0.8,    4.3,   10.7,   6.1,   0,   0.0,    5.017,   0,eor
     2667,20131218,   1,   6.3,   78.67,   8.1,    7.4, 1006.05,   3.5,    2.6,    4.9,    9.8,   9.6,   6,   1.4,    0.000,   0,eor
     2667,20131219,   1,   6.7,   83.29,   8.7,    7.5,  995.62,   3.6,   -1.7,    0.6,   10.7,  13.0,   6,   1.2,    0.067,   0,eor
     2667,20131220,   1,   3.8,   85.29,   7.1,    4.4, 1011.09,   3.1,   -0.9,    0.8,    8.6,   9.2,   6,   0.3,    3.667,   0,eor
     2667,20131221,   1,   6.5,   71.42,   6.0,    4.7, 1013.60,   4.2,   -0.7,    1.4,    8.2,  11.9,   6,   0.9,    0.000,   0,eor
     2667,20131222,   1,   7.3,   76.38,   8.3,    8.2, 1004.58,   5.0,    3.1,    4.4,   10.4,  14.2,   6,   1.6,    0.000,   0,eor
     2667,20131223,   1,   6.9,   74.04,   8.3,    8.7, 1001.07,   4.8,    2.3,    4.0,   12.0,  16.9,   0,   0.0,    4.083,   0,eor
     2667,20131224,   1,   7.6,   61.04,   8.9,   12.5,  983.28,   8.2,    9.0,   10.2,   13.9,  18.3,   6,   0.5,    0.000,   0,eor
     2667,20131225,   1,   6.4,   79.54,   9.0,    8.8,  979.07,   3.8,    2.2,    4.3,   12.4,  14.7,   6,   0.0,    0.000,   0,eor
     2667,20131226,   1,   7.0,   87.96,   8.0,    5.5,  985.61,   1.9,    0.2,    2.0,    7.3,   6.8,   6,   0.0,    0.000,   0,eor
     2667,20131227,   1,   5.7,   76.58,   7.9,    7.3,  988.64,   6.1,   -0.3,    1.4,   11.4,  16.8,   6,   0.0,    1.217,   0,eor
     2667,20131228,   1,   7.8,   87.42,   9.5,    8.4,  988.74,   3.0,    4.4,    5.1,   12.8,  12.3,   6,   5.8,    0.000,   0,eor
     2667,20131229,   1,   5.1,   88.75,   7.4,    4.2, 1004.21,   2.8,   -2.0,    0.5,    7.1,   8.0,   6,   2.5,    1.017,   0,eor
     2667,20131230,   1,   4.2,   80.96,   6.4,    3.7, 1011.44,   4.3,   -1.4,    0.4,    6.2,  10.0,   6,   0.0,    5.617,   0,eor
     2667,20131231,   1,   6.7,   68.08,   6.1,    5.5, 1003.53,   4.3,    2.5,    3.5,    8.0,  10.4,   6,   0.9,    4.983,   0,eor

