date,time_from,time_to,demand
2009-06-01,00:00,00:15,14391
2009-06-01,00:15,00:30,14138
2009-06-01,00:30,00:45,13948
2009-06-01,00:45,01:00,13683
2009-06-01,01:00,01:15,13600
2009-06-01,01:15,01:30,13354
2009-06-01,01:30,01:45,13351
2009-06-01,01:45,02:00,13262
2009-06-01,02:00,02:15,13073
2009-06-01,02:15,02:30,12883
2009-06-01,02:30,02:45,12892
2009-06-01,02:45,03:00,12852
2009-06-01,03:00,03:15,13045
2009-06-01,03:15,03:30,12821
2009-06-01,03:30,03:45,12796
2009-06-01,03:45,04:00,12846
2009-06-01,04:00,04:15,12825
2009-06-01,04:15,04:30,12881
2009-06-01,04:30,04:45,12924
2009-06-01,04:45,05:00,12975
2009-06-01,05:00,05:15,12959
2009-06-01,05:15,05:30,12603
2009-06-01,05:30,05:45,12450
2009-06-01,05:45,06:00,12438
2009-06-01,06:00,06:15,12665
2009-06-01,06:15,06:30,12538
2009-06-01,06:30,06:45,12749
2009-06-01,06:45,07:00,12822
2009-06-01,07:00,07:15,13213
2009-06-01,07:15,07:30,13489
2009-06-01,07:30,07:45,13811
2009-06-01,07:45,08:00,14085
2009-06-01,08:00,08:15,14471
2009-06-01,08:15,08:30,14825
2009-06-01,08:30,08:45,15043
2009-06-01,08:45,09:00,15220
2009-06-01,09:00,09:15,15589
2009-06-01,09:15,09:30,15835
2009-06-01,09:30,09:45,15953
2009-06-01,09:45,10:00,16176
2009-06-01,10:00,10:15,16318
2009-06-01,10:15,10:30,16536
2009-06-01,10:30,10:45,16619
2009-06-01,10:45,11:00,16761
2009-06-01,11:00,11:15,16801
2009-06-01,11:15,11:30,17006
2009-06-01,11:30,11:45,17206
2009-06-01,11:45,12:00,17162
2009-06-01,12:00,12:15,16997
2009-06-01,12:15,12:30,17208
2009-06-01,12:30,12:45,17056
2009-06-01,12:45,13:00,17016
2009-06-01,13:00,13:15,16728
2009-06-01,13:15,13:30,16588
2009-06-01,13:30,13:45,16353
2009-06-01,13:45,14:00,16312
2009-06-01,14:00,14:15,16033
2009-06-01,14:15,14:30,15932
2009-06-01,14:30,14:45,15841
2009-06-01,14:45,15:00,15690
2009-06-01,15:00,15:15,15713
2009-06-01,15:15,15:30,15619
2009-06-01,15:30,15:45,15621
2009-06-01,15:45,16:00,15697
2009-06-01,16:00,16:15,15600
2009-06-01,16:15,16:30,15690
2009-06-01,16:30,16:45,15618
2009-06-01,16:45,17:00,15647
2009-06-01,17:00,17:15,15784
2009-06-01,17:15,17:30,15853
2009-06-01,17:30,17:45,16039
2009-06-01,17:45,18:00,16297
2009-06-01,18:00,18:15,16416
2009-06-01,18:15,18:30,16514
2009-06-01,18:30,18:45,16648
2009-06-01,18:45,19:00,16714
2009-06-01,19:00,19:15,16788
2009-06-01,19:15,19:30,16853
2009-06-01,19:30,19:45,16809
2009-06-01,19:45,20:00,16821
2009-06-01,20:00,20:15,16703
2009-06-01,20:15,20:30,16576
2009-06-01,20:30,20:45,16646
2009-06-01,20:45,21:00,16315
2009-06-01,21:00,21:15,16324
2009-06-01,21:15,21:30,16318
2009-06-01,21:30,21:45,16483
2009-06-01,21:45,22:00,16785
2009-06-01,22:00,22:15,17227
2009-06-01,22:15,22:30,17124
2009-06-01,22:30,22:45,16712
2009-06-01,22:45,23:00,16275
2009-06-01,23:00,23:15,15856
2009-06-01,23:15,23:30,15365
2009-06-01,23:30,23:45,15002
2009-06-01,23:45,00:00,14846
2009-06-02,00:00,00:15,12956
2009-06-02,00:15,00:30,12717
2009-06-02,00:30,00:45,12411
2009-06-02,00:45,01:00,12122
2009-06-02,01:00,01:15,12065
2009-06-02,01:15,01:30,11895
2009-06-02,01:30,01:45,11809
2009-06-02,01:45,02:00,11707
2009-06-02,02:00,02:15,12320
2009-06-02,02:15,02:30,12390
2009-06-02,02:30,02:45,12396
2009-06-02,02:45,03:00,12587
2009-06-02,03:00,03:15,12797
2009-06-02,03:15,03:30,13039
2009-06-02,03:30,03:45,13437
2009-06-02,03:45,04:00,14003
2009-06-02,04:00,04:15,14684
2009-06-02,04:15,04:30,14725
2009-06-02,04:30,04:45,14973
2009-06-02,04:45,05:00,15154
2009-06-02,05:00,05:15,15509
2009-06-02,05:15,05:30,15636
2009-06-02,05:30,05:45,16069
2009-06-02,05:45,06:00,16576
2009-06-02,06:00,06:15,17838
2009-06-02,06:15,06:30,18734
2009-06-02,06:30,06:45,19449
2009-06-02,06:45,07:00,20113
2009-06-02,07:00,07:15,20919
2009-06-02,07:15,07:30,21324
2009-06-02,07:30,07:45,21530
2009-06-02,07:45,08:00,21731
2009-06-02,08:00,08:15,22278
2009-06-02,08:15,08:30,22486
2009-06-02,08:30,08:45,22526
2009-06-02,08:45,09:00,22405
2009-06-02,09:00,09:15,22223
2009-06-02,09:15,09:30,22287
2009-06-02,09:30,09:45,22247
2009-06-02,09:45,10:00,22384
2009-06-02,10:00,10:15,22410
2009-06-02,10:15,10:30,22446
2009-06-02,10:30,10:45,22528
2009-06-02,10:45,11:00,22563
2009-06-02,11:00,11:15,22714
2009-06-02,11:15,11:30,22923
2009-06-02,11:30,11:45,23100
2009-06-02,11:45,12:00,23112
2009-06-02,12:00,12:15,22896
2009-06-02,12:15,12:30,22808
2009-06-02,12:30,12:45,22761
2009-06-02,12:45,13:00,22754
2009-06-02,13:00,13:15,22640
2009-06-02,13:15,13:30,22507
2009-06-02,13:30,13:45,22194
2009-06-02,13:45,14:00,21930
2009-06-02,14:00,14:15,21687
2009-06-02,14:15,14:30,21660
2009-06-02,14:30,14:45,21521
2009-06-02,14:45,15:00,21482
2009-06-02,15:00,15:15,21369
2009-06-02,15:15,15:30,21493
2009-06-02,15:30,15:45,21293
2009-06-02,15:45,16:00,21148
2009-06-02,16:00,16:15,21056
2009-06-02,16:15,16:30,21025
2009-06-02,16:30,16:45,20932
2009-06-02,16:45,17:00,20942
2009-06-02,17:00,17:15,20904
2009-06-02,17:15,17:30,20990
2009-06-02,17:30,17:45,21006
2009-06-02,17:45,18:00,21111
2009-06-02,18:00,18:15,21005
2009-06-02,18:15,18:30,21068
2009-06-02,18:30,18:45,21116
2009-06-02,18:45,19:00,21062
2009-06-02,19:00,19:15,21000
2009-06-02,19:15,19:30,20815
2009-06-02,19:30,19:45,20719
2009-06-02,19:45,20:00,20679
2009-06-02,20:00,20:15,20463
2009-06-02,20:15,20:30,20239
2009-06-02,20:30,20:45,19824
2009-06-02,20:45,21:00,19898
2009-06-02,21:00,21:15,19743
2009-06-02,21:15,21:30,19564
2009-06-02,21:30,21:45,19400
2009-06-02,21:45,22:00,19291
2009-06-02,22:00,22:15,19135
2009-06-02,22:15,22:30,18865
2009-06-02,22:30,22:45,18522
