date,time_from,time_to,demand
2013-06-01,00:00,00:15,16610
2013-06-01,00:15,00:30,16336
2013-06-01,00:30,00:45,16128
2013-06-01,00:45,01:00,15991
2013-06-01,01:00,01:15,15915
2013-06-01,01:15,01:30,15771
2013-06-01,01:30,01:45,15480
2013-06-01,01:45,02:00,15324
2013-06-01,02:00,02:15,15426
2013-06-01,02:15,02:30,15495
2013-06-01,02:30,02:45,15692
2013-06-01,02:45,03:00,15714
2013-06-01,03:00,03:15,15921
2013-06-01,03:15,03:30,16146
2013-06-01,03:30,03:45,16392
2013-06-01,03:45,04:00,16661
2013-06-01,04:00,04:15,16973
2013-06-01,04:15,04:30,17066
2013-06-01,04:30,04:45,17083
2013-06-01,04:45,05:00,17055
2013-06-01,05:00,05:15,17029
2013-06-01,05:15,05:30,16742
2013-06-01,05:30,05:45,16706
2013-06-01,05:45,06:00,16583
2013-06-01,06:00,06:15,16670
2013-06-01,06:15,06:30,16984
2013-06-01,06:30,06:45,17182
2013-06-01,06:45,07:00,17251
2013-06-01,07:00,07:15,17604
2013-06-01,07:15,07:30,17809
2013-06-01,07:30,07:45,18154
2013-06-01,07:45,08:00,18665
2013-06-01,08:00,08:15,19287
2013-06-01,08:15,08:30,19818
2013-06-01,08:30,08:45,20209
2013-06-01,08:45,09:00,20426
2013-06-01,09:00,09:15,20634
2013-06-01,09:15,09:30,21090
2013-06-01,09:30,09:45,21351
2013-06-01,09:45,10:00,21662
2013-06-01,10:00,10:15,21847
2013-06-01,10:15,10:30,22066
2013-06-01,10:30,10:45,22256
2013-06-01,10:45,11:00,22443
2013-06-01,11:00,11:15,22352
2013-06-01,11:15,11:30,22814
2013-06-01,11:30,11:45,22745
2013-06-01,11:45,12:00,22683
2013-06-01,12:00,12:15,22410
2013-06-01,12:15,12:30,22295
2013-06-01,12:30,12:45,22294
2013-06-01,12:45,13:00,22010
2013-06-01,13:00,13:15,21842
2013-06-01,13:15,13:30,21685
2013-06-01,13:30,13:45,21391
2013-06-01,13:45,14:00,21071
2013-06-01,14:00,14:15,20822
2013-06-01,14:15,14:30,20593
2013-06-01,14:30,14:45,20698
2013-06-01,14:45,15:00,20600
