date,time_from,time_to,vertical_load
2006-05-01,00:00,00:15,13299
2006-05-01,00:15,00:30,12981
2006-05-01,00:30,00:45,12727
2006-05-01,00:45,01:00,12716
2006-05-01,01:00,01:15,12514
2006-05-01,01:15,01:30,12163
2006-05-01,01:30,01:45,12193
2006-05-01,01:45,02:00,12107
2006-05-01,02:00,02:15,11984
2006-05-01,02:15,02:30,11940
2006-05-01,02:30,02:45,12029
2006-05-01,02:45,03:00,11846
2006-05-01,03:00,03:15,11910
2006-05-01,03:15,03:30,12097
2006-05-01,03:30,03:45,11979
2006-05-01,03:45,04:00,11973
2006-05-01,04:00,04:15,11996
2006-05-01,04:15,04:30,11996
2006-05-01,04:30,04:45,12051
2006-05-01,04:45,05:00,12031
2006-05-01,05:00,05:15,12106
2006-05-01,05:15,05:30,12009
2006-05-01,05:30,05:45,11871
2006-05-01,05:45,06:00,11584
2006-05-01,06:00,06:15,11152
2006-05-01,06:15,06:30,11081
2006-05-01,06:30,06:45,10955
2006-05-01,06:45,07:00,10838
2006-05-01,07:00,07:15,10892
2006-05-01,07:15,07:30,11043
2006-05-01,07:30,07:45,11162
2006-05-01,07:45,08:00,11186
2006-05-01,08:00,08:15,11487
2006-05-01,08:15,08:30,11956
2006-05-01,08:30,08:45,12339
2006-05-01,08:45,09:00,12492
2006-05-01,09:00,09:15,12762
2006-05-01,09:15,09:30,12962
2006-05-01,09:30,09:45,13084
2006-05-01,09:45,10:00,13164
2006-05-01,10:00,10:15,13398
2006-05-01,10:15,10:30,13619
2006-05-01,10:30,10:45,13760
2006-05-01,10:45,11:00,13728
2006-05-01,11:00,11:15,13789
2006-05-01,11:15,11:30,13897
2006-05-01,11:30,11:45,14102
2006-05-01,11:45,12:00,14090
2006-05-01,12:00,12:15,14246
2006-05-01,12:15,12:30,14153
2006-05-01,12:30,12:45,14139
2006-05-01,12:45,13:00,14172
2006-05-01,13:00,13:15,14202
2006-05-01,13:15,13:30,13891
2006-05-01,13:30,13:45,13863
2006-05-01,13:45,14:00,13754
2006-05-01,14:00,14:15,13729
2006-05-01,14:15,14:30,13585
2006-05-01,14:30,14:45,13502
2006-05-01,14:45,15:00,13429
2006-05-01,15:00,15:15,13531
2006-05-01,15:15,15:30,13511
2006-05-01,15:30,15:45,13537
2006-05-01,15:45,16:00,13429
2006-05-01,16:00,16:15,13315
2006-05-01,16:15,16:30,13490
2006-05-01,16:30,16:45,13418
2006-05-01,16:45,17:00,13336
2006-05-01,17:00,17:15,13477
2006-05-01,17:15,17:30,13428
2006-05-01,17:30,17:45,13758
2006-05-01,17:45,18:00,13905
2006-05-01,18:00,18:15,13972
2006-05-01,18:15,18:30,14155
2006-05-01,18:30,18:45,14437
2006-05-01,18:45,19:00,14728
2006-05-01,19:00,19:15,14754
2006-05-01,19:15,19:30,14835
2006-05-01,19:30,19:45,14751
2006-05-01,19:45,20:00,14576
2006-05-01,20:00,20:15,14524
2006-05-01,20:15,20:30,14556
2006-05-01,20:30,20:45,14670
2006-05-01,20:45,21:00,14488
2006-05-01,21:00,21:15,14969
2006-05-01,21:15,21:30,15055
2006-05-01,21:30,21:45,15077
2006-05-01,21:45,22:00,14993
2006-05-01,22:00,22:15,15235
2006-05-01,22:15,22:30,15009
2006-05-01,22:30,22:45,14761
2006-05-01,22:45,23:00,14225
2006-05-01,23:00,23:15,13962
2006-05-01,23:15,23:30,13705
2006-05-01,23:30,23:45,13331
2006-05-01,23:45,00:00,12947
2006-05-02,00:00,00:15,12719
2006-05-02,00:15,00:30,12692
2006-05-02,00:30,00:45,12567
2006-05-02,00:45,01:00,12384
2006-05-02,01:00,01:15,12202
2006-05-02,01:15,01:30,12193
2006-05-02,01:30,01:45,11852
2006-05-02,01:45,02:00,11757
2006-05-02,02:00,02:15,11851
2006-05-02,02:15,02:30,11679
2006-05-02,02:30,02:45,11736
2006-05-02,02:45,03:00,11724
2006-05-02,03:00,03:15,11929
2006-05-02,03:15,03:30,11861
2006-05-02,03:30,03:45,11961
2006-05-02,03:45,04:00,11975
2006-05-02,04:00,04:15,12161
2006-05-02,04:15,04:30,12337
2006-05-02,04:30,04:45,12448
2006-05-02,04:45,05:00,12797
2006-05-02,05:00,05:15,13256
2006-05-02,05:15,05:30,13538
