date,time_from,time_to,production
2012-07-01,00:00,00:15,15408
2012-07-01,00:15,00:30,15346
2012-07-01,00:30,00:45,15328
2012-07-01,00:45,01:00,15352
2012-07-01,01:00,01:15,14971
2012-07-01,01:15,01:30,14940
2012-07-01,01:30,01:45,14872
2012-07-01,01:45,02:00,14828
2012-07-01,02:00,02:15,14816
2012-07-01,02:15,02:30,14771
2012-07-01,02:30,02:45,14748
2012-07-01,02:45,03:00,14726
2012-07-01,03:00,03:15,14774
2012-07-01,03:15,03:30,14768
2012-07-01,03:30,03:45,14770
2012-07-01,03:45,04:00,14774
2012-07-01,04:00,04:15,14571
2012-07-01,04:15,04:30,14559
2012-07-01,04:30,04:45,14538
2012-07-01,04:45,05:00,14535
2012-07-01,05:00,05:15,14428
2012-07-01,05:15,05:30,14397
2012-07-01,05:30,05:45,14407
2012-07-01,05:45,06:00,14419
2012-07-01,06:00,06:15,14927
2012-07-01,06:15,06:30,14983
2012-07-01,06:30,06:45,15081
2012-07-01,06:45,07:00,15223
2012-07-01,07:00,07:15,15318
2012-07-01,07:15,07:30,15504
2012-07-01,07:30,07:45,15739
2012-07-01,07:45,08:00,15997
2012-07-01,08:00,08:15,16174
2012-07-01,08:15,08:30,16369
2012-07-01,08:30,08:45,16594
2012-07-01,08:45,09:00,16866
2012-07-01,09:00,09:15,17493
2012-07-01,09:15,09:30,17714
2012-07-01,09:30,09:45,17944
2012-07-01,09:45,10:00,18195
2012-07-01,10:00,10:15,18956
2012-07-01,10:15,10:30,19155
2012-07-01,10:30,10:45,19348
2012-07-01,10:45,11:00,19540
2012-07-01,11:00,11:15,19739
2012-07-01,11:15,11:30,19962
2012-07-01,11:30,11:45,20120
2012-07-01,11:45,12:00,20179
2012-07-01,12:00,12:15,20438
2012-07-01,12:15,12:30,20405
2012-07-01,12:30,12:45,20328
2012-07-01,12:45,13:00,20242
2012-07-01,13:00,13:15,20479
2012-07-01,13:15,13:30,20409
2012-07-01,13:30,13:45,20325
2012-07-01,13:45,14:00,20220
2012-07-01,14:00,14:15,20387
2012-07-01,14:15,14:30,20291
2012-07-01,14:30,14:45,20181
2012-07-01,14:45,15:00,20077
2012-07-01,15:00,15:15,19820
2012-07-01,15:15,15:30,19706
2012-07-01,15:30,15:45,19597
2012-07-01,15:45,16:00,19518
2012-07-01,16:00,16:15,19633
2012-07-01,16:15,16:30,19557
2012-07-01,16:30,16:45,19485
2012-07-01,16:45,17:00,19431
2012-07-01,17:00,17:15,19599
2012-07-01,17:15,17:30,19525
2012-07-01,17:30,17:45,19464
2012-07-01,17:45,18:00,19403
2012-07-01,18:00,18:15,19328
2012-07-01,18:15,18:30,19134
2012-07-01,18:30,18:45,18967
2012-07-01,18:45,19:00,18836
2012-07-01,19:00,19:15,19194
2012-07-01,19:15,19:30,19037
2012-07-01,19:30,19:45,18924
2012-07-01,19:45,20:00,18811
2012-07-01,20:00,20:15,18369
2012-07-01,20:15,20:30,18225
2012-07-01,20:30,20:45,18098
2012-07-01,20:45,21:00,17982
2012-07-01,21:00,21:15,17663
2012-07-01,21:15,21:30,17603
2012-07-01,21:30,21:45,17622
2012-07-01,21:45,22:00,17653
2012-07-01,22:00,22:15,17861
2012-07-01,22:15,22:30,17810
2012-07-01,22:30,22:45,17757
2012-07-01,22:45,23:00,17654
2012-07-01,23:00,23:15,17216
2012-07-01,23:15,23:30,17109
2012-07-01,23:30,23:45,17017
2012-07-01,23:45,00:00,16934
2012-07-02,00:00,00:15,17409
2012-07-02,00:15,00:30,17407
2012-07-02,00:30,00:45,17338
2012-07-02,00:45,01:00,17283
2012-07-02,01:00,01:15,17548
2012-07-02,01:15,01:30,17498
2012-07-02,01:30,01:45,17444
2012-07-02,01:45,02:00,17406
2012-07-02,02:00,02:15,17407
2012-07-02,02:15,02:30,17381
2012-07-02,02:30,02:45,17395
2012-07-02,02:45,03:00,17402
2012-07-02,03:00,03:15,17391
2012-07-02,03:15,03:30,17423
2012-07-02,03:30,03:45,17478
2012-07-02,03:45,04:00,17580
2012-07-02,04:00,04:15,18474
2012-07-02,04:15,04:30,18540
2012-07-02,04:30,04:45,18595
2012-07-02,04:45,05:00,18677
2012-07-02,05:00,05:15,19958
2012-07-02,05:15,05:30,20083
2012-07-02,05:30,05:45,20293
2012-07-02,05:45,06:00,20593
2012-07-02,06:00,06:15,22522
