date,time_from,time_to,forecast,actual_feedin
2013-07-01,00:00,00:15,0,0
2013-07-01,00:15,00:30,0,0
2013-07-01,00:30,00:45,0,0
2013-07-01,00:45,01:00,0,0
2013-07-01,01:00,01:15,0,0
2013-07-01,01:15,01:30,0,0
2013-07-01,01:30,01:45,0,0
2013-07-01,01:45,02:00,0,0
2013-07-01,02:00,02:15,0,0
2013-07-01,02:15,02:30,0,0
2013-07-01,02:30,02:45,0,0
2013-07-01,02:45,03:00,0,0
2013-07-01,03:00,03:15,0,0
2013-07-01,03:15,03:30,0,0
2013-07-01,03:30,03:45,0,0
2013-07-01,03:45,04:00,0,0
2013-07-01,04:00,04:15,0,0
2013-07-01,04:15,04:30,0,0
2013-07-01,04:30,04:45,0,0
2013-07-01,04:45,05:00,0,0
2013-07-01,05:00,05:15,0,2
2013-07-01,05:15,05:30,0,7
2013-07-01,05:30,05:45,0,40
2013-07-01,05:45,06:00,16,106
2013-07-01,06:00,06:15,32,173
2013-07-01,06:15,06:30,49,245
2013-07-01,06:30,06:45,65,296
2013-07-01,06:45,07:00,273,411
2013-07-01,07:00,07:15,481,528
2013-07-01,07:15,07:30,696,728
2013-07-01,07:30,07:45,911,950
2013-07-01,07:45,08:00,1118,1157
2013-07-01,08:00,08:15,1325,1395
2013-07-01,08:15,08:30,1535,1667
2013-07-01,08:30,08:45,1746,1925
2013-07-01,08:45,09:00,2009,2126
2013-07-01,09:00,09:15,2273,2335
2013-07-01,09:15,09:30,2536,2570
2013-07-01,09:30,09:45,2800,2824
2013-07-01,09:45,10:00,3053,3091
2013-07-01,10:00,10:15,3305,3278
2013-07-01,10:15,10:30,3555,3446
2013-07-01,10:30,10:45,3806,3651
2013-07-01,10:45,11:00,3994,3876
2013-07-01,11:00,11:15,4183,4085
2013-07-01,11:15,11:30,4369,4265
2013-07-01,11:30,11:45,4555,4424
2013-07-01,11:45,12:00,4621,4499
2013-07-01,12:00,12:15,4686,4565
2013-07-01,12:15,12:30,4749,4584
2013-07-01,12:30,12:45,4812,4597
2013-07-01,12:45,13:00,4806,4633
2013-07-01,13:00,13:15,4800,4661
2013-07-01,13:15,13:30,4791,4693
2013-07-01,13:30,13:45,4781,4714
2013-07-01,13:45,14:00,4691,4803
2013-07-01,14:00,14:15,4600,4909
2013-07-01,14:15,14:30,4509,4938
2013-07-01,14:30,14:45,4418,4900
2013-07-01,14:45,15:00,4310,4824
2013-07-01,15:00,15:15,4201,4779
2013-07-01,15:15,15:30,4088,4689
2013-07-01,15:30,15:45,3975,4569
2013-07-01,15:45,16:00,3786,4464
2013-07-01,16:00,16:15,3596,4321
2013-07-01,16:15,16:30,3397,4166
2013-07-01,16:30,16:45,3197,3930
2013-07-01,16:45,17:00,2993,3699
2013-07-01,17:00,17:15,2789,3485
2013-07-01,17:15,17:30,2584,3255
2013-07-01,17:30,17:45,2379,2971
2013-07-01,17:45,18:00,2164,2676
2013-07-01,18:00,18:15,1949,2372
2013-07-01,18:15,18:30,1737,2124
2013-07-01,18:30,18:45,1524,1874
2013-07-01,18:45,19:00,1346,1593
2013-07-01,19:00,19:15,1168,1291
2013-07-01,19:15,19:30,995,1063
2013-07-01,19:30,19:45,823,883
2013-07-01,19:45,20:00,627,713
2013-07-01,20:00,20:15,431,560
2013-07-01,20:15,20:30,233,371
2013-07-01,20:30,20:45,47,254
2013-07-01,20:45,21:00,35,200
2013-07-01,21:00,21:15,24,152
2013-07-01,21:15,21:30,12,109
2013-07-01,21:30,21:45,0,53
2013-07-01,21:45,22:00,0,12
2013-07-01,22:00,22:15,0,0
2013-07-01,22:15,22:30,0,0
2013-07-01,22:30,22:45,0,0
2013-07-01,22:45,23:00,0,0
2013-07-01,23:00,23:15,0,0
2013-07-01,23:15,23:30,0,0
2013-07-01,23:30,23:45,0,0
2013-07-01,23:45,00:00,0,0
2013-07-02,00:00,00:15,0,0
2013-07-02,00:15,00:30,0,0
2013-07-02,00:30,00:45,0,0
2013-07-02,00:45,01:00,0,0
2013-07-02,01:00,01:15,0,0
2013-07-02,01:15,01:30,0,0
2013-07-02,01:30,01:45,0,0
2013-07-02,01:45,02:00,0,0
2013-07-02,02:00,02:15,0,0
2013-07-02,02:15,02:30,0,0
2013-07-02,02:30,02:45,0,0
2013-07-02,02:45,03:00,0,0
2013-07-02,03:00,03:15,0,0
2013-07-02,03:15,03:30,0,0
2013-07-02,03:30,03:45,0,0
2013-07-02,03:45,04:00,0,0
2013-07-02,04:00,04:15,0,0
2013-07-02,04:15,04:30,0,0
2013-07-02,04:30,04:45,0,0
2013-07-02,04:45,05:00,0,0
2013-07-02,05:00,05:15,0,2
2013-07-02,05:15,05:30,0,6
2013-07-02,05:30,05:45,0,40
2013-07-02,05:45,06:00,14,107
2013-07-02,06:00,06:15,28,153
2013-07-02,06:15,06:30,42,242
2013-07-02,06:30,06:45,56,283
2013-07-02,06:45,07:00,258,383
2013-07-02,07:00,07:15,459,507
2013-07-02,07:15,07:30,670,699
2013-07-02,07:30,07:45,880,921
2013-07-02,07:45,08:00,1099,1150
2013-07-02,08:00,08:15,1318,1434
2013-07-02,08:15,08:30,1541,1847
2013-07-02,08:30,08:45,1763,2126
2013-07-02,08:45,09:00,2031,2346
2013-07-02,09:00,09:15,2300,2621
2013-07-02,09:15,09:30,2569,2860
2013-07-02,09:30,09:45,2837,3105
2013-07-02,09:45,10:00,3103,3348
2013-07-02,10:00,10:15,3369,3667
2013-07-02,10:15,10:30,3633,3910
2013-07-02,10:30,10:45,3896,4116
2013-07-02,10:45,11:00,4090,4294
2013-07-02,11:00,11:15,4283,4427
2013-07-02,11:15,11:30,4473,4558
2013-07-02,11:30,11:45,4663,4755
2013-07-02,11:45,12:00,4776,4883
2013-07-02,12:00,12:15,4889,4998
2013-07-02,12:15,12:30,4999,5062
2013-07-02,12:30,12:45,5110,5095
2013-07-02,12:45,13:00,5167,5153
2013-07-02,13:00,13:15,5225,5223
2013-07-02,13:15,13:30,5279,5255
2013-07-02,13:30,13:45,5333,5270
2013-07-02,13:45,14:00,5274,5301
2013-07-02,14:00,14:15,5214,5219
2013-07-02,14:15,14:30,5152,5172
2013-07-02,14:30,14:45,5089,5072
2013-07-02,14:45,15:00,5009,5006
2013-07-02,15:00,15:15,4930,4904
2013-07-02,15:15,15:30,4842,4778
2013-07-02,15:30,15:45,4754,4620
2013-07-02,15:45,16:00,4518,4428
2013-07-02,16:00,16:15,4282,4248
2013-07-02,16:15,16:30,4039,4059
2013-07-02,16:30,16:45,3796,3879
2013-07-02,16:45,17:00,3549,3660
2013-07-02,17:00,17:15,3301,3460
2013-07-02,17:15,17:30,3053,3228
2013-07-02,17:30,17:45,2805,3014
2013-07-02,17:45,18:00,2549,2717
2013-07-02,18:00,18:15,2293,2429
2013-07-02,18:15,18:30,2042,2160
2013-07-02,18:30,18:45,1791,1888
2013-07-02,18:45,19:00,1566,1642
2013-07-02,19:00,19:15,1341,1355
2013-07-02,19:15,19:30,1124,1121
2013-07-02,19:30,19:45,908,912
2013-07-02,19:45,20:00,689,732
2013-07-02,20:00,20:15,470,544
2013-07-02,20:15,20:30,257,366
2013-07-02,20:30,20:45,57,228
2013-07-02,20:45,21:00,43,162
2013-07-02,21:00,21:15,29,117
2013-07-02,21:15,21:30,14,84
2013-07-02,21:30,21:45,0,42
2013-07-02,21:45,22:00,0,9
2013-07-02,22:00,22:15,0,0
2013-07-02,22:15,22:30,0,0
2013-07-02,22:30,22:45,0,0
2013-07-02,22:45,23:00,0,0
2013-07-02,23:00,23:15,0,0
2013-07-02,23:15,23:30,0,0
2013-07-02,23:30,23:45,0,0
2013-07-02,23:45,00:00,0,0
2013-07-03,00:00,00:15,0,0
2013-07-03,00:15,00:30,0,0
2013-07-03,00:30,00:45,0,0
2013-07-03,00:45,01:00,0,0
2013-07-03,01:00,01:15,0,0
2013-07-03,01:15,01:30,0,0
2013-07-03,01:30,01:45,0,0
2013-07-03,01:45,02:00,0,0
2013-07-03,02:00,02:15,0,0
2013-07-03,02:15,02:30,0,0
2013-07-03,02:30,02:45,0,0
2013-07-03,02:45,03:00,0,0
2013-07-03,03:00,03:15,0,0
2013-07-03,03:15,03:30,0,0
2013-07-03,03:30,03:45,0,0
2013-07-03,03:45,04:00,0,0
2013-07-03,04:00,04:15,0,0
2013-07-03,04:15,04:30,0,0
2013-07-03,04:30,04:45,0,0
2013-07-03,04:45,05:00,0,0
2013-07-03,05:00,05:15,0,0
2013-07-03,05:15,05:30,0,3
2013-07-03,05:30,05:45,0,17
2013-07-03,05:45,06:00,0,51
2013-07-03,06:00,06:15,0,82
2013-07-03,06:15,06:30,0,127
2013-07-03,06:30,06:45,0,139
2013-07-03,06:45,07:00,24,180
2013-07-03,07:00,07:15,47,243
2013-07-03,07:15,07:30,72,304
2013-07-03,07:30,07:45,97,374
2013-07-03,07:45,08:00,120,515
2013-07-03,08:00,08:15,143,648
2013-07-03,08:15,08:30,166,782
2013-07-03,08:30,08:45,190,895
2013-07-03,08:45,09:00,210,940
2013-07-03,09:00,09:15,230,900
2013-07-03,09:15,09:30,250,975
2013-07-03,09:30,09:45,270,981
2013-07-03,09:45,10:00,311,994
2013-07-03,10:00,10:15,352,1071
2013-07-03,10:15,10:30,392,1129
2013-07-03,10:30,10:45,431,1196
2013-07-03,10:45,11:00,438,1286
2013-07-03,11:00,11:15,445,1389
2013-07-03,11:15,11:30,451,1474
2013-07-03,11:30,11:45,456,1534
2013-07-03,11:45,12:00,466,1559
2013-07-03,12:00,12:15,476,1564
2013-07-03,12:15,12:30,484,1598
2013-07-03,12:30,12:45,493,1638
2013-07-03,12:45,13:00,486,1701
2013-07-03,13:00,13:15,479,1788
2013-07-03,13:15,13:30,470,1834
2013-07-03,13:30,13:45,462,1873
2013-07-03,13:45,14:00,462,1900
2013-07-03,14:00,14:15,461,1866
2013-07-03,14:15,14:30,461,1869
2013-07-03,14:30,14:45,460,1876
2013-07-03,14:45,15:00,441,1866
2013-07-03,15:00,15:15,422,1816
2013-07-03,15:15,15:30,403,1825
2013-07-03,15:30,15:45,384,1751
2013-07-03,15:45,16:00,385,1667
2013-07-03,16:00,16:15,385,1678
2013-07-03,16:15,16:30,383,1722
2013-07-03,16:30,16:45,381,1652
2013-07-03,16:45,17:00,393,1528
2013-07-03,17:00,17:15,405,1450
2013-07-03,17:15,17:30,414,1354
2013-07-03,17:30,17:45,423,1251
2013-07-03,17:45,18:00,419,1166
2013-07-03,18:00,18:15,415,1048
2013-07-03,18:15,18:30,408,933
2013-07-03,18:30,18:45,401,842
2013-07-03,18:45,19:00,353,741
2013-07-03,19:00,19:15,305,660
2013-07-03,19:15,19:30,255,595
2013-07-03,19:30,19:45,205,527
2013-07-03,19:45,20:00,165,431
2013-07-03,20:00,20:15,125,357
2013-07-03,20:15,20:30,63,277
2013-07-03,20:30,20:45,1,208
2013-07-03,20:45,21:00,1,156
2013-07-03,21:00,21:15,1,114
2013-07-03,21:15,21:30,0,71
2013-07-03,21:30,21:45,0,34
2013-07-03,21:45,22:00,0,7
2013-07-03,22:00,22:15,0,0
2013-07-03,22:15,22:30,0,0
2013-07-03,22:30,22:45,0,0
2013-07-03,22:45,23:00,0,0
2013-07-03,23:00,23:15,0,0
2013-07-03,23:15,23:30,0,0
2013-07-03,23:30,23:45,0,0
2013-07-03,23:45,00:00,0,0
2013-07-04,00:00,00:15,0,0
2013-07-04,00:15,00:30,0,0
2013-07-04,00:30,00:45,0,0
2013-07-04,00:45,01:00,0,0
2013-07-04,01:00,01:15,0,0
2013-07-04,01:15,01:30,0,0
2013-07-04,01:30,01:45,0,0
2013-07-04,01:45,02:00,0,0
2013-07-04,02:00,02:15,0,0
2013-07-04,02:15,02:30,0,0
2013-07-04,02:30,02:45,0,0
2013-07-04,02:45,03:00,0,0
2013-07-04,03:00,03:15,0,0
2013-07-04,03:15,03:30,0,0
2013-07-04,03:30,03:45,0,0
2013-07-04,03:45,04:00,0,0
2013-07-04,04:00,04:15,0,0
2013-07-04,04:15,04:30,0,0
2013-07-04,04:30,04:45,0,0
2013-07-04,04:45,05:00,0,0
2013-07-04,05:00,05:15,0,1
2013-07-04,05:15,05:30,0,1
2013-07-04,05:30,05:45,0,18
2013-07-04,05:45,06:00,1,63
2013-07-04,06:00,06:15,3,110
2013-07-04,06:15,06:30,4,128
2013-07-04,06:30,06:45,6,174
2013-07-04,06:45,07:00,79,254
2013-07-04,07:00,07:15,152,340
2013-07-04,07:15,07:30,230,447
2013-07-04,07:30,07:45,308,564
2013-07-04,07:45,08:00,389,731
2013-07-04,08:00,08:15,470,933
2013-07-04,08:15,08:30,553,1087
2013-07-04,08:30,08:45,636,1224
2013-07-04,08:45,09:00,747,1327
2013-07-04,09:00,09:15,858,1453
2013-07-04,09:15,09:30,971,1580
2013-07-04,09:30,09:45,1083,1742
2013-07-04,09:45,10:00,1216,1894
2013-07-04,10:00,10:15,1348,2045
2013-07-04,10:15,10:30,1482,2169
2013-07-04,10:30,10:45,1615,2287
2013-07-04,10:45,11:00,1735,2485
2013-07-04,11:00,11:15,1856,2583
2013-07-04,11:15,11:30,1975,2695
2013-07-04,11:30,11:45,2095,2804
2013-07-04,11:45,12:00,2244,2884
2013-07-04,12:00,12:15,2392,3022
2013-07-04,12:15,12:30,2538,3175
2013-07-04,12:30,12:45,2683,3279
2013-07-04,12:45,13:00,2806,3351
2013-07-04,13:00,13:15,2930,3420
2013-07-04,13:15,13:30,3049,3493
2013-07-04,13:30,13:45,3168,3570
2013-07-04,13:45,14:00,3234,3620
2013-07-04,14:00,14:15,3300,3745
2013-07-04,14:15,14:30,3362,3808
2013-07-04,14:30,14:45,3423,3796
2013-07-04,14:45,15:00,3383,3775
2013-07-04,15:00,15:15,3343,3724
2013-07-04,15:15,15:30,3293,3572
2013-07-04,15:30,15:45,3243,3470
2013-07-04,15:45,16:00,3137,3342
2013-07-04,16:00,16:15,3030,3156
2013-07-04,16:15,16:30,2916,2970
2013-07-04,16:30,16:45,2803,2837
2013-07-04,16:45,17:00,2649,2735
2013-07-04,17:00,17:15,2495,2557
2013-07-04,17:15,17:30,2340,2375
2013-07-04,17:30,17:45,2185,2177
2013-07-04,17:45,18:00,1980,1996
2013-07-04,18:00,18:15,1775,1789
2013-07-04,18:15,18:30,1570,1623
2013-07-04,18:30,18:45,1366,1459
2013-07-04,18:45,19:00,1214,1266
2013-07-04,19:00,19:15,1061,1082
2013-07-04,19:15,19:30,913,919
2013-07-04,19:30,19:45,764,764
2013-07-04,19:45,20:00,581,623
2013-07-04,20:00,20:15,398,487
2013-07-04,20:15,20:30,212,350
2013-07-04,20:30,20:45,34,220
2013-07-04,20:45,21:00,26,158
2013-07-04,21:00,21:15,17,114
2013-07-04,21:15,21:30,9,79
2013-07-04,21:30,21:45,0,38
2013-07-04,21:45,22:00,0,7
2013-07-04,22:00,22:15,0,0
2013-07-04,22:15,22:30,0,0
2013-07-04,22:30,22:45,0,0
2013-07-04,22:45,23:00,0,0
2013-07-04,23:00,23:15,0,0
2013-07-04,23:15,23:30,0,0
2013-07-04,23:30,23:45,0,0
2013-07-04,23:45,00:00,0,0
2013-07-05,00:00,00:15,0,0
2013-07-05,00:15,00:30,0,0
2013-07-05,00:30,00:45,0,0
2013-07-05,00:45,01:00,0,0
2013-07-05,01:00,01:15,0,0
2013-07-05,01:15,01:30,0,0
2013-07-05,01:30,01:45,0,0
2013-07-05,01:45,02:00,0,0
2013-07-05,02:00,02:15,0,0
2013-07-05,02:15,02:30,0,0
2013-07-05,02:30,02:45,0,0
2013-07-05,02:45,03:00,0,0
2013-07-05,03:00,03:15,0,0
2013-07-05,03:15,03:30,0,0
2013-07-05,03:30,03:45,0,0
2013-07-05,03:45,04:00,0,0
2013-07-05,04:00,04:15,0,0
2013-07-05,04:15,04:30,0,0
2013-07-05,04:30,04:45,0,0
2013-07-05,04:45,05:00,0,0
2013-07-05,05:00,05:15,0,0
2013-07-05,05:15,05:30,0,1
2013-07-05,05:30,05:45,0,16
2013-07-05,05:45,06:00,1,66
2013-07-05,06:00,06:15,3,119
2013-07-05,06:15,06:30,4,135
2013-07-05,06:30,06:45,5,174
