date,time_from,time_to,production
2007-12-01,00:00,00:15,26702
2007-12-01,00:15,00:30,26460
2007-12-01,00:30,00:45,26275
2007-12-01,00:45,01:00,26095
2007-12-01,01:00,01:15,25811
2007-12-01,01:15,01:30,25749
2007-12-01,01:30,01:45,25706
2007-12-01,01:45,02:00,25745
2007-12-01,02:00,02:15,25685
2007-12-01,02:15,02:30,25754
2007-12-01,02:30,02:45,25827
2007-12-01,02:45,03:00,25893
2007-12-01,03:00,03:15,25848
2007-12-01,03:15,03:30,25841
2007-12-01,03:30,03:45,25909
2007-12-01,03:45,04:00,25961
2007-12-01,04:00,04:15,25793
2007-12-01,04:15,04:30,25805
2007-12-01,04:30,04:45,25786
2007-12-01,04:45,05:00,25793
2007-12-01,05:00,05:15,26321
2007-12-01,05:15,05:30,26206
2007-12-01,05:30,05:45,26044
2007-12-01,05:45,06:00,25907
2007-12-01,06:00,06:15,26210
2007-12-01,06:15,06:30,26225
2007-12-01,06:30,06:45,26298
2007-12-01,06:45,07:00,26417
2007-12-01,07:00,07:15,27210
2007-12-01,07:15,07:30,27398
2007-12-01,07:30,07:45,27579
2007-12-01,07:45,08:00,27810
2007-12-01,08:00,08:15,28906
2007-12-01,08:15,08:30,29112
2007-12-01,08:30,08:45,29281
2007-12-01,08:45,09:00,29479
2007-12-01,09:00,09:15,29556
2007-12-01,09:15,09:30,29740
2007-12-01,09:30,09:45,29891
2007-12-01,09:45,10:00,30022
2007-12-01,10:00,10:15,30039
2007-12-01,10:15,10:30,30118
2007-12-01,10:30,10:45,30187
2007-12-01,10:45,11:00,30257
2007-12-01,11:00,11:15,30309
2007-12-01,11:15,11:30,30428
2007-12-01,11:30,11:45,30515
2007-12-01,11:45,12:00,30495
2007-12-01,12:00,12:15,30505
2007-12-01,12:15,12:30,30400
2007-12-01,12:30,12:45,30322
2007-12-01,12:45,13:00,30242
2007-12-01,13:00,13:15,30202
2007-12-01,13:15,13:30,30101
2007-12-01,13:30,13:45,30031
2007-12-01,13:45,14:00,29906
2007-12-01,14:00,14:15,29953
2007-12-01,14:15,14:30,29871
2007-12-01,14:30,14:45,29810
2007-12-01,14:45,15:00,29752
2007-12-01,15:00,15:15,29706
2007-12-01,15:15,15:30,29724
2007-12-01,15:30,15:45,29798
2007-12-01,15:45,16:00,29822
2007-12-01,16:00,16:15,29875
2007-12-01,16:15,16:30,30088
2007-12-01,16:30,16:45,30234
2007-12-01,16:45,17:00,30613
2007-12-01,17:00,17:15,30549
2007-12-01,17:15,17:30,30704
2007-12-01,17:30,17:45,30773
2007-12-01,17:45,18:00,30833
2007-12-01,18:00,18:15,30550
2007-12-01,18:15,18:30,30551
2007-12-01,18:30,18:45,30473
2007-12-01,18:45,19:00,30382
2007-12-01,19:00,19:15,30790
2007-12-01,19:15,19:30,30646
2007-12-01,19:30,19:45,30469
2007-12-01,19:45,20:00,30279
2007-12-01,20:00,20:15,29264
2007-12-01,20:15,20:30,29094
2007-12-01,20:30,20:45,28896
2007-12-01,20:45,21:00,28781
2007-12-01,21:00,21:15,28828
2007-12-01,21:15,21:30,28800
2007-12-01,21:30,21:45,28802
2007-12-01,21:45,22:00,28738
2007-12-01,22:00,22:15,28755
2007-12-01,22:15,22:30,28631
2007-12-01,22:30,22:45,28549
2007-12-01,22:45,23:00,28365
2007-12-01,23:00,23:15,27800
2007-12-01,23:15,23:30,27525
2007-12-01,23:30,23:45,27227
2007-12-01,23:45,00:00,26943
2007-12-02,00:00,00:15,24405
2007-12-02,00:15,00:30,24158
2007-12-02,00:30,00:45,23975
2007-12-02,00:45,01:00,23763
2007-12-02,01:00,01:15,23511
2007-12-02,01:15,01:30,23448
2007-12-02,01:30,01:45,23357
2007-12-02,01:45,02:00,23359
2007-12-02,02:00,02:15,23294
2007-12-02,02:15,02:30,23349
2007-12-02,02:30,02:45,23377
2007-12-02,02:45,03:00,23408
2007-12-02,03:00,03:15,23329
2007-12-02,03:15,03:30,23338
2007-12-02,03:30,03:45,23383
2007-12-02,03:45,04:00,23405
2007-12-02,04:00,04:15,23343
2007-12-02,04:15,04:30,23375
2007-12-02,04:30,04:45,23333
2007-12-02,04:45,05:00,23341
2007-12-02,05:00,05:15,23408
2007-12-02,05:15,05:30,23263
2007-12-02,05:30,05:45,23096
2007-12-02,05:45,06:00,22899
2007-12-02,06:00,06:15,23122
2007-12-02,06:15,06:30,23017
2007-12-02,06:30,06:45,22945
2007-12-02,06:45,07:00,22982
2007-12-02,07:00,07:15,22978
2007-12-02,07:15,07:30,23100
2007-12-02,07:30,07:45,23246
2007-12-02,07:45,08:00,23450
2007-12-02,08:00,08:15,23586
2007-12-02,08:15,08:30,23816
2007-12-02,08:30,08:45,24063
2007-12-02,08:45,09:00,24280
2007-12-02,09:00,09:15,24492
2007-12-02,09:15,09:30,24696
2007-12-02,09:30,09:45,24872
2007-12-02,09:45,10:00,25051
2007-12-02,10:00,10:15,25606
2007-12-02,10:15,10:30,25813
2007-12-02,10:30,10:45,26018
2007-12-02,10:45,11:00,26223
2007-12-02,11:00,11:15,26682
2007-12-02,11:15,11:30,26997
2007-12-02,11:30,11:45,27201
2007-12-02,11:45,12:00,27231
2007-12-02,12:00,12:15,27191
2007-12-02,12:15,12:30,27167
2007-12-02,12:30,12:45,27075
2007-12-02,12:45,13:00,26999
2007-12-02,13:00,13:15,26787
2007-12-02,13:15,13:30,26713
2007-12-02,13:30,13:45,26662
2007-12-02,13:45,14:00,26521
2007-12-02,14:00,14:15,26315
2007-12-02,14:15,14:30,26217
2007-12-02,14:30,14:45,26128
2007-12-02,14:45,15:00,26073
2007-12-02,15:00,15:15,25756
2007-12-02,15:15,15:30,25788
2007-12-02,15:30,15:45,25949
2007-12-02,15:45,16:00,25987
2007-12-02,16:00,16:15,26127
2007-12-02,16:15,16:30,26319
2007-12-02,16:30,16:45,26442
2007-12-02,16:45,17:00,26775
2007-12-02,17:00,17:15,27239
2007-12-02,17:15,17:30,27365
2007-12-02,17:30,17:45,27449
2007-12-02,17:45,18:00,27574
2007-12-02,18:00,18:15,27511
2007-12-02,18:15,18:30,27515
2007-12-02,18:30,18:45,27445
2007-12-02,18:45,19:00,27377
2007-12-02,19:00,19:15,27489
2007-12-02,19:15,19:30,27426
2007-12-02,19:30,19:45,27300
2007-12-02,19:45,20:00,27156
2007-12-02,20:00,20:15,26875
2007-12-02,20:15,20:30,26730
2007-12-02,20:30,20:45,26542
2007-12-02,20:45,21:00,26422
2007-12-02,21:00,21:15,26419
2007-12-02,21:15,21:30,26381
2007-12-02,21:30,21:45,26391
2007-12-02,21:45,22:00,26440
2007-12-02,22:00,22:15,26657
2007-12-02,22:15,22:30,26548
2007-12-02,22:30,22:45,26424
2007-12-02,22:45,23:00,26165
2007-12-02,23:00,23:15,26000
2007-12-02,23:15,23:30,25683
2007-12-02,23:30,23:45,25387
2007-12-02,23:45,00:00,25108
2007-12-03,00:00,00:15,24529
2007-12-03,00:15,00:30,24297
2007-12-03,00:30,00:45,24143
2007-12-03,00:45,01:00,23993
2007-12-03,01:00,01:15,23993
2007-12-03,01:15,01:30,23932
2007-12-03,01:30,01:45,23843
2007-12-03,01:45,02:00,23849
2007-12-03,02:00,02:15,23905
2007-12-03,02:15,02:30,23964
2007-12-03,02:30,02:45,24038
2007-12-03,02:45,03:00,24078
2007-12-03,03:00,03:15,24131
2007-12-03,03:15,03:30,24146
2007-12-03,03:30,03:45,24165
2007-12-03,03:45,04:00,24220
2007-12-03,04:00,04:15,24400
2007-12-03,04:15,04:30,24482
2007-12-03,04:30,04:45,24521
2007-12-03,04:45,05:00,24675
2007-12-03,05:00,05:15,25093
2007-12-03,05:15,05:30,25256
2007-12-03,05:30,05:45,25495
2007-12-03,05:45,06:00,25677
2007-12-03,06:00,06:15,28431
2007-12-03,06:15,06:30,28952
2007-12-03,06:30,06:45,29401
2007-12-03,06:45,07:00,29798
2007-12-03,07:00,07:15,31110
2007-12-03,07:15,07:30,31404
2007-12-03,07:30,07:45,31566
2007-12-03,07:45,08:00,31718
2007-12-03,08:00,08:15,32873
2007-12-03,08:15,08:30,32936
2007-12-03,08:30,08:45,32983
2007-12-03,08:45,09:00,32950
2007-12-03,09:00,09:15,32435
2007-12-03,09:15,09:30,32505
2007-12-03,09:30,09:45,32541
2007-12-03,09:45,10:00,32573
2007-12-03,10:00,10:15,32681
2007-12-03,10:15,10:30,32711
2007-12-03,10:30,10:45,32782
2007-12-03,10:45,11:00,32854
2007-12-03,11:00,11:15,32842
2007-12-03,11:15,11:30,32952
2007-12-03,11:30,11:45,33035
2007-12-03,11:45,12:00,33022
2007-12-03,12:00,12:15,32077
2007-12-03,12:15,12:30,32065
2007-12-03,12:30,12:45,32081
2007-12-03,12:45,13:00,32125
2007-12-03,13:00,13:15,32455
2007-12-03,13:15,13:30,32436
2007-12-03,13:30,13:45,32427
2007-12-03,13:45,14:00,32310
2007-12-03,14:00,14:15,32357
2007-12-03,14:15,14:30,32291
2007-12-03,14:30,14:45,32275
2007-12-03,14:45,15:00,32199
2007-12-03,15:00,15:15,32057
2007-12-03,15:15,15:30,32019
2007-12-03,15:30,15:45,31988
2007-12-03,15:45,16:00,31953
2007-12-03,16:00,16:15,32008
2007-12-03,16:15,16:30,32062
2007-12-03,16:30,16:45,32112
2007-12-03,16:45,17:00,32341
2007-12-03,17:00,17:15,32472
2007-12-03,17:15,17:30,32602
2007-12-03,17:30,17:45,32648
2007-12-03,17:45,18:00,32688
2007-12-03,18:00,18:15,32639
2007-12-03,18:15,18:30,32589
2007-12-03,18:30,18:45,32486
2007-12-03,18:45,19:00,32413
2007-12-03,19:00,19:15,32326
2007-12-03,19:15,19:30,32136
2007-12-03,19:30,19:45,31972
2007-12-03,19:45,20:00,31763
2007-12-03,20:00,20:15,31150
2007-12-03,20:15,20:30,30897
2007-12-03,20:30,20:45,30648
2007-12-03,20:45,21:00,30372
2007-12-03,21:00,21:15,30296
2007-12-03,21:15,21:30,30121
2007-12-03,21:30,21:45,30005
2007-12-03,21:45,22:00,29871
2007-12-03,22:00,22:15,29855
2007-12-03,22:15,22:30,29566
2007-12-03,22:30,22:45,29298
2007-12-03,22:45,23:00,28887
2007-12-03,23:00,23:15,28854
2007-12-03,23:15,23:30,28455
2007-12-03,23:30,23:45,28129
2007-12-03,23:45,00:00,27831
2007-12-04,00:00,00:15,25470
2007-12-04,00:15,00:30,25206
2007-12-04,00:30,00:45,25015
2007-12-04,00:45,01:00,24839
2007-12-04,01:00,01:15,24783
2007-12-04,01:15,01:30,24760
2007-12-04,01:30,01:45,24664
2007-12-04,01:45,02:00,24674
2007-12-04,02:00,02:15,24435
2007-12-04,02:15,02:30,24418
2007-12-04,02:30,02:45,24455
2007-12-04,02:45,03:00,24482
2007-12-04,03:00,03:15,24148
2007-12-04,03:15,03:30,24155
2007-12-04,03:30,03:45,24230
2007-12-04,03:45,04:00,24275
2007-12-04,04:00,04:15,24547
2007-12-04,04:15,04:30,24595
2007-12-04,04:30,04:45,24624
2007-12-04,04:45,05:00,24746
2007-12-04,05:00,05:15,25454
2007-12-04,05:15,05:30,25511
2007-12-04,05:30,05:45,25638
2007-12-04,05:45,06:00,25804
2007-12-04,06:00,06:15,29111
2007-12-04,06:15,06:30,29619
2007-12-04,06:30,06:45,30057
2007-12-04,06:45,07:00,30398
2007-12-04,07:00,07:15,31272
2007-12-04,07:15,07:30,31496
2007-12-04,07:30,07:45,31570
2007-12-04,07:45,08:00,31651
2007-12-04,08:00,08:15,32482
2007-12-04,08:15,08:30,32469
2007-12-04,08:30,08:45,32437
2007-12-04,08:45,09:00,32371
2007-12-04,09:00,09:15,32329
2007-12-04,09:15,09:30,32341
2007-12-04,09:30,09:45,32360
2007-12-04,09:45,10:00,32357
2007-12-04,10:00,10:15,32195
2007-12-04,10:15,10:30,32192
2007-12-04,10:30,10:45,32235
2007-12-04,10:45,11:00,32278
2007-12-04,11:00,11:15,32108
2007-12-04,11:15,11:30,32185
2007-12-04,11:30,11:45,32212
2007-12-04,11:45,12:00,32162
2007-12-04,12:00,12:15,32200
2007-12-04,12:15,12:30,32172
2007-12-04,12:30,12:45,32164
2007-12-04,12:45,13:00,32202
2007-12-04,13:00,13:15,32330
2007-12-04,13:15,13:30,32286
2007-12-04,13:30,13:45,32263
2007-12-04,13:45,14:00,32166
2007-12-04,14:00,14:15,32337
2007-12-04,14:15,14:30,32279
2007-12-04,14:30,14:45,32324
2007-12-04,14:45,15:00,32275
2007-12-04,15:00,15:15,32340
2007-12-04,15:15,15:30,32324
2007-12-04,15:30,15:45,32343
2007-12-04,15:45,16:00,32381
2007-12-04,16:00,16:15,32431
2007-12-04,16:15,16:30,32555
2007-12-04,16:30,16:45,32684
2007-12-04,16:45,17:00,32949
2007-12-04,17:00,17:15,32706
2007-12-04,17:15,17:30,32827
2007-12-04,17:30,17:45,32852
2007-12-04,17:45,18:00,32842
2007-12-04,18:00,18:15,33057
2007-12-04,18:15,18:30,33051
2007-12-04,18:30,18:45,32999
