date,time_from,time_to,production
2007-05-01,00:00,00:15,17084
2007-05-01,00:15,00:30,16915
2007-05-01,00:30,00:45,16752
2007-05-01,00:45,01:00,16619
2007-05-01,01:00,01:15,16239
2007-05-01,01:15,01:30,16153
2007-05-01,01:30,01:45,16092
2007-05-01,01:45,02:00,16072
2007-05-01,02:00,02:15,16456
2007-05-01,02:15,02:30,16405
2007-05-01,02:30,02:45,16395
2007-05-01,02:45,03:00,16346
2007-05-01,03:00,03:15,16112
2007-05-01,03:15,03:30,16113
2007-05-01,03:30,03:45,16113
2007-05-01,03:45,04:00,16114
2007-05-01,04:00,04:15,15867
2007-05-01,04:15,04:30,15869
2007-05-01,04:30,04:45,15898
2007-05-01,04:45,05:00,15928
2007-05-01,05:00,05:15,16054
2007-05-01,05:15,05:30,15996
2007-05-01,05:30,05:45,15941
2007-05-01,05:45,06:00,15878
2007-05-01,06:00,06:15,16128
2007-05-01,06:15,06:30,16091
2007-05-01,06:30,06:45,16090
2007-05-01,06:45,07:00,16040
2007-05-01,07:00,07:15,16684
2007-05-01,07:15,07:30,16802
2007-05-01,07:30,07:45,16943
2007-05-01,07:45,08:00,17129
2007-05-01,08:00,08:15,16712
2007-05-01,08:15,08:30,16855
2007-05-01,08:30,08:45,16976
2007-05-01,08:45,09:00,17104
2007-05-01,09:00,09:15,17607
2007-05-01,09:15,09:30,17730
2007-05-01,09:30,09:45,17846
2007-05-01,09:45,10:00,17921
2007-05-01,10:00,10:15,18039
2007-05-01,10:15,10:30,18129
2007-05-01,10:30,10:45,18229
2007-05-01,10:45,11:00,18325
2007-05-01,11:00,11:15,18403
2007-05-01,11:15,11:30,18615
2007-05-01,11:30,11:45,18756
2007-05-01,11:45,12:00,18758
2007-05-01,12:00,12:15,18922
2007-05-01,12:15,12:30,18790
2007-05-01,12:30,12:45,18668
2007-05-01,12:45,13:00,18546
2007-05-01,13:00,13:15,18156
2007-05-01,13:15,13:30,18051
2007-05-01,13:30,13:45,17933
2007-05-01,13:45,14:00,17863
2007-05-01,14:00,14:15,17856
2007-05-01,14:15,14:30,17757
2007-05-01,14:30,14:45,17706
2007-05-01,14:45,15:00,17663
2007-05-01,15:00,15:15,17797
2007-05-01,15:15,15:30,17765
2007-05-01,15:30,15:45,17754
2007-05-01,15:45,16:00,17719
2007-05-01,16:00,16:15,17699
2007-05-01,16:15,16:30,17678
2007-05-01,16:30,16:45,17677
2007-05-01,16:45,17:00,17712
2007-05-01,17:00,17:15,18147
2007-05-01,17:15,17:30,18201
2007-05-01,17:30,17:45,18302
2007-05-01,17:45,18:00,18411
2007-05-01,18:00,18:15,18230
2007-05-01,18:15,18:30,18328
2007-05-01,18:30,18:45,18379
2007-05-01,18:45,19:00,18429
2007-05-01,19:00,19:15,18306
2007-05-01,19:15,19:30,18310
2007-05-01,19:30,19:45,18269
2007-05-01,19:45,20:00,18241
2007-05-01,20:00,20:15,18301
2007-05-01,20:15,20:30,18349
2007-05-01,20:30,20:45,18384
2007-05-01,20:45,21:00,18495
2007-05-01,21:00,21:15,18686
2007-05-01,21:15,21:30,18687
2007-05-01,21:30,21:45,18653
2007-05-01,21:45,22:00,18620
2007-05-01,22:00,22:15,18890
2007-05-01,22:15,22:30,18719
2007-05-01,22:30,22:45,18541
2007-05-01,22:45,23:00,18293
2007-05-01,23:00,23:15,18114
2007-05-01,23:15,23:30,17859
2007-05-01,23:30,23:45,17667
2007-05-01,23:45,00:00,17513
2007-05-02,00:00,00:15,17379
2007-05-02,00:15,00:30,17246
2007-05-02,00:30,00:45,17120
2007-05-02,00:45,01:00,17026
2007-05-02,01:00,01:15,17010
2007-05-02,01:15,01:30,16951
2007-05-02,01:30,01:45,16931
2007-05-02,01:45,02:00,16904
2007-05-02,02:00,02:15,16786
2007-05-02,02:15,02:30,16781
2007-05-02,02:30,02:45,16792
2007-05-02,02:45,03:00,16799
2007-05-02,03:00,03:15,16947
2007-05-02,03:15,03:30,17003
2007-05-02,03:30,03:45,17027
2007-05-02,03:45,04:00,17078
2007-05-02,04:00,04:15,17094
2007-05-02,04:15,04:30,17185
2007-05-02,04:30,04:45,17333
2007-05-02,04:45,05:00,17512
2007-05-02,05:00,05:15,17912
2007-05-02,05:15,05:30,18116
2007-05-02,05:30,05:45,18368
2007-05-02,05:45,06:00,18665
2007-05-02,06:00,06:15,21374
2007-05-02,06:15,06:30,21788
2007-05-02,06:30,06:45,22146
2007-05-02,06:45,07:00,22430
2007-05-02,07:00,07:15,23199
2007-05-02,07:15,07:30,23415
2007-05-02,07:30,07:45,23535
2007-05-02,07:45,08:00,23705
2007-05-02,08:00,08:15,25811
2007-05-02,08:15,08:30,25890
2007-05-02,08:30,08:45,25884
2007-05-02,08:45,09:00,25878
2007-05-02,09:00,09:15,25406
2007-05-02,09:15,09:30,25437
2007-05-02,09:30,09:45,25515
2007-05-02,09:45,10:00,25540
2007-05-02,10:00,10:15,25860
2007-05-02,10:15,10:30,25898
2007-05-02,10:30,10:45,25949
2007-05-02,10:45,11:00,26015
2007-05-02,11:00,11:15,25953
2007-05-02,11:15,11:30,26076
2007-05-02,11:30,11:45,26155
2007-05-02,11:45,12:00,26171
2007-05-02,12:00,12:15,26483
2007-05-02,12:15,12:30,26393
2007-05-02,12:30,12:45,26342
2007-05-02,12:45,13:00,26345
2007-05-02,13:00,13:15,26678
2007-05-02,13:15,13:30,26682
2007-05-02,13:30,13:45,26633
2007-05-02,13:45,14:00,26554
2007-05-02,14:00,14:15,26373
2007-05-02,14:15,14:30,26331
2007-05-02,14:30,14:45,26260
2007-05-02,14:45,15:00,26170
2007-05-02,15:00,15:15,26000
2007-05-02,15:15,15:30,25901
2007-05-02,15:30,15:45,25819
2007-05-02,15:45,16:00,25692
2007-05-02,16:00,16:15,25710
2007-05-02,16:15,16:30,25623
2007-05-02,16:30,16:45,25546
2007-05-02,16:45,17:00,25469
2007-05-02,17:00,17:15,25776
2007-05-02,17:15,17:30,25753
2007-05-02,17:30,17:45,25744
2007-05-02,17:45,18:00,25724
2007-05-02,18:00,18:15,25530
2007-05-02,18:15,18:30,25545
2007-05-02,18:30,18:45,25545
2007-05-02,18:45,19:00,25545
2007-05-02,19:00,19:15,25409
2007-05-02,19:15,19:30,25363
2007-05-02,19:30,19:45,25280
2007-05-02,19:45,20:00,25309
2007-05-02,20:00,20:15,23533
2007-05-02,20:15,20:30,23539
2007-05-02,20:30,20:45,23526
2007-05-02,20:45,21:00,23548
2007-05-02,21:00,21:15,23719
2007-05-02,21:15,21:30,23694
2007-05-02,21:30,21:45,23585
2007-05-02,21:45,22:00,23431
2007-05-02,22:00,22:15,23158
2007-05-02,22:15,22:30,22890
2007-05-02,22:30,22:45,22647
2007-05-02,22:45,23:00,22388
2007-05-02,23:00,23:15,21958
2007-05-02,23:15,23:30,21659
2007-05-02,23:30,23:45,21413
2007-05-02,23:45,00:00,21197
2007-05-03,00:00,00:15,19297
2007-05-03,00:15,00:30,19088
2007-05-03,00:30,00:45,18913
2007-05-03,00:45,01:00,18777
2007-05-03,01:00,01:15,18758
2007-05-03,01:15,01:30,18669
2007-05-03,01:30,01:45,18610
2007-05-03,01:45,02:00,18592
2007-05-03,02:00,02:15,18371
2007-05-03,02:15,02:30,18322
2007-05-03,02:30,02:45,18326
2007-05-03,02:45,03:00,18327
2007-05-03,03:00,03:15,18307
2007-05-03,03:15,03:30,18315
2007-05-03,03:30,03:45,18378
2007-05-03,03:45,04:00,18443
2007-05-03,04:00,04:15,18509
2007-05-03,04:15,04:30,18623
2007-05-03,04:30,04:45,18764
2007-05-03,04:45,05:00,18934
2007-05-03,05:00,05:15,19273
2007-05-03,05:15,05:30,19439
2007-05-03,05:30,05:45,19679
2007-05-03,05:45,06:00,19991
2007-05-03,06:00,06:15,22647
2007-05-03,06:15,06:30,23095
2007-05-03,06:30,06:45,23479
2007-05-03,06:45,07:00,23787
2007-05-03,07:00,07:15,24181
2007-05-03,07:15,07:30,24425
2007-05-03,07:30,07:45,24583
2007-05-03,07:45,08:00,24733
2007-05-03,08:00,08:15,26293
2007-05-03,08:15,08:30,26326
2007-05-03,08:30,08:45,26294
2007-05-03,08:45,09:00,26293
2007-05-03,09:00,09:15,26335
2007-05-03,09:15,09:30,26390
2007-05-03,09:30,09:45,26452
2007-05-03,09:45,10:00,26480
2007-05-03,10:00,10:15,26144
2007-05-03,10:15,10:30,26192
2007-05-03,10:30,10:45,26250
2007-05-03,10:45,11:00,26295
2007-05-03,11:00,11:15,26285
2007-05-03,11:15,11:30,26374
2007-05-03,11:30,11:45,26469
2007-05-03,11:45,12:00,26463
2007-05-03,12:00,12:15,26397
2007-05-03,12:15,12:30,26310
2007-05-03,12:30,12:45,26277
2007-05-03,12:45,13:00,26249
2007-05-03,13:00,13:15,26291
2007-05-03,13:15,13:30,26217
2007-05-03,13:30,13:45,26163
2007-05-03,13:45,14:00,26037
2007-05-03,14:00,14:15,25873
2007-05-03,14:15,14:30,25834
2007-05-03,14:30,14:45,25761
2007-05-03,14:45,15:00,25669
2007-05-03,15:00,15:15,26015
2007-05-03,15:15,15:30,25919
2007-05-03,15:30,15:45,25830
2007-05-03,15:45,16:00,25717
2007-05-03,16:00,16:15,25705
2007-05-03,16:15,16:30,25638
2007-05-03,16:30,16:45,25565
2007-05-03,16:45,17:00,25519
2007-05-03,17:00,17:15,25418
2007-05-03,17:15,17:30,25450
2007-05-03,17:30,17:45,25511
2007-05-03,17:45,18:00,25540
2007-05-03,18:00,18:15,25378
2007-05-03,18:15,18:30,25422
