date,time_from,time_to,production
2009-12-01,00:00,00:15,24373
2009-12-01,00:15,00:30,24165
2009-12-01,00:30,00:45,24031
2009-12-01,00:45,01:00,23923
2009-12-01,01:00,01:15,24042
2009-12-01,01:15,01:30,24022
2009-12-01,01:30,01:45,24010
2009-12-01,01:45,02:00,24044
2009-12-01,02:00,02:15,23637
2009-12-01,02:15,02:30,23653
2009-12-01,02:30,02:45,23704
2009-12-01,02:45,03:00,23766
2009-12-01,03:00,03:15,23107
2009-12-01,03:15,03:30,23137
2009-12-01,03:30,03:45,23215
2009-12-01,03:45,04:00,23363
2009-12-01,04:00,04:15,23650
2009-12-01,04:15,04:30,23691
2009-12-01,04:30,04:45,23739
2009-12-01,04:45,05:00,23779
2009-12-01,05:00,05:15,24746
2009-12-01,05:15,05:30,24809
2009-12-01,05:30,05:45,24860
2009-12-01,05:45,06:00,25104
2009-12-01,06:00,06:15,28002
2009-12-01,06:15,06:30,28491
2009-12-01,06:30,06:45,29030
2009-12-01,06:45,07:00,29445
2009-12-01,07:00,07:15,32273
2009-12-01,07:15,07:30,32451
2009-12-01,07:30,07:45,32475
2009-12-01,07:45,08:00,32540
2009-12-01,08:00,08:15,33054
2009-12-01,08:15,08:30,33097
2009-12-01,08:30,08:45,33101
2009-12-01,08:45,09:00,33094
2009-12-01,09:00,09:15,33859
2009-12-01,09:15,09:30,33874
2009-12-01,09:30,09:45,33924
2009-12-01,09:45,10:00,33961
2009-12-01,10:00,10:15,33964
2009-12-01,10:15,10:30,33994
2009-12-01,10:30,10:45,34040
2009-12-01,10:45,11:00,34084
2009-12-01,11:00,11:15,33682
2009-12-01,11:15,11:30,33773
2009-12-01,11:30,11:45,33825
2009-12-01,11:45,12:00,33838
2009-12-01,12:00,12:15,34028
2009-12-01,12:15,12:30,33987
2009-12-01,12:30,12:45,34049
2009-12-01,12:45,13:00,34117
2009-12-01,13:00,13:15,33846
2009-12-01,13:15,13:30,33842
2009-12-01,13:30,13:45,33833
2009-12-01,13:45,14:00,33740
2009-12-01,14:00,14:15,33441
2009-12-01,14:15,14:30,33396
2009-12-01,14:30,14:45,33380
2009-12-01,14:45,15:00,33331
2009-12-01,15:00,15:15,33607
2009-12-01,15:15,15:30,33600
2009-12-01,15:30,15:45,33609
2009-12-01,15:45,16:00,33631
2009-12-01,16:00,16:15,33575
2009-12-01,16:15,16:30,33680
2009-12-01,16:30,16:45,33819
2009-12-01,16:45,17:00,34054
2009-12-01,17:00,17:15,33682
2009-12-01,17:15,17:30,33790
2009-12-01,17:30,17:45,33791
2009-12-01,17:45,18:00,33746
2009-12-01,18:00,18:15,33881
2009-12-01,18:15,18:30,33801
2009-12-01,18:30,18:45,33679
2009-12-01,18:45,19:00,33574
2009-12-01,19:00,19:15,33984
2009-12-01,19:15,19:30,33824
2009-12-01,19:30,19:45,33702
2009-12-01,19:45,20:00,33555
2009-12-01,20:00,20:15,32889
2009-12-01,20:15,20:30,32714
2009-12-01,20:30,20:45,32516
2009-12-01,20:45,21:00,32394
2009-12-01,21:00,21:15,31124
2009-12-01,21:15,21:30,31028
2009-12-01,21:30,21:45,30977
2009-12-01,21:45,22:00,30833
2009-12-01,22:00,22:15,29259
2009-12-01,22:15,22:30,29128
2009-12-01,22:30,22:45,28919
2009-12-01,22:45,23:00,28627
2009-12-01,23:00,23:15,26771
2009-12-01,23:15,23:30,26448
2009-12-01,23:30,23:45,26166
2009-12-01,23:45,00:00,25664
2009-12-02,00:00,00:15,24356
2009-12-02,00:15,00:30,24173
2009-12-02,00:30,00:45,24046
2009-12-02,00:45,01:00,23935
2009-12-02,01:00,01:15,23741
2009-12-02,01:15,01:30,23741
2009-12-02,01:30,01:45,23729
2009-12-02,01:45,02:00,23780
2009-12-02,02:00,02:15,22995
2009-12-02,02:15,02:30,23019
2009-12-02,02:30,02:45,23072
2009-12-02,02:45,03:00,23109
2009-12-02,03:00,03:15,22952
2009-12-02,03:15,03:30,22952
2009-12-02,03:30,03:45,23000
2009-12-02,03:45,04:00,23127
2009-12-02,04:00,04:15,23064
2009-12-02,04:15,04:30,23108
2009-12-02,04:30,04:45,23169
2009-12-02,04:45,05:00,23216
2009-12-02,05:00,05:15,23789
2009-12-02,05:15,05:30,23860
2009-12-02,05:30,05:45,23959
2009-12-02,05:45,06:00,24185
