date,time_from,time_to,forecast,actual_feedin
2015-08-01,00:00,00:15,0,0
2015-08-01,00:15,00:30,0,0
2015-08-01,00:30,00:45,0,0
2015-08-01,00:45,01:00,0,0
2015-08-01,01:00,01:15,0,0
2015-08-01,01:15,01:30,0,0
2015-08-01,01:30,01:45,0,0
2015-08-01,01:45,02:00,0,0
2015-08-01,02:00,02:15,0,0
2015-08-01,02:15,02:30,0,0
2015-08-01,02:30,02:45,0,0
2015-08-01,02:45,03:00,0,0
2015-08-01,03:00,03:15,0,0
2015-08-01,03:15,03:30,0,0
2015-08-01,03:30,03:45,0,0
2015-08-01,03:45,04:00,0,0
2015-08-01,04:00,04:15,0,0
2015-08-01,04:15,04:30,0,0
2015-08-01,04:30,04:45,0,0
2015-08-01,04:45,05:00,0,0
2015-08-01,05:00,05:15,0,0
2015-08-01,05:15,05:30,0,0
2015-08-01,05:30,05:45,0,0
2015-08-01,05:45,06:00,1,2
2015-08-01,06:00,06:15,2,29
2015-08-01,06:15,06:30,3,82
2015-08-01,06:30,06:45,4,156
2015-08-01,06:45,07:00,203,247
2015-08-01,07:00,07:15,403,371
2015-08-01,07:15,07:30,608,560
2015-08-01,07:30,07:45,814,785
2015-08-01,07:45,08:00,1068,1030
2015-08-01,08:00,08:15,1323,1303
2015-08-01,08:15,08:30,1581,1523
2015-08-01,08:30,08:45,1840,1828
2015-08-01,08:45,09:00,2173,2132
2015-08-01,09:00,09:15,2505,2379
2015-08-01,09:15,09:30,2838,2651
2015-08-01,09:30,09:45,3172,2845
2015-08-01,09:45,10:00,3513,3096
2015-08-01,10:00,10:15,3855,3354
2015-08-01,10:15,10:30,4194,3620
2015-08-01,10:30,10:45,4533,3891
2015-08-01,10:45,11:00,4766,4115
2015-08-01,11:00,11:15,4999,4278
2015-08-01,11:15,11:30,5227,4481
2015-08-01,11:30,11:45,5456,4613
2015-08-01,11:45,12:00,5631,4677
2015-08-01,12:00,12:15,5807,4759
2015-08-01,12:15,12:30,5978,4807
2015-08-01,12:30,12:45,6149,4856
2015-08-01,12:45,13:00,6188,4926
2015-08-01,13:00,13:15,6227,4974
2015-08-01,13:15,13:30,6260,5002
2015-08-01,13:30,13:45,6293,5035
2015-08-01,13:45,14:00,6216,5063
2015-08-01,14:00,14:15,6139,5088
2015-08-01,14:15,14:30,6056,5117
2015-08-01,14:30,14:45,5974,5016
2015-08-01,14:45,15:00,5790,4802
2015-08-01,15:00,15:15,5607,4624
2015-08-01,15:15,15:30,5418,4506
2015-08-01,15:30,15:45,5229,4304
2015-08-01,15:45,16:00,4966,4114
2015-08-01,16:00,16:15,4702,3812
2015-08-01,16:15,16:30,4436,3491
2015-08-01,16:30,16:45,4169,3223
2015-08-01,16:45,17:00,3862,3000
2015-08-01,17:00,17:15,3555,2763
2015-08-01,17:15,17:30,3249,2590
2015-08-01,17:30,17:45,2943,2329
2015-08-01,17:45,18:00,2637,2077
2015-08-01,18:00,18:15,2331,1838
2015-08-01,18:15,18:30,2028,1605
