date,time_from,time_to,forecast,actual_feedin
2015-12-01,00:00,00:15,0,0
2015-12-01,00:15,00:30,0,0
2015-12-01,00:30,00:45,0,0
2015-12-01,00:45,01:00,0,0
2015-12-01,01:00,01:15,0,0
2015-12-01,01:15,01:30,0,0
2015-12-01,01:30,01:45,0,0
2015-12-01,01:45,02:00,0,0
2015-12-01,02:00,02:15,0,0
2015-12-01,02:15,02:30,0,0
2015-12-01,02:30,02:45,0,0
2015-12-01,02:45,03:00,0,0
2015-12-01,03:00,03:15,0,0
2015-12-01,03:15,03:30,0,0
2015-12-01,03:30,03:45,0,0
2015-12-01,03:45,04:00,0,0
2015-12-01,04:00,04:15,0,0
2015-12-01,04:15,04:30,0,0
2015-12-01,04:30,04:45,0,0
2015-12-01,04:45,05:00,0,0
2015-12-01,05:00,05:15,0,0
2015-12-01,05:15,05:30,0,0
2015-12-01,05:30,05:45,0,0
2015-12-01,05:45,06:00,0,0
2015-12-01,06:00,06:15,0,0
2015-12-01,06:15,06:30,0,0
2015-12-01,06:30,06:45,0,0
2015-12-01,06:45,07:00,0,0
2015-12-01,07:00,07:15,0,0
2015-12-01,07:15,07:30,0,0
2015-12-01,07:30,07:45,0,0
2015-12-01,07:45,08:00,0,0
2015-12-01,08:00,08:15,0,2
2015-12-01,08:15,08:30,0,12
2015-12-01,08:30,08:45,1,35
2015-12-01,08:45,09:00,7,76
2015-12-01,09:00,09:15,14,125
2015-12-01,09:15,09:30,28,172
2015-12-01,09:30,09:45,51,219
2015-12-01,09:45,10:00,64,251
2015-12-01,10:00,10:15,79,321
2015-12-01,10:15,10:30,93,374
2015-12-01,10:30,10:45,108,398
2015-12-01,10:45,11:00,121,426
2015-12-01,11:00,11:15,134,455
2015-12-01,11:15,11:30,142,493
2015-12-01,11:30,11:45,148,511
2015-12-01,11:45,12:00,147,525
2015-12-01,12:00,12:15,146,516
2015-12-01,12:15,12:30,145,520
2015-12-01,12:30,12:45,143,488
2015-12-01,12:45,13:00,141,437
2015-12-01,13:00,13:15,137,396
2015-12-01,13:15,13:30,132,355
2015-12-01,13:30,13:45,126,331
2015-12-01,13:45,14:00,119,318
2015-12-01,14:00,14:15,111,311
2015-12-01,14:15,14:30,102,281
2015-12-01,14:30,14:45,93,230
2015-12-01,14:45,15:00,83,203
2015-12-01,15:00,15:15,73,167
2015-12-01,15:15,15:30,62,107
2015-12-01,15:30,15:45,47,63
2015-12-01,15:45,16:00,10,37
2015-12-01,16:00,16:15,8,13
2015-12-01,16:15,16:30,0,3
2015-12-01,16:30,16:45,0,0
2015-12-01,16:45,17:00,0,0
2015-12-01,17:00,17:15,0,0
2015-12-01,17:15,17:30,0,0
2015-12-01,17:30,17:45,0,0
2015-12-01,17:45,18:00,0,0
2015-12-01,18:00,18:15,0,0
2015-12-01,18:15,18:30,0,0
2015-12-01,18:30,18:45,0,0
2015-12-01,18:45,19:00,0,0
2015-12-01,19:00,19:15,0,0
2015-12-01,19:15,19:30,0,0
2015-12-01,19:30,19:45,0,0
2015-12-01,19:45,20:00,0,0
2015-12-01,20:00,20:15,0,0
2015-12-01,20:15,20:30,0,0
2015-12-01,20:30,20:45,0,0
2015-12-01,20:45,21:00,0,0
2015-12-01,21:00,21:15,0,0
2015-12-01,21:15,21:30,0,0
2015-12-01,21:30,21:45,0,0
2015-12-01,21:45,22:00,0,0
2015-12-01,22:00,22:15,0,0
2015-12-01,22:15,22:30,0,0
2015-12-01,22:30,22:45,0,0
2015-12-01,22:45,23:00,0,0
2015-12-01,23:00,23:15,0,0
2015-12-01,23:15,23:30,0,0
2015-12-01,23:30,23:45,0,0
2015-12-01,23:45,00:00,0,0
2015-12-02,00:00,00:15,0,0
2015-12-02,00:15,00:30,0,0
2015-12-02,00:30,00:45,0,0
2015-12-02,00:45,01:00,0,0
2015-12-02,01:00,01:15,0,0
2015-12-02,01:15,01:30,0,0
2015-12-02,01:30,01:45,0,0
2015-12-02,01:45,02:00,0,0
2015-12-02,02:00,02:15,0,0
2015-12-02,02:15,02:30,0,0
2015-12-02,02:30,02:45,0,0
2015-12-02,02:45,03:00,0,0
2015-12-02,03:00,03:15,0,0
2015-12-02,03:15,03:30,0,0
2015-12-02,03:30,03:45,0,0
2015-12-02,03:45,04:00,0,0
2015-12-02,04:00,04:15,0,0
2015-12-02,04:15,04:30,0,0
2015-12-02,04:30,04:45,0,0
2015-12-02,04:45,05:00,0,0
2015-12-02,05:00,05:15,0,0
2015-12-02,05:15,05:30,0,0
2015-12-02,05:30,05:45,0,0
2015-12-02,05:45,06:00,0,0
2015-12-02,06:00,06:15,0,0
2015-12-02,06:15,06:30,0,0
2015-12-02,06:30,06:45,0,0
2015-12-02,06:45,07:00,0,0
2015-12-02,07:00,07:15,0,0
2015-12-02,07:15,07:30,0,0
2015-12-02,07:30,07:45,0,0
2015-12-02,07:45,08:00,0,2
2015-12-02,08:00,08:15,0,16
2015-12-02,08:15,08:30,2,27
2015-12-02,08:30,08:45,5,49
2015-12-02,08:45,09:00,40,92
2015-12-02,09:00,09:15,87,133
2015-12-02,09:15,09:30,184,179
2015-12-02,09:30,09:45,290,169
2015-12-02,09:45,10:00,383,218
2015-12-02,10:00,10:15,489,261
2015-12-02,10:15,10:30,603,300
2015-12-02,10:30,10:45,726,342
2015-12-02,10:45,11:00,857,377
2015-12-02,11:00,11:15,990,412
2015-12-02,11:15,11:30,1100,436
2015-12-02,11:30,11:45,1192,463
2015-12-02,11:45,12:00,1239,488
2015-12-02,12:00,12:15,1276,512
2015-12-02,12:15,12:30,1293,510
2015-12-02,12:30,12:45,1296,521
2015-12-02,12:45,13:00,1285,502
2015-12-02,13:00,13:15,1260,490
2015-12-02,13:15,13:30,1214,478
2015-12-02,13:30,13:45,1158,460
2015-12-02,13:45,14:00,1091,433
2015-12-02,14:00,14:15,1015,390
2015-12-02,14:15,14:30,920,376
2015-12-02,14:30,14:45,820,335
2015-12-02,14:45,15:00,718,287
2015-12-02,15:00,15:15,614,231
2015-12-02,15:15,15:30,516,175
2015-12-02,15:30,15:45,375,127
2015-12-02,15:45,16:00,73,87
2015-12-02,16:00,16:15,48,35
2015-12-02,16:15,16:30,7,5
2015-12-02,16:30,16:45,0,0
2015-12-02,16:45,17:00,0,0
2015-12-02,17:00,17:15,0,0
2015-12-02,17:15,17:30,0,0
2015-12-02,17:30,17:45,0,0
2015-12-02,17:45,18:00,0,0
2015-12-02,18:00,18:15,0,0
2015-12-02,18:15,18:30,0,0
2015-12-02,18:30,18:45,0,0
2015-12-02,18:45,19:00,0,0
2015-12-02,19:00,19:15,0,0
2015-12-02,19:15,19:30,0,0
2015-12-02,19:30,19:45,0,0
2015-12-02,19:45,20:00,0,0
2015-12-02,20:00,20:15,0,0
2015-12-02,20:15,20:30,0,0
2015-12-02,20:30,20:45,0,0
2015-12-02,20:45,21:00,0,0
2015-12-02,21:00,21:15,0,0
2015-12-02,21:15,21:30,0,0
2015-12-02,21:30,21:45,0,0
2015-12-02,21:45,22:00,0,0
2015-12-02,22:00,22:15,0,0
2015-12-02,22:15,22:30,0,0
2015-12-02,22:30,22:45,0,0
2015-12-02,22:45,23:00,0,0
2015-12-02,23:00,23:15,0,0
2015-12-02,23:15,23:30,0,0
2015-12-02,23:30,23:45,0,0
2015-12-02,23:45,00:00,0,0
2015-12-03,00:00,00:15,0,0
2015-12-03,00:15,00:30,0,0
2015-12-03,00:30,00:45,0,0
2015-12-03,00:45,01:00,0,0
2015-12-03,01:00,01:15,0,0
2015-12-03,01:15,01:30,0,0
2015-12-03,01:30,01:45,0,0
2015-12-03,01:45,02:00,0,0
2015-12-03,02:00,02:15,0,0
2015-12-03,02:15,02:30,0,0
2015-12-03,02:30,02:45,0,0
2015-12-03,02:45,03:00,0,0
2015-12-03,03:00,03:15,0,0
2015-12-03,03:15,03:30,0,0
2015-12-03,03:30,03:45,0,0
2015-12-03,03:45,04:00,0,0
2015-12-03,04:00,04:15,0,0
2015-12-03,04:15,04:30,0,0
2015-12-03,04:30,04:45,0,0
2015-12-03,04:45,05:00,0,0
2015-12-03,05:00,05:15,0,0
2015-12-03,05:15,05:30,0,0
2015-12-03,05:30,05:45,0,0
2015-12-03,05:45,06:00,0,0
2015-12-03,06:00,06:15,0,0
2015-12-03,06:15,06:30,0,0
2015-12-03,06:30,06:45,0,0
2015-12-03,06:45,07:00,0,0
2015-12-03,07:00,07:15,0,0
2015-12-03,07:15,07:30,0,0
2015-12-03,07:30,07:45,0,0
2015-12-03,07:45,08:00,0,1
2015-12-03,08:00,08:15,0,9
2015-12-03,08:15,08:30,2,29
2015-12-03,08:30,08:45,7,35
2015-12-03,08:45,09:00,46,78
2015-12-03,09:00,09:15,111,152
2015-12-03,09:15,09:30,250,288
2015-12-03,09:30,09:45,440,431
2015-12-03,09:45,10:00,577,561
2015-12-03,10:00,10:15,723,716
2015-12-03,10:15,10:30,877,942
2015-12-03,10:30,10:45,1050,1185
2015-12-03,10:45,11:00,1231,1286
2015-12-03,11:00,11:15,1414,1282
2015-12-03,11:15,11:30,1571,1361
2015-12-03,11:30,11:45,1709,1321
2015-12-03,11:45,12:00,1761,1407
2015-12-03,12:00,12:15,1802,1456
2015-12-03,12:15,12:30,1814,1600
2015-12-03,12:30,12:45,1807,1662
2015-12-03,12:45,13:00,1781,1658
2015-12-03,13:00,13:15,1736,1645
2015-12-03,13:15,13:30,1665,1558
2015-12-03,13:30,13:45,1579,1572
2015-12-03,13:45,14:00,1479,1447
2015-12-03,14:00,14:15,1368,1353
2015-12-03,14:15,14:30,1232,1208
2015-12-03,14:30,14:45,1090,1097
2015-12-03,14:45,15:00,944,930
2015-12-03,15:00,15:15,798,730
