fid,standortbescheinigung_nr,lon,lat,type,hdistance,vdistance,direction,height
118,491053,7.105277,50.947221,Mobilfunk,5.8,1.77,90.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,5.8,1.77,210.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,5.67,1.73,330.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,4.44,0.66,210.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,4.39,0.65,330.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,4.49,0.66,90.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,8.42,1.82,90.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,8.42,1.82,190.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,8.42,1.82,300.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,8.34,1.8,90.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,8.34,1.8,190.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,8.34,1.8,300.0,37.82
118,491053,7.105277,50.947221,Mobilfunk,5.03,1.59,160.0,33.8
118,491053,7.105277,50.947221,Mobilfunk,5.37,1.07,70.0,33.8
118,491053,7.105277,50.947221,Mobilfunk,5.37,1.07,320.0,33.8
118,491053,7.105277,50.947221,Mobilfunk,4.06,0.65,70.0,33.8
118,491053,7.105277,50.947221,Mobilfunk,3.71,0.81,160.0,33.8
118,491053,7.105277,50.947221,Mobilfunk,4.06,0.65,320.0,33.8
118,491053,7.105277,50.947221,Mobilfunk,5.3,1.15,20.0,30.5
118,491053,7.105277,50.947221,Mobilfunk,5.3,1.15,100.0,30.5
118,491053,7.105277,50.947221,Mobilfunk,5.3,1.15,290.0,30.5
118,491053,7.105277,50.947221,Mobilfunk,5.69,1.1,20.0,30.5
118,491053,7.105277,50.947221,Mobilfunk,5.69,1.1,100.0,30.5
118,491053,7.105277,50.947221,Mobilfunk,5.69,1.1,290.0,30.5
118,491053,7.105277,50.947221,Mobilfunk,4.98,0.61,20.0,30.5
118,491053,7.105277,50.947221,Mobilfunk,4.98,0.61,100.0,30.5
118,491053,7.105277,50.947221,Mobilfunk,4.98,0.61,290.0,30.5
118,491053,7.105277,50.947221,Mobilfunk,2.96,0.54,20.0,27.7
118,491053,7.105277,50.947221,Mobilfunk,2.96,0.59,100.0,27.7
118,491053,7.105277,50.947221,Mobilfunk,2.96,0.54,290.0,27.7
118,491053,7.105277,50.947221,Mobilfunk,6.22,1.27,20.0,40.15
118,491053,7.105277,50.947221,Mobilfunk,6.22,1.27,110.0,40.15
118,491053,7.105277,50.947221,Mobilfunk,6.22,1.27,290.0,40.15
118,491053,7.105277,50.947221,Mobilfunk,5.4,1.14,20.0,40.15
118,491053,7.105277,50.947221,Mobilfunk,6.44,0.91,110.0,40.15
118,491053,7.105277,50.947221,Mobilfunk,6.36,1.17,290.0,40.15
118,491053,7.105277,50.947221,Mobilfunk,5.69,0.7,20.0,40.15
118,491053,7.105277,50.947221,Mobilfunk,5.69,0.7,110.0,40.15
118,491053,7.105277,50.947221,Mobilfunk,5.69,0.7,290.0,40.15
118,491053,7.105277,50.947221,Mobilfunk,4.21,0.77,20.0,40.15
118,491053,7.105277,50.947221,Mobilfunk,4.23,0.77,110.0,40.15
118,491053,7.105277,50.947221,Mobilfunk,4.16,0.76,290.0,40.15
142,490062,6.979443,50.850555,Mobilfunk,8.23,1.78,90.0,27.2
142,490062,6.979443,50.850555,Mobilfunk,8.23,1.78,210.0,27.2
142,490062,6.979443,50.850555,Mobilfunk,8.23,1.78,330.0,27.2
142,490062,6.979443,50.850555,Mobilfunk,8.15,1.76,90.0,27.2
142,490062,6.979443,50.850555,Mobilfunk,8.15,1.76,210.0,27.2
142,490062,6.979443,50.850555,Mobilfunk,8.15,1.76,330.0,27.2
142,490062,6.979443,50.850555,Sonstige Funkanlage,3.46,0.57,0.0,34.7
142,490062,6.979443,50.850555,Mobilfunk,3.31,0.54,0.0,28.85
142,490062,6.979443,50.850555,Mobilfunk,4.73,1.3,0.0,28.9
142,490062,6.979443,50.850555,Mobilfunk,4.73,1.3,90.0,18.75
142,490062,6.979443,50.850555,Mobilfunk,4.73,1.3,240.0,18.75
142,490062,6.979443,50.850555,Mobilfunk,4.27,1.15,0.0,28.9
142,490062,6.979443,50.850555,Mobilfunk,4.47,1.2,90.0,18.75
142,490062,6.979443,50.850555,Mobilfunk,4.47,1.2,240.0,18.75
142,490062,6.979443,50.850555,Mobilfunk,5.1,0.79,0.0,28.9
142,490062,6.979443,50.850555,Mobilfunk,5.22,0.81,90.0,18.8
142,490062,6.979443,50.850555,Mobilfunk,5.22,0.81,240.0,18.8
142,490062,6.979443,50.850555,Mobilfunk,5.71,1.09,60.0,24.9
142,490062,6.979443,50.850555,Mobilfunk,5.71,1.09,180.0,24.9
142,490062,6.979443,50.850555,Mobilfunk,5.71,1.09,300.0,24.9
142,490062,6.979443,50.850555,Mobilfunk,7.99,2.53,60.0,24.8
142,490062,6.979443,50.850555,Mobilfunk,7.96,2.52,180.0,24.8
142,490062,6.979443,50.850555,Mobilfunk,7.92,2.5,300.0,24.8
142,490062,6.979443,50.850555,Mobilfunk,5.33,1.61,60.0,24.8
142,490062,6.979443,50.850555,Mobilfunk,5.33,1.61,180.0,24.8
142,490062,6.979443,50.850555,Mobilfunk,5.33,1.61,300.0,24.8
142,490062,6.979443,50.850555,Mobilfunk,5.12,0.91,60.0,24.8
142,490062,6.979443,50.850555,Mobilfunk,5.12,0.91,180.0,24.8
142,490062,6.979443,50.850555,Mobilfunk,5.12,0.91,300.0,24.8
142,490062,6.979443,50.850555,Mobilfunk,6.95,1.04,90.0,27.2
142,490062,6.979443,50.850555,Mobilfunk,9.53,1.2,210.0,27.2
142,490062,6.979443,50.850555,Mobilfunk,6.95,1.04,330.0,27.2
145,490355,7.191388,50.986944,Mobilfunk,3.91,0.44,110.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.02,0.65,190.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.98,0.77,190.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.27,1.07,170.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.38,1.0,170.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,6.22,0.78,110.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,2.07,0.31,0.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,5.62,0.68,180.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,3.36,0.6,180.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,2.45,0.47,180.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.14,1.04,300.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.38,1.0,300.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.14,0.77,210.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,5.62,0.67,300.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,3.56,0.63,300.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,2.63,0.51,300.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,6.36,1.21,210.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.46,1.12,40.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.38,1.0,40.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,3.39,0.35,310.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.98,0.77,310.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,6.37,1.21,330.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,3.96,0.74,330.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,3.46,0.62,60.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,2.76,0.53,60.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,5.62,0.67,60.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.02,0.65,50.0,15.8
145,490355,7.191388,50.986944,Mobilfunk,4.98,0.77,50.0,15.8
146,490514,7.116943,51.051666,Mobilfunk,7.18,1.55,50.0,35.3
146,490514,7.116943,51.051666,Mobilfunk,7.97,1.72,200.0,35.3
146,490514,7.116943,51.051666,Mobilfunk,7.97,1.72,300.0,35.3
146,490514,7.116943,51.051666,Mobilfunk,5.34,1.15,50.0,35.3
146,490514,7.116943,51.051666,Mobilfunk,5.52,1.19,200.0,35.3
146,490514,7.116943,51.051666,Mobilfunk,5.52,1.19,300.0,35.3
146,490514,7.116943,51.051666,Mobilfunk,4.73,1.02,50.0,35.3
146,490514,7.116943,51.051666,Mobilfunk,5.24,1.13,200.0,35.3
146,490514,7.116943,51.051666,Mobilfunk,5.24,1.13,300.0,35.3
146,490514,7.116943,51.051666,Mobilfunk,2.21,0.44,0.0,41.2
146,490514,7.116943,51.051666,Mobilfunk,2.21,0.44,100.0,41.2
146,490514,7.116943,51.051666,Mobilfunk,2.21,0.44,240.0,41.2
146,490514,7.116943,51.051666,Mobilfunk,3.58,0.87,0.0,40.65
146,490514,7.116943,51.051666,Mobilfunk,3.58,0.87,100.0,40.65
146,490514,7.116943,51.051666,Mobilfunk,3.58,0.87,240.0,40.65
146,490514,7.116943,51.051666,Mobilfunk,3.7,0.8,0.0,39.0
146,490514,7.116943,51.051666,Mobilfunk,3.78,0.82,120.0,39.0
146,490514,7.116943,51.051666,Mobilfunk,3.74,0.81,230.0,39.0
146,490514,7.116943,51.051666,Mobilfunk,7.93,1.97,20.0,38.38
146,490514,7.116943,51.051666,Mobilfunk,7.93,1.97,140.0,38.38
146,490514,7.116943,51.051666,Mobilfunk,7.93,1.97,230.0,38.38
146,490514,7.116943,51.051666,Mobilfunk,5.04,1.03,40.0,44.6
146,490514,7.116943,51.051666,Mobilfunk,5.04,1.03,220.0,44.6
146,490514,7.116943,51.051666,Mobilfunk,5.4,0.7,40.0,44.6
146,490514,7.116943,51.051666,Mobilfunk,5.4,0.7,220.0,44.6
174,490694,6.778054,50.84861,Mobilfunk,4.22,1.53,320.0,23.8
174,490694,6.778054,50.84861,Mobilfunk,4.13,1.46,320.0,23.8
174,490694,6.778054,50.84861,Mobilfunk,4.63,1.68,230.0,23.8
174,490694,6.778054,50.84861,Mobilfunk,4.42,1.57,230.0,23.8
174,490694,6.778054,50.84861,Mobilfunk,4.47,1.62,140.0,23.8
174,490694,6.778054,50.84861,Mobilfunk,4.37,1.55,140.0,23.8
392,490040,7.207222,51.030832,Mobilfunk,6.18,1.18,20.0,35.0
392,490040,7.207222,51.030832,Mobilfunk,5.17,0.65,20.0,41.77
392,490040,7.207222,51.030832,Mobilfunk,4.69,0.68,20.0,39.6
392,490040,7.207222,51.030832,Mobilfunk,7.19,1.98,50.0,45.9
392,490040,7.207222,51.030832,Mobilfunk,7.19,1.98,170.0,45.9
392,490040,7.207222,51.030832,Mobilfunk,7.19,1.98,290.0,45.9
392,490040,7.207222,51.030832,Mobilfunk,4.73,1.3,50.0,45.9
392,490040,7.207222,51.030832,Mobilfunk,4.73,1.3,170.0,45.9
392,490040,7.207222,51.030832,Mobilfunk,4.73,1.3,290.0,45.9
392,490040,7.207222,51.030832,Mobilfunk,5.22,1.18,50.0,44.2
392,490040,7.207222,51.030832,Mobilfunk,5.22,1.18,170.0,44.2
392,490040,7.207222,51.030832,Mobilfunk,5.22,1.18,290.0,44.2
392,490040,7.207222,51.030832,Mobilfunk,5.89,1.33,50.0,44.2
392,490040,7.207222,51.030832,Mobilfunk,5.89,1.33,50.0,44.2
392,490040,7.207222,51.030832,Mobilfunk,5.89,1.33,170.0,44.2
392,490040,7.207222,51.030832,Mobilfunk,5.89,1.33,170.0,44.2
392,490040,7.207222,51.030832,Mobilfunk,5.89,1.33,290.0,44.2
392,490040,7.207222,51.030832,Mobilfunk,5.89,1.33,290.0,44.2
421,520567,7.111944,50.838055,Mobilfunk,8.21,1.03,90.0,30.2
421,520567,7.111944,50.838055,Mobilfunk,9.26,1.98,210.0,30.2
421,520567,7.111944,50.838055,Mobilfunk,9.21,1.97,330.0,30.2
421,520567,7.111944,50.838055,Mobilfunk,7.17,1.5,90.0,28.4
421,520567,7.111944,50.838055,Mobilfunk,7.17,1.5,210.0,28.4
421,520567,7.111944,50.838055,Mobilfunk,7.17,1.5,330.0,28.4
421,520567,7.111944,50.838055,Mobilfunk,7.1,1.54,90.0,28.4
421,520567,7.111944,50.838055,Mobilfunk,7.1,1.54,210.0,28.4
421,520567,7.111944,50.838055,Mobilfunk,7.1,1.54,330.0,28.4
421,520567,7.111944,50.838055,Mobilfunk,6.04,1.47,70.0,36.13
421,520567,7.111944,50.838055,Mobilfunk,6.04,1.47,190.0,36.13
421,520567,7.111944,50.838055,Mobilfunk,6.04,1.47,310.0,36.13
421,520567,7.111944,50.838055,Mobilfunk,3.46,0.69,70.0,36.13
421,520567,7.111944,50.838055,Mobilfunk,3.46,0.69,190.0,36.13
421,520567,7.111944,50.838055,Mobilfunk,3.46,0.69,310.0,36.13
421,520567,7.111944,50.838055,Mobilfunk,5.3,1.38,70.0,36.13
421,520567,7.111944,50.838055,Mobilfunk,5.3,1.38,190.0,36.13
421,520567,7.111944,50.838055,Mobilfunk,5.3,1.38,310.0,36.13
421,520567,7.111944,50.838055,Mobilfunk,6.15,1.26,50.0,38.36
421,520567,7.111944,50.838055,Mobilfunk,6.15,1.26,170.0,38.36
421,520567,7.111944,50.838055,Mobilfunk,6.15,1.26,290.0,38.36
421,520567,7.111944,50.838055,Mobilfunk,4.43,1.15,50.0,32.83
421,520567,7.111944,50.838055,Mobilfunk,4.43,1.15,170.0,32.83
421,520567,7.111944,50.838055,Mobilfunk,4.58,1.19,290.0,32.83
421,520567,7.111944,50.838055,Mobilfunk,4.07,1.06,50.0,32.83
421,520567,7.111944,50.838055,Mobilfunk,4.04,1.05,290.0,32.83
421,520567,7.111944,50.838055,Mobilfunk,4.04,1.05,170.0,32.83
421,520567,7.111944,50.838055,Mobilfunk,6.29,1.64,50.0,32.83
421,520567,7.111944,50.838055,Mobilfunk,6.26,1.63,170.0,32.83
421,520567,7.111944,50.838055,Mobilfunk,6.26,1.63,290.0,32.83
765,521764,7.103888,50.820277,Mobilfunk,6.19,1.5,60.0,39.5
765,521764,7.103888,50.820277,Mobilfunk,6.19,1.5,165.0,39.5
765,521764,7.103888,50.820277,Mobilfunk,6.19,1.5,285.0,39.5
765,521764,7.103888,50.820277,Mobilfunk,5.52,1.17,60.0,39.5
765,521764,7.103888,50.820277,Mobilfunk,5.52,1.17,165.0,39.5
765,521764,7.103888,50.820277,Mobilfunk,5.22,0.91,285.0,39.5
765,521764,7.103888,50.820277,Mobilfunk,5.3,1.38,60.0,39.5
765,521764,7.103888,50.820277,Mobilfunk,5.3,1.38,165.0,39.5
765,521764,7.103888,50.820277,Mobilfunk,6.68,1.74,285.0,39.5
765,521764,7.103888,50.820277,Mobilfunk,5.89,1.33,60.0,36.2
765,521764,7.103888,50.820277,Mobilfunk,5.89,1.33,165.0,36.2
765,521764,7.103888,50.820277,Mobilfunk,5.89,1.33,285.0,36.2
765,521764,7.103888,50.820277,Sonstige Funkanlage,6.83,3.23,100.0,45.61
765,521764,7.103888,50.820277,Sonstige Funkanlage,6.83,3.23,190.0,45.61
1186,490535,7.164166,51.013333,Mobilfunk,8.42,1.82,70.0,33.7
1186,490535,7.164166,51.013333,Mobilfunk,8.42,1.82,200.0,33.7
1186,490535,7.164166,51.013333,Mobilfunk,8.42,1.82,330.0,33.7
1186,490535,7.164166,51.013333,Mobilfunk,8.34,1.8,70.0,33.7
1186,490535,7.164166,51.013333,Mobilfunk,8.34,1.8,200.0,33.7
1186,490535,7.164166,51.013333,Mobilfunk,8.34,1.8,330.0,33.7
1186,490535,7.164166,51.013333,Sonstige Funkanlage,6.73,3.07,0.0,28.95
1186,490535,7.164166,51.013333,Sonstige Funkanlage,6.73,3.07,90.0,28.95
1186,490535,7.164166,51.013333,Mobilfunk,2.13,0.55,70.0,27.2
1186,490535,7.164166,51.013333,Mobilfunk,2.01,0.52,70.0,31.4
1186,490535,7.164166,51.013333,Mobilfunk,4.43,1.31,50.0,33.5
1186,490535,7.164166,51.013333,Mobilfunk,5.31,1.6,150.0,29.5
1186,490535,7.164166,51.013333,Mobilfunk,6.28,1.04,50.0,33.2
1186,490535,7.164166,51.013333,Mobilfunk,6.27,1.04,150.0,33.2
1186,490535,7.164166,51.013333,Mobilfunk,5.83,1.14,50.0,33.2
1186,490535,7.164166,51.013333,Mobilfunk,5.83,1.14,150.0,33.2
1186,490535,7.164166,51.013333,Mobilfunk,7.05,1.11,70.0,33.9
1186,490535,7.164166,51.013333,Mobilfunk,7.05,1.11,200.0,33.9
1186,490535,7.164166,51.013333,Mobilfunk,7.05,1.11,330.0,33.9
1186,490535,7.164166,51.013333,Mobilfunk,6.02,0.76,60.0,24.6
1186,490535,7.164166,51.013333,Mobilfunk,6.02,0.76,170.0,24.6
1186,490535,7.164166,51.013333,Mobilfunk,6.02,0.76,260.0,24.6
1186,490535,7.164166,51.013333,Mobilfunk,7.21,1.34,60.0,24.6
1186,490535,7.164166,51.013333,Mobilfunk,7.21,1.34,170.0,24.6
1186,490535,7.164166,51.013333,Mobilfunk,7.21,1.34,260.0,24.6
1492,490483,7.121666,51.030277,Mobilfunk,4.76,1.67,130.0,45.6
1492,490483,7.121666,51.030277,Mobilfunk,4.76,1.67,270.0,45.6
1492,490483,7.121666,51.030277,Mobilfunk,4.7,1.65,330.0,45.6
1492,490483,7.121666,51.030277,Mobilfunk,4.1,0.96,130.0,45.6
1492,490483,7.121666,51.030277,Mobilfunk,4.15,0.97,270.0,45.6
1492,490483,7.121666,51.030277,Mobilfunk,4.15,0.97,330.0,45.6
1492,490483,7.121666,51.030277,Sonstige Funkanlage,7.2,1.19,0.0,49.46
1492,490483,7.121666,51.030277,Mobilfunk,5.15,0.96,0.0,31.8
1492,490483,7.121666,51.030277,Mobilfunk,5.15,0.96,170.0,31.8
1492,490483,7.121666,51.030277,Mobilfunk,5.15,0.96,260.0,31.7
1492,490483,7.121666,51.030277,Mobilfunk,6.78,1.32,180.0,34.4
1492,490483,7.121666,51.030277,Mobilfunk,6.67,1.3,270.0,34.4
1492,490483,7.121666,51.030277,Mobilfunk,6.78,1.32,330.0,34.4
1492,490483,7.121666,51.030277,Mobilfunk,4.11,1.33,40.0,37.5
1492,490483,7.121666,51.030277,Mobilfunk,4.11,1.33,180.0,37.5
1492,490483,7.121666,51.030277,Mobilfunk,4.14,0.94,100.0,42.4
1492,490483,7.121666,51.030277,Mobilfunk,4.1,0.93,220.0,42.4
1492,490483,7.121666,51.030277,Mobilfunk,4.14,0.94,340.0,42.4
1492,490483,7.121666,51.030277,Mobilfunk,4.37,0.91,330.0,39.7
1492,490483,7.121666,51.030277,Mobilfunk,4.73,0.94,330.0,39.7
1492,490483,7.121666,51.030277,Mobilfunk,4.73,0.94,180.0,39.7
1492,490483,7.121666,51.030277,Mobilfunk,4.37,0.91,180.0,39.7
1492,490483,7.121666,51.030277,Mobilfunk,5.68,0.72,10.0,31.8
1492,490483,7.121666,51.030277,Mobilfunk,5.68,0.72,170.0,31.8
1492,490483,7.121666,51.030277,Mobilfunk,5.68,0.72,260.0,31.7
1929,491765,7.124166,50.851666,Mobilfunk,4.21,1.17,80.0,28.95
1929,491765,7.124166,50.851666,Mobilfunk,4.21,1.17,260.0,28.95
1929,491765,7.124166,50.851666,Mobilfunk,4.21,1.17,350.0,28.95
1929,491765,7.124166,50.851666,Mobilfunk,6.41,1.78,80.0,28.95
1929,491765,7.124166,50.851666,Mobilfunk,6.41,1.78,260.0,28.95
1929,491765,7.124166,50.851666,Mobilfunk,6.41,1.78,350.0,28.95
1929,491765,7.124166,50.851666,Mobilfunk,4.65,0.73,80.0,28.95
1929,491765,7.124166,50.851666,Mobilfunk,4.65,0.73,260.0,28.95
1929,491765,7.124166,50.851666,Mobilfunk,4.65,0.73,350.0,28.95
1929,491765,7.124166,50.851666,Mobilfunk,5.67,1.49,80.0,26.05
1929,491765,7.124166,50.851666,Mobilfunk,5.48,1.44,260.0,26.05
1929,491765,7.124166,50.851666,Mobilfunk,5.67,1.49,340.0,26.05
1929,491765,7.124166,50.851666,Mobilfunk,4.64,1.22,80.0,26.05
1929,491765,7.124166,50.851666,Mobilfunk,4.64,1.22,260.0,26.05
1929,491765,7.124166,50.851666,Mobilfunk,4.64,1.22,340.0,26.05
1929,491765,7.124166,50.851666,Mobilfunk,3.56,0.91,80.0,26.05
1929,491765,7.124166,50.851666,Mobilfunk,3.56,0.91,260.0,26.05
1929,491765,7.124166,50.851666,Mobilfunk,3.56,0.91,340.0,26.05
2095,491227,7.144166,50.957777,Mobilfunk,5.86,1.25,60.0,15.9
2095,491227,7.144166,50.957777,Mobilfunk,5.86,1.25,180.0,15.9
2095,491227,7.144166,50.957777,Mobilfunk,5.86,1.25,300.0,15.9
2095,491227,7.144166,50.957777,Mobilfunk,4.19,1.22,60.0,21.0
2095,491227,7.144166,50.957777,Mobilfunk,4.19,1.22,180.0,21.0
2095,491227,7.144166,50.957777,Mobilfunk,4.19,1.22,300.0,21.0
2095,491227,7.144166,50.957777,Mobilfunk,5.83,1.02,60.0,15.9
2095,491227,7.144166,50.957777,Mobilfunk,5.83,1.02,180.0,15.9
2095,491227,7.144166,50.957777,Mobilfunk,5.83,1.02,300.0,15.9
2095,491227,7.144166,50.957777,Mobilfunk,4.51,0.68,60.0,18.6
2095,491227,7.144166,50.957777,Mobilfunk,4.51,0.68,180.0,18.6
2095,491227,7.144166,50.957777,Mobilfunk,4.51,0.68,300.0,18.6
2095,491227,7.144166,50.957777,Mobilfunk,5.3,1.39,0.0,20.96
2095,491227,7.144166,50.957777,Mobilfunk,6.04,1.47,0.0,20.96
2095,491227,7.144166,50.957777,Mobilfunk,5.52,1.04,0.0,20.96
2095,491227,7.144166,50.957777,Mobilfunk,5.3,1.39,120.0,20.96
2095,491227,7.144166,50.957777,Mobilfunk,5.3,1.39,240.0,20.96
2095,491227,7.144166,50.957777,Mobilfunk,5.84,1.42,120.0,20.96
2095,491227,7.144166,50.957777,Mobilfunk,5.77,1.4,240.0,20.96
2095,491227,7.144166,50.957777,Mobilfunk,5.52,1.04,120.0,20.96
2095,491227,7.144166,50.957777,Mobilfunk,5.52,1.04,240.0,20.96
2096,491324,6.950277,51.053055,Mobilfunk,4.65,0.73,120.0,17.91
2096,491324,6.950277,51.053055,Mobilfunk,4.65,0.73,240.0,17.91
2096,491324,6.950277,51.053055,Mobilfunk,6.4,1.81,120.0,17.91
2096,491324,6.950277,51.053055,Mobilfunk,6.4,1.81,240.0,17.91
2096,491324,6.950277,51.053055,Mobilfunk,5.01,1.17,0.0,15.99
2096,491324,6.950277,51.053055,Mobilfunk,5.01,1.17,0.0,15.99
2096,491324,6.950277,51.053055,Mobilfunk,5.01,1.17,120.0,15.99
2096,491324,6.950277,51.053055,Mobilfunk,5.01,1.17,120.0,15.99
2096,491324,6.950277,51.053055,Mobilfunk,5.01,1.17,240.0,15.99
2096,491324,6.950277,51.053055,Mobilfunk,5.01,1.17,240.0,15.99
2096,491324,6.950277,51.053055,Mobilfunk,4.21,1.17,120.0,17.91
2096,491324,6.950277,51.053055,Mobilfunk,4.21,1.17,240.0,17.91
2096,491324,6.950277,51.053055,Mobilfunk,4.21,1.17,0.0,17.91
2096,491324,6.950277,51.053055,Mobilfunk,6.4,1.81,0.0,17.91
2096,491324,6.950277,51.053055,Mobilfunk,4.65,0.73,0.0,17.91
2185,120878,6.941388,51.112222,Mobilfunk,5.43,1.18,0.0,20.03
2185,120878,6.941388,51.112222,Mobilfunk,5.43,1.18,120.0,20.03
2185,120878,6.941388,51.112222,Mobilfunk,5.43,1.18,240.0,20.03
2185,120878,6.941388,51.112222,Mobilfunk,5.22,0.69,0.0,20.03
2185,120878,6.941388,51.112222,Mobilfunk,5.22,0.69,120.0,20.03
2185,120878,6.941388,51.112222,Mobilfunk,5.22,0.69,240.0,20.03
2185,120878,6.941388,51.112222,Mobilfunk,4.43,0.55,0.0,17.3
2185,120878,6.941388,51.112222,Mobilfunk,4.43,0.55,120.0,17.3
2185,120878,6.941388,51.112222,Mobilfunk,4.43,0.55,240.0,17.3
2185,120878,6.941388,51.112222,Mobilfunk,3.31,0.44,0.0,20.03
2185,120878,6.941388,51.112222,Mobilfunk,5.3,1.11,120.0,17.3
2185,120878,6.941388,51.112222,Mobilfunk,5.3,1.11,240.0,17.3
2213,145436,6.778054,51.084999,Mobilfunk,7.18,1.5,170.0,23.3
2213,145436,6.778054,51.084999,Mobilfunk,6.04,1.68,270.0,23.6
2213,145436,6.778054,51.084999,Mobilfunk,4.92,0.92,40.0,23.6
2213,145436,6.778054,51.084999,Mobilfunk,5.52,1.14,170.0,23.3
2213,145436,6.778054,51.084999,Mobilfunk,4.92,0.92,270.0,23.6
2213,145436,6.778054,51.084999,Mobilfunk,4.46,1.32,40.0,23.6
2213,145436,6.778054,51.084999,Mobilfunk,5.3,1.11,170.0,23.3
2213,145436,6.778054,51.084999,Mobilfunk,4.46,1.32,270.0,23.6
2332,520776,7.203055,50.831388,Mobilfunk,6.4,1.91,10.0,28.0
2332,520776,7.203055,50.831388,Mobilfunk,6.4,1.91,90.0,35.0
2332,520776,7.203055,50.831388,Mobilfunk,6.4,1.91,160.0,35.0
2332,520776,7.203055,50.831388,Mobilfunk,4.65,1.44,10.0,28.0
2332,520776,7.203055,50.831388,Mobilfunk,4.65,1.44,90.0,35.0
2332,520776,7.203055,50.831388,Mobilfunk,4.65,1.44,160.0,35.0
2332,520776,7.203055,50.831388,Mobilfunk,4.21,1.29,10.0,28.0
2332,520776,7.203055,50.831388,Mobilfunk,4.21,1.29,90.0,35.0
2332,520776,7.203055,50.831388,Mobilfunk,4.21,1.29,160.0,35.0
2332,520776,7.203055,50.831388,Mobilfunk,5.89,1.38,10.0,35.0
2332,520776,7.203055,50.831388,Mobilfunk,5.89,1.38,10.0,35.0
2332,520776,7.203055,50.831388,Mobilfunk,5.89,1.38,90.0,28.0
2332,520776,7.203055,50.831388,Mobilfunk,5.89,1.38,160.0,35.0
2332,520776,7.203055,50.831388,Mobilfunk,5.89,1.38,160.0,35.0
2332,520776,7.203055,50.831388,Mobilfunk,5.89,1.38,90.0,28.0
2332,520776,7.203055,50.831388,Mobilfunk,3.71,0.78,0.0,38.0
2332,520776,7.203055,50.831388,Mobilfunk,3.71,0.78,90.0,38.0
2332,520776,7.203055,50.831388,Mobilfunk,3.71,0.78,170.0,38.0
2332,520776,7.203055,50.831388,Mobilfunk,5.03,1.59,0.0,38.0
2332,520776,7.203055,50.831388,Mobilfunk,5.03,1.59,90.0,38.0
2332,520776,7.203055,50.831388,Mobilfunk,5.03,1.59,170.0,38.0
2332,520776,7.203055,50.831388,Mobilfunk,5.12,1.43,40.0,42.1
2332,520776,7.203055,50.831388,Mobilfunk,5.18,1.44,105.0,42.1
2332,520776,7.203055,50.831388,Mobilfunk,5.12,1.43,180.0,42.1
2332,520776,7.203055,50.831388,Mobilfunk,5.93,0.89,40.0,42.1
2332,520776,7.203055,50.831388,Mobilfunk,6.0,0.9,105.0,42.1
2332,520776,7.203055,50.831388,Mobilfunk,6.0,0.9,180.0,42.1
2332,520776,7.203055,50.831388,Mobilfunk,4.73,1.08,30.0,42.1
2332,520776,7.203055,50.831388,Mobilfunk,4.73,1.08,100.0,42.1
2332,520776,7.203055,50.831388,Mobilfunk,4.73,1.08,200.0,42.1
2361,120292,6.966943,51.083054,Mobilfunk,7.11,1.42,70.0,37.9
2361,120292,6.966943,51.083054,Mobilfunk,7.44,1.59,70.0,37.9
2361,120292,6.966943,51.083054,Mobilfunk,6.69,0.8,70.0,37.9
2361,120292,6.966943,51.083054,Mobilfunk,7.11,1.42,210.0,37.9
