date,time_from,time_to,demand
2010-12-01,00:00,00:15,23411
2010-12-01,00:15,00:30,23173
2010-12-01,00:30,00:45,22955
2010-12-01,00:45,01:00,22683
2010-12-01,01:00,01:15,22460
2010-12-01,01:15,01:30,22456
2010-12-01,01:30,01:45,22197
2010-12-01,01:45,02:00,22250
2010-12-01,02:00,02:15,22041
2010-12-01,02:15,02:30,21992
2010-12-01,02:30,02:45,22012
2010-12-01,02:45,03:00,22082
2010-12-01,03:00,03:15,21966
2010-12-01,03:15,03:30,21939
2010-12-01,03:30,03:45,22003
2010-12-01,03:45,04:00,21993
2010-12-01,04:00,04:15,21990
2010-12-01,04:15,04:30,22064
2010-12-01,04:30,04:45,22134
2010-12-01,04:45,05:00,22162
2010-12-01,05:00,05:15,22725
2010-12-01,05:15,05:30,22818
2010-12-01,05:30,05:45,23182
2010-12-01,05:45,06:00,23383
2010-12-01,06:00,06:15,24715
2010-12-01,06:15,06:30,25601
2010-12-01,06:30,06:45,26363
2010-12-01,06:45,07:00,27139
2010-12-01,07:00,07:15,27681
2010-12-01,07:15,07:30,28131
2010-12-01,07:30,07:45,28488
2010-12-01,07:45,08:00,28838
2010-12-01,08:00,08:15,28822
2010-12-01,08:15,08:30,28913
2010-12-01,08:30,08:45,28930
2010-12-01,08:45,09:00,29014
2010-12-01,09:00,09:15,28905
2010-12-01,09:15,09:30,29269
2010-12-01,09:30,09:45,29654
2010-12-01,09:45,10:00,29635
2010-12-01,10:00,10:15,29610
2010-12-01,10:15,10:30,30383
2010-12-01,10:30,10:45,30579
2010-12-01,10:45,11:00,30906
2010-12-01,11:00,11:15,31026
2010-12-01,11:15,11:30,31197
2010-12-01,11:30,11:45,31219
2010-12-01,11:45,12:00,31369
2010-12-01,12:00,12:15,31396
2010-12-01,12:15,12:30,31451
2010-12-01,12:30,12:45,31537
2010-12-01,12:45,13:00,31426
2010-12-01,13:00,13:15,31550
2010-12-01,13:15,13:30,31517
2010-12-01,13:30,13:45,31260
2010-12-01,13:45,14:00,31065
2010-12-01,14:00,14:15,30995
2010-12-01,14:15,14:30,31019
2010-12-01,14:30,14:45,30986
2010-12-01,14:45,15:00,30673
2010-12-01,15:00,15:15,30694
2010-12-01,15:15,15:30,30465
2010-12-01,15:30,15:45,30382
2010-12-01,15:45,16:00,30069
2010-12-01,16:00,16:15,30126
2010-12-01,16:15,16:30,30210
2010-12-01,16:30,16:45,30426
2010-12-01,16:45,17:00,30609
2010-12-01,17:00,17:15,31054
2010-12-01,17:15,17:30,31050
2010-12-01,17:30,17:45,31086
2010-12-01,17:45,18:00,31029
2010-12-01,18:00,18:15,30839
2010-12-01,18:15,18:30,30662
2010-12-01,18:30,18:45,30563
2010-12-01,18:45,19:00,30517
2010-12-01,19:00,19:15,30446
2010-12-01,19:15,19:30,30128
2010-12-01,19:30,19:45,29877
2010-12-01,19:45,20:00,29607
2010-12-01,20:00,20:15,29022
2010-12-01,20:15,20:30,28636
2010-12-01,20:30,20:45,28212
2010-12-01,20:45,21:00,28044
2010-12-01,21:00,21:15,27859
2010-12-01,21:15,21:30,27703
2010-12-01,21:30,21:45,27458
2010-12-01,21:45,22:00,26995
2010-12-01,22:00,22:15,26985
2010-12-01,22:15,22:30,26738
