date,time_from,time_to,vertical_load
2003-09-01,00:00,00:15,12350
2003-09-01,00:15,00:30,12058
2003-09-01,00:30,00:45,12120
2003-09-01,00:45,01:00,11819
2003-09-01,01:00,01:15,11885
2003-09-01,01:15,01:30,11657
2003-09-01,01:30,01:45,11594
2003-09-01,01:45,02:00,11538
2003-09-01,02:00,02:15,11505
2003-09-01,02:15,02:30,11430
2003-09-01,02:30,02:45,11411
2003-09-01,02:45,03:00,11335
2003-09-01,03:00,03:15,11358
2003-09-01,03:15,03:30,11419
2003-09-01,03:30,03:45,11442
2003-09-01,03:45,04:00,11229
2003-09-01,04:00,04:15,11433
2003-09-01,04:15,04:30,11730
2003-09-01,04:30,04:45,11857
2003-09-01,04:45,05:00,12272
2003-09-01,05:00,05:15,12342
2003-09-01,05:15,05:30,12870
2003-09-01,05:30,05:45,13278
2003-09-01,05:45,06:00,13898
2003-09-01,06:00,06:15,15095
2003-09-01,06:15,06:30,15634
2003-09-01,06:30,06:45,16071
2003-09-01,06:45,07:00,16490
2003-09-01,07:00,07:15,17006
2003-09-01,07:15,07:30,17236
2003-09-01,07:30,07:45,17560
2003-09-01,07:45,08:00,18000
2003-09-01,08:00,08:15,18390
2003-09-01,08:15,08:30,18485
2003-09-01,08:30,08:45,18705
2003-09-01,08:45,09:00,18579
2003-09-01,09:00,09:15,18677
2003-09-01,09:15,09:30,19028
2003-09-01,09:30,09:45,18944
2003-09-01,09:45,10:00,19013
2003-09-01,10:00,10:15,19419
2003-09-01,10:15,10:30,19492
2003-09-01,10:30,10:45,19574
2003-09-01,10:45,11:00,19774
2003-09-01,11:00,11:15,19790
2003-09-01,11:15,11:30,19957
2003-09-01,11:30,11:45,20277
2003-09-01,11:45,12:00,20050
2003-09-01,12:00,12:15,19928
2003-09-01,12:15,12:30,19740
2003-09-01,12:30,12:45,19605
2003-09-01,12:45,13:00,19585
2003-09-01,13:00,13:15,19426
2003-09-01,13:15,13:30,19382
2003-09-01,13:30,13:45,19332
2003-09-01,13:45,14:00,19220
2003-09-01,14:00,14:15,19129
2003-09-01,14:15,14:30,18983
2003-09-01,14:30,14:45,18924
2003-09-01,14:45,15:00,18961
2003-09-01,15:00,15:15,18797
2003-09-01,15:15,15:30,18762
2003-09-01,15:30,15:45,17746
2003-09-01,15:45,16:00,17580
2003-09-01,16:00,16:15,17265
2003-09-01,16:15,16:30,17372
2003-09-01,16:30,16:45,17938
2003-09-01,16:45,17:00,17920
2003-09-01,17:00,17:15,17925
2003-09-01,17:15,17:30,18066
2003-09-01,17:30,17:45,18007
2003-09-01,17:45,18:00,17967
2003-09-01,18:00,18:15,18080
2003-09-01,18:15,18:30,18028
2003-09-01,18:30,18:45,18094
2003-09-01,18:45,19:00,18072
2003-09-01,19:00,19:15,18120
2003-09-01,19:15,19:30,18203
2003-09-01,19:30,19:45,17937
2003-09-01,19:45,20:00,18048
2003-09-01,20:00,20:15,17870
2003-09-01,20:15,20:30,18351
2003-09-01,20:30,20:45,18292
2003-09-01,20:45,21:00,18134
2003-09-01,21:00,21:15,17913
2003-09-01,21:15,21:30,17574
2003-09-01,21:30,21:45,17252
2003-09-01,21:45,22:00,16957
2003-09-01,22:00,22:15,16426
2003-09-01,22:15,22:30,16258
2003-09-01,22:30,22:45,15624
2003-09-01,22:45,23:00,15227
2003-09-01,23:00,23:15,14724
2003-09-01,23:15,23:30,14445
2003-09-01,23:30,23:45,14104
2003-09-01,23:45,00:00,13927
2003-09-02,00:00,00:15,13778
2003-09-02,00:15,00:30,13435
2003-09-02,00:30,00:45,13291
2003-09-02,00:45,01:00,13048
2003-09-02,01:00,01:15,13057
2003-09-02,01:15,01:30,12997
2003-09-02,01:30,01:45,13124
2003-09-02,01:45,02:00,12984
2003-09-02,02:00,02:15,12685
2003-09-02,02:15,02:30,12769
2003-09-02,02:30,02:45,12822
2003-09-02,02:45,03:00,12746
2003-09-02,03:00,03:15,12962
2003-09-02,03:15,03:30,12969
2003-09-02,03:30,03:45,12977
2003-09-02,03:45,04:00,13082
2003-09-02,04:00,04:15,13291
2003-09-02,04:15,04:30,13274
2003-09-02,04:30,04:45,13300
2003-09-02,04:45,05:00,13759
2003-09-02,05:00,05:15,13897
2003-09-02,05:15,05:30,14381
2003-09-02,05:30,05:45,14809
2003-09-02,05:45,06:00,15486
2003-09-02,06:00,06:15,16633
2003-09-02,06:15,06:30,16824
2003-09-02,06:30,06:45,17087
2003-09-02,06:45,07:00,17630
2003-09-02,07:00,07:15,17941
2003-09-02,07:15,07:30,18471
2003-09-02,07:30,07:45,18520
2003-09-02,07:45,08:00,19056
2003-09-02,08:00,08:15,19245
2003-09-02,08:15,08:30,19397
2003-09-02,08:30,08:45,19500
2003-09-02,08:45,09:00,19431
2003-09-02,09:00,09:15,19334
2003-09-02,09:15,09:30,19534
2003-09-02,09:30,09:45,19641
2003-09-02,09:45,10:00,19738
2003-09-02,10:00,10:15,19992
2003-09-02,10:15,10:30,20163
2003-09-02,10:30,10:45,20215
2003-09-02,10:45,11:00,20090
2003-09-02,11:00,11:15,20249
2003-09-02,11:15,11:30,20557
2003-09-02,11:30,11:45,20786
2003-09-02,11:45,12:00,20565
2003-09-02,12:00,12:15,20374
2003-09-02,12:15,12:30,20457
2003-09-02,12:30,12:45,20356
2003-09-02,12:45,13:00,19453
2003-09-02,13:00,13:15,20085
2003-09-02,13:15,13:30,19806
2003-09-02,13:30,13:45,19832
2003-09-02,13:45,14:00,19792
2003-09-02,14:00,14:15,19673
2003-09-02,14:15,14:30,19541
2003-09-02,14:30,14:45,19512
2003-09-02,14:45,15:00,19431
2003-09-02,15:00,15:15,19013
2003-09-02,15:15,15:30,19252
2003-09-02,15:30,15:45,19118
2003-09-02,15:45,16:00,18997
2003-09-02,16:00,16:15,18877
2003-09-02,16:15,16:30,18962
2003-09-02,16:30,16:45,18780
2003-09-02,16:45,17:00,18581
2003-09-02,17:00,17:15,18666
2003-09-02,17:15,17:30,18889
2003-09-02,17:30,17:45,18786
2003-09-02,17:45,18:00,18687
2003-09-02,18:00,18:15,18483
2003-09-02,18:15,18:30,18692
2003-09-02,18:30,18:45,18734
2003-09-02,18:45,19:00,18723
2003-09-02,19:00,19:15,18662
2003-09-02,19:15,19:30,18728
2003-09-02,19:30,19:45,18519
2003-09-02,19:45,20:00,18521
2003-09-02,20:00,20:15,18472
2003-09-02,20:15,20:30,18834
2003-09-02,20:30,20:45,18967
2003-09-02,20:45,21:00,18760
2003-09-02,21:00,21:15,18674
2003-09-02,21:15,21:30,18401
2003-09-02,21:30,21:45,17752
2003-09-02,21:45,22:00,17314
2003-09-02,22:00,22:15,17021
2003-09-02,22:15,22:30,16649
2003-09-02,22:30,22:45,16148
2003-09-02,22:45,23:00,15780
2003-09-02,23:00,23:15,15387
2003-09-02,23:15,23:30,14996
2003-09-02,23:30,23:45,14729
2003-09-02,23:45,00:00,14436
2003-09-03,00:00,00:15,14263
2003-09-03,00:15,00:30,14043
2003-09-03,00:30,00:45,13942
2003-09-03,00:45,01:00,13723
2003-09-03,01:00,01:15,13752
2003-09-03,01:15,01:30,13721
2003-09-03,01:30,01:45,13517
2003-09-03,01:45,02:00,13426
2003-09-03,02:00,02:15,13529
2003-09-03,02:15,02:30,13547
2003-09-03,02:30,02:45,13614
2003-09-03,02:45,03:00,13652
2003-09-03,03:00,03:15,13833
2003-09-03,03:15,03:30,13658
2003-09-03,03:30,03:45,13587
2003-09-03,03:45,04:00,13661
2003-09-03,04:00,04:15,13686
2003-09-03,04:15,04:30,13886
2003-09-03,04:30,04:45,13982
2003-09-03,04:45,05:00,14233
