station_european_code,component_code,component_name,component_caption,measurement_unit,measurement_european_group_code,statistics_period,statistics_year,statistics_average_group,statistic_shortname,statistic_name,statistic_value,statistics_percentage_valid,statistics_number_valid,statistics_calculated
DENW219,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,var,Mean,annual mean,60.785,98.904,13,True
DENW219,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,var,P50,50 percentile,61.95,98.904,13,True
DENW219,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,var,P95,95 percentile,65.3,98.904,13,True
DENW219,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,var,Max,maximum,65.9,98.904,13,True
DENW219,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2010,var,P98,98 percentile,65.9,98.904,13,True
DENW219,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,var,P50,50 percentile,61.0,100.0,12,True
DENW219,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,var,Mean,annual mean,61.042,100.0,12,True
DENW219,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,var,P95,95 percentile,66.45,100.0,12,True
DENW219,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,var,Max,maximum,69.3,100.0,12,True
DENW219,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,2011,var,P98,98 percentile,69.3,100.0,12,True
