station_european_code,component_code,component_name,component_caption,measurement_unit,measurement_european_group_code,statistics_period,statistics_year,statistics_average_group,statistic_shortname,statistic_name,statistic_value,statistics_percentage_valid,statistics_number_valid,statistics_calculated
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2005,year,Max,maximum,1.6,100.0,1,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2005,year,Mean,annual mean,1.6,100.0,1,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2005,year,P50,50 percentile,1.6,100.0,1,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2005,year,P95,95 percentile,1.6,100.0,1,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2005,year,P98,98 percentile,1.6,100.0,1,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2006,var,P50,50 percentile,1.2,80.514,10,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2006,var,Mean,annual mean,1.325,80.514,10,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2006,var,Max,maximum,2.1,80.514,10,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2006,var,P95,95 percentile,2.1,80.514,10,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2006,var,P98,98 percentile,2.1,80.514,10,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2008,var,P50,50 percentile,1.03,91.485,11,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2008,var,Mean,annual mean,1.169,91.485,11,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2008,var,P95,95 percentile,1.52,91.485,11,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2008,var,Max,maximum,2.13,91.485,11,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2008,var,P98,98 percentile,2.13,91.485,11,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2010,var,P50,50 percentile,1.46,98.904,13,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2010,var,Mean,annual mean,1.463,98.904,13,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2010,var,P95,95 percentile,2.21,98.904,13,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2010,var,Max,maximum,2.85,98.904,13,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2010,var,P98,98 percentile,2.85,98.904,13,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2011,var,Mean,annual mean,1.315,100.0,12,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2011,var,P50,50 percentile,1.32,100.0,12,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2011,var,P95,95 percentile,1.77,100.0,12,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2011,var,Max,maximum,1.94,100.0,12,True
DENW149,20,Benzene (air),C6H6,µg/m3,520,Calendar year,2011,var,P98,98 percentile,1.94,100.0,12,True
DENW149,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2010,var,Mean,annual mean,2.76,98.904,13,True
DENW149,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2010,var,P50,50 percentile,2.79,98.904,13,True
DENW149,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2010,var,P95,95 percentile,3.21,98.904,13,True
DENW149,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2010,var,Max,maximum,3.42,98.904,13,True
DENW149,21,Toluene (air),C6H5-CH3,µg/m3,100,Calendar year,2010,var,P98,98 percentile,3.42,98.904,13,True
