station_european_code,component_code,component_name,component_caption,measurement_unit,measurement_european_group_code,statistics_period,statistics_year,statistics_average_group,statistic_shortname,statistic_name,statistic_value,statistics_percentage_valid,statistics_number_valid,statistics_calculated
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,P99_9,99.9 percentile,81.0,96.895,8488,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,Max,maximum,125.0,96.895,8488,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,Max25,25th highest value,68.0,96.895,8488,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,96.895,8488,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,P50,50 percentile,15.375,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,Mean,annual mean,18.298,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,P95,95 percentile,40.333,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,P98,98 percentile,60.833,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,Max,maximum,91.833,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,Max4,4th highest value,69.773,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,day,Days(c > 125),days with c > 125 ug/m3,0.0,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,P50,50 percentile,15.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,Mean,annual mean,18.242,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,P95,95 percentile,47.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,P98,98 percentile,63.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,P99_9,99.9 percentile,103.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,Max,maximum,143.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,Max25,25th highest value,93.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1996,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,P50,50 percentile,15.375,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,Mean,annual mean,18.298,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,P95,95 percentile,40.333,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,P98,98 percentile,60.833,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,Max,maximum,91.833,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,Max4,4th highest value,69.773,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,day,Days(c > 125),days with c > 125 ug/m3,0.0,97.814,358,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,P50,50 percentile,15.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,Mean,annual mean,18.242,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,P95,95 percentile,47.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,P98,98 percentile,63.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,P99_9,99.9 percentile,103.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,Max,maximum,143.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,Max25,25th highest value,93.0,98.224,8628,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,200,Calendar year,1996,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,98.224,8628,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1987,day,P50,50 percentile,55.0,39.452,144,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1987,day,Mean,annual mean,62.354,39.452,144,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1987,day,P95,95 percentile,134.0,39.452,144,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1987,day,P98,98 percentile,174.0,39.452,144,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1987,day,Max,maximum,255.0,39.452,144,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1988,day,P50,50 percentile,45.0,39.891,146,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1988,day,Mean,annual mean,51.555,39.891,146,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1988,day,P95,95 percentile,107.0,39.891,146,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1988,day,P98,98 percentile,123.0,39.891,146,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1988,day,Max,maximum,166.0,39.891,146,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1989,day,P50,50 percentile,48.0,38.356,140,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1989,day,Mean,annual mean,53.757,38.356,140,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1989,day,P95,95 percentile,102.0,38.356,140,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1989,day,P98,98 percentile,107.0,38.356,140,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,100,Calendar year,1989,day,Max,maximum,171.0,38.356,140,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,day,P50,50 percentile,33.875,94.262,345,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,day,Mean,annual mean,38.55,94.262,345,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,day,P95,95 percentile,74.208,94.262,345,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,day,P98,98 percentile,91.75,94.262,345,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,day,Max,maximum,121.333,94.262,345,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,hour,P50,50 percentile,34.0,95.89,8423,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,hour,Mean,annual mean,38.803,95.89,8423,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,hour,P95,95 percentile,84.0,95.89,8423,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,hour,P98,98 percentile,108.0,95.89,8423,True
DENW055,4,Total suspended particulates (aerosol),SPM,µg/m3,200,Calendar year,1996,hour,Max,maximum,207.0,95.89,8423,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,day,P50,50 percentile,39.217,75.41,276,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,day,Mean,annual mean,41.241,75.41,276,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,day,P95,95 percentile,68.286,75.41,276,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,day,P98,98 percentile,77.739,75.41,276,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,day,Max,maximum,94.043,75.41,276,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,hour,P50,50 percentile,40.0,76.969,6761,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,hour,Mean,annual mean,41.367,76.969,6761,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,hour,P95,95 percentile,82.0,76.969,6761,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,hour,P98,98 percentile,97.0,76.969,6761,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,hour,Max,maximum,162.0,76.969,6761,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,hour,Max19,19th highest value,131.0,76.969,6761,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1988,hour,Hours(c > 200),hours with c > 200 ug/m3,0.0,76.969,6761,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,day,P50,50 percentile,46.316,81.096,296,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,day,Mean,annual mean,48.642,81.096,296,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,day,P95,95 percentile,79.957,81.096,296,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,day,P98,98 percentile,86.368,81.096,296,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,day,Max,maximum,152.955,81.096,296,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,hour,P50,50 percentile,46.0,79.84,6994,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,hour,Mean,annual mean,48.646,79.84,6994,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,hour,P95,95 percentile,94.0,79.84,6994,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,hour,P98,98 percentile,115.0,79.84,6994,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,hour,Max,maximum,274.0,79.84,6994,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,hour,Max19,19th highest value,168.0,79.84,6994,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1989,hour,Hours(c > 200),hours with c > 200 ug/m3,7.0,79.84,6994,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,day,P50,50 percentile,44.304,84.658,309,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,day,Mean,annual mean,44.927,84.658,309,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,day,P95,95 percentile,73.565,84.658,309,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,day,P98,98 percentile,81.348,84.658,309,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,day,Max,maximum,95.391,84.658,309,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,hour,P50,50 percentile,42.0,83.139,7283,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,hour,Mean,annual mean,44.819,83.139,7283,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,hour,P95,95 percentile,87.0,83.139,7283,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,hour,P98,98 percentile,102.0,83.139,7283,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,hour,Max,maximum,183.0,83.139,7283,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,hour,Max19,19th highest value,141.0,83.139,7283,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1990,hour,Hours(c > 200),hours with c > 200 ug/m3,0.0,83.139,7283,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,day,P50,50 percentile,42.826,80.0,292,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,day,Mean,annual mean,44.964,80.0,292,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,day,P95,95 percentile,71.522,80.0,292,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,day,P98,98 percentile,79.348,80.0,292,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,day,Max,maximum,100.478,80.0,292,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,hour,P50,50 percentile,44.0,81.073,7102,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,hour,Mean,annual mean,45.248,81.073,7102,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,hour,P95,95 percentile,84.0,81.073,7102,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,hour,P98,98 percentile,96.0,81.073,7102,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,hour,Max,maximum,191.0,81.073,7102,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,hour,Max19,19th highest value,134.0,81.073,7102,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1991,hour,Hours(c > 200),hours with c > 200 ug/m3,0.0,81.073,7102,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1992,day,P50,50 percentile,40.217,98.087,359,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1992,day,Mean,annual mean,41.106,98.087,359,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1992,day,P95,95 percentile,61.696,98.087,359,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1992,day,P98,98 percentile,75.739,98.087,359,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1992,day,Max,maximum,110.87,98.087,359,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1992,hour,P50,50 percentile,39.0,93.955,8253,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1992,hour,Mean,annual mean,41.059,93.955,8253,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1992,hour,P95,95 percentile,76.0,93.955,8253,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1992,hour,P98,98 percentile,92.0,93.955,8253,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1992,hour,Max,maximum,152.0,93.955,8253,True
DENW055,8,Nitrogen dioxide (air),NO2,µg/m3,100,Calendar year,1992,hour,Max19,19th highest value,132.0,93.955,8253,True
