station_european_code,component_code,component_name,component_caption,measurement_unit,measurement_european_group_code,statistics_period,statistics_year,statistics_average_group,statistic_shortname,statistic_name,statistic_value,statistics_percentage_valid,statistics_number_valid,statistics_calculated
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1987,day,P50,50 percentile,28.0,92.603,338,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1987,day,Mean,annual mean,41.902,92.603,338,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1987,day,P95,95 percentile,138.0,92.603,338,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1987,day,P98,98 percentile,191.0,92.603,338,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1987,day,Max,maximum,449.0,92.603,338,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1987,day,Max4,4th highest value,243.0,92.603,338,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1987,day,Days(c > 125),days with c > 125 ug/m3,18.0,92.603,338,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1988,day,P50,50 percentile,23.0,84.699,310,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1988,day,Mean,annual mean,26.413,84.699,310,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1988,day,P95,95 percentile,57.0,84.699,310,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1988,day,P98,98 percentile,68.0,84.699,310,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1988,day,Max,maximum,93.0,84.699,310,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1988,day,Max4,4th highest value,71.0,84.699,310,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1988,day,Days(c > 125),days with c > 125 ug/m3,0.0,84.699,310,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1989,day,P50,50 percentile,21.0,83.288,304,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1989,day,Mean,annual mean,25.178,83.288,304,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1989,day,P95,95 percentile,55.0,83.288,304,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1989,day,P98,98 percentile,71.0,83.288,304,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1989,day,Max,maximum,99.0,83.288,304,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1989,day,Max4,4th highest value,75.0,83.288,304,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1989,day,Days(c > 125),days with c > 125 ug/m3,0.0,83.288,304,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,P50,50 percentile,20.833,94.247,344,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,Mean,annual mean,24.091,94.247,344,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,P95,95 percentile,48.083,94.247,344,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,P98,98 percentile,57.125,94.247,344,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,Max,maximum,78.435,94.247,344,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,Max4,4th highest value,67.682,94.247,344,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,day,Days(c > 125),days with c > 125 ug/m3,0.0,94.247,344,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,P50,50 percentile,20.0,95.274,8346,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,Mean,annual mean,24.112,95.274,8346,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,P95,95 percentile,61.0,95.274,8346,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,P98,98 percentile,78.0,95.274,8346,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,P99_9,99.9 percentile,144.0,95.274,8346,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,Max,maximum,208.0,95.274,8346,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,Max25,25th highest value,122.0,95.274,8346,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1990,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,95.274,8346,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,P50,50 percentile,18.625,89.863,328,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,Mean,annual mean,26.394,89.863,328,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,P95,95 percentile,74.625,89.863,328,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,P98,98 percentile,83.043,89.863,328,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,Max,maximum,189.417,89.863,328,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,Max4,4th highest value,115.875,89.863,328,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,day,Days(c > 125),days with c > 125 ug/m3,3.0,89.863,328,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,P50,50 percentile,19.0,91.039,7975,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,Mean,annual mean,26.242,91.039,7975,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,P95,95 percentile,77.0,91.039,7975,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,P98,98 percentile,100.0,91.039,7975,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,P99_9,99.9 percentile,202.0,91.039,7975,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,Max,maximum,238.0,91.039,7975,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,Max25,25th highest value,170.0,91.039,7975,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1991,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,91.039,7975,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,P50,50 percentile,17.25,97.541,357,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,Mean,annual mean,20.842,97.541,357,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,P95,95 percentile,44.083,97.541,357,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,P98,98 percentile,55.167,97.541,357,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,Max,maximum,90.917,97.541,357,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,Max4,4th highest value,76.958,97.541,357,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,day,Days(c > 125),days with c > 125 ug/m3,0.0,97.541,357,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,P50,50 percentile,16.0,97.484,8563,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,Mean,annual mean,20.989,97.484,8563,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,P95,95 percentile,56.0,97.484,8563,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,P98,98 percentile,72.0,97.484,8563,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,P99_9,99.9 percentile,146.0,97.484,8563,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,Max,maximum,193.0,97.484,8563,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,Max25,25th highest value,110.0,97.484,8563,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1992,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,97.484,8563,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,P50,50 percentile,15.875,96.712,353,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,Mean,annual mean,20.339,96.712,353,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,P95,95 percentile,55.083,96.712,353,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,P98,98 percentile,70.375,96.712,353,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,Max,maximum,109.25,96.712,353,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,Max4,4th highest value,87.208,96.712,353,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,day,Days(c > 125),days with c > 125 ug/m3,0.0,96.712,353,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,P50,50 percentile,15.0,97.352,8528,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,Mean,annual mean,20.312,97.352,8528,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,P95,95 percentile,60.0,97.352,8528,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,P98,98 percentile,84.0,97.352,8528,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,P99_9,99.9 percentile,138.0,97.352,8528,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,Max,maximum,230.0,97.352,8528,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,Max25,25th highest value,119.0,97.352,8528,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1993,hour,Hours(c > 350),hours with c > 350 ug/m3,0.0,97.352,8528,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,P50,50 percentile,12.0,96.438,352,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,Mean,annual mean,14.475,96.438,352,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,P95,95 percentile,29.5,96.438,352,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,P98,98 percentile,40.167,96.438,352,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,Max,maximum,51.625,96.438,352,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,Max4,4th highest value,44.042,96.438,352,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,day,Days(c > 125),days with c > 125 ug/m3,0.0,96.438,352,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,P50,50 percentile,11.0,96.895,8488,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,Mean,annual mean,14.494,96.895,8488,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,P95,95 percentile,39.0,96.895,8488,True
DENW055,1,Sulphur dioxide (air),SO2,µg/m3,100,Calendar year,1995,hour,P98,98 percentile,49.0,96.895,8488,True
