Nr,Name,MaxSchnellmeldungen,AnzSchnellmeldungen,Wahlberechtigte,abgegeben,Wahlbeteiligung,gültigeStimmzettel,gültig,ungültigeStimmzettel,ungültig,gültig2,ungültig2,CDU,CDU_Proz,Z_CDU,Z_CDU_Proz,SPD,SPD_Proz,Z_SPD,Z_SPD_Proz,FDP,FDP_Proz,Z_FDP,Z_FDP_Proz,GRÜNE,GRÜNE_Proz,Z_GRÜNE,Z_GRÜNE_Proz,DIE LINKE,DIE LINKE_Proz,Z_DIE LINKE,Z_DIE LINKE_Proz,PIRATEN,PIRATEN_Proz,Z_PIRATEN,Z_PIRATEN_Proz,NPD,NPD_Proz,Z_NPD,Z_NPD_Proz,REP,REP_Proz,Z_REP,Z_REP_Proz,Bündnis 21/RRP,Bündnis 21/RRP_Proz,Z_Bündnis 21/RRP,Z_Bündnis 21/RRP_Proz,Volksabstimmung,Volksabstimmung_Proz,Z_Volksabstimmung,Z_Volksabstimmung_Proz,ÖDP,ÖDP_Proz,Z_ÖDP,Z_ÖDP_Proz,MLPD,MLPD_Proz,Z_MLPD,Z_MLPD_Proz,BüSo,BüSo_Proz,Z_BüSo,Z_BüSo_Proz,PSG,PSG_Proz,Z_PSG,Z_PSG_Proz,AfD,AfD_Proz,Z_AfD,Z_AfD_Proz,BIG,BIG_Proz,Z_BIG,Z_BIG_Proz,pro Deutschland,pro Deutschland_Proz,Z_pro Deutschland,Z_pro Deutschland_Proz,DIE RECHTE,DIE RECHTE_Proz,Z_DIE RECHTE,Z_DIE RECHTE_Proz,FREIE WÄHLER,FREIE WÄHLER_Proz,Z_FREIE WÄHLER,Z_FREIE WÄHLER_Proz,Partei der Nichtwähler,Partei der Nichtwähler_Proz,Z_Partei der Nichtwähler,Z_Partei der Nichtwähler_Proz,Partei der Vernunft,Partei der Vernunft_Proz,Z_Partei der Vernunft,Z_Partei der Vernunft_Proz,Die PARTEI,Die PARTEI_Proz,Z_Die PARTEI,Z_Die PARTEI_Proz,_unnamed
0,Stadt Köln,1024,1024,722435,523763,7250,,518211,,5552,519398,4365,188629,3640,171386,3300,191858,3702,154707,2979,12606,243,31284,602,63804,1231,73400,1413,33586,648,42054,810,11199,216.0,13256,255,4942,95.0,3329,64.0,0,0.0,497,10.0,0,0.0,226,4.0,0,0.0,804,15.0,0,0.0,901,17.0,269,5.0,270,5.0,480,9.0,170,3.0,0,0.0,112,2.0,7724,149.0,18417,355,0,0.0,934,18.0,0,0.0,1388,27.0,0,0.0,59,1.0,2393,46.0,1379,27.0,0,0.0,1008,19.0,0,0.0,383,7.0,721,14.0,3434,66.0,
0,Leverkusen,134,134,117980,84980,7203,,83758,,1222,84009,971,36814,4395,33172,3949,32942,3933,26993,3213,2004,239,4373,521,4770,569,6486,772,3955,472,4919,586,0,0.0,1922,229,1370,164.0,934,111.0,0,0.0,102,12.0,0,0.0,39,5.0,0,0.0,180,21.0,0,0.0,96,11.0,129,15.0,67,8.0,0,0.0,18,2.0,0,0.0,13,2.0,0,0.0,3225,384,0,0.0,110,13.0,0,0.0,270,32.0,0,0.0,12,1.0,966,115.0,398,47.0,0,0.0,120,14.0,0,0.0,47,6.0,808,96.0,513,61.0,
