station_code,station_local_code,station_name,station_start_date,station_end_date,station_latitude_d,station_latitude_dms,station_longitude_d,station_longitude_dms,station_altitude,type_of_station,station_type_of_area,station_ozone_classification,station_subcat_rural_background,network_code
DEHE087,DEHE087,Kassel (2422),20050101,,51.307334,+051.18.26,9.529582,+09.31.46,140,background,urban,urban,unknown,DE009A
DEHE088,DEHE088,Kassel (2424),20050101,,51.314421,+051.18.51,9.526508,+09.31.35,137,background,rural,rural,near-city,DE009A
DEHE089,DEHE089,Wiesbaden (2622),20050101,,50.048225,+050.2.53,8.241492,+08.14.29,107,background,urban,urban,unknown,DE009A
DEHE090,DEHE090,Wiesbaden (2624),20050101,,50.054539,+050.3.16,8.244576,+08.14.40,133,background,urban,urban,unknown,DE009A
DEHE091,DEHE091,Wiesbaden (2822),20050101,,50.048374,+050.2.54,8.257548,+08.15.27,114,background,rural,rural,near-city,DE009A
DEHE092,DEHE092,Wiesbaden (2824),20050101,,50.057942,+050.3.28,8.259258,+08.15.33,115,background,urban,urban,unknown,DE009A
DEHE093,DEHE093,Wiesbaden Wallufer Platz,20040101,20041231,50.074258,+050.4.27,8.228686,+08.13.43,151,background,urban,urban,unknown,DE009A
DEHE094,DEHE094,Reinheim,20070801,,49.827775,+049.49.39,8.832221,+08.49.55,161,traffic,urban,urban,unknown,DE009A
DEHE095,DEHE095,DHA80 Wetzlar-Köhlersgarten,20080103,,50.575364,+050.34.31,8.492018,+08.29.31,161,industrial,suburban,suburban,unknown,DE009A
DEHE096,DEHE096,Frankfurt Palmengarten,20070103,,50.12556,+050.7.32,8.656659,+08.39.23,105,background,urban,urban,unknown,DE009A
DEHE097,DEHE097,Fulda Zentral-Friedhof,20080101,,50.542563,+050.32.33,9.696033,+09.41.45,280,background,suburban,suburban,unknown,DE009A
DEHE098,DEHE098,Limburg Diezer Str. 49,20090101,,50.384466,+050.23.4,8.053849,+08.3.13,132,traffic,urban,urban,unknown,DE009A
DEHE099,DEHE099,Limburg Schiede 28-30,20090101,,50.38621,+050.23.10,8.059641,+08.3.34,122,traffic,urban,urban,unknown,DE009A
DEHE100,DEHE100,Limburg Schiede 37-41,20090101,,50.387586,+050.23.15,8.05913,+08.3.32,122,traffic,urban,urban,unknown,DE009A
DEHE101,DEHE101,Limburg Frankfurter Str. 52,20090101,,50.38312,+050.22.59,8.070442,+08.4.13,143,traffic,urban,urban,unknown,DE009A
DEHE102,DEHE102,Offenbach Untere Grenzstr. 61,20090101,,50.101443,+050.6.5,8.784665,+08.47.4,107,traffic,urban,urban,unknown,DE009A
DEHE103,DEHE103,Offenbach Bieberer Str. 86,20090101,,50.10239,+050.6.8,8.775947,+08.46.33,109,traffic,urban,urban,unknown,DE009A
DEHE104,DEHE104,Offenbach Mainstr. 133,20090101,,50.107078,+050.6.25,8.772779,+08.46.22,102,traffic,urban,urban,unknown,DE009A
DEHE105,DEHE105,Wetzlar Linsenbergstr.,20090101,,50.57508,+050.34.30,8.491714,+08.29.30,164,traffic,urban,urban,unknown,DE009A
DEHE106,DEHE106,Dep_Königstein,19840101,,50.19906,+050.11.56,8.43733,+08.26.14,520,background,rural,rural,unknown,DE009A
DEHE107,DEHE107,Dep_Witzenhausen,19840101,,51.291667,+051.17.30,9.774722,+09.46.28,600,background,rural,rural,unknown,DE009A
DEHE108,DEHE108,Dep_Fürth,19870101,,49.643889,+049.38.38,8.843889,+08.50.38,450,background,rural,rural,unknown,DE009A
DEHE109,DEHE109,Dep_Krofdorf,19840101,,50.669722,+050.40.10,8.623611,+08.37.24,320,background,rural,rural,unknown,DE009A
DEHE110,DEHE110,Dep_Ried,19990101,,49.69611,+049.41.45,8.54611,+08.32.45,90,background,rural,rural,unknown,DE009A
DEHE111,DEHE111,Rüsselsheim Rugby-Ring,20110101,,49.995556,+049.59.44,8.42439,+08.25.27,92,background,urban,urban,unknown,DE009A
DEHE112,DEHE112,Wiesbaden-Schiersteiner Str.,20120101,,50.072119,+050.4.19,8.228865,+08.13.43,140,traffic,urban,urban,unknown,DE009A
DEHE113,DEHE113,Lampertheim-Römerstraße,20110908,,49.593056,+049.35.35,8.469584,+08.28.10,97,traffic,rural,rural,unknown,DE009A
DEHE114,DEHE114,Lampertheim-Andreasstraße,20110908,,49.60201,+049.36.7,8.46188,+08.27.42,97,traffic,rural,rural,unknown,DE009A
DEHE115,DEHE115,Breuberg-Hainstadt,20120102,,49.83324,+049.49.59,9.04218,+09.2.31,143,traffic,rural,rural,unknown,DE009A
DEHE116,DEHE116,Offenbach-Untere Grenzstraße,20131101,,50.101494,+050.6.5,8.784892,+08.47.5,108,traffic,urban,urban,unknown,DE009A
DEHE117,DEHE117,Dep_Hünfeld,20050101,20061231,50.642,+050.38.31,9.6775,+09.40.39,,background,rural,rural background,remote,DE009A
DEHE118,DEHE118,Dep_Kalbach,20050101,20051231,50.427,+050.25.37,9.6761,+09.40.33,,background,rural,rural background,remote,DE009A
DEHE119,DEHE119,Dep_Kirchhain,20050101,20071231,50.716,+050.42.57,8.8944,+08.53.39,,background,rural,rural background,remote,DE009A
DEHE120,DEHE120,Dep_Biebergemünd,20050101,,50.153,+050.9.10,9.3958,+09.23.44,,background,rural,rural background,remote,DE009A
DEHE121,DEHE121,Dep_Weilburg,20050101,20071231,50.569,+050.34.8,8.2092,+08.12.33,,background,rural,rural background,remote,DE009A
DEHE122,DEHE122,Dep_Zierenberg,20050101,,51.371,+051.22.15,9.2678,+09.16.4,,background,rural,rural background,remote,DE009A
DEHE123,DEHE123,Dep_Homberg,20050101,,50.929,+050.55.44,9.3414,+09.20.29,,background,rural,rural background,remote,DE009A
DEHE124,DEHE124,Dep_Kellerwald,20050101,,51.158,+051.9.28,9.0306,+09.1.50,,background,rural,rural background,remote,DE009A
DEHH001,DEHH001,HH Eidelstedt,19840301,19930406,53.599662,+053.35.58,9.906764,+09.54.24,18,background,urban,urban,unknown,DE012A
DEHH002,DEHH002,HH Lokstedt,19840301,19990401,53.599238,+053.35.57,9.96113,+09.57.40,11,background,urban,urban,unknown,DE012A
DEHH003,DEHH003,HH Stadtpark,19840901,19930331,53.597774,+053.35.51,10.029068,+010.1.44,8,background,urban,urban,unknown,DE012A
DEHH004,DEHH004,HH Wandsbek-Gartenstadt,19840901,19910831,53.598206,+053.35.53,10.081942,+010.4.54,12,background,suburban,suburban,unknown,DE012A
DEHH005,DEHH005,HH Rahlstedt,19850101,19980204,53.597629,+053.35.51,10.143868,+010.8.37,24,background,suburban,suburban,unknown,DE012A
DEHH006,DEHH006,HH Hochkamp,19840501,19970401,53.560597,+053.33.38,9.842533,+09.50.33,30,background,urban,urban,unknown,DE012A
DEHH007,DEHH007,HH Bahrenfeld,19840301,19990420,53.561077,+053.33.39,9.8999,+09.53.59,22,background,suburban,suburban,unknown,DE012A
DEHH008,DEHH008,Hamburg Sternschanze,19840301,,53.56414,+053.33.50,9.967882,+09.58.4,15,background,urban,urban,unknown,DE012A
DEHH009,DEHH009,HH Lübecker Straße,19840901,19990331,53.559145,+053.33.32,10.028129,+010.1.41,14,traffic,urban,urban,unknown,DE012A
DEHH010,DEHH010,HH Horner Rennbahn,19840901,19960515,53.55955,+053.33.34,10.083974,+010.5.2,12,background,urban,urban,unknown,DE012A
DEHH011,DEHH011,HH Öjendorf,19850101,19930331,53.561653,+053.33.41,10.147425,+010.8.50,24,background,suburban,suburban,unknown,DE012A
DEHH012,DEHH012,HH Finkenwerder,19840501,19910930,53.523741,+053.31.25,9.844817,+09.50.41,5,background,suburban,suburban,unknown,DE012A
DEHH013,DEHH013,HH Waltershof,19840501,19950331,53.527826,+053.31.40,9.900703,+09.54.2,6,industrial,suburban,suburban,unknown,DE012A
DEHH014,DEHH014,HH Steinwerder,19840701,19990421,53.52636,+053.31.34,9.973052,+09.58.22,8,background,urban,urban,unknown,DE012A
DEHH015,DEHH015,Hamburg Veddel,19840701,,53.523262,+053.31.23,10.021227,+010.1.16,4,industrial,urban,urban,unknown,DE012A
DEHH016,DEHH016,Hamburg Billbrook,19850101,,53.52902,+053.31.44,10.081685,+010.4.54,5,industrial,urban,urban,unknown,DE012A
DEHH017,DEHH017,HH Mümmelmannsberg,19850101,19930331,53.522982,+053.31.22,10.150904,+010.9.3,24,background,urban,urban,unknown,DE012A
DEHH018,DEHH018,HH Moorburg,19840701,19910331,53.490024,+053.29.24,9.908942,+09.54.32,0,background,suburban,suburban,unknown,DE012A
DEHH019,DEHH019,HH Hohe Schaar,19840701,19930430,53.493169,+053.29.35,9.966263,+09.57.58,6,industrial,urban,urban,unknown,DE012A
DEHH020,DEHH020,HH Kirchdorf,19840701,20000403,53.490921,+053.29.27,10.020449,+010.1.13,1,background,urban,urban,unknown,DE012A
DEHH021,DEHH021,Hamburg Tatenberg,19850101,,53.487669,+053.29.15,10.083646,+010.5.1,2,background,suburban,suburban,unknown,DE012A
DEHH022,DEHH022,HH Göhlbachtal,19850101,19980928,53.453652,+053.27.13,9.96386,+09.57.49,16,background,suburban,suburban,unknown,DE012A
DEHH023,DEHH023,HH Neuland,19850101,19930430,53.450443,+053.27.1,10.0255,+010.1.31,10,background,suburban,suburban,unknown,DE012A
DEHH024,DEHH024,HH Grindelhof (Straße),19910601,19920531,53.567623,+053.34.3,9.981548,+09.58.53,11,traffic,urban,urban,unknown,DE012A
DEHH025,DEHH025,HH Hudtwalckerstr (Straße),19911101,19921031,53.594449,+053.35.40,9.997277,+09.59.50,6,traffic,urban,urban,unknown,DE012A
DEHH026,DEHH026,Hamburg Stresemannstraße,19911101,,53.560632,+053.33.38,9.957236,+09.57.26,20,traffic,urban,urban,unknown,DE012A
DEHH027,DEHH027,HH Siemersplatz (Straße),19920801,19940131,53.599213,+053.35.57,9.964151,+09.57.50,13,traffic,urban,urban,unknown,DE012A
DEHH028,DEHH028,HH Mühlenkamp (Straße),19930301,19940331,53.581659,+053.34.53,10.011611,+010.0.41,4,traffic,urban,urban,unknown,DE012A
DEHH029,DEHH029,HH Neuer Kamp (Straße),19930601,19941130,53.557415,+053.33.26,9.966219,+09.57.58,18,traffic,urban,urban,unknown,DE012A
DEHH030,DEHH030,HH Blankenese-Elbhang,19970402,19981102,53.56233,+053.33.44,9.792843,+09.47.34,20,background,suburban,suburban,unknown,DE012A
DEHH031,DEHH031,HH Fernsehturm,19930701,19961013,53.563177,+053.33.47,9.97586,+09.58.33,188,background,urban,urban,unknown,DE012A
DEHH032,DEHH032,HH Vierlandenstraße (Straße),19940301,19950307,53.487168,+053.29.13,10.210646,+010.12.38,4,traffic,urban,urban,unknown,DE012A
DEHH033,DEHH033,Hamburg Flughafen Nord,19940401,,53.638291,+053.38.17,9.998009,+09.59.52,13,background,urban,urban,unknown,DE012A
DEHH034,DEHH034,HH Eppendorfer Baum (Straße),19940601,19950609,53.58442,+053.35.3,9.98224,+09.58.56,6,traffic,urban,urban,unknown,DE012A
DEHH035,DEHH035,HH Winsener Straße (Straße),19950214,19990412,53.448052,+053.26.52,9.989325,+09.59.21,12,traffic,urban,urban,unknown,DE012A
DEHH036,DEHH036,HH Fuhlsbüttler Straße (Straße),19950701,19960903,53.594948,+053.35.41,10.044106,+010.2.38,16,traffic,urban,urban,unknown,DE012A
DEHH037,DEHH037,HH Osterstraße (Straße),19950530,19960701,53.575941,+053.34.33,9.953052,+09.57.10,16,traffic,urban,urban,unknown,DE012A
DEHH038,DEHH038,HH Flughafen Südwest,19951109,19970404,53.624532,+053.37.28,9.972136,+09.58.19,8,traffic,suburban,suburban,unknown,DE012A
DEHH039,DEHH039,HH Krohnstieg (Straße),19951103,19961118,53.645704,+053.38.44,9.976253,+09.58.34,16,traffic,urban,urban,unknown,DE012A
DEHH040,DEHH040,HH Theodor-Heuss-Platz (Straße),19960117,19980402,53.561358,+053.33.40,9.989403,+09.59.21,9,traffic,urban,urban,unknown,DE012A
DEHH041,DEHH041,HH Simon-von-Utrecht-Straße (Straße),19960521,19970612,53.551103,+053.33.3,9.963358,+09.57.48,15,traffic,urban,urban,unknown,DE012A
DEHH042,DEHH042,HH Tarpenbekstraße (Straße),19960801,19981102,53.59393,+053.35.38,9.984047,+09.59.2,8,traffic,urban,urban,unknown,DE012A
DEHH043,DEHH043,HH Bremer Straße (Straße),19961128,19971202,53.456897,+053.27.24,9.979141,+09.58.44,14,traffic,urban,urban,unknown,DE012A
DEHH044,DEHH044,HH Barnerstraße (Straße),19970127,19990223,53.55654,+053.33.23,9.929297,+09.55.45,28,traffic,urban,urban,unknown,DE012A
DEHH045,DEHH045,HH Nordschleswiger Straße (Straße),19970321,19990401,53.581438,+053.34.53,10.068086,+010.4.5,13,traffic,urban,urban,unknown,DE012A
DEHH046,DEHH046,HH Flughafen Nordost,19970521,19980604,53.641245,+053.38.28,10.010089,+010.0.36,15,traffic,rural,rural,unknown,DE012A
DEHH047,DEHH047,Hamburg Bramfeld,19980401,,53.63074,+053.37.50,10.110595,+010.6.38,31,background,suburban,suburban,unknown,DE012A
DEHH048,DEHH048,HH Max-Brauer-Allee (Straße),19970801,20020208,53.555491,+053.33.19,9.942706,+09.56.33,25,traffic,urban,urban,unknown,DE012A
DEHH049,DEHH049,Hamburg Blankenese-Baursberg,19981221,,53.568124,+053.34.5,9.786234,+09.47.10,75,background,suburban,suburban,unknown,DE012A
DEHH050,DEHH050,Hamburg Neugraben,19980701,,53.480927,+053.28.51,9.857223,+09.51.26,3,background,suburban,suburban,unknown,DE012A
DEHH051,DEHH051,HH Steinstraße (Straße),19981217,20010401,53.549976,+053.32.59,10.002102,+010.0.7,13,traffic,urban,urban,unknown,DE012A
DEHH052,DEHH052,HH Grindelallee (Straße),19990427,20000605,53.568898,+053.34.8,9.97954,+09.58.46,12,traffic,urban,urban,unknown,DE012A
DEHH053,DEHH053,HH Lange Reihe (Straße),19980701,19990802,53.55774,+053.33.27,10.011614,+010.0.41,6,traffic,urban,urban,unknown,DE012A
DEHH054,DEHH054,HH Bergedorf,19990601,20070503,53.497003,+053.29.49,10.206631,+010.12.23,13,background,urban,urban,unknown,DE012A
DEHH055,DEHH055,HH Harburg,19990601,20040329,53.460066,+053.27.36,9.967393,+09.58.2,20,background,urban,urban,unknown,DE012A
DEHH056,DEHH056,HH Sievekingsallee (Straße),19990531,20000710,53.560099,+053.33.36,10.06385,+010.3.49,17,traffic,urban,urban,unknown,DE012A
DEHH057,DEHH057,Hamburg Marckmannstr.,19951001,,53.534663,+053.32.4,10.048428,+010.2.54,42,background,suburban,suburban,unknown,DE012A
DEHH058,DEHH058,HH Holstenstraße (Straße),19990801,20010903,53.560479,+053.33.37,9.948281,+09.56.53,21,traffic,urban,urban,unknown,DE012A
DEHH059,DEHH059,Hamburg Wilhelmsburg,20000428,,53.50793,+053.30.28,9.990569,+09.59.26,3,background,urban,urban,unknown,DE012A
DEHH060,DEHH060,HH Lenhartzstraße (Straße),20000809,20011101,53.586409,+053.35.11,9.981878,+09.58.54,6,traffic,urban,urban,unknown,DE012A
DEHH061,DEHH061,HH Wandsbeker Chaussee (Straße),20000814,20011101,53.564779,+053.33.53,10.035421,+010.2.7,7,traffic,urban,urban,unknown,DE012A
DEHH062,DEHH062,HH Blankenese-Anleger,20010405,20020605,53.555866,+053.33.21,9.8054,+09.48.19,2,traffic,suburban,suburban,unknown,DE012A
DEHH063,DEHH063,HH Neuwerk,20010405,20011203,53.917866,+053.55.4,8.497442,+08.29.50,1,background,rural,rural background,remote,DE012A
DEHH064,DEHH064,Hamburg Kieler Straße,20010601,,53.564399,+053.33.51,9.94458,+09.56.40,16,traffic,urban,urban,unknown,DE012A
DEHH065,DEHH065,HH Gärtnerstaße (Straße),20011101,20031201,53.583575,+053.35.0,9.968009,+09.58.4,14,traffic,urban,urban,unknown,DE012A
DEHH066,DEHH066,HH Kaltehofe - Messort A,19930401,20001130,53.523569,+053.31.24,10.053206,+010.3.11,2,industrial,rural,rural,unknown,DE012A
DEHH067,DEHH067,HH Kaltehofe - Messort D,20010201,20061231,53.52604,+053.31.33,10.055228,+010.3.18,2,industrial,rural,rural,unknown,DE012A
DEHH068,DEHH068,Hamburg Habichtstraße,20020101,,53.592301,+053.35.32,10.053859,+010.3.13,12,traffic,urban,urban,unknown,DE012A
DEHH069,DEHH069,HH Braamkamp (Straße),20020103,20030402,53.600687,+053.36.2,10.003454,+010.0.12,19,traffic,urban,urban,unknown,DE012A
DEHH070,DEHH070,Hamburg Max-Brauer-Allee II (Straße),20020301,,53.555668,+053.33.20,9.943012,+09.56.34,25,traffic,urban,urban,unknown,DE012A
DEHH071,DEHH071,HH Billwerder,20030701,20050302,53.51908,+053.31.8,10.121845,+010.7.18,1,traffic,rural,rural,unknown,DE012A
DEHH072,DEHH072,Hamburg Finkenwerder West,20040301,,53.535958,+053.32.9,9.84408,+09.50.38,0,industrial,urban,urban,unknown,DE012A
DEHH073,DEHH073,Hamburg Finkenwerder Airbus,20040201,,53.532075,+053.31.55,9.832702,+09.49.57,5,industrial,rural,rural,unknown,DE012A
DEHH074,DEHH074,Hamburg Billstedt,20040616,,53.538531,+053.32.18,10.102823,+010.6.10,18,background,urban,urban,unknown,DE012A
DEHH075,DEHH075,Hamburg Billwerder II,20061201,20100510,53.518764,+053.31.7,10.122063,+010.7.19,1,traffic,rural,rural,unknown,DE012A
DEHH076,DEHH076,Hamburg Heimfeld,20070727,20110912,53.467561,+053.28.3,9.971706,+09.58.18,4,background,urban,urban,unknown,DE012A
DEHH077,DEHH077,HH_Haken-Sperrwerk,20070101,20071231,53.529575,+053.31.46,10.044562,+010.2.40,7,industrial,urban,urban,unknown,DE012A
DEHH078,DEHH078,Hamburg Simon-von-Utrecht-Straße 66,20100723,20111017,53.551042,+053.33.3,9.965585,+09.57.56,16,traffic,urban,urban,unknown,DE012A
DEHH079,DEHH079,Hamburg Altona Elbhang,20111208,,53.545269,+053.32.42,9.944815,+09.56.41,25,background,urban,urban,unknown,DE012A
DEHH080,DEHH080,Hamburg Willy-Brandt-Straße,20120227,20130502,53.547355,+053.32.50,9.98792,+09.59.16,5,traffic,urban,urban,unknown,DE012A
DEMV001,DEMV001,Selmsdorf,19920116,20001130,53.868073,+053.52.5,10.901677,+010.54.6,63,background,rural,rural,unknown,DE018A
DEMV002,DEMV002,Rostock,19920101,20080122,54.093889,+054.5.38,12.101389,+012.6.5,10,traffic,urban,urban,unknown,DE018A
DEMV003,DEMV003,Neubrandenburg,19920101,,53.559784,+053.33.35,13.26644,+013.15.59,15,traffic,urban,urban,unknown,DE018A
DEMV004,DEMV004,Gülzow,19920101,,53.817775,+053.49.3,12.064708,+012.3.52,17,background,rural,rural,unknown,DE018A
DEMV005,DEMV005,Schwerin,19920101,20080402,53.63773,+053.38.15,11.408899,+011.24.32,42,traffic,urban,urban,unknown,DE018A
DEMV006,DEMV006,Stralsund,19921021,20100630,54.306722,+054.18.24,13.066673,+013.4.0,6,traffic,urban,urban,unknown,DE018A
DEMV007,DEMV007,Rostock-Stuthof,19930101,,54.161555,+054.9.41,12.174105,+012.10.26,5,background,suburban,suburban,unknown,DE018A
DEMV012,DEMV012,Löcknitz,19940115,,53.520456,+053.31.13,14.257407,+014.15.26,17,background,rural,rural,unknown,DE018A
DEMV017,DEMV017,Göhlen,19980201,,53.302352,+053.18.8,11.362965,+011.21.46,25,background,rural,rural,unknown,DE018A
DEMV018,DEMV018,Zarrentin,20010101,20100614,53.543687,+053.32.37,10.929825,+010.55.47,41,background,suburban,suburban,unknown,DE018A
DEMV019,DEMV019,Güstrow,20040101,,53.78175,+053.46.54,12.175512,+012.10.31,17,background,urban,urban,unknown,DE018A
DEMV020,DEMV020,Rostock Am Strande,20060101,,54.092278,+054.5.32,12.141994,+012.8.31,1,traffic,urban,urban,unknown,DE018A
DEMV021,DEMV021,Rostock-Warnemünde,20060501,,54.17133,+054.10.16,12.080003,+012.4.48,2,background,urban,urban,unknown,DE018A
DEMV022,DEMV022,Rostock-Holbeinplatz,20080125,,54.09262,+054.5.33,12.099553,+012.5.58,9,traffic,urban,urban,unknown,DE018A
DEMV023,DEMV023,Schwerin-Obotritenring,20080405,,53.631805,+053.37.54,11.398332,+011.23.53,58,traffic,urban,urban,unknown,DE018A
DEMV024,DEMV024,Leizen,20100616,,53.396348,+053.23.46,12.463929,+012.27.50,116,background,rural,rural,unknown,DE018A
DEMV025,DEMV025,Stralsund-Knieperdamm,20111001,,54.31923,+054.19.9,13.08101,+013.4.51,8,traffic,urban,urban,unknown,DE018A
DEMV026,DEMV026,Garz,20130101,,54.323514,+054.19.24,13.342138,+013.20.31,17,background,rural,rural,unknown,DE018A
DEMV027,DEMV027,Wolgast-Oberwallstraße,20140101,,54.053175,+054.3.11,13.779314,+013.46.45,6,traffic,urban,urban,unknown,DE018A
DEMV028,DEMV028,Wismar,20140501,,53.900767,+053.54.2,11.4769,+011.28.36,5,background,urban,urban,unknown,DE018A
DEMV029,DEMV029,Dep_Sandhof,20140221,,53.675,+053.40.29,12.059,+012.3.32,,background,rural,rural background,remote,DE018A
DEMV030,DEMV030,Dep_TorgelowRothemuehl,20140221,,53.639,+053.38.20,13.942,+013.56.31,,background,rural,rural background,remote,DE018A
DENI001,DENI001,Hannover/Innenstadt,19780101,19961231,52.384986,+052.23.5,9.741535,+09.44.29,54,traffic,urban,urban,unknown,DE010A
DENI002,DENI002,Hannover/List,19780101,19900930,52.404113,+052.24.14,9.785638,+09.47.8,52,background,urban,urban,unknown,DE010A
DENI003,DENI003,Hannover/Misburg,19780101,19911231,52.390311,+052.23.25,9.857662,+09.51.27,59,background,suburban,suburban,unknown,DE010A
DENI004,DENI004,Hannover/Linden _,19780101,19880101,52.364761,+052.21.53,9.694326,+09.41.39,75,traffic,urban,urban,unknown,DE010A
DENI005,DENI005,Hannover/Vinnhorst,19780101,19961231,52.424234,+052.25.27,9.701615,+09.42.5,52,industrial,suburban,suburban,unknown,DE010A
DENI006,DENI006,Hannover/Fernmeldeturm,19791101,19880630,52.379778,+052.22.47,9.74086,+09.44.27,55,background,urban,urban,unknown,DE010A
DENI007,DENI007,Herzberg _,19870601,19940831,51.655514,+051.39.19,10.343561,+010.20.36,248,industrial,urban,urban,unknown,DE010A
DENI008,DENI008,Braunschweig Verkehr_alt,20111229,20131227,52.263331,+052.15.47,10.524609,+010.31.28,72,traffic,urban,urban,unknown,DE010A
DENI009,DENI009,Braunschweig/Siegfriedsv.,19780101,19900930,52.29071,+052.17.26,10.534043,+010.32.2,73,background,suburban,suburban,unknown,DE010A
DENI010,DENI010,Braunschweig/Riddagshausen,19830101,19921231,52.269689,+052.16.10,10.578975,+010.34.44,77,background,suburban,suburban,unknown,DE010A
DENI011,DENI011,Braunschweig,19780101,,52.22694,+052.13.36,10.47364,+010.28.25,98,background,suburban,suburban,unknown,DE010A
DENI012,DENI012,Braunschweig Am Sackring,19780101,19940731,52.267149,+052.16.1,10.490133,+010.29.24,75,traffic,urban,urban,unknown,DE010A
DENI013,DENI013,Bad Harzburg,19811101,19940831,51.870375,+051.52.13,10.558495,+010.33.30,300,background,suburban,suburban,unknown,DE010A
DENI014,DENI014,Büddenstedt/Reinsdorf,19861201,19980318,52.154741,+052.9.17,11.043349,+011.2.36,130,background,rural,rural,unknown,DE010A
DENI015,DENI015,Salzgitter/Lebenstedt,19871021,19980331,52.149628,+052.8.58,10.348166,+010.20.53,94,background,suburban,suburban,unknown,DE010A
DENI016,DENI016,Oker/Harlingerode,19800501,,51.90158,+051.54.5,10.48132,+010.28.52,208,background,suburban,suburban,unknown,DE010A
DENI017,DENI017,Oker-Nord Mühlenstr.,19800501,19900930,51.914842,+051.54.53,10.484277,+010.29.3,190,background,suburban,suburban,unknown,DE010A
DENI018,DENI018,Oker-West Im Schleeke,19800801,19940831,51.91237,+051.54.44,10.459206,+010.27.33,225,industrial,suburban,suburban,unknown,DE010A
