timestamp,hum_count,hum_min,hum_max,hum_mean,press_count,press_min,press_max,press_mean,temp_count,temp_min,temp_max,temp_mean,windspeed_count,windspeed_min,windspeed_max,windspeed_mean,winddir
1372629600,2,77,82,79.5,2,1016,1016,1016,2,288.15,289.15,288.65,2,2.6,2.6,2.6,250
1372633200,2,87,93,90,2,1016,1016,1016,2,286.15,287.15,286.65,2,1,1,1,140
1372636800,2,82,82,82,2,1019,1019,1019,2,288.15,288.15,288.15,2,1.5,1.5,1.5,130
1372640400,2,87,87,87,2,1018,1018,1018,2,287.15,287.15,287.15,2,2.6,3.1,2.85,140
1372644000,2,87,87,87,2,1018,1018,1018,2,287.15,287.15,287.15,2,2.6,3.6,3.1,150
1372647600,2,87,87,87,2,1018,1018,1018,2,287.15,287.15,287.15,2,3.6,3.6,3.6,150
1372651200,2,87,87,87,2,1018,1018,1018,2,287.15,287.15,287.15,2,3.6,3.6,3.6,160
1372654800,2,82,82,82,2,1018,1018,1018,2,289.15,289.15,289.15,2,3.6,3.6,3.6,175
1372658400,2,72,77,74.5,2,1018,1018,1018,2,290.15,291.15,290.65,2,3.6,3.6,3.6,185
1372662000,2,72,72,72,2,1018,1018,1018,2,292.15,292.15,292.15,2,3.1,3.1,3.1,200
1372665600,3,60,64,62.67,3,1017,1018,1017.33,3,293.15,294.15,293.82,3,2.6,3.6,3.27,213
1372669200,1,56,56,56,1,1017,1017,1017,1,295.15,295.15,295.15,1,4.1,4.1,4.1,
1372672800,2,53,56,54.5,2,1017,1017,1017,2,296.15,296.15,296.15,2,3.1,3.6,3.35,230
1372676400,2,53,56,54.5,2,1016,1017,1016.5,2,296.15,296.15,296.15,2,2.6,3.1,2.85,240
1372680000,2,50,53,51.5,2,1016,1016,1016,2,296.15,297.15,296.65,2,3.1,3.1,3.1,300
1372683600,1,50,50,50,1,1015,1015,1015,1,297.15,297.15,297.15,1,3.1,3.1,3.1,
1372687200,2,53,56,54.5,2,1015,1015,1015,2,296.15,296.15,296.15,2,3.6,4.1,3.85,335
1372690800,2,60,72,66,2,1015,1015,1015,2,293.15,295.15,294.15,2,3.6,3.6,3.6,330
1372694400,2,82,82,82,2,1015,1015,1015,2,292.15,293.15,292.65,2,4.1,4.1,4.1,335
1372698000,2,82,88,85,2,1015,1016,1015.5,2,291.15,291.15,291.15,2,1,8.2,4.6,85
1372701600,2,88,93,90.5,2,1015,1015,1015,2,291.15,291.15,291.15,2,1,1.5,1.25,190
1372705200,2,88,88,88,2,1016,1016,1016,2,291.15,291.15,291.15,2,1,1.5,1.25,75
1372708800,2,72,82,77,2,1016,1016,1016,2,290.15,291.15,290.65,2,2.6,2.6,2.6,305
1372712400,2,72,77,74.5,2,1016,1016,1016,2,289.15,290.15,289.65,2,4.1,4.6,4.35,265
1372716000,2,64,68,66,2,1009,1010,1009.5,2,292.15,293.15,292.65,2,2.6,3.6,3.1,145
1372719600,1,88,88,88,1,1009,1009,1009,1,290.15,290.15,290.15,1,2.6,2.6,2.6,
1372723200,2,93,93,93,2,1016,1016,1016,2,286.15,286.15,286.15,2,1.5,1.5,1.5,100
1372726800,3,93,93,93,3,1016,1016,1016,3,285.15,286.15,285.48,3,1.5,1.5,1.5,133
1372730400,2,93,100,96.5,2,1016,1016,1016,2,285.15,285.15,285.15,2,1.5,1.5,1.5,130
1372734000,1,93,93,93,1,1016,1016,1016,1,285.15,285.15,285.15,1,2.1,2.1,2.1,
1372737600,2,100,100,100,2,1016,1016,1016,2,285.15,285.15,285.15,2,1.5,2.6,2.05,130
