timestamp,hum_count,hum_min,hum_max,hum_mean,press_count,press_min,press_max,press_mean,temp_count,temp_min,temp_max,temp_mean,windspeed_count,windspeed_min,windspeed_max,windspeed_mean,winddir
1391295600,,,,,2,1017,1017,1017,2,275.15,275.15,275.15,2,1,1,1,40
1391371200,,,,,1,1017,1017,1017,1,276.15,276.15,276.15,1,3.1,3.1,3.1,
1391374800,,,,,2,1017,1017,1017,2,275.15,276.15,275.65,2,1.5,1.5,1.5,120
1391378400,,,,,2,1017,1017,1017,2,274.15,275.15,274.65,2,1,1,1,105
1391382000,2,80,80,80,2,1007,1007,1007,2,277.15,277.15,277.15,2,5.7,6.7,6.2,130
1391385600,,,,,2,1017,1017,1017,2,274.15,274.15,274.15,2,1.5,2.6,2.05,95
1391389200,2,86,86,86,2,1016,1016,1016,2,274.15,274.15,274.15,2,2.6,2.6,2.6,100
1391392800,2,86,86,86,2,1016,1016,1016,2,274.15,274.15,274.15,2,1.5,1.5,1.5,100
1391396400,2,86,86,86,2,1016,1016,1016,2,274.15,274.15,274.15,2,2.6,2.6,2.6,95
1391400000,,,,,2,1016,1016,1016,2,273.15,273.15,273.15,2,2.1,2.1,2.1,95
1391403600,,,,,2,1015,1015,1015,2,273.15,273.15,273.15,2,2.6,3.1,2.85,95
1391407200,2,92,92,92,2,1015,1015,1015,2,272.15,272.15,272.15,2,1.5,1.5,1.5,105
1391410800,2,92,100,96,2,1014,1015,1014.5,2,271.15,272.15,271.65,2,0.5,0.5,0.5,140
1391414400,1,100,100,100,2,1014,1014,1014,2,272.15,274.15,273.15,2,1,2.1,1.55,110
1391418000,1,86,86,86,2,1013,1014,1013.5,2,274.15,276.15,275.15,2,3.1,4.1,3.6,145
1391421600,2,80,80,80,2,1012,1013,1012.5,2,277.15,277.15,277.15,2,2.6,3.6,3.1,160
1391425200,2,80,80,80,2,1011,1012,1011.5,2,277.15,277.15,277.15,2,3.1,3.1,3.1,170
1391428800,2,75,80,77.5,2,1010,1011,1010.5,2,278.15,278.15,278.15,2,3.6,4.1,3.85,150
1391432400,3,80,80,80,3,1009,1010,1009.33,3,278.15,278.15,278.15,3,2.1,3.1,2.43,143
1391436000,1,75,75,75,1,1008,1008,1008,1,278.15,278.15,278.15,1,4.1,4.1,4.1,
1391439600,2,75,75,75,2,1008,1008,1008,2,278.15,278.15,278.15,2,4.1,4.6,4.35,155
1391443200,2,75,75,75,2,1007,1008,1007.5,2,278.15,278.15,278.15,2,4.6,5.1,4.85,130
1391446800,2,75,86,80.5,2,1007,1008,1007.5,2,277.15,278.15,277.65,2,5.1,5.7,5.4,130
1391450400,2,80,86,83,2,1007,1007,1007,2,277.15,277.15,277.15,2,5.1,5.7,5.4,130
1391454000,2,80,80,80,2,1007,1007,1007,2,277.15,277.15,277.15,2,5.1,5.7,5.4,130
1391457600,2,80,80,80,2,1007,1007,1007,2,277.15,277.15,277.15,2,3.6,4.6,4.1,130
1391461200,2,80,80,80,2,1007,1007,1007,2,277.15,277.15,277.15,2,3.6,4.1,3.85,130
1391464800,2,80,80,80,2,1007,1007,1007,2,277.15,277.15,277.15,2,4.6,5.7,5.15,130
1391468400,1,86,86,86,1,1004,1004,1004,1,277.15,277.15,277.15,1,5.1,5.1,5.1,
1391472000,2,80,80,80,2,1007,1007,1007,2,277.15,277.15,277.15,2,5.1,5.7,5.4,125
1391475600,2,80,80,80,2,1007,1007,1007,2,277.15,277.15,277.15,2,4.6,5.1,4.85,130
1391479200,2,80,80,80,2,1006,1007,1006.5,2,277.15,277.15,277.15,2,5.1,5.1,5.1,125
1391482800,2,80,80,80,2,1007,1007,1007,2,277.15,277.15,277.15,2,5.1,5.1,5.1,125
1391486400,2,80,80,80,2,1007,1007,1007,2,277.15,277.15,277.15,2,4.6,5.1,4.85,130
1391490000,2,80,80,80,2,1007,1007,1007,2,277.15,277.15,277.15,2,5.1,5.1,5.1,130
1391493600,2,80,80,80,2,1007,1007,1007,2,277.15,277.15,277.15,2,4.6,5.7,5.15,130
1391497200,2,80,80,80,2,1008,1008,1008,2,277.15,277.15,277.15,2,3.6,5.7,4.65,140
1391500800,1,80,80,80,1,1009,1009,1009,1,278.15,278.15,278.15,1,1.5,1.5,1.5,
1391504400,1,75,75,75,1,1009,1009,1009,1,279.15,279.15,279.15,1,2.6,2.6,2.6,
1391508000,2,70,70,70,2,1010,1010,1010,2,280.15,280.15,280.15,2,3.6,5.1,4.35,165
1391511600,2,70,70,70,2,1010,1010,1010,2,280.15,280.15,280.15,2,3.6,4.6,4.1,155
1391515200,2,65,70,67.5,2,1010,1010,1010,2,280.15,280.15,280.15,2,4.1,4.6,4.35,170
1391518800,2,65,65,65,2,1009,1009,1009,2,281.15,281.15,281.15,2,4.1,4.1,4.1,150
1391522400,2,57,61,59,2,1009,1009,1009,2,282.15,282.15,282.15,2,3.1,4.6,3.85,160
1391526000,2,65,70,67.5,2,1008,1009,1008.5,2,280.15,281.15,280.65,2,3.1,4.1,3.6,145
1391529600,2,70,70,70,2,1008,1008,1008,2,279.15,279.15,279.15,2,3.1,3.6,3.35,155
1391533200,2,70,70,70,2,1008,1008,1008,2,279.15,279.15,279.15,2,2.1,2.6,2.35,115
1391536800,2,75,80,77.5,2,1007,1008,1007.5,2,278.15,279.15,278.65,2,3.1,3.6,3.35,115
1391540400,2,80,80,80,2,1007,1007,1007,2,278.15,278.15,278.15,2,2.6,3.6,3.1,100
1391544000,2,75,80,77.5,2,1006,1006,1006,2,278.15,278.15,278.15,2,3.1,3.6,3.35,115
1391547600,2,80,80,80,2,1006,1006,1006,2,278.15,278.15,278.15,2,3.1,4.6,3.85,120
1391551200,3,86,86,86,3,1005,1005,1005,3,277.15,277.15,277.15,3,4.1,4.6,4.27,110
1391554800,2,75,75,75,2,1001,1001,1001,2,280.15,280.15,280.15,2,4.6,5.7,5.15,190
1391558400,2,80,86,83,2,1002,1003,1002.5,2,277.15,277.15,277.15,2,4.6,5.1,4.85,110
1391562000,2,80,80,80,2,1002,1002,1002,2,277.15,277.15,277.15,2,4.6,5.7,5.15,115
1391565600,2,80,80,80,2,1001,1001,1001,2,277.15,277.15,277.15,2,5.1,6.2,5.65,120
1391569200,2,80,80,80,2,1000,1000,1000,2,277.15,277.15,277.15,2,6.7,7.2,6.95,130
1391572800,2,80,80,80,2,999,1000,999.5,2,277.15,277.15,277.15,2,6.7,6.7,6.7,130
1391576400,2,80,80,80,2,999,999,999,2,277.15,277.15,277.15,2,6.2,7.2,6.7,130
1391580000,,,,,2,999,999,999,2,277.15,277.15,277.15,2,6.7,7.2,6.95,135
1391583600,2,75,80,77.5,2,998,999,998.5,2,277.15,278.15,277.65,2,6.2,6.7,6.45,135
1391587200,2,75,75,75,2,998,998,998,2,278.15,278.15,278.15,2,6.2,7.2,6.7,145
1391590800,2,75,75,75,2,998,998,998,2,278.15,278.15,278.15,2,7.2,8.7,7.95,150
1391594400,2,75,75,75,2,998,998,998,2,279.15,279.15,279.15,2,5.1,7.2,6.15,135
1391598000,2,70,75,72.5,2,997,997,997,2,279.15,280.15,279.65,2,6.2,6.7,6.45,140
1391601600,2,70,75,72.5,2,997,997,997,2,280.15,281.15,280.65,2,6.2,7.7,6.95,145
1391605200,2,70,70,70,2,996,996,996,2,281.15,281.15,281.15,2,8.2,8.7,8.45,165
1391608800,2,70,75,72.5,2,996,996,996,2,280.15,281.15,280.65,2,8.2,10.3,9.25,150
1391612400,2,75,75,75,2,997,997,997,2,280.15,280.15,280.15,2,8.2,8.2,8.2,155
1391616000,2,75,81,78,2,997,998,997.5,2,279.15,280.15,279.65,2,6.2,8.2,7.2,160
1391619600,2,81,86,83.5,2,998,998,998,2,278.15,279.15,278.65,2,5.1,6.2,5.65,130
1391623200,2,75,81,78,2,998,998,998,2,279.15,279.15,279.15,2,5.7,6.7,6.2,135
1391626800,2,75,81,78,2,999,999,999,2,279.15,279.15,279.15,2,4.6,5.7,5.15,150
1391630400,2,70,70,70,2,999,999,999,2,280.15,280.15,280.15,2,5.1,6.2,5.65,170
1391634000,2,65,65,65,2,999,1000,999.5,2,281.15,281.15,281.15,2,4.6,6.2,5.4,185
1391637600,2,65,70,67.5,2,1000,1000,1000,2,281.15,281.15,281.15,2,5.1,5.1,5.1,200
1391641200,2,53,53,53,2,993,994,993.5,2,283.15,283.15,283.15,2,4.6,5.7,5.15,125
1391644800,2,75,75,75,2,1001,1002,1001.5,2,280.15,280.15,280.15,2,3.6,4.1,3.85,175
1391648400,2,75,75,75,2,1002,1002,1002,2,280.15,280.15,280.15,2,4.6,4.6,4.6,170
1391652000,2,75,75,75,2,1002,1003,1002.5,2,280.15,281.15,280.65,2,4.1,5.1,4.6,170
1391655600,2,75,75,75,2,1003,1003,1003,2,281.15,281.15,281.15,2,4.6,4.6,4.6,170
1391659200,2,75,81,78,2,1003,1004,1003.5,2,280.15,280.15,280.15,2,4.1,4.1,4.1,170
1391662800,2,70,75,72.5,2,1004,1004,1004,2,279.15,281.15,280.15,2,4.1,5.7,4.9,180
1391666400,2,80,80,80,2,1004,1004,1004,2,278.15,278.15,278.15,2,4.1,4.6,4.35,160
1391670000,2,75,75,75,2,1004,1005,1004.5,2,279.15,279.15,279.15,2,5.1,5.1,5.1,165
1391673600,2,65,70,67.5,2,1005,1005,1005,2,280.15,281.15,280.65,2,5.1,5.7,5.4,170
1391677200,2,61,66,63.5,2,1005,1005,1005,2,282.15,282.15,282.15,2,5.1,5.7,5.4,180
1391680800,2,57,61,59,2,1005,1005,1005,2,283.15,283.15,283.15,2,4.6,6.7,5.65,210
1391684400,2,57,57,57,2,1005,1005,1005,2,283.15,283.15,283.15,2,7.2,7.2,7.2,210
1391688000,2,53,53,53,2,1004,1005,1004.5,2,283.15,284.15,283.65,2,7.7,7.7,7.7,220
1391691600,2,57,57,57,2,1003,1004,1003.5,2,283.15,283.15,283.15,2,5.1,5.7,5.4,195
1391695200,2,57,57,57,2,1003,1003,1003,2,283.15,283.15,283.15,2,5.1,6.2,5.65,180
1391698800,2,61,61,61,2,1002,1002,1002,2,282.15,282.15,282.15,2,5.7,5.7,5.7,150
1391702400,2,61,70,65.5,2,1001,1001,1001,2,281.15,282.15,281.65,2,6.7,6.7,6.7,145
1391706000,2,81,81,81,2,999,1000,999.5,2,280.15,280.15,280.15,2,4.6,7.7,6.15,135
1391709600,2,81,81,81,2,998,998,998,2,280.15,280.15,280.15,2,5.7,5.7,5.7,125
