timestamp,hum_count,hum_min,hum_max,hum_mean,press_count,press_min,press_max,press_mean,temp_count,temp_min,temp_max,temp_mean,windspeed_count,windspeed_min,windspeed_max,windspeed_mean,winddir
1362092400,2,74,74,74,2,1026,1026,1026,2,275.15,275.15,275.15,2,2.1,3.1,2.6,45
1362096000,2,80,80,80,2,1025,1025,1025,2,275.15,275.15,275.15,2,1.5,2.1,1.8,30
1362099600,2,74,74,74,2,1025,1025,1025,2,275.15,275.15,275.15,2,2.1,3.1,2.6,345
1362103200,3,74,80,78,3,1025,1025,1025,3,274.15,275.15,274.48,3,2.6,3.1,2.77,7
1362106800,2,80,80,80,2,1024,1025,1024.5,2,274.15,274.15,274.15,2,0.5,2.1,1.3,10
1362110400,1,80,80,80,1,1025,1025,1025,1,274.15,274.15,274.15,1,0.5,0.5,0.5,
1362114000,2,80,86,83,2,1024,1025,1024.5,2,274.15,275.15,274.65,2,1.5,2.6,2.05,310
1362117600,2,80,80,80,2,1024,1024,1024,2,275.15,275.15,275.15,2,0.5,3.1,1.8,5
1362121200,1,80,80,80,2,1025,1025,1025,2,275.15,275.15,275.15,2,1,2.1,1.55,300
1362124800,,,,,2,1025,1025,1025,2,275.15,275.15,275.15,2,2.1,2.6,2.35,315
1362128400,2,93,93,93,2,1025,1025,1025,2,275.15,275.15,275.15,2,2.6,3.1,2.85,325
1362132000,2,93,100,96.5,2,1025,1025,1025,2,275.15,276.15,275.65,2,2.6,3.1,2.85,305
1362135600,2,93,93,93,2,1025,1025,1025,2,276.15,276.15,276.15,2,3.1,3.1,3.1,310
1362139200,2,93,93,93,2,1025,1025,1025,2,276.15,276.15,276.15,2,3.1,3.6,3.35,320
1362142800,2,69,80,74.5,2,1024,1025,1024.5,2,277.15,277.15,277.15,2,3.6,4.6,4.1,340
1362146400,2,69,69,69,2,1024,1025,1024.5,2,277.15,277.15,277.15,2,3.1,3.6,3.35,355
1362150000,2,69,69,69,2,1024,1024,1024,2,277.15,277.15,277.15,2,3.1,4.1,3.6,10
1362153600,2,69,69,69,2,1024,1024,1024,2,276.15,276.15,276.15,2,4.6,4.6,4.6,340
1362157200,2,69,69,69,2,1025,1025,1025,2,276.15,276.15,276.15,2,3.1,4.1,3.6,355
1362160800,2,69,69,69,2,1025,1025,1025,2,276.15,276.15,276.15,2,2.6,3.6,3.1,20
1362164400,2,69,69,69,2,1025,1025,1025,2,276.15,276.15,276.15,2,3.1,3.6,3.35,5
