timestamp,hum_count,hum_min,hum_max,hum_mean,press_count,press_min,press_max,press_mean,temp_count,temp_min,temp_max,temp_mean,windspeed_count,windspeed_min,windspeed_max,windspeed_mean,winddir
1367359200,2,62,62,62,2,1019,1019,1019,2,286.15,286.15,286.15,2,2.6,2.6,2.6,100
1367362800,2,66,81,73.5,2,1019,1019,1019,2,284.15,286.15,285.15,2,2.1,3.1,2.6,150
1367366400,2,70,75,72.5,2,1023,1023,1023,2,281.15,282.15,281.65,2,1.5,1.5,1.5,25
1367370000,1,75,75,75,1,1023,1023,1023,1,281.15,281.15,281.15,1,2.1,2.1,2.1,
1367373600,3,75,75,75,3,1023,1023,1023,3,281.15,281.15,281.15,3,1.5,1.5,1.5,63
1367377200,2,70,70,70,2,1023,1023,1023,2,281.15,281.15,281.15,2,1.5,2.1,1.8,40
1367380800,2,70,75,72.5,2,1023,1023,1023,2,281.15,281.15,281.15,2,2.6,2.6,2.6,55
1367384400,2,66,66,66,2,1023,1023,1023,2,282.15,282.15,282.15,2,2.1,3.1,2.6,60
1367388000,2,62,66,64,2,1022,1022,1022,2,283.15,284.15,283.65,2,3.1,3.6,3.35,65
1367391600,2,54,58,56,2,1022,1023,1022.5,2,285.15,286.15,285.65,2,3.6,4.6,4.1,90
1367395200,1,54,54,54,1,1022,1022,1022,1,286.15,286.15,286.15,1,4.1,4.1,4.1,
1367398800,2,54,58,56,2,1022,1022,1022,2,287.15,287.15,287.15,2,3.6,3.6,3.6,135
1367402400,2,51,54,52.5,2,1021,1022,1021.5,2,288.15,289.15,288.65,2,3.6,4.1,3.85,130
1367406000,2,51,51,51,2,1020,1021,1020.5,2,288.15,289.15,288.65,2,2.6,3.6,3.1,95
1367409600,2,48,51,49.5,2,1020,1020,1020,2,290.15,290.15,290.15,2,3.1,3.6,3.35,70
1367413200,2,48,51,49.5,2,1019,1019,1019,2,290.15,290.15,290.15,2,3.1,3.6,3.35,95
1367416800,2,48,51,49.5,2,1019,1019,1019,2,290.15,290.15,290.15,2,2.6,3.6,3.1,100
1367420400,2,48,51,49.5,2,1018,1018,1018,2,290.15,290.15,290.15,2,2.1,2.6,2.35,80
1367424000,2,48,48,48,2,1018,1018,1018,2,290.15,290.15,290.15,2,1.5,1.5,1.5,0
1367427600,1,51,51,51,1,1018,1018,1018,1,290.15,290.15,290.15,1,1.5,1.5,1.5,
