timestamp,hum_count,hum_min,hum_max,hum_mean,press_count,press_min,press_max,press_mean,temp_count,temp_min,temp_max,temp_mean,windspeed_count,windspeed_min,windspeed_max,windspeed_mean,winddir
1351724400,2,87,87,87,2,991,992,991.5,2,279.15,280.15,279.65,2,2.6,4.6,3.6,175
1351728000,2,70,70,70,2,991,991,991,2,280.15,280.15,280.15,2,4.1,4.1,4.1,120
1351731600,1,70,70,70,1,991,991,991,1,280.15,280.15,280.15,1,3.6,3.6,3.6,
1351735200,2,70,70,70,2,989,990,989.5,2,280.15,280.15,280.15,2,3.1,4.6,3.85,115
1351738800,2,70,70,70,2,989,989,989,2,280.15,280.15,280.15,2,5.1,5.1,5.1,120
1351742400,2,70,70,70,2,988,988,988,2,280.15,280.15,280.15,2,4.1,4.6,4.35,120
1351746000,2,70,70,70,2,988,988,988,2,280.15,280.15,280.15,2,4.1,4.1,4.1,120
1351749600,2,75,75,75,2,987,987,987,2,280.15,280.15,280.15,2,5.1,5.1,5.1,130
1351753200,2,70,70,70,2,987,987,987,2,281.15,281.15,281.15,2,5.7,5.7,5.7,125
1351756800,2,70,70,70,2,987,987,987,2,281.15,281.15,281.15,2,5.7,5.7,5.7,130
1351760400,2,66,66,66,2,986,986,986,2,282.15,282.15,282.15,2,6.2,6.2,6.2,130
1351764000,2,61,61,61,2,985,985,985,2,283.15,283.15,283.15,2,6.7,6.7,6.7,130
1351767600,2,66,66,66,2,985,985,985,2,283.15,283.15,283.15,2,5.1,5.1,5.1,140
1351771200,2,66,71,68.5,2,984,984,984,2,284.15,284.15,284.15,2,7.2,7.7,7.45,165
1351774800,2,76,76,76,2,984,984,984,2,283.15,283.15,283.15,2,6.7,6.7,6.7,180
1351778400,2,76,81,78.5,2,984,984,984,2,283.15,283.15,283.15,2,6.2,6.7,6.45,180
1351782000,2,71,76,73.5,2,985,986,985.5,2,283.15,283.15,283.15,2,6.7,7.7,7.2,215
1351785600,2,81,87,84,2,986,987,986.5,2,280.15,281.15,280.65,2,3.1,6.7,4.9,245
1351789200,2,81,93,87,2,987,988,987.5,2,279.15,280.15,279.65,2,5.7,5.7,5.7,190
1351792800,2,87,87,87,2,988,988,988,2,279.15,279.15,279.15,2,4.6,5.1,4.85,175
1351796400,1,87,87,87,1,988,988,988,1,279.15,279.15,279.15,1,4.1,4.1,4.1,
1351800000,1,87,87,87,1,989,989,989,1,279.15,279.15,279.15,1,3.6,3.6,3.6,
