timestamp,hum_count,hum_min,hum_max,hum_mean,press_count,press_min,press_max,press_mean,temp_count,temp_min,temp_max,temp_mean,windspeed_count,windspeed_min,windspeed_max,windspeed_mean,winddir
1359673200,2,93,93,93,2,994,995,994.5,2,276.15,276.15,276.15,2,5.7,6.2,5.95,315
1359676800,2,70,70,70,2,1012,1013,1012.5,2,281.15,281.15,281.15,2,4.1,6.2,5.15,255
1359680400,2,70,70,70,2,1012,1012,1012,2,281.15,281.15,281.15,2,5.7,5.7,5.7,250
1359684000,2,70,70,70,2,1012,1012,1012,2,281.15,281.15,281.15,2,5.7,5.7,5.7,250
1359687600,2,70,70,70,2,1011,1011,1011,2,281.15,281.15,281.15,2,6.2,6.2,6.2,250
1359691200,2,75,75,75,2,1010,1010,1010,2,280.15,280.15,280.15,2,5.1,5.1,5.1,240
1359694800,2,75,75,75,2,1009,1009,1009,2,280.15,280.15,280.15,2,4.6,4.6,4.6,240
1359698400,2,75,81,78,2,1007,1008,1007.5,2,279.15,280.15,279.65,2,3.1,3.6,3.35,205
1359702000,2,75,75,75,2,1006,1007,1006.5,2,280.15,280.15,280.15,2,3.1,3.6,3.35,200
1359727200,2,100,100,100,2,996,997,996.5,2,278.15,278.15,278.15,2,2.1,2.6,2.35,115
1359730800,2,93,100,96.5,2,995,995,995,2,278.15,279.15,278.65,2,2.1,2.6,2.35,110
1359734400,2,93,93,93,2,993,994,993.5,2,279.15,279.15,279.15,2,2.6,3.1,2.85,125
1359738000,2,93,100,96.5,2,992,993,992.5,2,279.15,279.15,279.15,2,3.1,3.6,3.35,140
1359741600,2,100,100,100,2,991,992,991.5,2,279.15,279.15,279.15,2,2.6,3.1,2.85,165
1359745200,2,100,100,100,2,991,991,991,2,279.15,279.15,279.15,2,1,2.1,1.55,85
1359748800,2,93,93,93,2,991,991,991,2,279.15,279.15,279.15,2,6.7,6.7,6.7,300
1359752400,2,93,100,96.5,2,993,993,993,2,277.15,277.15,277.15,2,6.7,7.2,6.95,315
1359756000,2,93,100,96.5,2,994,994,994,2,276.15,277.15,276.65,2,5.7,6.7,6.2,315
1359759600,2,93,93,93,2,1014,1015,1014.5,2,275.15,275.15,275.15,2,4.6,4.6,4.6,295
1359763200,2,100,100,100,2,995,995,995,2,276.15,276.15,276.15,2,4.6,5.1,4.85,305
1359766800,2,93,93,93,2,995,995,995,2,276.15,276.15,276.15,2,5.1,5.1,5.1,310
1359770400,2,100,100,100,2,996,996,996,2,276.15,276.15,276.15,2,4.1,4.1,4.1,305
