timestamp,hum_count,hum_min,hum_max,hum_mean,press_count,press_min,press_max,press_mean,temp_count,temp_min,temp_max,temp_mean,windspeed_count,windspeed_min,windspeed_max,windspeed_mean,winddir
1377986400,2,71,76,73.5,2,1026,1026,1026,2,286.15,286.15,286.15,2,2.6,2.6,2.6,250
1377990000,2,76,76,76,2,1026,1026,1026,2,286.15,286.15,286.15,2,3.1,3.1,3.1,250
1377993600,1,87,87,87,1,1025,1025,1025,1,283.15,283.15,283.15,1,1,1,1,
1377997200,3,93,93,93,3,1026,1026,1026,3,281.15,282.15,281.82,3,0.5,0.5,0.5,10
1378000800,1,87,87,87,1,1026,1026,1026,1,282.15,282.15,282.15,1,0.5,0.5,0.5,
1378004400,2,93,93,93,2,1026,1026,1026,2,281.15,281.15,281.15,2,1,1,1,140
1378008000,2,93,93,93,2,1026,1026,1026,2,281.15,281.15,281.15,2,0.5,0.5,0.5,0
1378011600,2,93,93,93,2,1026,1026,1026,2,282.15,282.15,282.15,2,1.5,1.5,1.5,130
1378015200,3,87,87,87,3,1027,1027,1027,3,284.15,285.15,284.48,3,0.5,1,0.67,0
1378018800,1,76,76,76,1,1027,1027,1027,1,286.15,286.15,286.15,1,2.1,2.1,2.1,
1378022400,2,67,67,67,2,1027,1027,1027,2,288.15,288.15,288.15,2,2.6,2.6,2.6,310
1378026000,2,63,67,65,2,1027,1027,1027,2,288.15,289.15,288.65,2,4.1,4.6,4.35,305
1378029600,2,55,63,59,2,1027,1027,1027,2,289.15,290.15,289.65,2,4.1,5.1,4.6,300
1378033200,2,51,51,51,2,1027,1027,1027,2,290.15,290.15,290.15,2,4.1,4.6,4.35,295
1378036800,2,48,52,50,2,1027,1027,1027,2,291.15,291.15,291.15,2,4.6,5.1,4.85,300
1378040400,2,48,48,48,2,1026,1026,1026,2,291.15,291.15,291.15,2,5.1,5.7,5.4,280
1378044000,2,45,45,45,2,1026,1026,1026,2,291.15,292.15,291.65,2,6.2,6.7,6.45,285
1378047600,2,45,48,46.5,2,1026,1026,1026,2,291.15,291.15,291.15,2,5.7,6.2,5.95,280
1378051200,2,48,51,49.5,2,1026,1026,1026,2,290.15,291.15,290.65,2,5.7,6.2,5.95,290
1378054800,2,51,55,53,2,1025,1026,1025.5,2,289.15,290.15,289.65,2,5.1,6.2,5.65,300
1378058400,2,55,55,55,2,1026,1026,1026,2,289.15,289.15,289.15,2,4.6,4.6,4.6,285
1378062000,2,62,67,64.5,2,1026,1026,1026,2,287.15,288.15,287.65,2,3.1,3.6,3.35,310
1378065600,1,67,67,67,1,1027,1027,1027,1,287.15,287.15,287.15,1,3.6,3.6,3.6,
1378069200,2,67,67,67,2,1026,1027,1026.5,2,287.15,287.15,287.15,2,2.6,3.1,2.85,300
1378072800,3,77,77,77,3,1026,1026,1026,3,290.15,290.15,290.15,3,2.1,4.6,3.77,303
1378076400,1,87,87,87,1,1026,1026,1026,1,288.15,288.15,288.15,1,1,1,1,
1378080000,2,76,76,76,2,1025,1025,1025,2,286.15,286.15,286.15,2,2.6,2.6,2.6,200
1378083600,3,76,76,76,3,1025,1025,1025,3,286.15,286.15,286.15,3,2.1,2.1,2.1,203
1378087200,2,81,81,81,2,1024,1024,1024,2,285.15,285.15,285.15,2,1.5,2.1,1.8,155
1378090800,1,81,81,81,1,1024,1024,1024,1,285.15,285.15,285.15,1,1.5,1.5,1.5,
1378094400,3,76,81,79.33,3,1023,1024,1023.67,3,285.15,286.15,285.48,3,2.6,3.6,2.93,223
1378098000,1,76,76,76,1,1024,1024,1024,1,286.15,286.15,286.15,1,3.1,3.1,3.1,
1378101600,2,76,82,79,2,1024,1024,1024,2,287.15,287.15,287.15,2,4.1,5.7,4.9,270
1378105200,2,77,77,77,2,1024,1024,1024,2,288.15,289.15,288.65,2,4.6,5.1,4.85,275
1378108800,2,72,72,72,2,1024,1024,1024,2,289.15,290.15,289.65,2,5.1,5.1,5.1,280
1378112400,2,67,67,67,2,1024,1024,1024,2,290.15,290.15,290.15,2,6.2,6.2,6.2,290
1378116000,2,63,63,63,2,1025,1025,1025,2,291.15,291.15,291.15,2,5.7,6.7,6.2,285
1378119600,2,52,55,53.5,2,1024,1024,1024,2,292.15,293.15,292.65,2,5.7,6.7,6.2,285
1378123200,2,56,56,56,2,1024,1024,1024,2,294.15,294.15,294.15,2,6.2,6.2,6.2,260
1378126800,2,52,52,52,2,1024,1024,1024,2,294.15,294.15,294.15,2,7.2,7.2,7.2,300
