timestamp,hum_count,hum_min,hum_max,hum_mean,press_count,press_min,press_max,press_mean,temp_count,temp_min,temp_max,temp_mean,windspeed_count,windspeed_min,windspeed_max,windspeed_mean,winddir
1346450400,2,93,100,96.5,2,1026,1026,1026,2,282.15,282.15,282.15,2,0.5,2.1,1.3,125
1346454000,2,93,100,96.5,2,1026,1026,1026,2,281.15,281.15,281.15,2,1,1.5,1.25,85
1346457600,2,93,100,96.5,2,1025,1025,1025,2,284.15,284.15,284.15,2,2.6,2.6,2.6,330
1346461200,2,93,93,93,2,1025,1025,1025,2,284.15,284.15,284.15,2,2.1,2.1,2.1,335
1346464800,2,93,93,93,2,1025,1026,1025.5,2,284.15,284.15,284.15,2,1.5,2.1,1.8,320
1346468400,1,93,93,93,1,1025,1025,1025,1,284.15,284.15,284.15,1,1.5,1.5,1.5,
1346472000,1,93,93,93,1,1025,1025,1025,1,284.15,284.15,284.15,1,2.6,2.6,2.6,
1346475600,2,93,93,93,2,1025,1026,1025.5,2,284.15,284.15,284.15,2,2.1,2.6,2.35,330
1346479200,2,87,93,90,2,1026,1026,1026,2,284.15,285.15,284.65,2,3.1,3.1,3.1,325
1346482800,1,82,82,82,1,1026,1026,1026,1,286.15,286.15,286.15,1,3.6,3.6,3.6,
1346486400,1,72,72,72,1,1026,1026,1026,1,288.15,288.15,288.15,1,3.6,3.6,3.6,
1346490000,2,59,63,61,2,1026,1026,1026,2,289.15,289.15,289.15,2,2.1,3.1,2.6,0
1346493600,2,51,59,55,2,1026,1026,1026,2,289.15,290.15,289.65,2,3.1,3.1,3.1,345
1346497200,2,59,63,61,2,1026,1026,1026,2,289.15,290.15,289.65,2,3.6,4.1,3.85,330
1346500800,2,55,59,57,2,1026,1026,1026,2,290.15,290.15,290.15,2,2.1,4.1,3.1,345
1346504400,2,55,55,55,2,1026,1026,1026,2,290.15,290.15,290.15,2,2.1,3.6,2.85,345
1346508000,2,55,59,57,2,1025,1026,1025.5,2,290.15,290.15,290.15,2,1.5,1.5,1.5,355
1346511600,1,59,59,59,1,1025,1025,1025,1,290.15,290.15,290.15,1,2.1,2.1,2.1,
1346515200,1,59,59,59,1,1025,1025,1025,1,290.15,290.15,290.15,1,2.6,2.6,2.6,
1346518800,2,59,67,63,2,1025,1026,1025.5,2,289.15,290.15,289.65,2,0.5,1.5,1,20
1346522400,1,76,76,76,1,1026,1026,1026,1,287.15,287.15,287.15,1,1,1,1,
1346526000,2,87,87,87,2,1026,1026,1026,2,284.15,284.15,284.15,2,0.5,2.1,1.3,65
1346529600,2,87,93,90,2,1026,1026,1026,2,283.15,283.15,283.15,2,1,2.6,1.8,60
1346533200,1,100,100,100,1,1026,1026,1026,1,281.15,281.15,281.15,1,1,1,1,
1346536800,1,87,87,87,1,1025,1025,1025,1,286.15,286.15,286.15,1,2.6,2.6,2.6,
1346540400,1,87,87,87,1,1025,1025,1025,1,286.15,286.15,286.15,1,2.6,2.6,2.6,
1346544000,1,100,100,100,1,1026,1026,1026,1,280.15,280.15,280.15,1,2.1,2.1,2.1,
1346547600,1,100,100,100,1,1025,1025,1025,1,280.15,280.15,280.15,1,1,1,1,
1346551200,2,100,100,100,2,1025,1026,1025.5,2,280.15,280.15,280.15,2,0.5,1,0.75,60
1346554800,1,100,100,100,1,1025,1025,1025,1,280.15,280.15,280.15,1,1,1,1,
1346558400,2,100,100,100,2,1025,1025,1025,2,280.15,280.15,280.15,2,1,1,1,85
1346562000,2,100,100,100,2,1025,1026,1025.5,2,281.15,281.15,281.15,2,1,2.6,1.8,125
1346565600,1,100,100,100,1,1026,1026,1026,1,282.15,282.15,282.15,1,1.5,1.5,1.5,
1346569200,2,93,100,96.5,2,1026,1026,1026,2,282.15,284.15,283.15,2,0.5,1.5,1,230
1346572800,2,82,87,84.5,2,1026,1026,1026,2,285.15,286.15,285.65,2,2.6,2.6,2.6,165
1346576400,1,67,67,67,1,1026,1026,1026,1,290.15,290.15,290.15,1,2.1,2.1,2.1,
1346580000,1,59,59,59,1,1025,1025,1025,1,291.15,291.15,291.15,1,1,1,1,
