date,time_from,time_to,vertical_load
2013-10-01,00:00,00:15,11923
2013-10-01,00:15,00:30,11802
2013-10-01,00:30,00:45,11659
2013-10-01,00:45,01:00,11415
2013-10-01,01:00,01:15,11375
2013-10-01,01:15,01:30,11244
2013-10-01,01:30,01:45,11170
2013-10-01,01:45,02:00,11039
2013-10-01,02:00,02:15,10980
2013-10-01,02:15,02:30,10876
2013-10-01,02:30,02:45,10925
2013-10-01,02:45,03:00,10883
2013-10-01,03:00,03:15,10853
2013-10-01,03:15,03:30,10952
2013-10-01,03:30,03:45,11026
2013-10-01,03:45,04:00,11041
2013-10-01,04:00,04:15,11107
2013-10-01,04:15,04:30,11221
2013-10-01,04:30,04:45,11417
2013-10-01,04:45,05:00,11529
2013-10-01,05:00,05:15,11706
2013-10-01,05:15,05:30,11823
2013-10-01,05:30,05:45,12295
2013-10-01,05:45,06:00,12617
2013-10-01,06:00,06:15,13448
2013-10-01,06:15,06:30,14267
2013-10-01,06:30,06:45,14917
2013-10-01,06:45,07:00,15533
2013-10-01,07:00,07:15,16114
2013-10-01,07:15,07:30,16302
2013-10-01,07:30,07:45,16314
2013-10-01,07:45,08:00,16274
2013-10-01,08:00,08:15,16250
2013-10-01,08:15,08:30,16283
2013-10-01,08:30,08:45,16336
2013-10-01,08:45,09:00,16135
2013-10-01,09:00,09:15,15829
2013-10-01,09:15,09:30,15755
2013-10-01,09:30,09:45,15795
2013-10-01,09:45,10:00,15640
2013-10-01,10:00,10:15,15461
2013-10-01,10:15,10:30,15573
2013-10-01,10:30,10:45,15515
2013-10-01,10:45,11:00,15274
2013-10-01,11:00,11:15,15198
2013-10-01,11:15,11:30,15181
2013-10-01,11:30,11:45,15128
2013-10-01,11:45,12:00,15128
2013-10-01,12:00,12:15,14820
2013-10-01,12:15,12:30,14746
2013-10-01,12:30,12:45,14655
2013-10-01,12:45,13:00,14626
2013-10-01,13:00,13:15,14652
2013-10-01,13:15,13:30,14529
2013-10-01,13:30,13:45,14362
2013-10-01,13:45,14:00,14161
2013-10-01,14:00,14:15,14159
2013-10-01,14:15,14:30,14120
2013-10-01,14:30,14:45,14099
2013-10-01,14:45,15:00,13924
2013-10-01,15:00,15:15,14032
2013-10-01,15:15,15:30,14099
2013-10-01,15:30,15:45,14293
2013-10-01,15:45,16:00,14261
2013-10-01,16:00,16:15,14193
2013-10-01,16:15,16:30,14117
2013-10-01,16:30,16:45,14259
2013-10-01,16:45,17:00,14346
2013-10-01,17:00,17:15,14429
2013-10-01,17:15,17:30,14646
2013-10-01,17:30,17:45,14826
2013-10-01,17:45,18:00,15000
2013-10-01,18:00,18:15,15087
2013-10-01,18:15,18:30,15264
2013-10-01,18:30,18:45,15348
2013-10-01,18:45,19:00,15597
