LSA_Nr_,Standort,X,Y
30006,Belvederestr. / Gregor-Mendel-Ring,6.864771,50.952578
30100,Stolberger Str. / Maarweg,6.89868,50.941891
30102,Stolberger Str. / Linnicher Str. / Kindergarten,6.885073,50.94301
30104,Alter Militärring  / Wendelinstr.,6.879419,50.940966
30107,Widdersdorfer Str. / Vitalisstr.,6.885978,50.947337
30111,Brauweilerstr. / Bahnstr. / Goethestr.,6.834496,50.942673
30117,Kirchweg / Frankenstr. / Am Römerhof,6.866322,50.937247
30121,Ostlandstr. / Breslauer Str. / Diepenbeekallee,6.84333,50.935482
30122,Ostlandstr. / Göttinger Str. / Stettiner Weg,6.839889,50.935605
30123,Ostlandstr. / An der Alten Post,6.833029,50.935669
30124,Grüner Weg / Am Kliepesch / Frechener Weg - K6,6.826721,50.935933
30127,Widdersdorfer Str. / Handelshof,6.88182,50.947516
30131,Dürener Str. - B264 / Hans-Sachs-Str. / Schallstr.,6.918164,50.931366
30137,Dürener Str. - B264 / Militärringstr. - L35,6.890396,50.924688
30142,Horbeller Str. - L92 / Toyota-Allee,6.859163,50.915392
30145,Bachemer Str. / Lindenburger Allee,6.915593,50.927988
30150,Bachemer Str. / Weyertal,6.922998,50.930591
30151,Bachemer Str. / Hans-Sachs-Str.,6.921408,50.930402
30154,Gleueler Str. / Lindenburger Allee / Schule,6.915827,50.926025
30156,Gleueler Str. / Freiligratherstr.,6.90549,50.920234
30160,Kerpener Str. / Weyertal,6.926344,50.924934
30162,Kerpener Str. / Josef-Stelzmann-Str.,6.920898,50.923613
30163,Kerpener Str. / Rurstr.,6.91629,50.922895
30164,Weyertal / Krankenhaus,6.925166,50.926715
30174,Zülpicher Str. / Freiligrathstr. / Krieler Dom,6.905944,50.919276
30176,Euskirchener Str. / Mommsenstr. / Schule,6.915457,50.9174
30181,Berrenrather Str. / Redwitzstr. / Schule,6.926907,50.919656
30182,Berrenrather Str. / Sülzburgstr.,6.924379,50.917689
30183,Berrenrather Str. 367 / Manderscheider Platz,6.921944,50.915227
30184,Berrenrather Str. / Scherfginstr. / Schule,6.913844,50.90765
30185,Gottesweg / Petersbergstr.,6.930262,50.914656
30187,Klettenberggürtel / Petersbergstr.,6.926129,50.911164
30188,Klettenberggürtel / Siebengebirgsallee,6.92837,50.910037
30189,Klettenberggürtel / Rhöndorfer Str. / Neuer Weyerstaßerweg,6.930141,50.909146
30197,Weißhausstr. / Rhöndorfer Str. / Rudolf-Amelunxen-Str.,6.937299,50.918736
30198,Klettenberggürtel / Wende - Kirche - Bruno,6.92491,50.911777
30521,Luxemburger Str. - B265 / Militärringstr.,6.91544,50.904186
30655,Aachener Str. - B55 / Moltkestr. / Frechener Weg - K6,6.826353,50.938452
30656,Aachener Str. - B55 / Am Rapohl / Bodelschwinghstr.,6.822826,50.938513
30657,Aachener Str. / Friedhof - Weiden,6.819916,50.938582
32130,Dürener Str. - B264 / Classen-Kappellmann-Str.,6.920306,50.93211
32132,Dürener Str. - B264 / Geibelstr.,6.916776,50.930936
32135,Dürener Str. - B264 / Hillerstr.,6.910921,50.928636
32639,Aachener Str. - B55 / Am Römerhof,6.867657,50.937802
32640,Aachener Str. - B55 / Kirchweg / Brauweilerweg,6.866532,50.937783
32642,Aachener Str. - B55 / Rosenweg,6.863246,50.937799
32643,Aachener Str. - B55 / Liebermannstr. / Kornblumenweg,6.860999,50.937798
32644,Aachener Str. - B55 / Mohnweg,6.857315,50.937888
32645,Aachener Str. - B55 / Vogelsanger Weg,6.852465,50.937959
32646,Aachener Str. / BAB A1 - Ost,6.850425,50.938028
32647,Aachener Str. - B55 / Kurze Str. / Körnerstr.,6.847175,50.938069
32648,Aachener Str. / BAB A1 - West,6.845928,50.938098
32649,Aachener Str. - B55 / Bahnstr. / Breslauer Str.,6.844402,50.938153
32650,Aachener Str. - B55 / Römerstr.,6.840918,50.938214
32651,Aachener Str. - B55 / Bunzlauer Str. / Hans-Willy-Mertens-Str.,6.83692,50.938251
32652,Aachener Str. / HST Weiden,6.834956,50.938252
32653,Aachener Str. - B55 / Goethe Str. / An der alten Post,6.833337,50.938358
32654,Aachener Str. - B55 / Schulstr.,6.829313,50.938396
35103,Vitalisstr. / Stolberger Str. / Wendelinstr.,6.882172,50.943091
35108,Belvederestr. / DB-Überführung / Schule,6.871843,50.946822
35109,Brauweilerweg / Vogelsanger Weg,6.852933,50.942227
35110,Ludwig-Jan-Str. / Stormstr.,6.845487,50.942008
35119,Junkersdorfer Kirchweg / Kölner Weg / Statthalterhofweg,6.857421,50.932025
35120,Vogelsanger Weg / Blumenallee / Eifelallee,6.853274,50.935482
35125,Widdersdorfer Str. / Josef-Lammerting-Allee / Vitalisstr.,6.888081,50.947092
35138,Dürener Str. / Marsdorfer Str.,6.860495,50.921025
35139,Dürener Str. - B264 / Horbeller Str. - L92,6.856578,50.920211
35140,Dürener Str. / Max-Plank-Str. Ost,6.854994,50.919899
35141,Dürener Str. / Hermann-Heinrich-Gossen-Str. / Toys are us,6.851253,50.919167
35143,Dürener Str. / Emmy-Noether Str. / P+R,6.850317,50.919002
35157,Gleuler Str. / Decksteiner Str. / Wende Bus,6.900028,50.916967
36105,Militärringstr. - L35 / Aachener Str. Nord,6.883212,50.939537
36106,Militärringstr. - L35 / Aachener Str  Süd,6.883461,50.936878
36186,Gottesweg / Rhöndorfer Str.,6.933278,50.913568
36190,Innere Kanal Str. / Hollarstr.,6.924853,50.937714
36191,Universitätsstr. / Dürener Str.,6.924757,50.933558
36192,Universitätsstr. / Bachemer Str. / Innerer Gürtel,6.926516,50.930985
36504,Luxemburger Str. / Greinstr./ Wende -Amts.-u. Landgericht,6.934474,50.922432
36505,Luxemburger Str. - B265 / Universitätsstr. / Weißhausstr.,6.93289,50.920866
36506,Luxemburger Str. - B265 / Konradstr. / Rennebergstr.,6.931802,50.919815
36507,Luxemburger Str. - B265 / Arnulfstr.,6.930658,50.918727
36508,Luxemburger Str. - B265 / Lotharstr. / Leybergstr.,6.929831,50.917933
36509,Luxemburger Str. - B265 / Wittekindstr.,6.928656,50.916819
36510,Luxemburger Str. - B265 / Gottesweg / Sülzburgstr.,6.927497,50.915732
36511,Luxemburger Str. / Hardstr. / Mercedes,6.925916,50.914231
36512,Luxemburger Str. - B265 / Breibergstr. / Manderscheider Str.,6.924743,50.913101
36513,Luxemburger Str. - B265 / Klettenberggürtel / Sülzgürtel,6.923902,50.912273
36514,Luxemburger Str. - B265 / Ölbergstr.,6.92283,50.911256
36515,Luxemburger Str. - B265 / Neuenhöfer Allee / Schule,6.922019,50.910499
36516,Luxemburger Str. - B265 / Nassestr.,6.921395,50.909856
36517,Luxemburger Str. - B265 / Geisbergstr. / Klettenbergpark,6.919049,50.907708
36518,Luxemburger Str. - B265 / Scherfginstr.,6.917294,50.905951
36520,Luxemburger Str. - B265 / Gottesweg,6.926849,50.915138
36619,Aachener Str. - B55 / Innere Kanalstr. / Universitätsstr.,6.924679,50.936654
36620,Aachener Str. - B55 / Haselbergstr.,6.923233,50.936629
36621,Aachener Str. - B55 / Piusstr. / Richard-Strauß-Str.,6.921923,50.936631
36622,Aachener Str. - B55 / Friedhof - Melaten / Brucknerstr.,6.916608,50.936725
36623,Aachener Str. - B55 / Oskar-Jäger-Str. / Klosterstr.,6.912794,50.936847
36624,Aachener Str. - B55 / Melatengürtel / Stadtwaldgürtel,6.908615,50.937023
36625,Aachener Str. - B55 / Fürst-Pückler-Str.,6.903481,50.937099
36626,Aachener Str. / Maarweg / Kitschburger Str.,6.900197,50.93717
36627,Aachener Str. - B55 / Braunstr. / Hermann-Pflaume-Str.,6.898476,50.937201
36628,Aachener Str. - B55 / Peter-von-Fliessteden-Str. / Voigtelstr.,6.894124,50.937315
36629,Aachener Str. - B55 / Eschweilerstraße / HGK - Übergang,6.892986,50.937351
36630,Aachener Str. - B55 / Eupener Str. / Raschdorffstr.,6.890356,50.937416
36631,Aachener Str. - B55 / Meister-Johann-Str. / Herbesthaler Str.,6.889033,50.937452
36634,Aachener Str. - B55 / Alter Militärring / Auf dem Hügel,6.881018,50.937724
36635,Aachener Str. - B55 / Lövenicher Weg / Wendelinstr.,6.877507,50.937803
36636,Aachener Str. / Oskar-Rehfeld-Weg / Stadion,6.875796,50.937806
36637,Aachener Str. - B55 / Walter-Binder-Weg / Peter-Günther-Weg,6.873704,50.937802
36638,Aachener Str. - B55 / Am Sportpark Müngersdorf / Marathonweg,6.870816,50.937833
38133,Dürener Str. - B264 / Klosterstr. / Lindenburger Allee,6.914984,50.930241
38134,Dürener Str. - B264 / Theresienstr.,6.913082,50.929489
38152,Bachemer Str. / Gleuler Str. / Schule,6.919595,50.929033
38153,Gleuler Str. / Josef-Stelzmann-Str. / Geibelstr.,6.918475,50.927988
38155,Gleueler Str. / Mommsenstr.,6.907356,50.92161
38169,Zülpicher Str. / Meister Ekkehart Str.,6.931729,50.926362
38170,Zülpicher Str. / Weyertal,6.927008,50.924033
38171,Zülpicher Str. / Josef-Stelzmann-Str. / Gustavstr.,6.921667,50.922232
38172,Zülpicher Str. / Sülzburgstr.,6.91866,50.921186
38173,Zülpicher Str. / Mommsenstr. / Hermeskeiler Str.,6.91088,50.919714
38175,Hermeskeiler Str. / Neuenhöfer Allee,6.908763,50.918342
38180,Berrenrather Str. / Weyertal / Arnulfstr.,6.929088,50.921476
38194,Universitätsstr. / Zülpicher Str.,6.930078,50.925173
38195,Universitätsstr. / Kerpener Str.,6.929792,50.925691
38196,Universitätsstr. / Berrenrather Str.,6.931235,50.923195
38801,Berrenrather Str. / Neuenhöfer Allee,6.918978,50.912051
38802,Sülzgürtel / Wichterichstr. / Nonnewerthstr.,6.922466,50.913181
38803,Sülzgürtel / Berrenrather Str.,6.920964,50.91419
38804,Sülzgürtel / Münstereifeler Str.,6.918378,50.915997
38805,Sülzgürtel / Mommsenstr. / Hollerather Str.,6.91707,50.916937
38806,Sülzgürtel / Euskirchener Str.,6.916534,50.917966
38807,Sülzgürtel / Curtiusstr.,6.91593,50.919116
38808,Sülzgürtel / Zülpicher Str. / Lindenthalgürtel,6.915245,50.920331
38809,Lindenthalgürtel / Rurstr.,6.914156,50.921575
38810,Lindenthalgürtel / Kerpener Str.,6.913457,50.92248
38811,Lindenthalgürtel / Gleueler Str.,6.911847,50.923604
38812,Lindenthalgürtel / Franzstr.,6.911538,50.924573
38813,Lindenthalgürtel / Herderstr.,6.91061,50.925713
38814,Lindenthalgürtel / Bachemer Str.,6.910175,50.926208
38815,Dürener Str. / Stadtwaldgürtel,6.908804,50.927772
38816,Stadtwaldgürtel / Wüllnerstr.,6.907912,50.931196
38817,Stadtwaldgürtel / Rautenstrauchstr.,6.907821,50.93287
38818,Stadtwaldgürtel / Friedrich-Schmidt-Str.,6.907965,50.934384
38819,Stadtwaldgürtel / Clarenbachstr.,6.908281,50.936009
38821,Melatengürtel / Scheidtweilerstr.,6.909235,50.938223
38870,Dürener Str. - B264 / Mommsenstr. / Kitschburger Str.,6.901609,50.926407
40001,Venloer Str. - B59 / Akazienweg,6.892776,50.961237
40002,Venloer Str. - B59 / Mathias-Brüggen-Str.,6.88788,50.963512
40003,Venloer Str. - B59 / Wolffsohnstr.,6.885155,50.964999
40004,Venloer Str. - B59 / Westendstr. / Kolkrabenweg,6.881302,50.966502
40005,Venloer Str. - B59 / Friedhof-West,6.877651,50.967677
40006,Venloer Str. - B59 / Seeadlerweg / P+R-Ost,6.873729,50.968939
40007,Venloer Str. - B59 / P+R-West,6.871936,50.968851
40008,Venloer Str. - B59 / Militärringstr. - L34,6.869293,50.968894
40009,Freimersdorfer Weg / WDR,6.857494,50.969995
40011,Militärringstr. - L34 / Mathias-Brüggen-Str.,6.878796,50.987645
40012,Mathias-Brüggen-Str. / Hugo-Eckener-Str.,6.890996,50.977574
40013,Butzweilerstr. - K4 / Kaserne / AWB Ossendorf,6.901181,50.982173
40014,Butzweilerstr. - K4 / Franziska-Anneke-Str.,6.914145,50.972131
40015,Butzweilerstr. - K4 / BAB A57,6.91637,50.970608
40016,Äußere Kanalstr. / Butzweilerstr.,6.91767,50.969702
40017,Äußere Kanalstr. / Ossendorfer Str. / Frohnhofstr.,6.913114,50.966188
40018,Venloer Str. / Freimersdorfer Weg,6.866046,50.970535
40019,Militärringstr. / KVB -Querung / nähe Venloer Str.,6.86991,50.970514
40024,Sandweg / Feltenstr. / am Rosengarten,6.899969,50.963724
40028,Mathias-Brüggen-Str. / Ossendorfer Weg.,6.891003,50.969025
40029,Butzweilerstr. / Hugo-Eckener-Str. / Ikarosstr.,6.902502,50.977593
40100,Parkgürtel / Osterather Str.,6.932248,50.962886
40101,Parkgürtel / Methweg GEW,6.930697,50.961346
40102,Parkgürtel / BAB A57,6.927882,50.959694
40105,Nußbaumerstr. / Ottostr. / Schule,6.926982,50.956697
40115,Subbelrather Str. / Landmannstr. / Platenstr.,6.916492,50.95521
40117,Subbelrather Str. / Leyendeckerstr. / Takustr.,6.912564,50.956756
40119,Subbelrather Str. / Alpener Str.,6.909537,50.957961
40120,Subbelrather Str. / Marienstr.,6.90712,50.958878
40121,Subbelrather Str. / Äußere Kanalstr.,6.905734,50.959339
40131,Venloer Str. - B59 / Neptunstr. / Klarastr.,6.92025,50.948357
40132,Venloer Str. - B59 / Platenstr. / Bezirksrathaus,6.913284,50.952384
40133,Venloer Str. - B59 / Leyendeckerstr.,6.909923,50.954452
40135,Venloer Str. - B59 / Äußere Kanalstr. / Helmholtzstr.,6.903051,50.956717
40136,Venloer Str. - B59 / Wilhelm-Mauser-Str. / Rochusstr.,6.900111,50.957772
40138,Äußere Kanalstr. / Nonniweg / Silcherstr.,6.901016,50.954583
40140,Vogelsanger Str. / Piusstr.,6.923811,50.944293
40141,Vogelsanger Str. / Thebäerstr.      / Mechternstr.,6.921362,50.945351
40142,Vogelsanger Str. / Neptunstr.,6.918503,50.946402
40143,Vogelsanger Str. / Leyendeckerstr. / Helmholtzstr.          .,6.90716,50.951135
40144,Vogelsanger Str. / Äußere Kanalstr. / Maarweg,6.898829,50.952577
40145,Vogelsanger Str. / Vitalisstr.,6.897736,50.952749
40146,Maarweg / Fuhrpark,6.897885,50.950922
40151,Weinsbergstr. / Friedhof -israelisch / Geisselstr.,6.916898,50.943325
40152,Weinsbergstr. / Oskar-Jäger-Str. / Widderdorfer Str.,6.907798,50.945306
40153,Maarweg / Widdersdorfer Str.,6.897962,50.946004
40154,Oskar-Jäger-Str. / Stolberger Str.,6.909397,50.941485
40159,Innere Kanalstr. / Hornstr.,6.940985,50.953808
40160,Innere Kanalstr. / Am Gleisdreieck,6.938631,50.953301
40161,Innere Kanalstr. / Herkulesstr. - Nord,6.935282,50.950879
40427,Fitzmauricestraße / Käthe-Paulus-Straße,6.89382,50.979711
40428,Hugo-Eckner-Straße / Köhlstraße,6.897194,50.977609
40834,Nußbaumerstr. / Siemensstr. / Schule,6.922552,50.957801
40838,Äußere Kanalstr. / Iltisstr.,6.911999,50.965269
42129,Venloer Str. / Fuchsstr. / Moschee,6.927411,50.945386
42130,Venloer Str. - B59 / Franz-Geuer-Str. / Piusstr.,6.925371,50.946204
42147,Vogelsanger Str./ Zufahrt Rheinische Stiftung,6.899395,50.952481
42419,Alte Escher Str. / Von-Hünefeld-Straße / BAB 57,6.893924,50.990651
42420,Butzweilerstr. / Alte Escher Str.,6.901094,50.987173
42421,Butzweilerstr. / IKEA,6.90086,50.98512
42422,Alte Escher Str. / Ausfahrt Großhandel,6.894882,50.990265
42429,Butzweilerhofallee/Rudi-Conin-Straße,6.891428,50.983717
42430,Von-Hünefeld-Str. / Richard-Byrd-Straße-SÜD / Adolf-Grimme-Allee,6.887552,50.98536
42431,Von-Hünefeld-Str. / Richard-Byrd-Straße-NORD,6.892237,50.989434
42836,Nußbaumerstr. / Iltisstr. / Gustav-Freytag-Str.,6.918511,50.958276
42837,Iltisstr. / Takuplatz / Tondernstr.,6.916582,50.960914
42840,Rochusstr. / Margaretastr,6.905442,50.967936
45026,Vogelsanger Str. / Vogelsanger Markt / Schule,6.880983,50.955627
45027,Vogelsanger Str. / Falkenweg,6.885222,50.95555
45839,Rochusstr. / Justitzvollzugsanstallt /Rektor Klein Str.,6.904449,50.974221
46150,Weinsbergstr. / Piusstr. / Schule,6.922566,50.941049
46162,Innere Kanalstr. / Herkulesstr. - Süd,6.933861,50.949687
46163,Innere Kanalstr. / Subbelrather Str.,6.932751,50.948631
46164,Innere Kanalstr. / Fernmeldeturm,6.930423,50.946679
46165,Innere Kanalstr. / Venloer Str.,6.928426,50.945065
46166,Innere Kanalstr. / Vogelsanger Str.,6.92666,50.942688
46167,Innere Kanalstr. / Weinsbergstr.,6.925574,50.939768
48103,Nußbaumerstr. / Herkulesstr. / Liebigstr.,6.930486,50.954774
48110,Subbelrather Str. / Myliusstr. / Schule,6.929953,50.949719
48125,Vogelsanger Str. / Grüner Weg,6.913408,50.949255
48148,Widdersdorfer Str. / Mercedes Allee,6.89512,50.946298
48149,Weinsbergstr. / Baumarkt Bahr,6.910274,50.945166
48822,Melatengürtel / Oskar-Jäger-Str.,6.910758,50.939645
48823,Melatengürtel / Fröbelstr.,6.912815,50.94334
48824,Melatengürtel / Weinsbergstr.,6.912783,50.945026
48825,Melatengürtel / Vogelsanger Str. / Ehrenfeldgürtel,6.914827,50.948435
48826,Ehrenfeldgürtel / Venloer Str. - B59,6.91674,50.950182
48827,Ehrenfeldgürtel / Hüttenstr. / Stammstr.,6.918681,50.952086
48828,Ehrenfeldgürtel / Subbelrather Str.,6.9203,50.953759
48829,Ehrenfeldgürtel / Fridolinstr.,6.921045,50.95449
48831,Ehrenfeldgürtel / Försterstr.,6.922027,50.955534
48832,Ehrenfeldgürtel / Eichendorffstr.,6.922593,50.956096
48833,Ehrenfeldgürtel / Nußbaumerstr.,6.924175,50.957623
48854,Subbelrather Str. / Gutenbergstr.,6.927679,50.950644
48855,Subbelrather Str.  / Lukasstr. / Körnerstr.,6.925686,50.951547
48856,Subbelrather Str. / Liebigstr. / Glasstr.,6.924874,50.951971
48857,Subbelrather Str. / Ottostr. / Schule,6.923167,50.952694
50001,Am Ölhafen  / Emdener Str.,6.955106,51.017436
50002,Geestemünder Str. / Industriestr. - Ost,6.950632,51.002673
50003,Geestemünder Str. / Delmenhorster Str.,6.94747,51.0026
50004,Ford Tor 8/24 / Emdener Str.,6.955078,51.011034
50005,Ford Tor 6  / Emdener Str.,6.955103,51.007833
50006,Geestemünder Str. / Johann-Maria-Farina-Str.,6.944382,51.0026
50007,Geestemünder Str.  / Emdener Str.,6.954958,51.002615
50009,Bremerhavener Str.  / Emdener Str.,6.954735,50.995893
50010,St.-Leonardus-Str. / Ford Parkplatz / privat,6.959693,50.999658
50011,Bremerhavener Str. / Niehler Damm / Merkenicher Str.,6.960074,50.996443
50012,Niehler Damm / Sebastianstr. / Schule,6.961901,50.992606
50013,Sebastianstr. / Merkenicher Str. / Schifferstr.,6.96139,50.989563
50014,Sebastianstr. / Krankenhaus / Feldgärtenstr.,6.961258,50.987376
50015,Niehler Damm / Lachsgasse,6.964739,50.988474
50016,Neusser Str. - B9 / Militärringstr. / Bremerhavener Str. - K1,6.936957,50.997268
50017,Neusser Landstr. - B9 / Geestemünder Str.,6.933389,51.00261
50018,Geestemünder Str. / Franz-Greiß-Str.,6.939152,51.002614
50020,Longericher Str. / Rommerskircher Str.,6.91188,50.999382
50022,Äußere Kanalstr. / Escher Str. / Robert-Perthel-Str.,6.922149,50.973088
50026,Schiefersburger Weg / Reutlinger Str. / Schule,6.933045,50.969138
50027,Am Bilderstöckchen / Alzeyer Str.,6.926118,50.973552
50028,Schmiedegasse / Friedhof - Nord,6.941486,50.978733
50107,Parkgürtel / Longericher Str. / Geldernstr.,6.94049,50.968492
50109,Parkgürtel / Escher Str. / Kirche,6.933816,50.964578
50110,Escher Str. / Geldernstr.,6.9396,50.95952
50111,Geldernstr. / Osterather Str. / Liebigstr.,6.939104,50.958101
50114,Kempener Str. / Siebachstr. / Gocher Str.,6.949309,50.963507
50120,Innere Kanalstr. - L100 / Neusser Str. - B9,6.955747,50.957133
50122,Neusser Str. - B9 / Kempener Str. / Auerstr.,6.954485,50.960028
50123,Neusser Str. - B9 / Kuenstr. / Cranachstr.,6.954452,50.961225
50124,Neusser Str. - B9 / Wilhelmstr.,6.954061,50.962989
50126,Neusser Str. - B9 / Schillstr. / Blücherstr.,6.953296,50.966637
50128,Neusser Str. - B9 / Friedrich-Karl-Str.,6.950069,50.975229
50131,Niehler Str. / Auerstr.,6.958054,50.959981
50133,Niehler Str. / Florastr. / Wilhelmstr.,6.958558,50.963517
50134,Niehler Str. / Blücherstr.,6.958753,50.966286
50136,Niehler Str.  / Friedrich-Karl-Str.,6.959729,50.97418
50137,Niehler Str. / Niehler Kirchweg / Weidenpescher Str.,6.959989,50.976479
50138,Niehler Str. / Graditzer Str.,6.960627,50.981777
50142,Friedrich-Karl-Str. / Duisburger  Str. / Eichhornstr.,6.965338,50.974205
50144,Xantener Str. / Kretzerstr. / Schule,6.963367,50.967031
50146,Niehler Gürtel / An der Schanz / Mülheimer Brücke,6.990107,50.965935
52121,Neusser Str. - B9 / Lohsestr.,6.954875,50.958983
52125,Neusser Str. - B9 / Florastr. / Einheitsstr.,6.953622,50.965181
52130,Innere Kanalstr. - L100 / Niehler Str.,6.957771,50.957732
52201,Niederländer Ufer B51 / Neue Heimat / An der Schanz,6.981512,50.960426
52202,Niederländer Ufer B51 / Tiergartenstr.,6.977365,50.958081
52203,Niederländer Ufer B51 / Zoobrücke,6.975146,50.956836
52204,Niederländer Ufer B51 / Frohngasse,6.974048,50.956159
52216,Boltensternstaße / Pasteurstraße / SB-Warenhaus,6.976039,50.972653
52217,Boltensternstr. / Stammheimer Str.,6.979236,50.967846
52218,Boltensternstr. / Friedrich-Karl-Str. / Am Niehler Hafen,6.974272,50.97507
52219,Industrie Str. / Amsterdamer Str. / Boltensternstr.,6.967821,50.981925
52220,Boltensternstr. / Niehler Gürtel / Flemmingstr.,6.977557,50.970636
52221,An der Flora / Alter Stammheimer Weg,6.970985,50.957884
52222,Riehler Str. / Frohngasse,6.972269,50.957014
52223,Riehler Str. / Haltestelle Zoo-Flora,6.973715,50.957585
52237,Boltensternstr. / Barbarastr.,6.978389,50.969539
52238,Boltensternstr. / Hittorfstr.,6.980083,50.96618
52239,Boltensternstr. / Pionierstr.,6.980555,50.964995
52240,Boltensternstr. / Riehler Str.,6.982047,50.962832
55021,Longericher Hauptstr. / Auf der Bude / Schule,6.905108,50.996694
55145,Riehler Gürtel / Stammheimer Str. / Pionierstr.,6.975904,50.964005
57104,Merheimer Str. / Friedrich-Karl-Str. / Nibelungenstr.,6.946465,50.975942
57105,Merheimer Str. / Bergstr.,6.946317,50.973561
57106,Mauenheimer Gürtel / Merheimer Str.,6.946337,50.971727
57127,Neusser Str. - B9 / Niehler Kirchweg,6.952476,50.969831
57132,Niehler Str. / Kuenstr.,6.958264,50.961148
57141,Friedrich-Karl-Str. / Niehler Kirchweg,6.956714,50.9741
57700,Amsterdamer Str. / Wende - Flora,6.967659,50.959599
57701,Amsterdamer Str. / Kinderkrankenhaus,6.968269,50.962791
57702,Amsterdamer Str.  / Xantener Str.,6.968855,50.965977
57703,Amsterdamer Str. / Riehler Gürtel,6.968957,50.96746
57704,Amsterdamer Str. / Barbarastr.,6.969037,50.968592
57705,Amsterdamer Str. / Niehler Gürtel / Haltest. Gürtelbahn,6.96913,50.970974
57706,Amsterdamer Str. / Neven DuMont  Wende,6.969192,50.972998
57707,Amsterdamer Str. / Friedrich-Karl-Str.,6.96913,50.974371
57708,Amsterdamer Str. / Nesselrodestr.,6.968603,50.97781
57811,Neusser Str. - B9 / Mollwitzstr. / Roßbachstr,6.948615,50.978675
57812,Neusser Str. - B9 / Derfflinger Str.,6.948205,50.980216
57813,Neusser Str. - B9 / Schule-Weidenpesch,6.947785,50.982568
57814,Neusser Str. - B9 / Scheibenstr. / Kapuzinerstr.,6.947386,50.984025
57815,Neusser Str. - B9 / Simonskaul,6.945355,50.987106
57816,Neusser Str. - B9 / Jesuitengasse,6.943985,50.98905
57817,Neusser Str. - B9 / Strab.-Abzweig,6.943305,50.989936
57818,Neusser Str. - B9 / Lachemer Weg / Hst. Wilh.-Sollmann-Str.,6.942048,50.991178
57819,Neusser Str. - B9 / Wilhelm-Sollmann-Str.,6.940626,50.992673
57820,Wilhelm-Sollmann-Str. / Graseggerstr.,6.937696,50.992239
57821,Wilhelm-Sollmann-Str. / Rüdellstr. / Rheindorfer Str.,6.933406,50.99399
57822,Wilhelm-Sollmann-Str. / Herforder Str. / Rambouxstr.,6.926138,50.994722
57823,Wilhelm-Sollmann-Str. / Johannes-Rings-Str. / Meerfeldstr.,6.920833,50.995177
57824,Johannes-Rings-Str. / Longericher Str.,6.913875,50.996275
58102,Kempener Str. / An der Drehscheibe,6.945453,50.966316
58112,Kempener Str. / Simon-Meister-Str. / Schule,6.946278,50.96581
58113,Kempener Str. / Merheimer Str.,6.947764,50.964702
58115,Kempener Str. / Wilhelmstr.,6.9508,50.962503
58116,Kempener Str. / Steinbergerstr. / Auguststr.,6.951999,50.961668
58117,Kempener Str. / Cranachstr. / Christinastr.,6.952585,50.961256
60001,Neusser Landstr. - B9 / Merianstr.,6.910514,51.026855
60002,Merianstr. / Willi-Suth-Allee,6.904443,51.024701
60003,Merianstr. / Weichselring / Athener Ring,6.896277,51.025647
60004,Merianstr. / Elbeallee,6.890617,51.024963
60005,Merianstr. / Mercatorstr.,6.889045,51.024236
60007,Fühlinger Weg / Merianstr.,6.888097,51.020501
60008,Merianstr. / Cosmasweg,6.890906,51.01767
60009,Fühlinger Weg / Weilerweg,6.885958,51.019655
60016,Willi-Suth-Allee / Karl-Marx-Allee / Stockholmer Allee,6.903937,51.023619
60017,Merianstr. / Industriestr.,6.917317,51.030658
60023,Mercatorstr. / Blumenbergsweg,6.879208,51.041726
60025,Volkhovener Weg - K8 / Stallagsweg,6.895751,51.010816
60026,Volkhovener Weg - K8 / Johannes-Albers-Str. / Schule,6.897629,51.007736
60028,Edsel-Ford-Str. / Oranjehofstr. / Spessart.,6.936976,51.025846
60029,Neusser Landstr. - B9 / Oranjehofstr.,6.921346,51.016056
60030,Oranjehofstr. / Parkplatz Ost,6.925955,51.017346
60031,Emdener Str. / Wacker Chemie,6.950758,51.022359
60032,Emdener Str. / Ivenshofweg,6.955064,51.019461
60033,Alte Römer Str. - K11 / Feldkasseler Weg,6.933145,51.03937
60034,Neusser Landstr. - B9 / Fühlingen / Kirche,6.903793,51.035022
60036,Neusser Landstr. / Alte Neusser Landstr.,6.865502,51.067532
60037,Neusser Landstr. / Dornstr.,6.860277,51.069683
60038,Hackhauser Weg / Üdesheimer Weg / Schule,6.856013,51.062001
60039,Sinnersdorfer Str. - L183 / Baptiststr. / Straberger Weg,6.846902,51.047407
60041,Donatusstr. / Am Pescher Holz,6.875231,51.002772
60042,Donatusstr. / Robert-Koch-Str. / Kapellenweg,6.877321,51.001428
60043,Longericher Str. / Donatusstr. / Elisabethstr.,6.880275,50.999562
60044,Mengenicher Str. / Longericher Str. / Johannesstr.,6.877133,50.998313
60046,Escher Str. / Birkenweg,6.876209,50.999556
60048,Pescher Weg / Marienberger Weg,6.892085,51.000201
65035,Neusser Landstr. - B9 / Roggendorfer Weg,6.903062,51.03669
65045,Mengenicher Str. / Schulstr. / Schule,6.87286,50.995881
70001,Humboldtstr. / Theodor-Heuss-Str. / Schule,7.066329,50.897061
70002,Humboldtstr. / Konrad-Adenauer-Str. / Kurt-Schumacher-Str.,7.067481,50.894551
70003,Humboldtstr. / Bergerstr.,7.06916,50.891568
70004,Humboldtstr. / Bonner Str. / Schule,7.070482,50.888473
