date,time_from,time_to,vertical_load
2008-02-01,00:00,00:15,14858
2008-02-01,00:15,00:30,14467
2008-02-01,00:30,00:45,14349
2008-02-01,00:45,01:00,14305
2008-02-01,01:00,01:15,14337
2008-02-01,01:15,01:30,14316
2008-02-01,01:30,01:45,14227
2008-02-01,01:45,02:00,14199
2008-02-01,02:00,02:15,14122
2008-02-01,02:15,02:30,14080
2008-02-01,02:30,02:45,14049
2008-02-01,02:45,03:00,14274
2008-02-01,03:00,03:15,14381
2008-02-01,03:15,03:30,14162
2008-02-01,03:30,03:45,14268
2008-02-01,03:45,04:00,14304
2008-02-01,04:00,04:15,14639
2008-02-01,04:15,04:30,14612
2008-02-01,04:30,04:45,14564
2008-02-01,04:45,05:00,14784
2008-02-01,05:00,05:15,14534
2008-02-01,05:15,05:30,14681
2008-02-01,05:30,05:45,14998
2008-02-01,05:45,06:00,15199
2008-02-01,06:00,06:15,15857
2008-02-01,06:15,06:30,16235
2008-02-01,06:30,06:45,16549
2008-02-01,06:45,07:00,17088
2008-02-01,07:00,07:15,17550
2008-02-01,07:15,07:30,17909
2008-02-01,07:30,07:45,18021
2008-02-01,07:45,08:00,18328
2008-02-01,08:00,08:15,18440
2008-02-01,08:15,08:30,18552
2008-02-01,08:30,08:45,18470
2008-02-01,08:45,09:00,18653
2008-02-01,09:00,09:15,18506
2008-02-01,09:15,09:30,18797
2008-02-01,09:30,09:45,18969
2008-02-01,09:45,10:00,18874
2008-02-01,10:00,10:15,18846
2008-02-01,10:15,10:30,18813
2008-02-01,10:30,10:45,19138
2008-02-01,10:45,11:00,19345
2008-02-01,11:00,11:15,19175
2008-02-01,11:15,11:30,19368
2008-02-01,11:30,11:45,19249
2008-02-01,11:45,12:00,19240
2008-02-01,12:00,12:15,19173
2008-02-01,12:15,12:30,19585
2008-02-01,12:30,12:45,19513
2008-02-01,12:45,13:00,19351
2008-02-01,13:00,13:15,19332
2008-02-01,13:15,13:30,19349
2008-02-01,13:30,13:45,19300
2008-02-01,13:45,14:00,19031
2008-02-01,14:00,14:15,19460
2008-02-01,14:15,14:30,19246
2008-02-01,14:30,14:45,19333
2008-02-01,14:45,15:00,19156
2008-02-01,15:00,15:15,19253
2008-02-01,15:15,15:30,19212
2008-02-01,15:30,15:45,19202
2008-02-01,15:45,16:00,19048
2008-02-01,16:00,16:15,19199
