date,time_from,time_to,forecast,actual_feedin
2012-12-01,00:00,00:15,0,0
2012-12-01,00:15,00:30,0,0
2012-12-01,00:30,00:45,0,0
2012-12-01,00:45,01:00,0,0
2012-12-01,01:00,01:15,0,0
2012-12-01,01:15,01:30,0,0
2012-12-01,01:30,01:45,0,0
2012-12-01,01:45,02:00,0,0
2012-12-01,02:00,02:15,0,0
2012-12-01,02:15,02:30,0,0
2012-12-01,02:30,02:45,0,0
2012-12-01,02:45,03:00,0,0
2012-12-01,03:00,03:15,0,0
2012-12-01,03:15,03:30,0,0
2012-12-01,03:30,03:45,0,0
2012-12-01,03:45,04:00,0,0
2012-12-01,04:00,04:15,0,0
2012-12-01,04:15,04:30,0,0
2012-12-01,04:30,04:45,0,0
2012-12-01,04:45,05:00,0,0
2012-12-01,05:00,05:15,0,0
2012-12-01,05:15,05:30,0,0
2012-12-01,05:30,05:45,0,0
2012-12-01,05:45,06:00,0,0
2012-12-01,06:00,06:15,0,0
2012-12-01,06:15,06:30,0,0
2012-12-01,06:30,06:45,0,0
2012-12-01,06:45,07:00,0,0
2012-12-01,07:00,07:15,0,0
2012-12-01,07:15,07:30,0,0
2012-12-01,07:30,07:45,0,0
2012-12-01,07:45,08:00,10,0
2012-12-01,08:00,08:15,21,8
2012-12-01,08:15,08:30,31,31
2012-12-01,08:30,08:45,42,71
2012-12-01,08:45,09:00,171,124
2012-12-01,09:00,09:15,299,196
2012-12-01,09:15,09:30,432,273
2012-12-01,09:30,09:45,565,362
2012-12-01,09:45,10:00,702,471
2012-12-01,10:00,10:15,840,547
2012-12-01,10:15,10:30,977,637
2012-12-01,10:30,10:45,1113,731
2012-12-01,10:45,11:00,1185,826
2012-12-01,11:00,11:15,1257,886
2012-12-01,11:15,11:30,1326,937
2012-12-01,11:30,11:45,1395,961
2012-12-01,11:45,12:00,1402,976
2012-12-01,12:00,12:15,1410,999
2012-12-01,12:15,12:30,1414,1009
2012-12-01,12:30,12:45,1417,948
2012-12-01,12:45,13:00,1366,881
2012-12-01,13:00,13:15,1314,830
2012-12-01,13:15,13:30,1257,795
2012-12-01,13:30,13:45,1200,730
2012-12-01,13:45,14:00,1098,646
2012-12-01,14:00,14:15,997,567
2012-12-01,14:15,14:30,887,489
2012-12-01,14:30,14:45,778,413
2012-12-01,14:45,15:00,634,345
2012-12-01,15:00,15:15,490,276
2012-12-01,15:15,15:30,346,210
2012-12-01,15:30,15:45,201,147
2012-12-01,15:45,16:00,135,86
2012-12-01,16:00,16:15,68,43
2012-12-01,16:15,16:30,34,21
2012-12-01,16:30,16:45,0,11
2012-12-01,16:45,17:00,0,0
2012-12-01,17:00,17:15,0,0
2012-12-01,17:15,17:30,0,0
2012-12-01,17:30,17:45,0,0
2012-12-01,17:45,18:00,0,0
2012-12-01,18:00,18:15,0,0
2012-12-01,18:15,18:30,0,0
2012-12-01,18:30,18:45,0,0
2012-12-01,18:45,19:00,0,0
2012-12-01,19:00,19:15,0,0
2012-12-01,19:15,19:30,0,0
2012-12-01,19:30,19:45,0,0
2012-12-01,19:45,20:00,0,0
2012-12-01,20:00,20:15,0,0
2012-12-01,20:15,20:30,0,0
2012-12-01,20:30,20:45,0,0
2012-12-01,20:45,21:00,0,0
2012-12-01,21:00,21:15,0,0
2012-12-01,21:15,21:30,0,0
2012-12-01,21:30,21:45,0,0
2012-12-01,21:45,22:00,0,0
2012-12-01,22:00,22:15,0,0
2012-12-01,22:15,22:30,0,0
2012-12-01,22:30,22:45,0,0
2012-12-01,22:45,23:00,0,0
2012-12-01,23:00,23:15,0,0
2012-12-01,23:15,23:30,0,0
2012-12-01,23:30,23:45,0,0
2012-12-01,23:45,00:00,0,0
2012-12-02,00:00,00:15,0,0
2012-12-02,00:15,00:30,0,0
2012-12-02,00:30,00:45,0,0
2012-12-02,00:45,01:00,0,0
2012-12-02,01:00,01:15,0,0
2012-12-02,01:15,01:30,0,0
2012-12-02,01:30,01:45,0,0
2012-12-02,01:45,02:00,0,0
2012-12-02,02:00,02:15,0,0
2012-12-02,02:15,02:30,0,0
2012-12-02,02:30,02:45,0,0
2012-12-02,02:45,03:00,0,0
2012-12-02,03:00,03:15,0,0
2012-12-02,03:15,03:30,0,0
2012-12-02,03:30,03:45,0,0
2012-12-02,03:45,04:00,0,0
2012-12-02,04:00,04:15,0,0
2012-12-02,04:15,04:30,0,0
2012-12-02,04:30,04:45,0,0
2012-12-02,04:45,05:00,0,0
2012-12-02,05:00,05:15,0,0
2012-12-02,05:15,05:30,0,0
2012-12-02,05:30,05:45,0,0
2012-12-02,05:45,06:00,0,0
2012-12-02,06:00,06:15,0,0
2012-12-02,06:15,06:30,0,0
2012-12-02,06:30,06:45,0,0
2012-12-02,06:45,07:00,0,0
2012-12-02,07:00,07:15,0,0
2012-12-02,07:15,07:30,0,0
2012-12-02,07:30,07:45,0,0
2012-12-02,07:45,08:00,0,0
2012-12-02,08:00,08:15,0,3
2012-12-02,08:15,08:30,0,5
2012-12-02,08:30,08:45,0,11
2012-12-02,08:45,09:00,32,21
2012-12-02,09:00,09:15,65,31
2012-12-02,09:15,09:30,99,50
2012-12-02,09:30,09:45,133,62
2012-12-02,09:45,10:00,183,89
2012-12-02,10:00,10:15,233,110
2012-12-02,10:15,10:30,282,137
2012-12-02,10:30,10:45,332,164
2012-12-02,10:45,11:00,380,214
2012-12-02,11:00,11:15,427,261
2012-12-02,11:15,11:30,474,315
2012-12-02,11:30,11:45,520,327
2012-12-02,11:45,12:00,540,307
2012-12-02,12:00,12:15,560,319
2012-12-02,12:15,12:30,578,356
2012-12-02,12:30,12:45,597,442
2012-12-02,12:45,13:00,569,509
2012-12-02,13:00,13:15,541,587
2012-12-02,13:15,13:30,510,579
2012-12-02,13:30,13:45,480,573
2012-12-02,13:45,14:00,416,483
2012-12-02,14:00,14:15,353,405
2012-12-02,14:15,14:30,288,343
2012-12-02,14:30,14:45,223,277
2012-12-02,14:45,15:00,174,223
2012-12-02,15:00,15:15,126,180
2012-12-02,15:15,15:30,77,128
2012-12-02,15:30,15:45,27,74
2012-12-02,15:45,16:00,14,42
2012-12-02,16:00,16:15,1,21
2012-12-02,16:15,16:30,1,9
2012-12-02,16:30,16:45,0,4
2012-12-02,16:45,17:00,0,0
2012-12-02,17:00,17:15,0,0
2012-12-02,17:15,17:30,0,0
2012-12-02,17:30,17:45,0,0
2012-12-02,17:45,18:00,0,0
2012-12-02,18:00,18:15,0,0
2012-12-02,18:15,18:30,0,0
2012-12-02,18:30,18:45,0,0
2012-12-02,18:45,19:00,0,0
2012-12-02,19:00,19:15,0,0
2012-12-02,19:15,19:30,0,0
2012-12-02,19:30,19:45,0,0
2012-12-02,19:45,20:00,0,0
2012-12-02,20:00,20:15,0,0
2012-12-02,20:15,20:30,0,0
2012-12-02,20:30,20:45,0,0
2012-12-02,20:45,21:00,0,0
2012-12-02,21:00,21:15,0,0
2012-12-02,21:15,21:30,0,0
2012-12-02,21:30,21:45,0,0
2012-12-02,21:45,22:00,0,0
2012-12-02,22:00,22:15,0,0
2012-12-02,22:15,22:30,0,0
2012-12-02,22:30,22:45,0,0
2012-12-02,22:45,23:00,0,0
2012-12-02,23:00,23:15,0,0
2012-12-02,23:15,23:30,0,0
2012-12-02,23:30,23:45,0,0
2012-12-02,23:45,00:00,0,0
2012-12-03,00:00,00:15,0,0
2012-12-03,00:15,00:30,0,0
2012-12-03,00:30,00:45,0,0
2012-12-03,00:45,01:00,0,0
2012-12-03,01:00,01:15,0,0
2012-12-03,01:15,01:30,0,0
2012-12-03,01:30,01:45,0,0
2012-12-03,01:45,02:00,0,0
2012-12-03,02:00,02:15,0,0
2012-12-03,02:15,02:30,0,0
2012-12-03,02:30,02:45,0,0
2012-12-03,02:45,03:00,0,0
2012-12-03,03:00,03:15,0,0
2012-12-03,03:15,03:30,0,0
2012-12-03,03:30,03:45,0,0
2012-12-03,03:45,04:00,0,0
2012-12-03,04:00,04:15,0,0
2012-12-03,04:15,04:30,0,0
2012-12-03,04:30,04:45,0,0
2012-12-03,04:45,05:00,0,0
2012-12-03,05:00,05:15,0,0
2012-12-03,05:15,05:30,0,0
2012-12-03,05:30,05:45,0,0
2012-12-03,05:45,06:00,0,0
2012-12-03,06:00,06:15,0,0
2012-12-03,06:15,06:30,0,0
2012-12-03,06:30,06:45,0,0
2012-12-03,06:45,07:00,0,0
2012-12-03,07:00,07:15,0,0
2012-12-03,07:15,07:30,0,0
2012-12-03,07:30,07:45,0,0
2012-12-03,07:45,08:00,0,0
2012-12-03,08:00,08:15,0,10
2012-12-03,08:15,08:30,0,23
2012-12-03,08:30,08:45,0,57
2012-12-03,08:45,09:00,53,96
2012-12-03,09:00,09:15,107,131
2012-12-03,09:15,09:30,162,192
2012-12-03,09:30,09:45,218,263
2012-12-03,09:45,10:00,289,304
2012-12-03,10:00,10:15,360,363
2012-12-03,10:15,10:30,429,439
2012-12-03,10:30,10:45,498,484
2012-12-03,10:45,11:00,544,520
2012-12-03,11:00,11:15,590,642
2012-12-03,11:15,11:30,633,739
2012-12-03,11:30,11:45,676,809
2012-12-03,11:45,12:00,642,818
2012-12-03,12:00,12:15,607,775
2012-12-03,12:15,12:30,571,724
2012-12-03,12:30,12:45,534,658
2012-12-03,12:45,13:00,477,572
2012-12-03,13:00,13:15,420,453
2012-12-03,13:15,13:30,363,359
2012-12-03,13:30,13:45,305,318
2012-12-03,13:45,14:00,266,271
2012-12-03,14:00,14:15,226,235
2012-12-03,14:15,14:30,185,212
2012-12-03,14:30,14:45,144,172
2012-12-03,14:45,15:00,113,131
2012-12-03,15:00,15:15,82,98
2012-12-03,15:15,15:30,51,64
2012-12-03,15:30,15:45,20,40
2012-12-03,15:45,16:00,10,19
2012-12-03,16:00,16:15,0,10
2012-12-03,16:15,16:30,0,6
2012-12-03,16:30,16:45,0,3
2012-12-03,16:45,17:00,0,0
2012-12-03,17:00,17:15,0,0
2012-12-03,17:15,17:30,0,0
2012-12-03,17:30,17:45,0,0
2012-12-03,17:45,18:00,0,0
2012-12-03,18:00,18:15,0,0
2012-12-03,18:15,18:30,0,0
2012-12-03,18:30,18:45,0,0
2012-12-03,18:45,19:00,0,0
2012-12-03,19:00,19:15,0,0
2012-12-03,19:15,19:30,0,0
2012-12-03,19:30,19:45,0,0
2012-12-03,19:45,20:00,0,0
2012-12-03,20:00,20:15,0,0
2012-12-03,20:15,20:30,0,0
2012-12-03,20:30,20:45,0,0
2012-12-03,20:45,21:00,0,0
2012-12-03,21:00,21:15,0,0
2012-12-03,21:15,21:30,0,0
2012-12-03,21:30,21:45,0,0
2012-12-03,21:45,22:00,0,0
2012-12-03,22:00,22:15,0,0
2012-12-03,22:15,22:30,0,0
2012-12-03,22:30,22:45,0,0
2012-12-03,22:45,23:00,0,0
2012-12-03,23:00,23:15,0,0
2012-12-03,23:15,23:30,0,0
2012-12-03,23:30,23:45,0,0
