date,time_from,time_to,demand
2012-03-01,00:00,00:15,20769
2012-03-01,00:15,00:30,20308
2012-03-01,00:30,00:45,20111
2012-03-01,00:45,01:00,19974
2012-03-01,01:00,01:15,19954
2012-03-01,01:15,01:30,19972
2012-03-01,01:30,01:45,19932
2012-03-01,01:45,02:00,19777
2012-03-01,02:00,02:15,19475
2012-03-01,02:15,02:30,19311
2012-03-01,02:30,02:45,19341
2012-03-01,02:45,03:00,19338
2012-03-01,03:00,03:15,19248
2012-03-01,03:15,03:30,19143
2012-03-01,03:30,03:45,19216
2012-03-01,03:45,04:00,19283
2012-03-01,04:00,04:15,19103
2012-03-01,04:15,04:30,19269
2012-03-01,04:30,04:45,19517
2012-03-01,04:45,05:00,19608
2012-03-01,05:00,05:15,19997
2012-03-01,05:15,05:30,20229
2012-03-01,05:30,05:45,20701
2012-03-01,05:45,06:00,21087
2012-03-01,06:00,06:15,22055
2012-03-01,06:15,06:30,23152
2012-03-01,06:30,06:45,23685
2012-03-01,06:45,07:00,24087
2012-03-01,07:00,07:15,24863
2012-03-01,07:15,07:30,25035
2012-03-01,07:30,07:45,25007
2012-03-01,07:45,08:00,25168
2012-03-01,08:00,08:15,25807
2012-03-01,08:15,08:30,26091
2012-03-01,08:30,08:45,26527
2012-03-01,08:45,09:00,26605
2012-03-01,09:00,09:15,26706
2012-03-01,09:15,09:30,26865
2012-03-01,09:30,09:45,26955
2012-03-01,09:45,10:00,26754
2012-03-01,10:00,10:15,26830
2012-03-01,10:15,10:30,26953
2012-03-01,10:30,10:45,27094
2012-03-01,10:45,11:00,27221
2012-03-01,11:00,11:15,27239
2012-03-01,11:15,11:30,27314
2012-03-01,11:30,11:45,27354
2012-03-01,11:45,12:00,27344
2012-03-01,12:00,12:15,27243
2012-03-01,12:15,12:30,27335
2012-03-01,12:30,12:45,27372
2012-03-01,12:45,13:00,27007
2012-03-01,13:00,13:15,26672
2012-03-01,13:15,13:30,26796
2012-03-01,13:30,13:45,26589
2012-03-01,13:45,14:00,26249
2012-03-01,14:00,14:15,26234
2012-03-01,14:15,14:30,26327
2012-03-01,14:30,14:45,26223
2012-03-01,14:45,15:00,25957
2012-03-01,15:00,15:15,25856
2012-03-01,15:15,15:30,25696
2012-03-01,15:30,15:45,25733
2012-03-01,15:45,16:00,25470
2012-03-01,16:00,16:15,25325
2012-03-01,16:15,16:30,25339
2012-03-01,16:30,16:45,25090
2012-03-01,16:45,17:00,25051
2012-03-01,17:00,17:15,25214
2012-03-01,17:15,17:30,25343
2012-03-01,17:30,17:45,25564
2012-03-01,17:45,18:00,25669
2012-03-01,18:00,18:15,26052
2012-03-01,18:15,18:30,26472
2012-03-01,18:30,18:45,26692
2012-03-01,18:45,19:00,26897
2012-03-01,19:00,19:15,26988
2012-03-01,19:15,19:30,26726
2012-03-01,19:30,19:45,26407
2012-03-01,19:45,20:00,26269
2012-03-01,20:00,20:15,25880
2012-03-01,20:15,20:30,25526
2012-03-01,20:30,20:45,24976
2012-03-01,20:45,21:00,24677
2012-03-01,21:00,21:15,24438
2012-03-01,21:15,21:30,24268
2012-03-01,21:30,21:45,24085
2012-03-01,21:45,22:00,23879
2012-03-01,22:00,22:15,23749
2012-03-01,22:15,22:30,23440
2012-03-01,22:30,22:45,23086
2012-03-01,22:45,23:00,22655
2012-03-01,23:00,23:15,21972
2012-03-01,23:15,23:30,21554
2012-03-01,23:30,23:45,21033
2012-03-01,23:45,00:00,20713
2012-03-02,00:00,00:15,20171
2012-03-02,00:15,00:30,19861
2012-03-02,00:30,00:45,19449
2012-03-02,00:45,01:00,19205
2012-03-02,01:00,01:15,19036
2012-03-02,01:15,01:30,18961
2012-03-02,01:30,01:45,18836
2012-03-02,01:45,02:00,18838
2012-03-02,02:00,02:15,18765
2012-03-02,02:15,02:30,18776
2012-03-02,02:30,02:45,18817
2012-03-02,02:45,03:00,18907
2012-03-02,03:00,03:15,18850
2012-03-02,03:15,03:30,18964
2012-03-02,03:30,03:45,19040
2012-03-02,03:45,04:00,19360
2012-03-02,04:00,04:15,19401
2012-03-02,04:15,04:30,19505
2012-03-02,04:30,04:45,19570
2012-03-02,04:45,05:00,19828
2012-03-02,05:00,05:15,20319
2012-03-02,05:15,05:30,20534
2012-03-02,05:30,05:45,20889
2012-03-02,05:45,06:00,21125
2012-03-02,06:00,06:15,22203
2012-03-02,06:15,06:30,23205
2012-03-02,06:30,06:45,24075
2012-03-02,06:45,07:00,24572
2012-03-02,07:00,07:15,25070
2012-03-02,07:15,07:30,25279
2012-03-02,07:30,07:45,25387
2012-03-02,07:45,08:00,25364
2012-03-02,08:00,08:15,25788
2012-03-02,08:15,08:30,26185
2012-03-02,08:30,08:45,25921
2012-03-02,08:45,09:00,25975
2012-03-02,09:00,09:15,25954
2012-03-02,09:15,09:30,26412
2012-03-02,09:30,09:45,26608
2012-03-02,09:45,10:00,26529
2012-03-02,10:00,10:15,26656
2012-03-02,10:15,10:30,26696
2012-03-02,10:30,10:45,26846
2012-03-02,10:45,11:00,27108
2012-03-02,11:00,11:15,27139
2012-03-02,11:15,11:30,27166
2012-03-02,11:30,11:45,27305
2012-03-02,11:45,12:00,27093
2012-03-02,12:00,12:15,26980
2012-03-02,12:15,12:30,26901
2012-03-02,12:30,12:45,27019
2012-03-02,12:45,13:00,26977
2012-03-02,13:00,13:15,27091
2012-03-02,13:15,13:30,27077
2012-03-02,13:30,13:45,26996
2012-03-02,13:45,14:00,26675
2012-03-02,14:00,14:15,26560
2012-03-02,14:15,14:30,26418
2012-03-02,14:30,14:45,26351
2012-03-02,14:45,15:00,26246
2012-03-02,15:00,15:15,26129
2012-03-02,15:15,15:30,26013
2012-03-02,15:30,15:45,25858
2012-03-02,15:45,16:00,25511
2012-03-02,16:00,16:15,25376
2012-03-02,16:15,16:30,25283
2012-03-02,16:30,16:45,25010
2012-03-02,16:45,17:00,25158
2012-03-02,17:00,17:15,25143
2012-03-02,17:15,17:30,25380
2012-03-02,17:30,17:45,25571
2012-03-02,17:45,18:00,25761
2012-03-02,18:00,18:15,25772
2012-03-02,18:15,18:30,26392
2012-03-02,18:30,18:45,26611
2012-03-02,18:45,19:00,26644
2012-03-02,19:00,19:15,26482
2012-03-02,19:15,19:30,26185
2012-03-02,19:30,19:45,25871
2012-03-02,19:45,20:00,25537
2012-03-02,20:00,20:15,25124
2012-03-02,20:15,20:30,24712
2012-03-02,20:30,20:45,24267
2012-03-02,20:45,21:00,23921
2012-03-02,21:00,21:15,23672
2012-03-02,21:15,21:30,23386
2012-03-02,21:30,21:45,23164
2012-03-02,21:45,22:00,22778
2012-03-02,22:00,22:15,22608
2012-03-02,22:15,22:30,22600
2012-03-02,22:30,22:45,22248
2012-03-02,22:45,23:00,21747
2012-03-02,23:00,23:15,21427
2012-03-02,23:15,23:30,20998
2012-03-02,23:30,23:45,20281
2012-03-02,23:45,00:00,19479
2012-03-03,00:00,00:15,18730
2012-03-03,00:15,00:30,18424
2012-03-03,00:30,00:45,18225
2012-03-03,00:45,01:00,18003
2012-03-03,01:00,01:15,17853
2012-03-03,01:15,01:30,17734
2012-03-03,01:30,01:45,17639
2012-03-03,01:45,02:00,17738
2012-03-03,02:00,02:15,17647
2012-03-03,02:15,02:30,17485
2012-03-03,02:30,02:45,17474
2012-03-03,02:45,03:00,17597
2012-03-03,03:00,03:15,17621
2012-03-03,03:15,03:30,17729
2012-03-03,03:30,03:45,17636
2012-03-03,03:45,04:00,17799
2012-03-03,04:00,04:15,17821
2012-03-03,04:15,04:30,17697
2012-03-03,04:30,04:45,17526
2012-03-03,04:45,05:00,17592
2012-03-03,05:00,05:15,17606
2012-03-03,05:15,05:30,17541
2012-03-03,05:30,05:45,17415
2012-03-03,05:45,06:00,17163
2012-03-03,06:00,06:15,17121
2012-03-03,06:15,06:30,17281
2012-03-03,06:30,06:45,17557
2012-03-03,06:45,07:00,17843
2012-03-03,07:00,07:15,17966
2012-03-03,07:15,07:30,18121
2012-03-03,07:30,07:45,18406
2012-03-03,07:45,08:00,18365
2012-03-03,08:00,08:15,19033
2012-03-03,08:15,08:30,19506
2012-03-03,08:30,08:45,19778
2012-03-03,08:45,09:00,19962
2012-03-03,09:00,09:15,20232
2012-03-03,09:15,09:30,20637
2012-03-03,09:30,09:45,20909
2012-03-03,09:45,10:00,20896
2012-03-03,10:00,10:15,21124
2012-03-03,10:15,10:30,21152
2012-03-03,10:30,10:45,21337
2012-03-03,10:45,11:00,21534
2012-03-03,11:00,11:15,21626
2012-03-03,11:15,11:30,21920
2012-03-03,11:30,11:45,22270
2012-03-03,11:45,12:00,22158
2012-03-03,12:00,12:15,22040
2012-03-03,12:15,12:30,22039
2012-03-03,12:30,12:45,21892
2012-03-03,12:45,13:00,21996
2012-03-03,13:00,13:15,22152
2012-03-03,13:15,13:30,21821
2012-03-03,13:30,13:45,21467
2012-03-03,13:45,14:00,21256
2012-03-03,14:00,14:15,21280
2012-03-03,14:15,14:30,21050
2012-03-03,14:30,14:45,21090
2012-03-03,14:45,15:00,20926
2012-03-03,15:00,15:15,20858
2012-03-03,15:15,15:30,20917
2012-03-03,15:30,15:45,21048
2012-03-03,15:45,16:00,20571
2012-03-03,16:00,16:15,20665
2012-03-03,16:15,16:30,20482
2012-03-03,16:30,16:45,20522
2012-03-03,16:45,17:00,20398
2012-03-03,17:00,17:15,20208
2012-03-03,17:15,17:30,20285
2012-03-03,17:30,17:45,20404
2012-03-03,17:45,18:00,20690
2012-03-03,18:00,18:15,21088
2012-03-03,18:15,18:30,21809
2012-03-03,18:30,18:45,22494
2012-03-03,18:45,19:00,22620
2012-03-03,19:00,19:15,22474
2012-03-03,19:15,19:30,22245
2012-03-03,19:30,19:45,22085
2012-03-03,19:45,20:00,21837
2012-03-03,20:00,20:15,21579
2012-03-03,20:15,20:30,21229
2012-03-03,20:30,20:45,20908
2012-03-03,20:45,21:00,20345
2012-03-03,21:00,21:15,20193
2012-03-03,21:15,21:30,20184
2012-03-03,21:30,21:45,20105
2012-03-03,21:45,22:00,20084
2012-03-03,22:00,22:15,20185
2012-03-03,22:15,22:30,20091
2012-03-03,22:30,22:45,19794
2012-03-03,22:45,23:00,19847
2012-03-03,23:00,23:15,19385
2012-03-03,23:15,23:30,19021
2012-03-03,23:30,23:45,18600
2012-03-03,23:45,00:00,18275
2012-03-04,00:00,00:15,17580
2012-03-04,00:15,00:30,17118
2012-03-04,00:30,00:45,17164
2012-03-04,00:45,01:00,16834
2012-03-04,01:00,01:15,16606
2012-03-04,01:15,01:30,16371
2012-03-04,01:30,01:45,16302
2012-03-04,01:45,02:00,16193
2012-03-04,02:00,02:15,15896
2012-03-04,02:15,02:30,15882
2012-03-04,02:30,02:45,15922
2012-03-04,02:45,03:00,15806
2012-03-04,03:00,03:15,16075
2012-03-04,03:15,03:30,16132
2012-03-04,03:30,03:45,16176
2012-03-04,03:45,04:00,16209
2012-03-04,04:00,04:15,16177
2012-03-04,04:15,04:30,16258
2012-03-04,04:30,04:45,16130
2012-03-04,04:45,05:00,16108
2012-03-04,05:00,05:15,15841
2012-03-04,05:15,05:30,15783
2012-03-04,05:30,05:45,15669
2012-03-04,05:45,06:00,15581
2012-03-04,06:00,06:15,15148
2012-03-04,06:15,06:30,15187
2012-03-04,06:30,06:45,15238
2012-03-04,06:45,07:00,15392
2012-03-04,07:00,07:15,15427
2012-03-04,07:15,07:30,15421
2012-03-04,07:30,07:45,15595
2012-03-04,07:45,08:00,15667
2012-03-04,08:00,08:15,16070
2012-03-04,08:15,08:30,16490
2012-03-04,08:30,08:45,16919
2012-03-04,08:45,09:00,17096
2012-03-04,09:00,09:15,17457
2012-03-04,09:15,09:30,17533
2012-03-04,09:30,09:45,17867
2012-03-04,09:45,10:00,18164
2012-03-04,10:00,10:15,18538
2012-03-04,10:15,10:30,18885
2012-03-04,10:30,10:45,19010
2012-03-04,10:45,11:00,19289
2012-03-04,11:00,11:15,19508
2012-03-04,11:15,11:30,19987
2012-03-04,11:30,11:45,20237
2012-03-04,11:45,12:00,20174
2012-03-04,12:00,12:15,20025
2012-03-04,12:15,12:30,19946
2012-03-04,12:30,12:45,19825
2012-03-04,12:45,13:00,19844
2012-03-04,13:00,13:15,19842
2012-03-04,13:15,13:30,19367
2012-03-04,13:30,13:45,19477
2012-03-04,13:45,14:00,19310
2012-03-04,14:00,14:15,19033
2012-03-04,14:15,14:30,19088
2012-03-04,14:30,14:45,18949
2012-03-04,14:45,15:00,18795
2012-03-04,15:00,15:15,18703
2012-03-04,15:15,15:30,18667
2012-03-04,15:30,15:45,18677
2012-03-04,15:45,16:00,18491
2012-03-04,16:00,16:15,18321
2012-03-04,16:15,16:30,18487
2012-03-04,16:30,16:45,18495
2012-03-04,16:45,17:00,18409
2012-03-04,17:00,17:15,18348
2012-03-04,17:15,17:30,18515
2012-03-04,17:30,17:45,18644
2012-03-04,17:45,18:00,18771
2012-03-04,18:00,18:15,19345
2012-03-04,18:15,18:30,20125
2012-03-04,18:30,18:45,20881
2012-03-04,18:45,19:00,21274
2012-03-04,19:00,19:15,21907
2012-03-04,19:15,19:30,21788
2012-03-04,19:30,19:45,21879
2012-03-04,19:45,20:00,21651
2012-03-04,20:00,20:15,21500
2012-03-04,20:15,20:30,21049
2012-03-04,20:30,20:45,20680
2012-03-04,20:45,21:00,20115
2012-03-04,21:00,21:15,20096
2012-03-04,21:15,21:30,20044
2012-03-04,21:30,21:45,19946
2012-03-04,21:45,22:00,20105
2012-03-04,22:00,22:15,20292
2012-03-04,22:15,22:30,20365
2012-03-04,22:30,22:45,20001
2012-03-04,22:45,23:00,19830
2012-03-04,23:00,23:15,19482
2012-03-04,23:15,23:30,19238
2012-03-04,23:30,23:45,18934
2012-03-04,23:45,00:00,18771
2012-03-05,00:00,00:15,18453
2012-03-05,00:15,00:30,18291
2012-03-05,00:30,00:45,18253
2012-03-05,00:45,01:00,18077
2012-03-05,01:00,01:15,17848
2012-03-05,01:15,01:30,17776
2012-03-05,01:30,01:45,17733
