date,time_from,time_to,feedin
2008-01-01,00:00,01:00,104
2008-01-01,01:00,02:00,106
2008-01-01,02:00,03:00,95
2008-01-01,03:00,04:00,76
2008-01-01,04:00,05:00,74
2008-01-01,05:00,06:00,77
2008-01-01,06:00,07:00,85
2008-01-01,07:00,08:00,99
2008-01-01,08:00,09:00,109
2008-01-01,09:00,10:00,131
2008-01-01,10:00,11:00,143
2008-01-01,11:00,12:00,148
2008-01-01,12:00,13:00,143
2008-01-01,13:00,14:00,145
2008-01-01,14:00,15:00,154
2008-01-01,15:00,16:00,169
2008-01-01,16:00,17:00,192
2008-01-01,17:00,18:00,213
2008-01-01,18:00,19:00,230
2008-01-01,19:00,20:00,253
2008-01-01,20:00,21:00,285
2008-01-01,21:00,22:00,319
2008-01-01,22:00,23:00,361
2008-01-01,23:00,00:00,376
2008-01-02,00:00,01:00,418
2008-01-02,01:00,02:00,416
2008-01-02,02:00,03:00,425
2008-01-02,03:00,04:00,464
2008-01-02,04:00,05:00,514
2008-01-02,05:00,06:00,575
2008-01-02,06:00,07:00,636
2008-01-02,07:00,08:00,684
2008-01-02,08:00,09:00,723
2008-01-02,09:00,10:00,764
2008-01-02,10:00,11:00,795
2008-01-02,11:00,12:00,811
2008-01-02,12:00,13:00,829
2008-01-02,13:00,14:00,880
2008-01-02,14:00,15:00,968
2008-01-02,15:00,16:00,1083
2008-01-02,16:00,17:00,1195
2008-01-02,17:00,18:00,1324
2008-01-02,18:00,19:00,1421
2008-01-02,19:00,20:00,1489
2008-01-02,20:00,21:00,1543
2008-01-02,21:00,22:00,1582
2008-01-02,22:00,23:00,1592
2008-01-02,23:00,00:00,1567
2008-01-03,00:00,01:00,1925
2008-01-03,01:00,02:00,1881
2008-01-03,02:00,03:00,1835
2008-01-03,03:00,04:00,1823
2008-01-03,04:00,05:00,1824
2008-01-03,05:00,06:00,1850
2008-01-03,06:00,07:00,1872
2008-01-03,07:00,08:00,1903
2008-01-03,08:00,09:00,1925
2008-01-03,09:00,10:00,1911
2008-01-03,10:00,11:00,1859
2008-01-03,11:00,12:00,1771
2008-01-03,12:00,13:00,1662
2008-01-03,13:00,14:00,1577
2008-01-03,14:00,15:00,1544
2008-01-03,15:00,16:00,1567
2008-01-03,16:00,17:00,1616
2008-01-03,17:00,18:00,1647
2008-01-03,18:00,19:00,1686
2008-01-03,19:00,20:00,1704
2008-01-03,20:00,21:00,1690
2008-01-03,21:00,22:00,1657
2008-01-03,22:00,23:00,1628
2008-01-03,23:00,00:00,1490
2008-01-04,00:00,01:00,1682
2008-01-04,01:00,02:00,1687
2008-01-04,02:00,03:00,1682
2008-01-04,03:00,04:00,1646
2008-01-04,04:00,05:00,1590
2008-01-04,05:00,06:00,1523
2008-01-04,06:00,07:00,1470
2008-01-04,07:00,08:00,1422
2008-01-04,08:00,09:00,1365
2008-01-04,09:00,10:00,1284
2008-01-04,10:00,11:00,1182
2008-01-04,11:00,12:00,1117
2008-01-04,12:00,13:00,1064
2008-01-04,13:00,14:00,988
2008-01-04,14:00,15:00,983
2008-01-04,15:00,16:00,1065
2008-01-04,16:00,17:00,1173
2008-01-04,17:00,18:00,1297
2008-01-04,18:00,19:00,1425
2008-01-04,19:00,20:00,1554
2008-01-04,20:00,21:00,1655
2008-01-04,21:00,22:00,1727
2008-01-04,22:00,23:00,1754
2008-01-04,23:00,00:00,1655
2008-01-05,00:00,01:00,1611
2008-01-05,01:00,02:00,1672
2008-01-05,02:00,03:00,1756
2008-01-05,03:00,04:00,1859
2008-01-05,04:00,05:00,1952
2008-01-05,05:00,06:00,2095
2008-01-05,06:00,07:00,2236
2008-01-05,07:00,08:00,2342
2008-01-05,08:00,09:00,2457
2008-01-05,09:00,10:00,2498
2008-01-05,10:00,11:00,2497
2008-01-05,11:00,12:00,2456
2008-01-05,12:00,13:00,2322
2008-01-05,13:00,14:00,2119
2008-01-05,14:00,15:00,1855
2008-01-05,15:00,16:00,1615
2008-01-05,16:00,17:00,1406
2008-01-05,17:00,18:00,1244
2008-01-05,18:00,19:00,1167
2008-01-05,19:00,20:00,1086
2008-01-05,20:00,21:00,1036
2008-01-05,21:00,22:00,1026
2008-01-05,22:00,23:00,1033
2008-01-05,23:00,00:00,989
2008-01-06,00:00,01:00,551
2008-01-06,01:00,02:00,525
2008-01-06,02:00,03:00,496
2008-01-06,03:00,04:00,474
2008-01-06,04:00,05:00,505
2008-01-06,05:00,06:00,537
2008-01-06,06:00,07:00,570
2008-01-06,07:00,08:00,609
2008-01-06,08:00,09:00,625
2008-01-06,09:00,10:00,608
2008-01-06,10:00,11:00,588
2008-01-06,11:00,12:00,583
2008-01-06,12:00,13:00,579
2008-01-06,13:00,14:00,541
2008-01-06,14:00,15:00,481
2008-01-06,15:00,16:00,425
2008-01-06,16:00,17:00,384
2008-01-06,17:00,18:00,362
2008-01-06,18:00,19:00,368
2008-01-06,19:00,20:00,420
2008-01-06,20:00,21:00,481
2008-01-06,21:00,22:00,530
2008-01-06,22:00,23:00,575
2008-01-06,23:00,00:00,640
2008-01-07,00:00,01:00,857
2008-01-07,01:00,02:00,1012
2008-01-07,02:00,03:00,1193
2008-01-07,03:00,04:00,1357
2008-01-07,04:00,05:00,1463
2008-01-07,05:00,06:00,1502
2008-01-07,06:00,07:00,1594
2008-01-07,07:00,08:00,1821
2008-01-07,08:00,09:00,1998
2008-01-07,09:00,10:00,2219
2008-01-07,10:00,11:00,2504
2008-01-07,11:00,12:00,2740
2008-01-07,12:00,13:00,2821
2008-01-07,13:00,14:00,2746
2008-01-07,14:00,15:00,2726
2008-01-07,15:00,16:00,2680
2008-01-07,16:00,17:00,2793
2008-01-07,17:00,18:00,2858
2008-01-07,18:00,19:00,2954
2008-01-07,19:00,20:00,2951
2008-01-07,20:00,21:00,2931
2008-01-07,21:00,22:00,2919
2008-01-07,22:00,23:00,2874
2008-01-07,23:00,00:00,2794
2008-01-08,00:00,01:00,2483
