date,time_from,time_to,forecast,actual_feedin
2011-09-01,00:00,00:15,0,0
2011-09-01,00:15,00:30,0,0
2011-09-01,00:30,00:45,0,0
2011-09-01,00:45,01:00,0,0
2011-09-01,01:00,01:15,0,0
2011-09-01,01:15,01:30,0,0
2011-09-01,01:30,01:45,0,0
2011-09-01,01:45,02:00,0,0
2011-09-01,02:00,02:15,0,0
2011-09-01,02:15,02:30,0,0
2011-09-01,02:30,02:45,0,0
2011-09-01,02:45,03:00,0,0
2011-09-01,03:00,03:15,0,0
2011-09-01,03:15,03:30,0,0
2011-09-01,03:30,03:45,0,0
2011-09-01,03:45,04:00,0,0
2011-09-01,04:00,04:15,0,0
2011-09-01,04:15,04:30,0,0
2011-09-01,04:30,04:45,0,0
2011-09-01,04:45,05:00,0,0
2011-09-01,05:00,05:15,0,0
2011-09-01,05:15,05:30,0,0
2011-09-01,05:30,05:45,0,0
2011-09-01,05:45,06:00,0,0
2011-09-01,06:00,06:15,0,0
2011-09-01,06:15,06:30,0,0
2011-09-01,06:30,06:45,0,0
2011-09-01,06:45,07:00,26,0
2011-09-01,07:00,07:15,52,25
2011-09-01,07:15,07:30,104,56
2011-09-01,07:30,07:45,155,103
2011-09-01,07:45,08:00,260,164
2011-09-01,08:00,08:15,365,251
2011-09-01,08:15,08:30,470,364
2011-09-01,08:30,08:45,575,480
2011-09-01,08:45,09:00,699,587
2011-09-01,09:00,09:15,822,709
2011-09-01,09:15,09:30,946,824
2011-09-01,09:30,09:45,1070,939
2011-09-01,09:45,10:00,1192,1067
2011-09-01,10:00,10:15,1315,1176
2011-09-01,10:15,10:30,1437,1308
2011-09-01,10:30,10:45,1560,1534
2011-09-01,10:45,11:00,1660,1640
2011-09-01,11:00,11:15,1761,1814
2011-09-01,11:15,11:30,1861,1992
2011-09-01,11:30,11:45,1962,2061
2011-09-01,11:45,12:00,2008,2196
2011-09-01,12:00,12:15,2054,2255
2011-09-01,12:15,12:30,2100,2304
2011-09-01,12:30,12:45,2145,2265
2011-09-01,12:45,13:00,2160,2156
2011-09-01,13:00,13:15,2175,2335
2011-09-01,13:15,13:30,2187,2290
2011-09-01,13:30,13:45,2200,2305
2011-09-01,13:45,14:00,2159,2390
2011-09-01,14:00,14:15,2118,2422
2011-09-01,14:15,14:30,2074,2423
2011-09-01,14:30,14:45,2030,2380
2011-09-01,14:45,15:00,1978,2333
2011-09-01,15:00,15:15,1926,2322
2011-09-01,15:15,15:30,1866,2279
2011-09-01,15:30,15:45,1806,2250
2011-09-01,15:45,16:00,1727,2225
2011-09-01,16:00,16:15,1648,2029
2011-09-01,16:15,16:30,1562,1988
2011-09-01,16:30,16:45,1477,1879
2011-09-01,16:45,17:00,1371,1763
2011-09-01,17:00,17:15,1265,1595
2011-09-01,17:15,17:30,1160,1427
2011-09-01,17:30,17:45,1055,1275
2011-09-01,17:45,18:00,944,1113
2011-09-01,18:00,18:15,833,949
2011-09-01,18:15,18:30,726,764
2011-09-01,18:30,18:45,619,605
2011-09-01,18:45,19:00,507,456
2011-09-01,19:00,19:15,396,331
2011-09-01,19:15,19:30,276,223
2011-09-01,19:30,19:45,156,134
2011-09-01,19:45,20:00,107,71
2011-09-01,20:00,20:15,58,34
2011-09-01,20:15,20:30,29,0
2011-09-01,20:30,20:45,0,0
2011-09-01,20:45,21:00,0,0
