date,time_from,time_to,forecast,actual_feedin
2011-05-01,00:00,00:15,0,0
2011-05-01,00:15,00:30,0,0
2011-05-01,00:30,00:45,0,0
2011-05-01,00:45,01:00,0,0
2011-05-01,01:00,01:15,0,0
2011-05-01,01:15,01:30,0,0
2011-05-01,01:30,01:45,0,0
2011-05-01,01:45,02:00,0,0
2011-05-01,02:00,02:15,0,0
2011-05-01,02:15,02:30,0,0
2011-05-01,02:30,02:45,0,0
2011-05-01,02:45,03:00,0,0
2011-05-01,03:00,03:15,0,0
2011-05-01,03:15,03:30,0,0
2011-05-01,03:30,03:45,0,0
2011-05-01,03:45,04:00,0,0
2011-05-01,04:00,04:15,0,0
2011-05-01,04:15,04:30,0,0
2011-05-01,04:30,04:45,0,0
2011-05-01,04:45,05:00,0,0
2011-05-01,05:00,05:15,0,0
2011-05-01,05:15,05:30,0,0
2011-05-01,05:30,05:45,0,0
2011-05-01,05:45,06:00,5,0
2011-05-01,06:00,06:15,10,1
2011-05-01,06:15,06:30,16,14
2011-05-01,06:30,06:45,21,44
2011-05-01,06:45,07:00,152,93
2011-05-01,07:00,07:15,284,160
2011-05-01,07:15,07:30,426,249
2011-05-01,07:30,07:45,569,363
2011-05-01,07:45,08:00,691,466
2011-05-01,08:00,08:15,813,618
2011-05-01,08:15,08:30,936,795
2011-05-01,08:30,08:45,1060,952
2011-05-01,08:45,09:00,1176,1147
2011-05-01,09:00,09:15,1292,1361
2011-05-01,09:15,09:30,1406,1557
2011-05-01,09:30,09:45,1521,1662
2011-05-01,09:45,10:00,1647,1877
2011-05-01,10:00,10:15,1772,2017
2011-05-01,10:15,10:30,1897,2248
2011-05-01,10:30,10:45,2021,2416
2011-05-01,10:45,11:00,2123,2429
2011-05-01,11:00,11:15,2225,2538
2011-05-01,11:15,11:30,2327,2707
2011-05-01,11:30,11:45,2428,2798
2011-05-01,11:45,12:00,2452,2831
2011-05-01,12:00,12:15,2476,2923
2011-05-01,12:15,12:30,2499,2883
2011-05-01,12:30,12:45,2522,2931
2011-05-01,12:45,13:00,2519,2880
2011-05-01,13:00,13:15,2515,2975
2011-05-01,13:15,13:30,2509,3037
2011-05-01,13:30,13:45,2504,2860
2011-05-01,13:45,14:00,2523,2742
2011-05-01,14:00,14:15,2542,2632
2011-05-01,14:15,14:30,2558,2516
2011-05-01,14:30,14:45,2574,2464
2011-05-01,14:45,15:00,2500,2536
