date,time_from,time_to,production
2011-09-01,00:00,00:15,20307
2011-09-01,00:15,00:30,20118
2011-09-01,00:30,00:45,19935
2011-09-01,00:45,01:00,19822
2011-09-01,01:00,01:15,20235
2011-09-01,01:15,01:30,20153
2011-09-01,01:30,01:45,20069
2011-09-01,01:45,02:00,20036
2011-09-01,02:00,02:15,19933
2011-09-01,02:15,02:30,19905
2011-09-01,02:30,02:45,19879
2011-09-01,02:45,03:00,19838
2011-09-01,03:00,03:15,20036
2011-09-01,03:15,03:30,20045
2011-09-01,03:30,03:45,20065
2011-09-01,03:45,04:00,20095
2011-09-01,04:00,04:15,19901
2011-09-01,04:15,04:30,20092
2011-09-01,04:30,04:45,20364
2011-09-01,04:45,05:00,20598
2011-09-01,05:00,05:15,21994
2011-09-01,05:15,05:30,22205
2011-09-01,05:30,05:45,22501
2011-09-01,05:45,06:00,22869
2011-09-01,06:00,06:15,25937
2011-09-01,06:15,06:30,26345
2011-09-01,06:30,06:45,26595
2011-09-01,06:45,07:00,26872
2011-09-01,07:00,07:15,27671
2011-09-01,07:15,07:30,27914
2011-09-01,07:30,07:45,28087
2011-09-01,07:45,08:00,28400
2011-09-01,08:00,08:15,28890
2011-09-01,08:15,08:30,29115
2011-09-01,08:30,08:45,29311
2011-09-01,08:45,09:00,29504
2011-09-01,09:00,09:15,29516
2011-09-01,09:15,09:30,29750
2011-09-01,09:30,09:45,29949
2011-09-01,09:45,10:00,30153
2011-09-01,10:00,10:15,30219
2011-09-01,10:15,10:30,30403
2011-09-01,10:30,10:45,30607
2011-09-01,10:45,11:00,30800
2011-09-01,11:00,11:15,30524
2011-09-01,11:15,11:30,30738
2011-09-01,11:30,11:45,30891
2011-09-01,11:45,12:00,30970
2011-09-01,12:00,12:15,30987
2011-09-01,12:15,12:30,31083
2011-09-01,12:30,12:45,31131
2011-09-01,12:45,13:00,31138
2011-09-01,13:00,13:15,31522
2011-09-01,13:15,13:30,31431
2011-09-01,13:30,13:45,31298
2011-09-01,13:45,14:00,31062
2011-09-01,14:00,14:15,31030
2011-09-01,14:15,14:30,30945
2011-09-01,14:30,14:45,30834
2011-09-01,14:45,15:00,30704
2011-09-01,15:00,15:15,30653
2011-09-01,15:15,15:30,30527
2011-09-01,15:30,15:45,30344
2011-09-01,15:45,16:00,30060
2011-09-01,16:00,16:15,30184
2011-09-01,16:15,16:30,29915
2011-09-01,16:30,16:45,29687
2011-09-01,16:45,17:00,29508
2011-09-01,17:00,17:15,29509
2011-09-01,17:15,17:30,29382
2011-09-01,17:30,17:45,29267
2011-09-01,17:45,18:00,29159
2011-09-01,18:00,18:15,29036
2011-09-01,18:15,18:30,28891
2011-09-01,18:30,18:45,28756
2011-09-01,18:45,19:00,28649
2011-09-01,19:00,19:15,28952
2011-09-01,19:15,19:30,28774
2011-09-01,19:30,19:45,28659
2011-09-01,19:45,20:00,28618
2011-09-01,20:00,20:15,28237
2011-09-01,20:15,20:30,28226
2011-09-01,20:30,20:45,28210
2011-09-01,20:45,21:00,28126
2011-09-01,21:00,21:15,28198
2011-09-01,21:15,21:30,28046
2011-09-01,21:30,21:45,27850
2011-09-01,21:45,22:00,27616
