date,time_from,time_to,production
2011-02-01,00:00,00:15,28749
2011-02-01,00:15,00:30,28625
2011-02-01,00:30,00:45,28536
2011-02-01,00:45,01:00,28480
2011-02-01,01:00,01:15,28167
2011-02-01,01:15,01:30,28175
2011-02-01,01:30,01:45,28129
2011-02-01,01:45,02:00,28141
2011-02-01,02:00,02:15,28442
2011-02-01,02:15,02:30,28324
2011-02-01,02:30,02:45,28328
2011-02-01,02:45,03:00,28296
2011-02-01,03:00,03:15,27964
2011-02-01,03:15,03:30,27979
2011-02-01,03:30,03:45,28041
2011-02-01,03:45,04:00,28078
2011-02-01,04:00,04:15,28544
2011-02-01,04:15,04:30,28569
2011-02-01,04:30,04:45,28696
2011-02-01,04:45,05:00,28863
2011-02-01,05:00,05:15,30325
2011-02-01,05:15,05:30,30415
2011-02-01,05:30,05:45,30623
2011-02-01,05:45,06:00,30950
2011-02-01,06:00,06:15,31788
2011-02-01,06:15,06:30,32324
2011-02-01,06:30,06:45,32692
2011-02-01,06:45,07:00,33109
2011-02-01,07:00,07:15,35183
2011-02-01,07:15,07:30,35382
2011-02-01,07:30,07:45,36014
2011-02-01,07:45,08:00,35959
2011-02-01,08:00,08:15,35960
2011-02-01,08:15,08:30,36025
2011-02-01,08:30,08:45,36060
2011-02-01,08:45,09:00,36097
2011-02-01,09:00,09:15,36279
2011-02-01,09:15,09:30,36410
2011-02-01,09:30,09:45,36535
2011-02-01,09:45,10:00,30074
2011-02-01,10:00,10:15,30157
2011-02-01,10:15,10:30,30088
2011-02-01,10:30,10:45,30016
2011-02-01,10:45,11:00,30341
2011-02-01,11:00,11:15,30368
2011-02-01,11:15,11:30,30238
2011-02-01,11:30,11:45,30330
2011-02-01,11:45,12:00,29648
2011-02-01,12:00,12:15,30064
2011-02-01,12:15,12:30,30060
2011-02-01,12:30,12:45,30065
2011-02-01,12:45,13:00,30154
2011-02-01,13:00,13:15,30271
2011-02-01,13:15,13:30,30296
2011-02-01,13:30,13:45,30259
2011-02-01,13:45,14:00,30513
2011-02-01,14:00,14:15,30532
2011-02-01,14:15,14:30,30389
2011-02-01,14:30,14:45,30538
2011-02-01,14:45,15:00,31860
2011-02-01,15:00,15:15,31875
2011-02-01,15:15,15:30,31956
2011-02-01,15:30,15:45,32095
2011-02-01,15:45,16:00,34211
2011-02-01,16:00,16:15,34540
2011-02-01,16:15,16:30,34852
2011-02-01,16:30,16:45,35013
2011-02-01,16:45,17:00,35202
2011-02-01,17:00,17:15,35130
2011-02-01,17:15,17:30,35150
2011-02-01,17:30,17:45,35072
2011-02-01,17:45,18:00,35322
2011-02-01,18:00,18:15,35417
2011-02-01,18:15,18:30,35409
2011-02-01,18:30,18:45,35385
2011-02-01,18:45,19:00,35395
2011-02-01,19:00,19:15,35484
2011-02-01,19:15,19:30,35529
2011-02-01,19:30,19:45,35516
2011-02-01,19:45,20:00,35341
2011-02-01,20:00,20:15,35445
2011-02-01,20:15,20:30,35605
2011-02-01,20:30,20:45,35619
2011-02-01,20:45,21:00,35400
2011-02-01,21:00,21:15,35667
2011-02-01,21:15,21:30,35709
2011-02-01,21:30,21:45,35689
2011-02-01,21:45,22:00,35734
2011-02-01,22:00,22:15,35717
2011-02-01,22:15,22:30,35736
2011-02-01,22:30,22:45,35703
2011-02-01,22:45,23:00,36116
2011-02-01,23:00,23:15,35947
2011-02-01,23:15,23:30,35877
2011-02-01,23:30,23:45,35745
2011-02-01,23:45,00:00,35863
2011-02-02,00:00,00:15,28544
2011-02-02,00:15,00:30,28387
2011-02-02,00:30,00:45,28239
2011-02-02,00:45,01:00,28083
2011-02-02,01:00,01:15,28054
2011-02-02,01:15,01:30,28042
2011-02-02,01:30,01:45,28001
2011-02-02,01:45,02:00,28003
2011-02-02,02:00,02:15,28035
2011-02-02,02:15,02:30,28017
2011-02-02,02:30,02:45,27934
2011-02-02,02:45,03:00,27887
2011-02-02,03:00,03:15,27770
2011-02-02,03:15,03:30,27798
2011-02-02,03:30,03:45,27782
2011-02-02,03:45,04:00,27822
2011-02-02,04:00,04:15,27973
2011-02-02,04:15,04:30,27981
2011-02-02,04:30,04:45,28013
2011-02-02,04:45,05:00,28055
2011-02-02,05:00,05:15,28395
2011-02-02,05:15,05:30,28447
2011-02-02,05:30,05:45,28600
2011-02-02,05:45,06:00,28850
2011-02-02,06:00,06:15,31733
2011-02-02,06:15,06:30,32260
2011-02-02,06:30,06:45,32609
2011-02-02,06:45,07:00,32999
2011-02-02,07:00,07:15,35153
2011-02-02,07:15,07:30,35342
2011-02-02,07:30,07:45,35436
2011-02-02,07:45,08:00,35518
2011-02-02,08:00,08:15,35206
2011-02-02,08:15,08:30,35288
2011-02-02,08:30,08:45,35338
2011-02-02,08:45,09:00,35373
2011-02-02,09:00,09:15,35246
2011-02-02,09:15,09:30,35343
2011-02-02,09:30,09:45,35444
2011-02-02,09:45,10:00,35554
2011-02-02,10:00,10:15,35594
2011-02-02,10:15,10:30,35715
2011-02-02,10:30,10:45,35814
2011-02-02,10:45,11:00,35935
2011-02-02,11:00,11:15,35884
2011-02-02,11:15,11:30,35951
2011-02-02,11:30,11:45,36136
2011-02-02,11:45,12:00,36117
2011-02-02,12:00,12:15,36024
2011-02-02,12:15,12:30,36102
2011-02-02,12:30,12:45,36140
