icon_url,id,is_pending,latitude,longitude,name,owner_id
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7186,,50.968151,7.057375,Städtisches Krankenhaus Holweide AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7183,,50.968819,7.015082,Drahtwerk Köln AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7220,,50.968967,6.939811,Sparkasse AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7187,,50.970284,7.046834,Sparkasse AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7184,,50.971973,7.010828,Sparkasse AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7188,,50.97691,7.072309,Sparkasse KölnBonn AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7209,,50.980019,6.867721,Sparkasse AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7189,,50.980381,7.030113,Sparkasse AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7214,,50.980389,6.948445,Sparkasse KölnBonn AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7210,,50.985214,6.889908,Sparkasse KölnBonn AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7190,,50.987003,6.991237,Sparkasse KölnBonn AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7216,,50.987309,6.96045,St. Agatha Krankenhaus AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7211,,50.987396,6.893996,Net Cologne AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7215,,50.989567,6.961462,Sparkasse AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7212,,50.992226,6.923651,Heilig Geist-Krankenkaus AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7213,,50.99432,6.926306,Sparkasse AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7208,,50.999298,6.879002,Sparkasse KölnBonn AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7192,,51.000973,7.040144,Sparkasse AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7191,,51.002136,6.979349,Sparkasse KölnBonn AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7207,,51.011909,6.906238,Sparkasse KölnBonn AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7203,,51.014336,6.85328,Sparkasse KölnBonn AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7193,,51.022327,7.049183,Linden-Apotheke AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7204,,51.022385,6.897215,Sparkasse KölnBonn AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7194,,51.024544,7.044704,Neue Apotheke AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7206,,51.025204,6.958846,Sparkasse KölnBonn AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7205,,51.028622,6.911656,Exxonmobil Chemicals AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7198,,51.031555,6.987895,Doc Moris Apotheke AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7199,,51.031837,6.984054,Markt Apotheke AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7195,,51.031853,7.04649,Die Krey Apotheke AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7196,,51.034222,7.049956,Carl Duisberg Apotheke AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7197,,51.035862,7.050251,HIT Markt AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7200,,51.03833,7.003087,Bayer 04 Leverkusen AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7201,,51.041531,6.985191,MHD Malteser Hilfsdienst AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,2593,,51.057098,6.84686,Public Golf Course Cologne AED,0
https://s3.amazonaws.com/cs-poi-icon/ilcor-aed-icon.jpg,7202,,51.062996,6.861026,Sparkasse KölnBonn AED,0
