date,time_from,time_to,feedin
2005-09-01,00:00,00:15,18897
2005-09-01,00:15,00:30,18792
2005-09-01,00:30,00:45,18665
2005-09-01,00:45,01:00,18397
2005-09-01,01:00,01:15,18232
2005-09-01,01:15,01:30,18078
2005-09-01,01:30,01:45,17838
2005-09-01,01:45,02:00,17712
2005-09-01,02:00,02:15,17836
2005-09-01,02:15,02:30,17751
2005-09-01,02:30,02:45,17680
2005-09-01,02:45,03:00,17752
2005-09-01,03:00,03:15,17859
2005-09-01,03:15,03:30,17852
2005-09-01,03:30,03:45,17910
2005-09-01,03:45,04:00,17898
2005-09-01,04:00,04:15,18031
2005-09-01,04:15,04:30,17982
2005-09-01,04:30,04:45,17845
2005-09-01,04:45,05:00,18061
2005-09-01,05:00,05:15,18099
2005-09-01,05:15,05:30,18161
2005-09-01,05:30,05:45,18353
2005-09-01,05:45,06:00,18886
2005-09-01,06:00,06:15,19956
2005-09-01,06:15,06:30,20220
2005-09-01,06:30,06:45,20694
2005-09-01,06:45,07:00,21205
2005-09-01,07:00,07:15,21966
2005-09-01,07:15,07:30,22073
2005-09-01,07:30,07:45,22489
2005-09-01,07:45,08:00,22706
2005-09-01,08:00,08:15,22959
2005-09-01,08:15,08:30,23270
2005-09-01,08:30,08:45,22550
2005-09-01,08:45,09:00,23323
2005-09-01,09:00,09:15,23408
2005-09-01,09:15,09:30,23639
2005-09-01,09:30,09:45,23683
2005-09-01,09:45,10:00,23555
2005-09-01,10:00,10:15,23751
2005-09-01,10:15,10:30,23842
2005-09-01,10:30,10:45,23801
2005-09-01,10:45,11:00,24002
2005-09-01,11:00,11:15,24217
2005-09-01,11:15,11:30,24362
2005-09-01,11:30,11:45,23640
2005-09-01,11:45,12:00,24218
2005-09-01,12:00,12:15,23799
2005-09-01,12:15,12:30,23875
2005-09-01,12:30,12:45,23930
2005-09-01,12:45,13:00,23931
2005-09-01,13:00,13:15,23860
2005-09-01,13:15,13:30,23944
2005-09-01,13:30,13:45,23655
2005-09-01,13:45,14:00,23578
2005-09-01,14:00,14:15,23584
2005-09-01,14:15,14:30,23499
2005-09-01,14:30,14:45,23466
2005-09-01,14:45,15:00,22743
2005-09-01,15:00,15:15,23403
2005-09-01,15:15,15:30,23265
2005-09-01,15:30,15:45,22963
2005-09-01,15:45,16:00,22983
2005-09-01,16:00,16:15,22696
2005-09-01,16:15,16:30,22818
2005-09-01,16:30,16:45,22864
2005-09-01,16:45,17:00,22795
2005-09-01,17:00,17:15,22797
2005-09-01,17:15,17:30,22645
2005-09-01,17:30,17:45,22643
2005-09-01,17:45,18:00,22604
