date,time_from,time_to,feedin
2007-01-01,00:00,01:00,3026
2007-01-01,01:00,02:00,2991
2007-01-01,02:00,03:00,2984
2007-01-01,03:00,04:00,2995
2007-01-01,04:00,05:00,3004
2007-01-01,05:00,06:00,2985
2007-01-01,06:00,07:00,2983
2007-01-01,07:00,08:00,3020
2007-01-01,08:00,09:00,3075
2007-01-01,09:00,10:00,3112
2007-01-01,10:00,11:00,3115
2007-01-01,11:00,12:00,3128
2007-01-01,12:00,13:00,3118
2007-01-01,13:00,14:00,3087
2007-01-01,14:00,15:00,3015
2007-01-01,15:00,16:00,2880
2007-01-01,16:00,17:00,2679
2007-01-01,17:00,18:00,2441
2007-01-01,18:00,19:00,2246
2007-01-01,19:00,20:00,2142
2007-01-01,20:00,21:00,2103
2007-01-01,21:00,22:00,2098
2007-01-01,22:00,23:00,2098
2007-01-01,23:00,00:00,2058
2007-01-02,00:00,01:00,1404
2007-01-02,01:00,02:00,1334
2007-01-02,02:00,03:00,1308
2007-01-02,03:00,04:00,1398
2007-01-02,04:00,05:00,1575
2007-01-02,05:00,06:00,1793
2007-01-02,06:00,07:00,2007
2007-01-02,07:00,08:00,2139
2007-01-02,08:00,09:00,2222
2007-01-02,09:00,10:00,2293
2007-01-02,10:00,11:00,2343
2007-01-02,11:00,12:00,2373
2007-01-02,12:00,13:00,2356
2007-01-02,13:00,14:00,2302
2007-01-02,14:00,15:00,2198
2007-01-02,15:00,16:00,2009
2007-01-02,16:00,17:00,1811
2007-01-02,17:00,18:00,1681
2007-01-02,18:00,19:00,1618
2007-01-02,19:00,20:00,1613
2007-01-02,20:00,21:00,1618
2007-01-02,21:00,22:00,1596
2007-01-02,22:00,23:00,1555
2007-01-02,23:00,00:00,1478
2007-01-03,00:00,01:00,1096
2007-01-03,01:00,02:00,1065
2007-01-03,02:00,03:00,1056
2007-01-03,03:00,04:00,1057
2007-01-03,04:00,05:00,1030
2007-01-03,05:00,06:00,1028
2007-01-03,06:00,07:00,1063
2007-01-03,07:00,08:00,1131
2007-01-03,08:00,09:00,1211
2007-01-03,09:00,10:00,1327
2007-01-03,10:00,11:00,1530
2007-01-03,11:00,12:00,1799
2007-01-03,12:00,13:00,2048
2007-01-03,13:00,14:00,2245
2007-01-03,14:00,15:00,2367
2007-01-03,15:00,16:00,2470
2007-01-03,16:00,17:00,2513
2007-01-03,17:00,18:00,2536
2007-01-03,18:00,19:00,2549
2007-01-03,19:00,20:00,2550
2007-01-03,20:00,21:00,2580
2007-01-03,21:00,22:00,2644
2007-01-03,22:00,23:00,2714
2007-01-03,23:00,00:00,2756
2007-01-04,00:00,01:00,2969
2007-01-04,01:00,02:00,3010
2007-01-04,02:00,03:00,3012
