Nr,Name,MaxSchnellmeldungen,AnzSchnellmeldungen,Wahlberechtigte,abgegeben,Wahlbeteiligung,gültigeStimmzettel,gültig,ungültigeStimmzettel,ungültig,gültig2,ungültig2,CDU,CDU_Proz,Z_CDU,Z_CDU_Proz,SPD,SPD_Proz,Z_SPD,Z_SPD_Proz,FDP,FDP_Proz,Z_FDP,Z_FDP_Proz,GRÜNE,GRÜNE_Proz,Z_GRÜNE,Z_GRÜNE_Proz,DIE LINKE,DIE LINKE_Proz,Z_DIE LINKE,Z_DIE LINKE_Proz,PIRATEN,PIRATEN_Proz,Z_PIRATEN,Z_PIRATEN_Proz,NPD,NPD_Proz,Z_NPD,Z_NPD_Proz,REP,REP_Proz,Z_REP,Z_REP_Proz,Bündnis 21/RRP,Bündnis 21/RRP_Proz,Z_Bündnis 21/RRP,Z_Bündnis 21/RRP_Proz,Volksabstimmung,Volksabstimmung_Proz,Z_Volksabstimmung,Z_Volksabstimmung_Proz,ÖDP,ÖDP_Proz,Z_ÖDP,Z_ÖDP_Proz,MLPD,MLPD_Proz,Z_MLPD,Z_MLPD_Proz,BüSo,BüSo_Proz,Z_BüSo,Z_BüSo_Proz,PSG,PSG_Proz,Z_PSG,Z_PSG_Proz,AfD,AfD_Proz,Z_AfD,Z_AfD_Proz,BIG,BIG_Proz,Z_BIG,Z_BIG_Proz,pro Deutschland,pro Deutschland_Proz,Z_pro Deutschland,Z_pro Deutschland_Proz,DIE RECHTE,DIE RECHTE_Proz,Z_DIE RECHTE,Z_DIE RECHTE_Proz,FREIE WÄHLER,FREIE WÄHLER_Proz,Z_FREIE WÄHLER,Z_FREIE WÄHLER_Proz,Partei der Nichtwähler,Partei der Nichtwähler_Proz,Z_Partei der Nichtwähler,Z_Partei der Nichtwähler_Proz,Partei der Vernunft,Partei der Vernunft_Proz,Z_Partei der Vernunft,Z_Partei der Vernunft_Proz,Die PARTEI,Die PARTEI_Proz,Z_Die PARTEI,Z_Die PARTEI_Proz,_unnamed
093,Köln I,267,267,191277,132837,6945,,131392,,1445,131602,1235,48232,3671,43863,3333,48632,3701,40759,3097,3243,247,7235,550,13513,1028,16056,1220,8583,653,10709,814,3361,256.0,3501,266,1329,101.0,1032,78.0,0,0.0,168,13.0,0,0.0,80,6.0,0,0.0,208,16.0,0,0.0,204,16.0,0,0.0,73,6.0,170,13.0,61,5.0,0,0.0,31,2.0,3885,296.0,5367,408,0,0.0,254,19.0,0,0.0,411,31.0,0,0.0,18,1.0,444,34.0,337,26.0,0,0.0,241,18.0,0,0.0,111,8.0,0,0.0,883,67.0,
094,Köln II,347,347,233118,184162,7900,,182684,,1478,183019,1143,73011,3997,64909,3547,59975,3283,48190,2633,4762,261,14871,813,26426,1447,28642,1565,9521,521,12689,693,3677,201.0,4072,222,783,43.0,596,33.0,0,0.0,103,6.0,0,0.0,53,3.0,0,0.0,213,12.0,0,0.0,328,18.0,0,0.0,43,2.0,107,6.0,38,2.0,0,0.0,37,2.0,3839,210.0,5955,325,0,0.0,132,7.0,0,0.0,245,13.0,0,0.0,10,1.0,583,32.0,403,22.0,0,0.0,364,20.0,0,0.0,96,5.0,0,0.0,1030,56.0,
095,Köln III,280,280,201922,141714,7018,,139949,,1765,140346,1368,45999,3287,42902,3057,55021,3932,44240,3152,3158,226,6339,452,18046,1289,20905,1490,10883,778,12960,923,4161,297.0,3789,270,1750,125.0,1057,75.0,0,0.0,151,11.0,0,0.0,67,5.0,0,0.0,248,18.0,0,0.0,263,19.0,0,0.0,57,4.0,203,15.0,59,4.0,0,0.0,34,2.0,0,0.0,4513,322,0,0.0,381,27.0,0,0.0,488,35.0,0,0.0,27,2.0,728,52.0,405,29.0,0,0.0,293,21.0,0,0.0,127,9.0,0,0.0,1041,74.0,
101,Leverkusen - Köln IV,264,264,214098,150030,7008,,147944,,2086,148440,1590,58201,3934,52884,3563,61172,4135,48511,3268,3447,233,7212,486,10589,716,14283,962,8554,578,10615,715,0,0.0,3816,257,2450,166.0,1578,106.0,0,0.0,177,12.0,0,0.0,65,4.0,0,0.0,315,21.0,0,0.0,202,14.0,398,27.0,164,11.0,0,0.0,30,2.0,0,0.0,23,2.0,0,0.0,5807,391,0,0.0,277,19.0,0,0.0,514,35.0,0,0.0,16,1.0,1604,108.0,632,43.0,0,0.0,230,15.0,0,0.0,96,6.0,1529,103.0,993,67.0,
