date,time_from,time_to,vertical_load
2004-12-01,00:00,00:15,17245
2004-12-01,00:15,00:30,17220
2004-12-01,00:30,00:45,16941
2004-12-01,00:45,01:00,16653
2004-12-01,01:00,01:15,16634
2004-12-01,01:15,01:30,16176
2004-12-01,01:30,01:45,16319
2004-12-01,01:45,02:00,16550
2004-12-01,02:00,02:15,16524
2004-12-01,02:15,02:30,16304
2004-12-01,02:30,02:45,16722
2004-12-01,02:45,03:00,16670
2004-12-01,03:00,03:15,16617
2004-12-01,03:15,03:30,16509
2004-12-01,03:30,03:45,16552
2004-12-01,03:45,04:00,16698
2004-12-01,04:00,04:15,16794
2004-12-01,04:15,04:30,16822
2004-12-01,04:30,04:45,16913
2004-12-01,04:45,05:00,17253
2004-12-01,05:00,05:15,17551
2004-12-01,05:15,05:30,17820
2004-12-01,05:30,05:45,18011
2004-12-01,05:45,06:00,18757
2004-12-01,06:00,06:15,19328
2004-12-01,06:15,06:30,19726
2004-12-01,06:30,06:45,20145
2004-12-01,06:45,07:00,20851
2004-12-01,07:00,07:15,21249
2004-12-01,07:15,07:30,21922
2004-12-01,07:30,07:45,22312
2004-12-01,07:45,08:00,22389
2004-12-01,08:00,08:15,22534
2004-12-01,08:15,08:30,22481
2004-12-01,08:30,08:45,22450
2004-12-01,08:45,09:00,22257
2004-12-01,09:00,09:15,22357
2004-12-01,09:15,09:30,22440
2004-12-01,09:30,09:45,22472
2004-12-01,09:45,10:00,22358
2004-12-01,10:00,10:15,22417
2004-12-01,10:15,10:30,22665
2004-12-01,10:30,10:45,22511
2004-12-01,10:45,11:00,22607
2004-12-01,11:00,11:15,22708
2004-12-01,11:15,11:30,22780
2004-12-01,11:30,11:45,23022
2004-12-01,11:45,12:00,22799
2004-12-01,12:00,12:15,23037
2004-12-01,12:15,12:30,23051
2004-12-01,12:30,12:45,23159
2004-12-01,12:45,13:00,23176
2004-12-01,13:00,13:15,23424
2004-12-01,13:15,13:30,23146
2004-12-01,13:30,13:45,22938
2004-12-01,13:45,14:00,22612
2004-12-01,14:00,14:15,22815
2004-12-01,14:15,14:30,22837
2004-12-01,14:30,14:45,22815
2004-12-01,14:45,15:00,22696
2004-12-01,15:00,15:15,23043
2004-12-01,15:15,15:30,22848
2004-12-01,15:30,15:45,22931
2004-12-01,15:45,16:00,22790
2004-12-01,16:00,16:15,22962
2004-12-01,16:15,16:30,23128
2004-12-01,16:30,16:45,23220
2004-12-01,16:45,17:00,23200
