date,time_from,time_to,vertical_load
2004-08-01,00:00,00:15,13036
2004-08-01,00:15,00:30,12925
2004-08-01,00:30,00:45,12663
2004-08-01,00:45,01:00,12504
2004-08-01,01:00,01:15,12595
2004-08-01,01:15,01:30,12343
2004-08-01,01:30,01:45,12268
2004-08-01,01:45,02:00,12274
2004-08-01,02:00,02:15,12198
2004-08-01,02:15,02:30,12042
2004-08-01,02:30,02:45,11944
2004-08-01,02:45,03:00,11837
2004-08-01,03:00,03:15,11817
2004-08-01,03:15,03:30,11855
2004-08-01,03:30,03:45,11720
2004-08-01,03:45,04:00,11665
2004-08-01,04:00,04:15,11695
2004-08-01,04:15,04:30,11739
2004-08-01,04:30,04:45,11875
2004-08-01,04:45,05:00,11773
2004-08-01,05:00,05:15,11859
2004-08-01,05:15,05:30,11809
2004-08-01,05:30,05:45,11707
2004-08-01,05:45,06:00,11406
2004-08-01,06:00,06:15,11547
2004-08-01,06:15,06:30,11577
2004-08-01,06:30,06:45,11924
2004-08-01,06:45,07:00,11977
2004-08-01,07:00,07:15,12118
2004-08-01,07:15,07:30,12195
2004-08-01,07:30,07:45,12439
2004-08-01,07:45,08:00,12701
2004-08-01,08:00,08:15,13180
2004-08-01,08:15,08:30,13274
2004-08-01,08:30,08:45,13609
2004-08-01,08:45,09:00,13665
2004-08-01,09:00,09:15,14068
2004-08-01,09:15,09:30,14332
2004-08-01,09:30,09:45,14432
2004-08-01,09:45,10:00,14432
2004-08-01,10:00,10:15,14554
2004-08-01,10:15,10:30,14758
2004-08-01,10:30,10:45,14882
2004-08-01,10:45,11:00,14966
2004-08-01,11:00,11:15,15241
2004-08-01,11:15,11:30,15294
2004-08-01,11:30,11:45,15328
2004-08-01,11:45,12:00,15320
2004-08-01,12:00,12:15,15256
2004-08-01,12:15,12:30,15165
2004-08-01,12:30,12:45,14995
2004-08-01,12:45,13:00,14749
2004-08-01,13:00,13:15,14637
2004-08-01,13:15,13:30,14568
2004-08-01,13:30,13:45,14349
2004-08-01,13:45,14:00,14208
2004-08-01,14:00,14:15,14031
2004-08-01,14:15,14:30,13995
2004-08-01,14:30,14:45,13845
2004-08-01,14:45,15:00,13781
2004-08-01,15:00,15:15,13957
2004-08-01,15:15,15:30,13853
2004-08-01,15:30,15:45,13791
2004-08-01,15:45,16:00,13878
2004-08-01,16:00,16:15,13964
2004-08-01,16:15,16:30,13927
2004-08-01,16:30,16:45,13816
2004-08-01,16:45,17:00,13879
2004-08-01,17:00,17:15,13884
2004-08-01,17:15,17:30,14139
2004-08-01,17:30,17:45,14362
2004-08-01,17:45,18:00,14333
2004-08-01,18:00,18:15,14401
2004-08-01,18:15,18:30,14605
2004-08-01,18:30,18:45,14496
2004-08-01,18:45,19:00,14515
2004-08-01,19:00,19:15,14661
2004-08-01,19:15,19:30,14709
2004-08-01,19:30,19:45,14580
2004-08-01,19:45,20:00,14430
2004-08-01,20:00,20:15,14529
2004-08-01,20:15,20:30,14294
2004-08-01,20:30,20:45,14277
2004-08-01,20:45,21:00,14253
2004-08-01,21:00,21:15,14528
2004-08-01,21:15,21:30,14554
2004-08-01,21:30,21:45,14901
2004-08-01,21:45,22:00,15100
2004-08-01,22:00,22:15,14999
2004-08-01,22:15,22:30,14831
2004-08-01,22:30,22:45,14488
2004-08-01,22:45,23:00,14178
2004-08-01,23:00,23:15,13934
2004-08-01,23:15,23:30,13622
2004-08-01,23:30,23:45,13394
2004-08-01,23:45,00:00,12983
2004-08-02,00:00,00:15,13027
2004-08-02,00:15,00:30,13035
2004-08-02,00:30,00:45,12715
2004-08-02,00:45,01:00,12452
2004-08-02,01:00,01:15,12375
2004-08-02,01:15,01:30,12393
2004-08-02,01:30,01:45,12365
2004-08-02,01:45,02:00,12260
2004-08-02,02:00,02:15,12362
2004-08-02,02:15,02:30,12130
2004-08-02,02:30,02:45,12172
2004-08-02,02:45,03:00,12138
2004-08-02,03:00,03:15,12180
2004-08-02,03:15,03:30,12256
2004-08-02,03:30,03:45,12308
2004-08-02,03:45,04:00,12242
2004-08-02,04:00,04:15,12594
2004-08-02,04:15,04:30,12489
2004-08-02,04:30,04:45,12692
2004-08-02,04:45,05:00,12648
2004-08-02,05:00,05:15,13107
2004-08-02,05:15,05:30,13275
2004-08-02,05:30,05:45,13429
2004-08-02,05:45,06:00,13866
2004-08-02,06:00,06:15,15278
2004-08-02,06:15,06:30,15628
2004-08-02,06:30,06:45,16313
2004-08-02,06:45,07:00,16587
2004-08-02,07:00,07:15,17120
2004-08-02,07:15,07:30,17520
2004-08-02,07:30,07:45,18094
2004-08-02,07:45,08:00,18430
2004-08-02,08:00,08:15,18840
2004-08-02,08:15,08:30,19150
2004-08-02,08:30,08:45,19406
2004-08-02,08:45,09:00,19232
2004-08-02,09:00,09:15,19261
