date,time_from,time_to,forecast,actual_feedin
2014-07-01,00:00,00:15,0,0
2014-07-01,00:15,00:30,0,0
2014-07-01,00:30,00:45,0,0
2014-07-01,00:45,01:00,0,0
2014-07-01,01:00,01:15,0,0
2014-07-01,01:15,01:30,0,0
2014-07-01,01:30,01:45,0,0
2014-07-01,01:45,02:00,0,0
2014-07-01,02:00,02:15,0,0
2014-07-01,02:15,02:30,0,0
2014-07-01,02:30,02:45,0,0
2014-07-01,02:45,03:00,0,0
2014-07-01,03:00,03:15,0,0
2014-07-01,03:15,03:30,0,0
2014-07-01,03:30,03:45,0,0
2014-07-01,03:45,04:00,0,0
2014-07-01,04:00,04:15,0,0
2014-07-01,04:15,04:30,0,0
2014-07-01,04:30,04:45,0,0
2014-07-01,04:45,05:00,0,0
2014-07-01,05:00,05:15,0,7
2014-07-01,05:15,05:30,0,22
2014-07-01,05:30,05:45,0,62
2014-07-01,05:45,06:00,63,133
2014-07-01,06:00,06:15,125,200
2014-07-01,06:15,06:30,188,310
2014-07-01,06:30,06:45,250,412
2014-07-01,06:45,07:00,454,518
2014-07-01,07:00,07:15,658,666
2014-07-01,07:15,07:30,852,861
2014-07-01,07:30,07:45,1046,1136
2014-07-01,07:45,08:00,1292,1430
2014-07-01,08:00,08:15,1538,1716
2014-07-01,08:15,08:30,1788,2087
2014-07-01,08:30,08:45,2037,2358
2014-07-01,08:45,09:00,2331,2646
2014-07-01,09:00,09:15,2625,2940
2014-07-01,09:15,09:30,2920,3263
2014-07-01,09:30,09:45,3215,3569
2014-07-01,09:45,10:00,3481,3777
2014-07-01,10:00,10:15,3748,3993
2014-07-01,10:15,10:30,4012,4208
2014-07-01,10:30,10:45,4276,4386
2014-07-01,10:45,11:00,4450,4487
2014-07-01,11:00,11:15,4625,4664
2014-07-01,11:15,11:30,4795,4753
2014-07-01,11:30,11:45,4966,4829
2014-07-01,11:45,12:00,5105,4876
2014-07-01,12:00,12:15,5244,4921
2014-07-01,12:15,12:30,5378,4898
2014-07-01,12:30,12:45,5513,4943
2014-07-01,12:45,13:00,5520,4949
2014-07-01,13:00,13:15,5527,4949
2014-07-01,13:15,13:30,5530,4923
2014-07-01,13:30,13:45,5532,4913
2014-07-01,13:45,14:00,5458,4877
2014-07-01,14:00,14:15,5384,4810
2014-07-01,14:15,14:30,5305,4716
2014-07-01,14:30,14:45,5227,4707
2014-07-01,14:45,15:00,5083,4628
2014-07-01,15:00,15:15,4939,4540
2014-07-01,15:15,15:30,4792,4400
2014-07-01,15:30,15:45,4644,4264
2014-07-01,15:45,16:00,4423,4121
2014-07-01,16:00,16:15,4201,4017
2014-07-01,16:15,16:30,3977,3803
2014-07-01,16:30,16:45,3754,3625
2014-07-01,16:45,17:00,3505,3412
2014-07-01,17:00,17:15,3256,3199
2014-07-01,17:15,17:30,3007,2998
2014-07-01,17:30,17:45,2758,2800
2014-07-01,17:45,18:00,2516,2566
2014-07-01,18:00,18:15,2274,2343
2014-07-01,18:15,18:30,2033,2078
2014-07-01,18:30,18:45,1792,1833
2014-07-01,18:45,19:00,1577,1562
2014-07-01,19:00,19:15,1362,1327
2014-07-01,19:15,19:30,1149,1109
2014-07-01,19:30,19:45,936,925
2014-07-01,19:45,20:00,774,746
2014-07-01,20:00,20:15,612,602
2014-07-01,20:15,20:30,435,476
2014-07-01,20:30,20:45,259,350
2014-07-01,20:45,21:00,194,235
2014-07-01,21:00,21:15,129,146
2014-07-01,21:15,21:30,65,92
2014-07-01,21:30,21:45,0,51
2014-07-01,21:45,22:00,0,23
2014-07-01,22:00,22:15,0,0
2014-07-01,22:15,22:30,0,0
2014-07-01,22:30,22:45,0,0
2014-07-01,22:45,23:00,0,0
2014-07-01,23:00,23:15,0,0
2014-07-01,23:15,23:30,0,0
2014-07-01,23:30,23:45,0,0
2014-07-01,23:45,00:00,0,0
2014-07-02,00:00,00:15,0,0
2014-07-02,00:15,00:30,0,0
2014-07-02,00:30,00:45,0,0
2014-07-02,00:45,01:00,0,0
2014-07-02,01:00,01:15,0,0
2014-07-02,01:15,01:30,0,0
2014-07-02,01:30,01:45,0,0
2014-07-02,01:45,02:00,0,0
2014-07-02,02:00,02:15,0,0
2014-07-02,02:15,02:30,0,0
2014-07-02,02:30,02:45,0,0
2014-07-02,02:45,03:00,0,0
2014-07-02,03:00,03:15,0,0
2014-07-02,03:15,03:30,0,0
2014-07-02,03:30,03:45,0,0
2014-07-02,03:45,04:00,0,0
2014-07-02,04:00,04:15,0,0
2014-07-02,04:15,04:30,0,0
2014-07-02,04:30,04:45,0,0
2014-07-02,04:45,05:00,0,1
2014-07-02,05:00,05:15,0,4
2014-07-02,05:15,05:30,0,11
2014-07-02,05:30,05:45,0,54
2014-07-02,05:45,06:00,41,111
2014-07-02,06:00,06:15,82,167
2014-07-02,06:15,06:30,124,264
2014-07-02,06:30,06:45,165,366
2014-07-02,06:45,07:00,343,458
2014-07-02,07:00,07:15,522,580
2014-07-02,07:15,07:30,691,763
2014-07-02,07:30,07:45,861,985
2014-07-02,07:45,08:00,1068,1184
2014-07-02,08:00,08:15,1275,1436
2014-07-02,08:15,08:30,1485,1648
2014-07-02,08:30,08:45,1694,1843
2014-07-02,08:45,09:00,1939,2032
2014-07-02,09:00,09:15,2184,2226
2014-07-02,09:15,09:30,2429,2444
2014-07-02,09:30,09:45,2673,2642
2014-07-02,09:45,10:00,2927,2794
2014-07-02,10:00,10:15,3180,2961
2014-07-02,10:15,10:30,3430,3106
2014-07-02,10:30,10:45,3681,3196
2014-07-02,10:45,11:00,3862,3277
2014-07-02,11:00,11:15,4042,3339
2014-07-02,11:15,11:30,4221,3390
2014-07-02,11:30,11:45,4399,3396
2014-07-02,11:45,12:00,4524,3409
2014-07-02,12:00,12:15,4648,3425
2014-07-02,12:15,12:30,4771,3454
2014-07-02,12:30,12:45,4894,3510
2014-07-02,12:45,13:00,4933,3559
2014-07-02,13:00,13:15,4972,3655
2014-07-02,13:15,13:30,5009,3704
2014-07-02,13:30,13:45,5047,3757
2014-07-02,13:45,14:00,5033,3803
2014-07-02,14:00,14:15,5019,3853
2014-07-02,14:15,14:30,5003,3874
2014-07-02,14:30,14:45,4986,3861
2014-07-02,14:45,15:00,4859,3867
2014-07-02,15:00,15:15,4732,3842
2014-07-02,15:15,15:30,4601,3769
2014-07-02,15:30,15:45,4470,3679
2014-07-02,15:45,16:00,4301,3566
2014-07-02,16:00,16:15,4131,3469
2014-07-02,16:15,16:30,3958,3339
2014-07-02,16:30,16:45,3785,3204
2014-07-02,16:45,17:00,3562,3047
2014-07-02,17:00,17:15,3338,2873
2014-07-02,17:15,17:30,3113,2691
2014-07-02,17:30,17:45,2887,2514
2014-07-02,17:45,18:00,2637,2335
2014-07-02,18:00,18:15,2387,2200
2014-07-02,18:15,18:30,2137,2018
2014-07-02,18:30,18:45,1886,1821
2014-07-02,18:45,19:00,1667,1631
2014-07-02,19:00,19:15,1448,1454
2014-07-02,19:15,19:30,1230,1247
2014-07-02,19:30,19:45,1013,1058
2014-07-02,19:45,20:00,836,846
2014-07-02,20:00,20:15,659,681
2014-07-02,20:15,20:30,465,526
2014-07-02,20:30,20:45,270,395
2014-07-02,20:45,21:00,203,259
2014-07-02,21:00,21:15,135,157
2014-07-02,21:15,21:30,68,99
2014-07-02,21:30,21:45,0,54
2014-07-02,21:45,22:00,0,26
2014-07-02,22:00,22:15,0,0
2014-07-02,22:15,22:30,0,0
2014-07-02,22:30,22:45,0,0
2014-07-02,22:45,23:00,0,0
2014-07-02,23:00,23:15,0,0
2014-07-02,23:15,23:30,0,0
2014-07-02,23:30,23:45,0,0
2014-07-02,23:45,00:00,0,0
2014-07-03,00:00,00:15,0,0
2014-07-03,00:15,00:30,0,0
2014-07-03,00:30,00:45,0,0
2014-07-03,00:45,01:00,0,0
2014-07-03,01:00,01:15,0,0
2014-07-03,01:15,01:30,0,0
2014-07-03,01:30,01:45,0,0
2014-07-03,01:45,02:00,0,0
2014-07-03,02:00,02:15,0,0
2014-07-03,02:15,02:30,0,0
2014-07-03,02:30,02:45,0,0
2014-07-03,02:45,03:00,0,0
2014-07-03,03:00,03:15,0,0
2014-07-03,03:15,03:30,0,0
2014-07-03,03:30,03:45,0,0
2014-07-03,03:45,04:00,0,0
2014-07-03,04:00,04:15,0,0
2014-07-03,04:15,04:30,0,0
2014-07-03,04:30,04:45,0,0
2014-07-03,04:45,05:00,0,0
2014-07-03,05:00,05:15,0,5
2014-07-03,05:15,05:30,0,19
2014-07-03,05:30,05:45,0,56
2014-07-03,05:45,06:00,0,116
2014-07-03,06:00,06:15,0,174
2014-07-03,06:15,06:30,0,281
2014-07-03,06:30,06:45,0,395
2014-07-03,06:45,07:00,266,498
2014-07-03,07:00,07:15,533,631
2014-07-03,07:15,07:30,713,859
2014-07-03,07:30,07:45,894,1144
2014-07-03,07:45,08:00,1116,1406
2014-07-03,08:00,08:15,1338,1706
2014-07-03,08:15,08:30,1593,1995
2014-07-03,08:30,08:45,1847,2276
2014-07-03,08:45,09:00,2123,2565
2014-07-03,09:00,09:15,2398,2809
2014-07-03,09:15,09:30,2678,3097
2014-07-03,09:30,09:45,2958,3423
2014-07-03,09:45,10:00,3225,3721
2014-07-03,10:00,10:15,3492,4023
2014-07-03,10:15,10:30,3738,4333
2014-07-03,10:30,10:45,3984,4616
2014-07-03,10:45,11:00,4204,4826
2014-07-03,11:00,11:15,4423,5021
2014-07-03,11:15,11:30,4611,5160
2014-07-03,11:30,11:45,4800,5318
2014-07-03,11:45,12:00,4954,5466
2014-07-03,12:00,12:15,5107,5601
2014-07-03,12:15,12:30,5223,5720
2014-07-03,12:30,12:45,5338,5810
2014-07-03,12:45,13:00,5412,5826
2014-07-03,13:00,13:15,5487,5837
2014-07-03,13:15,13:30,5517,5827
2014-07-03,13:30,13:45,5548,5819
2014-07-03,13:45,14:00,5534,5771
