date,time_from,time_to,demand
2016-02-01,00:00,00:15,18576
2016-02-01,00:15,00:30,18440
2016-02-01,00:30,00:45,18278
2016-02-01,00:45,01:00,18134
2016-02-01,01:00,01:15,17968
2016-02-01,01:15,01:30,17914
2016-02-01,01:30,01:45,17866
2016-02-01,01:45,02:00,17867
2016-02-01,02:00,02:15,17783
2016-02-01,02:15,02:30,17799
2016-02-01,02:30,02:45,17881
2016-02-01,02:45,03:00,17912
2016-02-01,03:00,03:15,17984
2016-02-01,03:15,03:30,18043
2016-02-01,03:30,03:45,18090
2016-02-01,03:45,04:00,18220
2016-02-01,04:00,04:15,18428
2016-02-01,04:15,04:30,18493
2016-02-01,04:30,04:45,18608
2016-02-01,04:45,05:00,18760
2016-02-01,05:00,05:15,19317
2016-02-01,05:15,05:30,19586
2016-02-01,05:30,05:45,19940
2016-02-01,05:45,06:00,20458
2016-02-01,06:00,06:15,21618
2016-02-01,06:15,06:30,22470
2016-02-01,06:30,06:45,23189
2016-02-01,06:45,07:00,23783
2016-02-01,07:00,07:15,24540
2016-02-01,07:15,07:30,24826
2016-02-01,07:30,07:45,25033
2016-02-01,07:45,08:00,25181
2016-02-01,08:00,08:15,25626
2016-02-01,08:15,08:30,25841
2016-02-01,08:30,08:45,25973
2016-02-01,08:45,09:00,25994
2016-02-01,09:00,09:15,26005
2016-02-01,09:15,09:30,26183
2016-02-01,09:30,09:45,26244
2016-02-01,09:45,10:00,26349
2016-02-01,10:00,10:15,26491
2016-02-01,10:15,10:30,26548
2016-02-01,10:30,10:45,26668
2016-02-01,10:45,11:00,26823
2016-02-01,11:00,11:15,26957
2016-02-01,11:15,11:30,27152
2016-02-01,11:30,11:45,27246
2016-02-01,11:45,12:00,27298
2016-02-01,12:00,12:15,27103
2016-02-01,12:15,12:30,27138
2016-02-01,12:30,12:45,27250
2016-02-01,12:45,13:00,27241
2016-02-01,13:00,13:15,27265
2016-02-01,13:15,13:30,27132
2016-02-01,13:30,13:45,26946
2016-02-01,13:45,14:00,26599
2016-02-01,14:00,14:15,26561
2016-02-01,14:15,14:30,26615
2016-02-01,14:30,14:45,26512
