date,time_from,time_to,production
2013-12-01,00:00,00:15,21466
2013-12-01,00:15,00:30,21273
2013-12-01,00:30,00:45,21182
2013-12-01,00:45,01:00,21075
2013-12-01,01:00,01:15,20600
2013-12-01,01:15,01:30,20499
2013-12-01,01:30,01:45,20393
2013-12-01,01:45,02:00,20303
2013-12-01,02:00,02:15,20152
2013-12-01,02:15,02:30,20128
2013-12-01,02:30,02:45,20101
2013-12-01,02:45,03:00,20118
2013-12-01,03:00,03:15,19991
2013-12-01,03:15,03:30,20024
2013-12-01,03:30,03:45,20067
2013-12-01,03:45,04:00,20196
2013-12-01,04:00,04:15,20251
2013-12-01,04:15,04:30,20254
2013-12-01,04:30,04:45,20223
2013-12-01,04:45,05:00,20150
2013-12-01,05:00,05:15,20004
2013-12-01,05:15,05:30,19900
2013-12-01,05:30,05:45,19752
2013-12-01,05:45,06:00,19536
2013-12-01,06:00,06:15,19511
2013-12-01,06:15,06:30,19371
2013-12-01,06:30,06:45,19414
2013-12-01,06:45,07:00,19323
2013-12-01,07:00,07:15,19929
2013-12-01,07:15,07:30,19989
2013-12-01,07:30,07:45,20146
2013-12-01,07:45,08:00,20545
2013-12-01,08:00,08:15,20467
2013-12-01,08:15,08:30,20751
2013-12-01,08:30,08:45,21015
2013-12-01,08:45,09:00,21320
2013-12-01,09:00,09:15,22127
2013-12-01,09:15,09:30,22343
2013-12-01,09:30,09:45,22540
2013-12-01,09:45,10:00,22754
2013-12-01,10:00,10:15,23130
2013-12-01,10:15,10:30,23339
2013-12-01,10:30,10:45,23540
2013-12-01,10:45,11:00,23731
2013-12-01,11:00,11:15,24354
2013-12-01,11:15,11:30,24572
2013-12-01,11:30,11:45,24707
2013-12-01,11:45,12:00,24616
2013-12-01,12:00,12:15,24195
2013-12-01,12:15,12:30,24119
2013-12-01,12:30,12:45,24045
2013-12-01,12:45,13:00,23914
2013-12-01,13:00,13:15,23749
2013-12-01,13:15,13:30,23613
2013-12-01,13:30,13:45,23392
2013-12-01,13:45,14:00,23239
2013-12-01,14:00,14:15,22969
