date,time_from,time_to,production
2016-04-01,00:00,00:15,29879
2016-04-01,00:15,00:30,29523
2016-04-01,00:30,00:45,29261
2016-04-01,00:45,01:00,29202
2016-04-01,01:00,01:15,28688
2016-04-01,01:15,01:30,28427
2016-04-01,01:30,01:45,28373
2016-04-01,01:45,02:00,28364
2016-04-01,02:00,02:15,27961
2016-04-01,02:15,02:30,27883
2016-04-01,02:30,02:45,27830
2016-04-01,02:45,03:00,27929
2016-04-01,03:00,03:15,28014
2016-04-01,03:15,03:30,27903
2016-04-01,03:30,03:45,27972
2016-04-01,03:45,04:00,28155
2016-04-01,04:00,04:15,28241
2016-04-01,04:15,04:30,28172
2016-04-01,04:30,04:45,28420
2016-04-01,04:45,05:00,28638
2016-04-01,05:00,05:15,30088
2016-04-01,05:15,05:30,30172
2016-04-01,05:30,05:45,30555
2016-04-01,05:45,06:00,31011
2016-04-01,06:00,06:15,32211
2016-04-01,06:15,06:30,32650
2016-04-01,06:30,06:45,33227
2016-04-01,06:45,07:00,33529
2016-04-01,07:00,07:15,34605
2016-04-01,07:15,07:30,34861
2016-04-01,07:30,07:45,35184
2016-04-01,07:45,08:00,35545
2016-04-01,08:00,08:15,37952
2016-04-01,08:15,08:30,38148
2016-04-01,08:30,08:45,38526
2016-04-01,08:45,09:00,38983
2016-04-01,09:00,09:15,40230
2016-04-01,09:15,09:30,40476
2016-04-01,09:30,09:45,40782
2016-04-01,09:45,10:00,41146
2016-04-01,10:00,10:15,42253
2016-04-01,10:15,10:30,42435
2016-04-01,10:30,10:45,42652
2016-04-01,10:45,11:00,42982
2016-04-01,11:00,11:15,43767
2016-04-01,11:15,11:30,43834
2016-04-01,11:30,11:45,43972
2016-04-01,11:45,12:00,44038
2016-04-01,12:00,12:15,44515
2016-04-01,12:15,12:30,44468
2016-04-01,12:30,12:45,44353
2016-04-01,12:45,13:00,44349
2016-04-01,13:00,13:15,43716
2016-04-01,13:15,13:30,43590
2016-04-01,13:30,13:45,43426
2016-04-01,13:45,14:00,43326
2016-04-01,14:00,14:15,43171
2016-04-01,14:15,14:30,42914
2016-04-01,14:30,14:45,42746
2016-04-01,14:45,15:00,42603
2016-04-01,15:00,15:15,42064
2016-04-01,15:15,15:30,41835
2016-04-01,15:30,15:45,41460
2016-04-01,15:45,16:00,41304
2016-04-01,16:00,16:15,39971
2016-04-01,16:15,16:30,39706
2016-04-01,16:30,16:45,39340
2016-04-01,16:45,17:00,39116
2016-04-01,17:00,17:15,37573
2016-04-01,17:15,17:30,37225
2016-04-01,17:30,17:45,37122
2016-04-01,17:45,18:00,37055
2016-04-01,18:00,18:15,35859
2016-04-01,18:15,18:30,35706
2016-04-01,18:30,18:45,35501
2016-04-01,18:45,19:00,35314
2016-04-01,19:00,19:15,34213
2016-04-01,19:15,19:30,34033
2016-04-01,19:30,19:45,33854
2016-04-01,19:45,20:00,33791
2016-04-01,20:00,20:15,34221
2016-04-01,20:15,20:30,33992
2016-04-01,20:30,20:45,33742
2016-04-01,20:45,21:00,33629
2016-04-01,21:00,21:15,33709
2016-04-01,21:15,21:30,33430
2016-04-01,21:30,21:45,33214
2016-04-01,21:45,22:00,33037
2016-04-01,22:00,22:15,31494
2016-04-01,22:15,22:30,31184
2016-04-01,22:30,22:45,30843
2016-04-01,22:45,23:00,30464
2016-04-01,23:00,23:15,28191
2016-04-01,23:15,23:30,27565
2016-04-01,23:30,23:45,27154
2016-04-01,23:45,00:00,26927
2016-04-02,00:00,00:15,25215
2016-04-02,00:15,00:30,24720
2016-04-02,00:30,00:45,24332
2016-04-02,00:45,01:00,23918
2016-04-02,01:00,01:15,24088
2016-04-02,01:15,01:30,23767
2016-04-02,01:30,01:45,23591
2016-04-02,01:45,02:00,23579
2016-04-02,02:00,02:15,23734
2016-04-02,02:15,02:30,23753
2016-04-02,02:30,02:45,23631
2016-04-02,02:45,03:00,23504
2016-04-02,03:00,03:15,23184
2016-04-02,03:15,03:30,23226
2016-04-02,03:30,03:45,23208
2016-04-02,03:45,04:00,23168
2016-04-02,04:00,04:15,23099
2016-04-02,04:15,04:30,23092
2016-04-02,04:30,04:45,23110
2016-04-02,04:45,05:00,23133
2016-04-02,05:00,05:15,23170
2016-04-02,05:15,05:30,23146
2016-04-02,05:30,05:45,23120
2016-04-02,05:45,06:00,23103
2016-04-02,06:00,06:15,23445
2016-04-02,06:15,06:30,23451
2016-04-02,06:30,06:45,23545
2016-04-02,06:45,07:00,23719
2016-04-02,07:00,07:15,24702
2016-04-02,07:15,07:30,24813
2016-04-02,07:30,07:45,25045
2016-04-02,07:45,08:00,25699
2016-04-02,08:00,08:15,27845
2016-04-02,08:15,08:30,28250
2016-04-02,08:30,08:45,28759
2016-04-02,08:45,09:00,29387
2016-04-02,09:00,09:15,31844
2016-04-02,09:15,09:30,32274
2016-04-02,09:30,09:45,32739
2016-04-02,09:45,10:00,33452
2016-04-02,10:00,10:15,35700
2016-04-02,10:15,10:30,35989
2016-04-02,10:30,10:45,36232
2016-04-02,10:45,11:00,36650
2016-04-02,11:00,11:15,38932
2016-04-02,11:15,11:30,39034
2016-04-02,11:30,11:45,39176
2016-04-02,11:45,12:00,39347
2016-04-02,12:00,12:15,40506
2016-04-02,12:15,12:30,40353
2016-04-02,12:30,12:45,40315
2016-04-02,12:45,13:00,40381
2016-04-02,13:00,13:15,39992
2016-04-02,13:15,13:30,39911
2016-04-02,13:30,13:45,39873
2016-04-02,13:45,14:00,39758
2016-04-02,14:00,14:15,39108
2016-04-02,14:15,14:30,38881
2016-04-02,14:30,14:45,38659
2016-04-02,14:45,15:00,38567
2016-04-02,15:00,15:15,37297
2016-04-02,15:15,15:30,36945
2016-04-02,15:30,15:45,36621
2016-04-02,15:45,16:00,36477
2016-04-02,16:00,16:15,34340
2016-04-02,16:15,16:30,33945
2016-04-02,16:30,16:45,33581
2016-04-02,16:45,17:00,33503
2016-04-02,17:00,17:15,31286
2016-04-02,17:15,17:30,30741
2016-04-02,17:30,17:45,30570
2016-04-02,17:45,18:00,30370
2016-04-02,18:00,18:15,27671
2016-04-02,18:15,18:30,27122
2016-04-02,18:30,18:45,27000
2016-04-02,18:45,19:00,26870
2016-04-02,19:00,19:15,26081
2016-04-02,19:15,19:30,25905
2016-04-02,19:30,19:45,25743
2016-04-02,19:45,20:00,25683
2016-04-02,20:00,20:15,26249
2016-04-02,20:15,20:30,25933
2016-04-02,20:30,20:45,25788
2016-04-02,20:45,21:00,25592
2016-04-02,21:00,21:15,25929
2016-04-02,21:15,21:30,25619
2016-04-02,21:30,21:45,25364
2016-04-02,21:45,22:00,25303
2016-04-02,22:00,22:15,25409
2016-04-02,22:15,22:30,25256
2016-04-02,22:30,22:45,24929
2016-04-02,22:45,23:00,24758
2016-04-02,23:00,23:15,24861
2016-04-02,23:15,23:30,24477
2016-04-02,23:30,23:45,23987
2016-04-02,23:45,00:00,23710
2016-04-03,00:00,00:15,23377
2016-04-03,00:15,00:30,22917
2016-04-03,00:30,00:45,22666
2016-04-03,00:45,01:00,22552
2016-04-03,01:00,01:15,22766
2016-04-03,01:15,01:30,22600
2016-04-03,01:30,01:45,22417
2016-04-03,01:45,02:00,22367
2016-04-03,02:00,02:15,22636
2016-04-03,02:15,02:30,22583
2016-04-03,02:30,02:45,22493
2016-04-03,02:45,03:00,22485
2016-04-03,03:00,03:15,22099
2016-04-03,03:15,03:30,22091
2016-04-03,03:30,03:45,22137
2016-04-03,03:45,04:00,22143
2016-04-03,04:00,04:15,21781
2016-04-03,04:15,04:30,21712
2016-04-03,04:30,04:45,21702
2016-04-03,04:45,05:00,21749
2016-04-03,05:00,05:15,21625
2016-04-03,05:15,05:30,21441
2016-04-03,05:30,05:45,21474
2016-04-03,05:45,06:00,21503
2016-04-03,06:00,06:15,21695
2016-04-03,06:15,06:30,21515
2016-04-03,06:30,06:45,21559
2016-04-03,06:45,07:00,21559
2016-04-03,07:00,07:15,22081
2016-04-03,07:15,07:30,22069
2016-04-03,07:30,07:45,22354
2016-04-03,07:45,08:00,22936
2016-04-03,08:00,08:15,24695
2016-04-03,08:15,08:30,25083
2016-04-03,08:30,08:45,25563
2016-04-03,08:45,09:00,26419
2016-04-03,09:00,09:15,28285
2016-04-03,09:15,09:30,28780
2016-04-03,09:30,09:45,29166
2016-04-03,09:45,10:00,29947
2016-04-03,10:00,10:15,31259
2016-04-03,10:15,10:30,31573
2016-04-03,10:30,10:45,31987
2016-04-03,10:45,11:00,32517
2016-04-03,11:00,11:15,33365
2016-04-03,11:15,11:30,33792
2016-04-03,11:30,11:45,34116
2016-04-03,11:45,12:00,34264
2016-04-03,12:00,12:15,35620
2016-04-03,12:15,12:30,35513
2016-04-03,12:30,12:45,35308
2016-04-03,12:45,13:00,35118
2016-04-03,13:00,13:15,34827
2016-04-03,13:15,13:30,34657
2016-04-03,13:30,13:45,34407
2016-04-03,13:45,14:00,34317
2016-04-03,14:00,14:15,33465
2016-04-03,14:15,14:30,33248
2016-04-03,14:30,14:45,33072
2016-04-03,14:45,15:00,32956
2016-04-03,15:00,15:15,30234
2016-04-03,15:15,15:30,29969
2016-04-03,15:30,15:45,29810
2016-04-03,15:45,16:00,29731
2016-04-03,16:00,16:15,27520
2016-04-03,16:15,16:30,27181
2016-04-03,16:30,16:45,27088
2016-04-03,16:45,17:00,26996
2016-04-03,17:00,17:15,26896
2016-04-03,17:15,17:30,26575
2016-04-03,17:30,17:45,26506
2016-04-03,17:45,18:00,26604
2016-04-03,18:00,18:15,25214
2016-04-03,18:15,18:30,24843
2016-04-03,18:30,18:45,24972
2016-04-03,18:45,19:00,25054
2016-04-03,19:00,19:15,24823
2016-04-03,19:15,19:30,24462
2016-04-03,19:30,19:45,24501
2016-04-03,19:45,20:00,24451
2016-04-03,20:00,20:15,24670
2016-04-03,20:15,20:30,24624
2016-04-03,20:30,20:45,24589
2016-04-03,20:45,21:00,24479
2016-04-03,21:00,21:15,24289
2016-04-03,21:15,21:30,24119
2016-04-03,21:30,21:45,24045
2016-04-03,21:45,22:00,23952
2016-04-03,22:00,22:15,24843
2016-04-03,22:15,22:30,24619
2016-04-03,22:30,22:45,24252
2016-04-03,22:45,23:00,23868
2016-04-03,23:00,23:15,23859
2016-04-03,23:15,23:30,23665
2016-04-03,23:30,23:45,23307
2016-04-03,23:45,00:00,23126
2016-04-04,00:00,00:15,21559
2016-04-04,00:15,00:30,21191
2016-04-04,00:30,00:45,21121
2016-04-04,00:45,01:00,21186
2016-04-04,01:00,01:15,20961
2016-04-04,01:15,01:30,20907
2016-04-04,01:30,01:45,20883
2016-04-04,01:45,02:00,20792
2016-04-04,02:00,02:15,21029
2016-04-04,02:15,02:30,21013
2016-04-04,02:30,02:45,21018
2016-04-04,02:45,03:00,20961
2016-04-04,03:00,03:15,20897
2016-04-04,03:15,03:30,20806
2016-04-04,03:30,03:45,21005
2016-04-04,03:45,04:00,21120
2016-04-04,04:00,04:15,21551
2016-04-04,04:15,04:30,21606
2016-04-04,04:30,04:45,22029
2016-04-04,04:45,05:00,22408
2016-04-04,05:00,05:15,23849
2016-04-04,05:15,05:30,23912
2016-04-04,05:30,05:45,24408
2016-04-04,05:45,06:00,25165
2016-04-04,06:00,06:15,27257
2016-04-04,06:15,06:30,27453
2016-04-04,06:30,06:45,28149
2016-04-04,06:45,07:00,28623
2016-04-04,07:00,07:15,29894
2016-04-04,07:15,07:30,30234
2016-04-04,07:30,07:45,30665
2016-04-04,07:45,08:00,31244
2016-04-04,08:00,08:15,32957
2016-04-04,08:15,08:30,33342
2016-04-04,08:30,08:45,33835
2016-04-04,08:45,09:00,34276
2016-04-04,09:00,09:15,36935
2016-04-04,09:15,09:30,37264
2016-04-04,09:30,09:45,37861
2016-04-04,09:45,10:00,38274
2016-04-04,10:00,10:15,39626
2016-04-04,10:15,10:30,39840
2016-04-04,10:30,10:45,39995
2016-04-04,10:45,11:00,40418
2016-04-04,11:00,11:15,41688
2016-04-04,11:15,11:30,41757
2016-04-04,11:30,11:45,41984
2016-04-04,11:45,12:00,42118
2016-04-04,12:00,12:15,42333
2016-04-04,12:15,12:30,42254
2016-04-04,12:30,12:45,42254
2016-04-04,12:45,13:00,42258
2016-04-04,13:00,13:15,42288
2016-04-04,13:15,13:30,41989
2016-04-04,13:30,13:45,41776
2016-04-04,13:45,14:00,41528
2016-04-04,14:00,14:15,41509
2016-04-04,14:15,14:30,41309
2016-04-04,14:30,14:45,41054
2016-04-04,14:45,15:00,40841
2016-04-04,15:00,15:15,39742
2016-04-04,15:15,15:30,39420
2016-04-04,15:30,15:45,39054
2016-04-04,15:45,16:00,38783
2016-04-04,16:00,16:15,37741
2016-04-04,16:15,16:30,37203
2016-04-04,16:30,16:45,36896
2016-04-04,16:45,17:00,36757
2016-04-04,17:00,17:15,35071
2016-04-04,17:15,17:30,34746
2016-04-04,17:30,17:45,34576
2016-04-04,17:45,18:00,34538
2016-04-04,18:00,18:15,32457
2016-04-04,18:15,18:30,32302
2016-04-04,18:30,18:45,32337
2016-04-04,18:45,19:00,32282
2016-04-04,19:00,19:15,30608
2016-04-04,19:15,19:30,30464
2016-04-04,19:30,19:45,30389
2016-04-04,19:45,20:00,30324
2016-04-04,20:00,20:15,31125
2016-04-04,20:15,20:30,30872
2016-04-04,20:30,20:45,30659
2016-04-04,20:45,21:00,30420
2016-04-04,21:00,21:15,30422
2016-04-04,21:15,21:30,30169
2016-04-04,21:30,21:45,29811
2016-04-04,21:45,22:00,29627
2016-04-04,22:00,22:15,30232
2016-04-04,22:15,22:30,29923
2016-04-04,22:30,22:45,29370
2016-04-04,22:45,23:00,28975
2016-04-04,23:00,23:15,29076
2016-04-04,23:15,23:30,28573
2016-04-04,23:30,23:45,28176
2016-04-04,23:45,00:00,27956
2016-04-05,00:00,00:15,27341
2016-04-05,00:15,00:30,27071
2016-04-05,00:30,00:45,26995
2016-04-05,00:45,01:00,26917
2016-04-05,01:00,01:15,26146
2016-04-05,01:15,01:30,26052
2016-04-05,01:30,01:45,25988
2016-04-05,01:45,02:00,25905
2016-04-05,02:00,02:15,24943
2016-04-05,02:15,02:30,24815
2016-04-05,02:30,02:45,24902
2016-04-05,02:45,03:00,24926
2016-04-05,03:00,03:15,24764
2016-04-05,03:15,03:30,24833
2016-04-05,03:30,03:45,24845
2016-04-05,03:45,04:00,24913
2016-04-05,04:00,04:15,25434
2016-04-05,04:15,04:30,25655
2016-04-05,04:30,04:45,25836
2016-04-05,04:45,05:00,26062
2016-04-05,05:00,05:15,27985
2016-04-05,05:15,05:30,28033
2016-04-05,05:30,05:45,28358
2016-04-05,05:45,06:00,28972
2016-04-05,06:00,06:15,30807
2016-04-05,06:15,06:30,31145
2016-04-05,06:30,06:45,31768
2016-04-05,06:45,07:00,32176
2016-04-05,07:00,07:15,34845
2016-04-05,07:15,07:30,35160
2016-04-05,07:30,07:45,35691
2016-04-05,07:45,08:00,36097
2016-04-05,08:00,08:15,38145
2016-04-05,08:15,08:30,38322
2016-04-05,08:30,08:45,38663
2016-04-05,08:45,09:00,38891
2016-04-05,09:00,09:15,40892
2016-04-05,09:15,09:30,41230
2016-04-05,09:30,09:45,41556
2016-04-05,09:45,10:00,41942
2016-04-05,10:00,10:15,42612
2016-04-05,10:15,10:30,42843
2016-04-05,10:30,10:45,43016
2016-04-05,10:45,11:00,43137
2016-04-05,11:00,11:15,44196
2016-04-05,11:15,11:30,44289
2016-04-05,11:30,11:45,44526
2016-04-05,11:45,12:00,44731
2016-04-05,12:00,12:15,44279
2016-04-05,12:15,12:30,44189
2016-04-05,12:30,12:45,44185
2016-04-05,12:45,13:00,44196
2016-04-05,13:00,13:15,44458
2016-04-05,13:15,13:30,44320
2016-04-05,13:30,13:45,44055
2016-04-05,13:45,14:00,43844
2016-04-05,14:00,14:15,43266
2016-04-05,14:15,14:30,43129
2016-04-05,14:30,14:45,42885
2016-04-05,14:45,15:00,42818
2016-04-05,15:00,15:15,41797
2016-04-05,15:15,15:30,41546
2016-04-05,15:30,15:45,41283
2016-04-05,15:45,16:00,41167
2016-04-05,16:00,16:15,39818
2016-04-05,16:15,16:30,39445
2016-04-05,16:30,16:45,39230
2016-04-05,16:45,17:00,39126
2016-04-05,17:00,17:15,37265
2016-04-05,17:15,17:30,37143
2016-04-05,17:30,17:45,36976
2016-04-05,17:45,18:00,36918
2016-04-05,18:00,18:15,36494
2016-04-05,18:15,18:30,36369
2016-04-05,18:30,18:45,36242
2016-04-05,18:45,19:00,36075
2016-04-05,19:00,19:15,34869
2016-04-05,19:15,19:30,34658
2016-04-05,19:30,19:45,34416
2016-04-05,19:45,20:00,34249
2016-04-05,20:00,20:15,34305
2016-04-05,20:15,20:30,34070
2016-04-05,20:30,20:45,33809
2016-04-05,20:45,21:00,33594
2016-04-05,21:00,21:15,34165
2016-04-05,21:15,21:30,33914
2016-04-05,21:30,21:45,33528
2016-04-05,21:45,22:00,33314
2016-04-05,22:00,22:15,32465
2016-04-05,22:15,22:30,32093
2016-04-05,22:30,22:45,31725
2016-04-05,22:45,23:00,31395
2016-04-05,23:00,23:15,30176
2016-04-05,23:15,23:30,29877
2016-04-05,23:30,23:45,29529
2016-04-05,23:45,00:00,29367
2016-04-06,00:00,00:15,26782
2016-04-06,00:15,00:30,26578
2016-04-06,00:30,00:45,26319
2016-04-06,00:45,01:00,26217
2016-04-06,01:00,01:15,25885
2016-04-06,01:15,01:30,25572
2016-04-06,01:30,01:45,25426
2016-04-06,01:45,02:00,25449
2016-04-06,02:00,02:15,25510
2016-04-06,02:15,02:30,25578
2016-04-06,02:30,02:45,25658
2016-04-06,02:45,03:00,25723
2016-04-06,03:00,03:15,25646
2016-04-06,03:15,03:30,25740
2016-04-06,03:30,03:45,25811
2016-04-06,03:45,04:00,25880
2016-04-06,04:00,04:15,25951
2016-04-06,04:15,04:30,26057
2016-04-06,04:30,04:45,26212
2016-04-06,04:45,05:00,26486
2016-04-06,05:00,05:15,26978
2016-04-06,05:15,05:30,27211
2016-04-06,05:30,05:45,27595
2016-04-06,05:45,06:00,28250
2016-04-06,06:00,06:15,29707
2016-04-06,06:15,06:30,30103
2016-04-06,06:30,06:45,30855
2016-04-06,06:45,07:00,31300
2016-04-06,07:00,07:15,32641
2016-04-06,07:15,07:30,33007
2016-04-06,07:30,07:45,33657
2016-04-06,07:45,08:00,34194
2016-04-06,08:00,08:15,36089
2016-04-06,08:15,08:30,36487
2016-04-06,08:30,08:45,36886
2016-04-06,08:45,09:00,37373
2016-04-06,09:00,09:15,39041
2016-04-06,09:15,09:30,39520
2016-04-06,09:30,09:45,40140
2016-04-06,09:45,10:00,40674
2016-04-06,10:00,10:15,41251
2016-04-06,10:15,10:30,41586
2016-04-06,10:30,10:45,41807
2016-04-06,10:45,11:00,42181
2016-04-06,11:00,11:15,43552
2016-04-06,11:15,11:30,43810
2016-04-06,11:30,11:45,44196
2016-04-06,11:45,12:00,44354
2016-04-06,12:00,12:15,44925
2016-04-06,12:15,12:30,44991
2016-04-06,12:30,12:45,45190
2016-04-06,12:45,13:00,45273
2016-04-06,13:00,13:15,44562
2016-04-06,13:15,13:30,44427
2016-04-06,13:30,13:45,44379
2016-04-06,13:45,14:00,44330
2016-04-06,14:00,14:15,43527
2016-04-06,14:15,14:30,43378
2016-04-06,14:30,14:45,43219
2016-04-06,14:45,15:00,43032
2016-04-06,15:00,15:15,42514
2016-04-06,15:15,15:30,42307
2016-04-06,15:30,15:45,42027
2016-04-06,15:45,16:00,41899
2016-04-06,16:00,16:15,40918
2016-04-06,16:15,16:30,40625
2016-04-06,16:30,16:45,40253
2016-04-06,16:45,17:00,40078
2016-04-06,17:00,17:15,39156
2016-04-06,17:15,17:30,38903
2016-04-06,17:30,17:45,38792
2016-04-06,17:45,18:00,38752
2016-04-06,18:00,18:15,37815
2016-04-06,18:15,18:30,37535
2016-04-06,18:30,18:45,37464
2016-04-06,18:45,19:00,37375
2016-04-06,19:00,19:15,37759
2016-04-06,19:15,19:30,37563
2016-04-06,19:30,19:45,37417
2016-04-06,19:45,20:00,37275
2016-04-06,20:00,20:15,37535
2016-04-06,20:15,20:30,37228
2016-04-06,20:30,20:45,36832
2016-04-06,20:45,21:00,36525
2016-04-06,21:00,21:15,35093
2016-04-06,21:15,21:30,34793
2016-04-06,21:30,21:45,34352
2016-04-06,21:45,22:00,34175
2016-04-06,22:00,22:15,32911
2016-04-06,22:15,22:30,32495
2016-04-06,22:30,22:45,31847
2016-04-06,22:45,23:00,31451
2016-04-06,23:00,23:15,31031
2016-04-06,23:15,23:30,30492
2016-04-06,23:30,23:45,30102
2016-04-06,23:45,00:00,29893
2016-04-07,00:00,00:15,30036
2016-04-07,00:15,00:30,29463
2016-04-07,00:30,00:45,29259
2016-04-07,00:45,01:00,29170
2016-04-07,01:00,01:15,29186
2016-04-07,01:15,01:30,28963
2016-04-07,01:30,01:45,28885
2016-04-07,01:45,02:00,28855
2016-04-07,02:00,02:15,27753
2016-04-07,02:15,02:30,27662
2016-04-07,02:30,02:45,27645
2016-04-07,02:45,03:00,27653
2016-04-07,03:00,03:15,26977
2016-04-07,03:15,03:30,26980
2016-04-07,03:30,03:45,27002
2016-04-07,03:45,04:00,27149
2016-04-07,04:00,04:15,27647
2016-04-07,04:15,04:30,27637
2016-04-07,04:30,04:45,27711
2016-04-07,04:45,05:00,27942
2016-04-07,05:00,05:15,27994
2016-04-07,05:15,05:30,28115
2016-04-07,05:30,05:45,28465
2016-04-07,05:45,06:00,29128
2016-04-07,06:00,06:15,31018
2016-04-07,06:15,06:30,31437
2016-04-07,06:30,06:45,32113
2016-04-07,06:45,07:00,32591
2016-04-07,07:00,07:15,34126
2016-04-07,07:15,07:30,34552
2016-04-07,07:30,07:45,35351
2016-04-07,07:45,08:00,36023
2016-04-07,08:00,08:15,36618
2016-04-07,08:15,08:30,36827
2016-04-07,08:30,08:45,37260
2016-04-07,08:45,09:00,37541
2016-04-07,09:00,09:15,38337
2016-04-07,09:15,09:30,38690
2016-04-07,09:30,09:45,39015
2016-04-07,09:45,10:00,39404
2016-04-07,10:00,10:15,39711
2016-04-07,10:15,10:30,39868
2016-04-07,10:30,10:45,40124
2016-04-07,10:45,11:00,40255
2016-04-07,11:00,11:15,40804
2016-04-07,11:15,11:30,41003
2016-04-07,11:30,11:45,41176
2016-04-07,11:45,12:00,41417
2016-04-07,12:00,12:15,41470
2016-04-07,12:15,12:30,41433
2016-04-07,12:30,12:45,41462
2016-04-07,12:45,13:00,41549
2016-04-07,13:00,13:15,41427
2016-04-07,13:15,13:30,41280
2016-04-07,13:30,13:45,41094
2016-04-07,13:45,14:00,40834
2016-04-07,14:00,14:15,40909
2016-04-07,14:15,14:30,40697
2016-04-07,14:30,14:45,40451
2016-04-07,14:45,15:00,40293
2016-04-07,15:00,15:15,39334
2016-04-07,15:15,15:30,38914
2016-04-07,15:30,15:45,38526
2016-04-07,15:45,16:00,38209
2016-04-07,16:00,16:15,37113
2016-04-07,16:15,16:30,36612
2016-04-07,16:30,16:45,36256
2016-04-07,16:45,17:00,36037
2016-04-07,17:00,17:15,35278
2016-04-07,17:15,17:30,34803
2016-04-07,17:30,17:45,34650
2016-04-07,17:45,18:00,34461
2016-04-07,18:00,18:15,33433
