date,time_from,time_to,production
2016-08-01,00:00,00:15,23079
2016-08-01,00:15,00:30,22731
2016-08-01,00:30,00:45,22510
2016-08-01,00:45,01:00,22543
2016-08-01,01:00,01:15,21982
2016-08-01,01:15,01:30,21877
2016-08-01,01:30,01:45,21786
2016-08-01,01:45,02:00,21616
2016-08-01,02:00,02:15,21681
2016-08-01,02:15,02:30,21540
2016-08-01,02:30,02:45,21433
2016-08-01,02:45,03:00,21342
2016-08-01,03:00,03:15,20548
2016-08-01,03:15,03:30,20526
2016-08-01,03:30,03:45,20458
2016-08-01,03:45,04:00,20589
2016-08-01,04:00,04:15,20541
2016-08-01,04:15,04:30,20505
2016-08-01,04:30,04:45,20612
2016-08-01,04:45,05:00,20860
2016-08-01,05:00,05:15,22262
2016-08-01,05:15,05:30,22305
2016-08-01,05:30,05:45,22721
2016-08-01,05:45,06:00,23368
2016-08-01,06:00,06:15,24594
2016-08-01,06:15,06:30,24941
2016-08-01,06:30,06:45,25667
2016-08-01,06:45,07:00,26294
2016-08-01,07:00,07:15,27540
2016-08-01,07:15,07:30,27870
2016-08-01,07:30,07:45,28642
2016-08-01,07:45,08:00,29474
2016-08-01,08:00,08:15,31297
2016-08-01,08:15,08:30,31751
2016-08-01,08:30,08:45,32393
2016-08-01,08:45,09:00,33020
2016-08-01,09:00,09:15,35440
2016-08-01,09:15,09:30,35814
2016-08-01,09:30,09:45,36538
2016-08-01,09:45,10:00,37156
2016-08-01,10:00,10:15,38566
2016-08-01,10:15,10:30,38818
2016-08-01,10:30,10:45,39307
2016-08-01,10:45,11:00,39788
2016-08-01,11:00,11:15,40644
2016-08-01,11:15,11:30,41002
2016-08-01,11:30,11:45,41313
2016-08-01,11:45,12:00,41540
2016-08-01,12:00,12:15,41979
2016-08-01,12:15,12:30,41989
2016-08-01,12:30,12:45,41930
2016-08-01,12:45,13:00,42050
2016-08-01,13:00,13:15,41902
2016-08-01,13:15,13:30,41793
2016-08-01,13:30,13:45,41604
2016-08-01,13:45,14:00,41392
