date,time_from,time_to,demand
2011-06-01,00:00,00:15,19711
2011-06-01,00:15,00:30,19546
2011-06-01,00:30,00:45,19188
2011-06-01,00:45,01:00,19114
2011-06-01,01:00,01:15,19029
2011-06-01,01:15,01:30,18738
2011-06-01,01:30,01:45,18580
2011-06-01,01:45,02:00,18668
2011-06-01,02:00,02:15,18635
2011-06-01,02:15,02:30,18578
2011-06-01,02:30,02:45,18537
2011-06-01,02:45,03:00,18511
2011-06-01,03:00,03:15,18494
2011-06-01,03:15,03:30,18527
2011-06-01,03:30,03:45,18570
2011-06-01,03:45,04:00,18707
2011-06-01,04:00,04:15,18740
2011-06-01,04:15,04:30,18905
2011-06-01,04:30,04:45,19218
2011-06-01,04:45,05:00,19185
2011-06-01,05:00,05:15,19388
2011-06-01,05:15,05:30,19433
2011-06-01,05:30,05:45,20097
2011-06-01,05:45,06:00,20603
2011-06-01,06:00,06:15,21506
2011-06-01,06:15,06:30,22636
2011-06-01,06:30,06:45,23261
2011-06-01,06:45,07:00,23670
2011-06-01,07:00,07:15,24679
2011-06-01,07:15,07:30,25129
2011-06-01,07:30,07:45,25545
2011-06-01,07:45,08:00,25778
2011-06-01,08:00,08:15,26402
2011-06-01,08:15,08:30,26631
2011-06-01,08:30,08:45,27018
2011-06-01,08:45,09:00,27073
2011-06-01,09:00,09:15,27043
2011-06-01,09:15,09:30,27299
2011-06-01,09:30,09:45,27479
2011-06-01,09:45,10:00,27443
2011-06-01,10:00,10:15,27655
2011-06-01,10:15,10:30,27916
2011-06-01,10:30,10:45,28274
2011-06-01,10:45,11:00,28472
2011-06-01,11:00,11:15,28400
2011-06-01,11:15,11:30,28465
2011-06-01,11:30,11:45,28776
2011-06-01,11:45,12:00,29106
2011-06-01,12:00,12:15,28781
2011-06-01,12:15,12:30,28717
2011-06-01,12:30,12:45,28492
2011-06-01,12:45,13:00,28558
2011-06-01,13:00,13:15,28597
2011-06-01,13:15,13:30,28431
2011-06-01,13:30,13:45,28211
2011-06-01,13:45,14:00,27855
2011-06-01,14:00,14:15,27683
2011-06-01,14:15,14:30,27574
2011-06-01,14:30,14:45,27530
2011-06-01,14:45,15:00,27340
2011-06-01,15:00,15:15,27150
2011-06-01,15:15,15:30,26533
2011-06-01,15:30,15:45,26526
2011-06-01,15:45,16:00,26218
2011-06-01,16:00,16:15,26308
2011-06-01,16:15,16:30,26014
2011-06-01,16:30,16:45,25726
2011-06-01,16:45,17:00,25761
2011-06-01,17:00,17:15,25218
2011-06-01,17:15,17:30,25440
2011-06-01,17:30,17:45,25567
2011-06-01,17:45,18:00,25537
2011-06-01,18:00,18:15,25400
2011-06-01,18:15,18:30,25278
