date,time_from,time_to,demand
2011-03-01,00:00,00:15,21902
2011-03-01,00:15,00:30,21774
2011-03-01,00:30,00:45,21567
2011-03-01,00:45,01:00,21414
2011-03-01,01:00,01:15,21205
2011-03-01,01:15,01:30,21193
2011-03-01,01:30,01:45,21002
2011-03-01,01:45,02:00,21089
2011-03-01,02:00,02:15,21074
2011-03-01,02:15,02:30,21060
2011-03-01,02:30,02:45,20778
2011-03-01,02:45,03:00,21061
2011-03-01,03:00,03:15,20986
2011-03-01,03:15,03:30,21235
2011-03-01,03:30,03:45,21263
2011-03-01,03:45,04:00,21343
2011-03-01,04:00,04:15,21427
2011-03-01,04:15,04:30,21488
2011-03-01,04:30,04:45,21729
2011-03-01,04:45,05:00,21827
2011-03-01,05:00,05:15,22149
2011-03-01,05:15,05:30,22298
2011-03-01,05:30,05:45,22520
2011-03-01,05:45,06:00,22805
2011-03-01,06:00,06:15,24182
2011-03-01,06:15,06:30,25179
2011-03-01,06:30,06:45,25954
2011-03-01,06:45,07:00,26704
2011-03-01,07:00,07:15,27384
2011-03-01,07:15,07:30,27323
2011-03-01,07:30,07:45,27483
2011-03-01,07:45,08:00,27548
2011-03-01,08:00,08:15,27973
2011-03-01,08:15,08:30,28138
2011-03-01,08:30,08:45,28205
2011-03-01,08:45,09:00,28177
2011-03-01,09:00,09:15,27958
2011-03-01,09:15,09:30,28200
2011-03-01,09:30,09:45,28373
2011-03-01,09:45,10:00,28481
2011-03-01,10:00,10:15,28526
2011-03-01,10:15,10:30,29026
2011-03-01,10:30,10:45,29074
2011-03-01,10:45,11:00,29000
2011-03-01,11:00,11:15,29238
2011-03-01,11:15,11:30,29382
2011-03-01,11:30,11:45,29421
2011-03-01,11:45,12:00,29359
2011-03-01,12:00,12:15,29119
2011-03-01,12:15,12:30,29175
2011-03-01,12:30,12:45,29224
2011-03-01,12:45,13:00,29086
2011-03-01,13:00,13:15,29034
2011-03-01,13:15,13:30,29031
2011-03-01,13:30,13:45,28935
2011-03-01,13:45,14:00,28652
2011-03-01,14:00,14:15,28728
2011-03-01,14:15,14:30,28789
2011-03-01,14:30,14:45,28566
2011-03-01,14:45,15:00,28382
2011-03-01,15:00,15:15,28371
2011-03-01,15:15,15:30,28311
2011-03-01,15:30,15:45,28220
2011-03-01,15:45,16:00,27963
2011-03-01,16:00,16:15,27787
2011-03-01,16:15,16:30,27749
2011-03-01,16:30,16:45,27419
2011-03-01,16:45,17:00,27415
2011-03-01,17:00,17:15,27312
2011-03-01,17:15,17:30,27326
2011-03-01,17:30,17:45,27699
2011-03-01,17:45,18:00,28152
2011-03-01,18:00,18:15,28493
2011-03-01,18:15,18:30,29017
2011-03-01,18:30,18:45,29334
2011-03-01,18:45,19:00,29322
2011-03-01,19:00,19:15,29336
2011-03-01,19:15,19:30,29208
2011-03-01,19:30,19:45,29040
2011-03-01,19:45,20:00,28811
2011-03-01,20:00,20:15,28233
2011-03-01,20:15,20:30,27845
2011-03-01,20:30,20:45,27475
2011-03-01,20:45,21:00,27339
2011-03-01,21:00,21:15,27160
2011-03-01,21:15,21:30,27037
2011-03-01,21:30,21:45,26697
2011-03-01,21:45,22:00,26370
2011-03-01,22:00,22:15,26163
2011-03-01,22:15,22:30,25900
2011-03-01,22:30,22:45,25502
2011-03-01,22:45,23:00,24889
2011-03-01,23:00,23:15,24136
2011-03-01,23:15,23:30,23498
2011-03-01,23:30,23:45,22969
2011-03-01,23:45,00:00,22718
2011-03-02,00:00,00:15,22179
2011-03-02,00:15,00:30,21923
2011-03-02,00:30,00:45,21858
2011-03-02,00:45,01:00,21679
2011-03-02,01:00,01:15,21287
2011-03-02,01:15,01:30,21009
2011-03-02,01:30,01:45,20903
2011-03-02,01:45,02:00,20977
2011-03-02,02:00,02:15,20898
2011-03-02,02:15,02:30,20856
2011-03-02,02:30,02:45,20872
2011-03-02,02:45,03:00,20749
2011-03-02,03:00,03:15,20747
2011-03-02,03:15,03:30,20840
2011-03-02,03:30,03:45,20944
2011-03-02,03:45,04:00,21067
2011-03-02,04:00,04:15,21021
2011-03-02,04:15,04:30,21261
2011-03-02,04:30,04:45,21340
2011-03-02,04:45,05:00,21270
2011-03-02,05:00,05:15,21657
2011-03-02,05:15,05:30,21861
2011-03-02,05:30,05:45,21869
2011-03-02,05:45,06:00,22226
2011-03-02,06:00,06:15,23595
2011-03-02,06:15,06:30,24816
2011-03-02,06:30,06:45,24066
2011-03-02,06:45,07:00,24979
2011-03-02,07:00,07:15,26915
2011-03-02,07:15,07:30,25403
2011-03-02,07:30,07:45,25553
2011-03-02,07:45,08:00,25676
2011-03-02,08:00,08:15,25695
