Name;Datum;Minimum;Maximum;Mittelwert
Ahlen;2013-01-01;52.000;62.000;55.530
Ahlen;2013-01-02;53.000;60.000;54.890
Ahlen;2013-01-03;52.000;54.000;52.760
Ahlen;2013-01-04;50.000;52.000;50.310
Ahlen;2013-01-05;47.000;50.000;48.810
Ahlen;2013-01-06;45.000;47.000;46.300
Ahlen;2013-01-07;42.000;45.000;42.580
Ahlen;2013-01-08;40.000;42.000;41.250
Ahlen;2013-01-09;40.000;76.000;49.420
Ahlen;2013-01-10;60.000;76.000;66.850
Ahlen;2013-01-11;57.000;74.000;66.020
Ahlen;2013-01-12;49.000;57.000;52.110
Ahlen;2013-01-13;43.000;48.000;44.850
Ahlen;2013-01-14;40.000;43.000;41.250
Ahlen;2013-01-15;38.000;40.000;39.070
Ahlen;2013-01-16;36.000;39.000;36.610
Ahlen;2013-01-17;33.000;36.000;34.080
Ahlen;2013-01-18;32.000;34.000;32.980
Ahlen;2013-01-19;31.000;33.000;32.040
Ahlen;2013-01-20;29.000;32.000;30.000
Ahlen;2013-01-21;29.000;30.000;29.600
Ahlen;2013-01-22;27.000;30.000;28.120
Ahlen;2013-01-23;27.000;28.000;27.200
Ahlen;2013-01-24;26.000;27.000;26.220
Ahlen;2013-01-25;25.000;26.000;25.240
Ahlen;2013-01-26;26.000;27.000;26.430
Ahlen;2013-01-27;26.000;44.000;30.990
Ahlen;2013-01-28;40.000;64.000;46.960
Ahlen;2013-01-29;64.000;119.000;98.970
Ahlen;2013-01-30;88.000;118.000;100.190
Ahlen;2013-01-31;69.000;88.000;75.580
Ahlen;2013-02-01;61.000;80.000;66.740
Ahlen;2013-02-02;66.000;86.000;77.540
Ahlen;2013-02-03;57.000;65.000;59.530
Ahlen;2013-02-04;59.000;97.000;79.970
Ahlen;2013-02-05;67.000;86.000;73.390
Ahlen;2013-02-06;55.000;66.000;59.770
Ahlen;2013-02-07;51.000;55.000;52.820
Ahlen;2013-02-08;47.000;51.000;49.020
Ahlen;2013-02-09;44.000;47.000;44.480
Ahlen;2013-02-10;41.000;44.000;41.920
Ahlen;2013-02-11;38.000;41.000;39.300
Ahlen;2013-02-12;36.000;38.000;36.400
Ahlen;2013-02-13;34.000;36.000;34.250
Ahlen;2013-02-14;32.000;34.000;32.830
Ahlen;2013-02-15;32.000;37.000;33.300
Ahlen;2013-02-16;32.000;37.000;33.840
Ahlen;2013-02-17;32.000;33.000;32.660
Ahlen;2013-02-18;32.000;33.000;32.480
Ahlen;2013-02-19;31.000;39.000;33.980
Ahlen;2013-02-20;31.000;35.000;32.100
Ahlen;2013-02-21;30.000;32.000;30.340
Ahlen;2013-02-22;29.000;30.000;29.250
Ahlen;2013-02-23;28.000;29.000;28.210
Ahlen;2013-02-24;27.000;32.000;28.710
Ahlen;2013-02-25;26.000;41.000;31.230
Ahlen;2013-02-26;29.000;38.000;31.500
Ahlen;2013-02-27;38.000;39.000;38.510
Ahlen;2013-02-28;36.000;38.000;36.310
Ahlen;2013-03-01;34.000;36.000;34.480
Ahlen;2013-03-02;32.000;34.000;32.560
Ahlen;2013-03-03;31.000;32.000;31.440
Ahlen;2013-03-04;29.000;31.000;30.000
Ahlen;2013-03-05;29.000;30.000;29.520
Ahlen;2013-03-06;27.000;29.000;27.660
Ahlen;2013-03-07;25.000;27.000;26.020
Ahlen;2013-03-08;26.000;36.000;29.400
Ahlen;2013-03-09;27.000;40.000;33.690
Ahlen;2013-03-10;41.000;71.000;65.620
Ahlen;2013-03-11;47.000;66.000;53.350
Ahlen;2013-03-12;40.000;46.000;42.520
Ahlen;2013-03-13;36.000;40.000;37.510
Ahlen;2013-03-14;34.000;36.000;34.460
Ahlen;2013-03-15;31.000;34.000;32.010
Ahlen;2013-03-16;30.000;33.000;31.190
Ahlen;2013-03-17;29.000;33.000;30.460
Ahlen;2013-03-18;29.000;36.000;30.550
Ahlen;2013-03-19;27.000;29.000;28.010
Ahlen;2013-03-20;27.000;36.000;29.710
Ahlen;2013-03-21;29.000;37.000;32.140
Ahlen;2013-03-22;30.000;33.000;31.540
Ahlen;2013-03-23;28.000;32.000;29.380
Ahlen;2013-03-24;25.000;29.000;26.480
Ahlen;2013-03-25;25.000;28.000;26.900
Ahlen;2013-03-26;25.000;28.000;25.920
Ahlen;2013-03-27;25.000;26.000;25.560
Ahlen;2013-03-28;25.000;26.000;25.060
Ahlen;2013-03-29;24.000;25.000;24.710
Ahlen;2013-03-30;24.000;25.000;24.660
Ahlen;2013-03-31;23.000;25.000;23.850
Ahlen;2013-04-01;22.000;24.000;23.330
Ahlen;2013-04-02;22.000;24.000;23.230
Ahlen;2013-04-03;21.000;24.000;22.720
Ahlen;2013-04-04;21.000;25.000;22.710
Ahlen;2013-04-05;21.000;23.000;22.340
Ahlen;2013-04-06;21.000;25.000;22.580
Ahlen;2013-04-07;20.000;23.000;21.790
Ahlen;2013-04-08;21.000;24.000;22.810
Ahlen;2013-04-09;21.000;31.000;23.540
Ahlen;2013-04-10;20.000;31.000;24.660
Ahlen;2013-04-11;22.000;39.000;27.520
Ahlen;2013-04-12;19.000;34.000;21.990
Ahlen;2013-04-13;23.000;40.000;31.150
Ahlen;2013-04-14;23.000;29.000;24.690
Ahlen;2013-04-15;21.000;23.000;22.400
Ahlen;2013-04-16;20.000;23.000;21.940
Ahlen;2013-04-17;21.000;25.000;22.160
Ahlen;2013-04-18;20.000;22.000;21.270
Ahlen;2013-04-19;19.000;20.000;19.740
Ahlen;2013-04-20;18.000;20.000;19.360
Ahlen;2013-04-21;18.000;20.000;19.260
Ahlen;2013-04-22;18.000;20.000;18.960
Ahlen;2013-04-23;18.000;19.000;18.670
Ahlen;2013-04-24;17.000;19.000;17.930
Ahlen;2013-04-25;17.000;18.000;17.760
Ahlen;2013-04-26;17.000;50.000;22.450
Ahlen;2013-04-27;23.000;51.000;31.080
Ahlen;2013-04-28;18.000;23.000;19.450
Ahlen;2013-04-29;16.000;23.000;18.910
Ahlen;2013-04-30;17.000;19.000;17.940
Ahlen;2013-05-01;16.000;18.000;17.540
Ahlen;2013-05-02;16.000;18.000;17.480
Ahlen;2013-05-03;16.000;18.000;17.460
Ahlen;2013-05-04;18.000;19.000;18.730
Ahlen;2013-05-05;17.000;19.000;18.420
Ahlen;2013-05-06;17.000;19.000;18.340
Ahlen;2013-05-07;16.000;29.000;20.450
Ahlen;2013-05-08;16.000;20.000;17.950
Ahlen;2013-05-09;16.000;31.000;20.280
Ahlen;2013-05-10;16.000;18.000;16.840
Ahlen;2013-05-11;16.000;19.000;16.790
Ahlen;2013-05-12;17.000;33.000;22.420
Ahlen;2013-05-13;16.000;29.000;20.940
Ahlen;2013-05-14;17.000;23.000;18.360
Ahlen;2013-05-15;16.000;26.000;17.830
Ahlen;2013-05-16;16.000;33.000;19.520
Ahlen;2013-05-17;18.000;31.000;20.810
Ahlen;2013-05-18;17.000;24.000;19.170
Ahlen;2013-05-19;16.000;18.000;16.720
Ahlen;2013-05-20;16.000;30.000;21.950
Ahlen;2013-05-21;17.000;22.000;18.520
Ahlen;2013-05-22;18.000;50.000;38.050
Ahlen;2013-05-23;23.000;38.000;27.590
Ahlen;2013-05-24;24.000;27.000;25.470
Ahlen;2013-05-25;20.000;28.000;21.990
Ahlen;2013-05-26;29.000;39.000;36.040
Ahlen;2013-05-27;27.000;37.000;31.510
Ahlen;2013-05-28;24.000;27.000;25.580
Ahlen;2013-05-29;22.000;29.000;23.890
Ahlen;2013-05-30;22.000;29.000;24.390
Ahlen;2013-05-31;20.000;26.000;22.250
Ahlen;2013-06-01;19.000;22.000;20.450
Ahlen;2013-06-02;18.000;21.000;19.350
Ahlen;2013-06-03;17.000;19.000;18.640
Ahlen;2013-06-04;17.000;19.000;18.350
Ahlen;2013-06-05;17.000;19.000;18.540
Ahlen;2013-06-06;19.000;22.000;20.620
Ahlen;2013-06-07;16.000;20.000;17.500
Ahlen;2013-06-08;15.000;17.000;16.260
Ahlen;2013-06-09;15.000;16.000;15.710
Ahlen;2013-06-10;15.000;17.000;16.010
Ahlen;2013-06-11;15.000;17.000;16.050
Ahlen;2013-06-12;14.000;17.000;15.800
Ahlen;2013-06-13;14.000;42.000;18.090
Ahlen;2013-06-14;20.000;46.000;31.750
Ahlen;2013-06-15;16.000;22.000;17.900
Ahlen;2013-06-16;15.000;19.000;16.100
Ahlen;2013-06-17;14.000;17.000;15.900
Ahlen;2013-06-18;9.000;16.000;12.930
Ahlen;2013-06-19;7.000;72.000;21.160
Ahlen;2013-06-20;14.000;55.000;26.040
Ahlen;2013-06-21;25.000;44.000;34.310
Ahlen;2013-06-22;18.000;25.000;19.820
Ahlen;2013-06-23;17.000;19.000;18.720
Ahlen;2013-06-24;19.000;37.000;26.360
Ahlen;2013-06-25;16.000;23.000;18.150
Ahlen;2013-06-26;15.000;18.000;16.650
Ahlen;2013-06-27;17.000;29.000;19.450
Ahlen;2013-06-28;15.000;36.000;23.350
Ahlen;2013-06-29;27.000;53.000;40.320
Ahlen;2013-06-30;22.000;33.000;24.980
Ahlen;2013-07-01;19.000;22.000;20.600
Ahlen;2013-07-02;18.000;20.000;18.950
Ahlen;2013-07-03;18.000;23.000;19.450
Ahlen;2013-07-04;17.000;19.000;18.340
Ahlen;2013-07-05;16.000;18.000;17.500
Ahlen;2013-07-06;15.000;18.000;16.590
Ahlen;2013-07-07;14.000;17.000;15.940
Ahlen;2013-07-08;14.000;16.000;15.570
Ahlen;2013-07-09;14.000;16.000;15.680
Ahlen;2013-07-10;14.000;16.000;15.650
Ahlen;2013-07-11;14.000;16.000;15.110
Ahlen;2013-07-12;13.000;16.000;14.980
Ahlen;2013-07-13;14.000;16.000;14.960
Ahlen;2013-07-14;13.000;15.000;14.380
Ahlen;2013-07-15;13.000;15.000;14.580
Ahlen;2013-07-16;13.000;15.000;14.500
Ahlen;2013-07-17;12.000;15.000;14.350
Ahlen;2013-07-18;12.000;16.000;14.610
Ahlen;2013-07-19;12.000;15.000;14.320
Ahlen;2013-07-20;12.000;15.000;13.750
Ahlen;2013-07-21;12.000;14.000;13.400
Ahlen;2013-07-22;12.000;14.000;13.490
Ahlen;2013-07-23;12.000;14.000;13.490
Ahlen;2013-07-24;12.000;23.000;14.800
Ahlen;2013-07-25;12.000;18.000;14.520
Ahlen;2013-07-26;12.000;15.000;13.990
Ahlen;2013-07-27;12.000;87.000;29.720
Ahlen;2013-07-28;17.000;73.000;29.020
Ahlen;2013-07-29;16.000;68.000;29.820
Ahlen;2013-07-30;18.000;47.000;25.000
Ahlen;2013-07-31;18.000;31.000;21.120
Ahlen;2013-08-01;15.000;18.000;17.210
Ahlen;2013-08-02;15.000;17.000;16.500
Ahlen;2013-08-03;15.000;19.000;17.000
Ahlen;2013-08-04;14.000;17.000;15.690
Ahlen;2013-08-05;14.000;17.000;15.590
Ahlen;2013-08-06;16.000;28.000;19.590
Ahlen;2013-08-07;13.000;32.000;15.930
Ahlen;2013-08-08;19.000;50.000;31.840
Ahlen;2013-08-09;15.000;19.000;16.590
Ahlen;2013-08-10;14.000;17.000;15.490
Ahlen;2013-08-11;14.000;16.000;15.230
Ahlen;2013-08-12;12.000;16.000;14.860
Ahlen;2013-08-13;14.000;32.000;18.440
Ahlen;2013-08-14;15.000;25.000;16.890
Ahlen;2013-08-15;15.000;18.000;16.410
Ahlen;2013-08-16;14.000;18.000;15.910
Ahlen;2013-08-17;14.000;16.000;15.340
Ahlen;2013-08-18;14.000;31.000;16.440
Ahlen;2013-08-19;24.000;36.000;30.900
Ahlen;2013-08-20;20.000;36.000;25.540
Ahlen;2013-08-21;16.000;20.000;18.020
Ahlen;2013-08-22;16.000;18.000;17.360
Ahlen;2013-08-23;16.000;24.000;18.760
Ahlen;2013-08-24;16.000;18.000;17.190
Ahlen;2013-08-25;18.000;35.000;24.710
Ahlen;2013-08-26;17.000;20.000;17.990
Ahlen;2013-08-27;16.000;22.000;17.250
Ahlen;2013-08-28;11.000;17.000;15.430
Ahlen;2013-08-29;12.000;18.000;15.730
Ahlen;2013-08-30;11.000;17.000;15.430
Ahlen;2013-08-31;14.000;26.000;17.700
Ahlen;2013-09-01;15.000;20.000;16.120
Ahlen;2013-09-02;14.000;17.000;16.010
Ahlen;2013-09-03;13.000;16.000;15.330
Ahlen;2013-09-04;14.000;16.000;15.530
Ahlen;2013-09-05;14.000;16.000;15.480
Ahlen;2013-09-06;13.000;16.000;15.310
Ahlen;2013-09-07;13.000;26.000;16.860
Ahlen;2013-09-08;15.000;38.000;24.610
Ahlen;2013-09-09;17.000;26.000;19.510
Ahlen;2013-09-10;17.000;55.000;34.440
Ahlen;2013-09-11;35.000;79.000;52.770
Ahlen;2013-09-12;24.000;61.000;36.330
Ahlen;2013-09-13;20.000;24.000;21.640
Ahlen;2013-09-14;20.000;31.000;23.340
Ahlen;2013-09-15;20.000;25.000;21.070
Ahlen;2013-09-16;20.000;34.000;26.810
Ahlen;2013-09-17;20.000;28.000;21.460
Ahlen;2013-09-18;21.000;29.000;23.070
Ahlen;2013-09-19;19.000;29.000;20.970
Ahlen;2013-09-20;18.000;24.000;20.340
Ahlen;2013-09-21;17.000;20.000;18.600
Ahlen;2013-09-22;16.000;19.000;17.750
Ahlen;2013-09-23;16.000;21.000;18.050
Ahlen;2013-09-24;16.000;18.000;17.400
Ahlen;2013-09-25;15.000;18.000;17.150
Ahlen;2013-09-26;14.000;18.000;16.240
Ahlen;2013-09-27;14.000;17.000;15.640
Ahlen;2013-09-28;13.000;16.000;15.060
Ahlen;2013-09-29;12.000;16.000;14.340
Ahlen;2013-09-30;14.000;19.000;15.280
Ahlen;2013-10-01;13.000;17.000;15.080
Ahlen;2013-10-02;13.000;16.000;14.680
Ahlen;2013-10-03;12.000;15.000;14.070
Ahlen;2013-10-04;12.000;15.000;13.720
Ahlen;2013-10-05;12.000;15.000;14.000
Ahlen;2013-10-06;12.000;15.000;13.470
Ahlen;2013-10-07;12.000;15.000;13.950
Ahlen;2013-10-08;12.000;15.000;13.550
Ahlen;2013-10-09;12.000;33.000;18.120
Ahlen;2013-10-10;21.000;41.000;30.390
Ahlen;2013-10-11;14.000;41.000;21.760
Ahlen;2013-10-12;24.000;41.000;30.500
Ahlen;2013-10-13;18.000;34.000;20.280
Ahlen;2013-10-14;14.000;18.000;16.770
Ahlen;2013-10-15;17.000;32.000;22.890
Ahlen;2013-10-16;16.000;22.000;18.450
Ahlen;2013-10-17;16.000;19.000;17.810
Ahlen;2013-10-18;15.000;19.000;17.320
Ahlen;2013-10-19;15.000;18.000;17.260
Ahlen;2013-10-20;15.000;18.000;16.800
Ahlen;2013-10-21;15.000;18.000;17.040
Ahlen;2013-10-22;15.000;20.000;17.640
Ahlen;2013-10-23;18.000;33.000;21.320
Ahlen;2013-10-24;15.000;29.000;18.970
Ahlen;2013-10-25;14.000;18.000;15.910
Ahlen;2013-10-26;18.000;37.000;25.880
Ahlen;2013-10-27;16.000;33.000;20.260
Ahlen;2013-10-28;23.000;34.000;28.990
Ahlen;2013-10-29;19.000;30.000;20.650
Ahlen;2013-10-30;17.000;31.000;20.420
Ahlen;2013-10-31;15.000;18.000;17.180
Ahlen;2013-11-01;15.000;18.000;16.430
Ahlen;2013-11-02;17.000;39.000;27.030
Ahlen;2013-11-03;23.000;37.000;28.770
Ahlen;2013-11-04;23.000;52.000;31.990
Ahlen;2013-11-05;33.000;53.000;39.470
Ahlen;2013-11-06;33.000;43.000;36.970
Ahlen;2013-11-07;37.000;65.000;48.410
Ahlen;2013-11-08;61.000;79.000;71.360
Ahlen;2013-11-09;41.000;61.000;50.190
Ahlen;2013-11-10;36.000;45.000;39.690
Ahlen;2013-11-11;32.000;36.000;33.520
Ahlen;2013-11-12;30.000;32.000;30.410
Ahlen;2013-11-13;29.000;34.000;30.280
Ahlen;2013-11-14;28.000;29.000;28.540
Ahlen;2013-11-15;26.000;28.000;26.920
Ahlen;2013-11-16;24.000;26.000;25.420
Ahlen;2013-11-17;24.000;26.000;24.780
Ahlen;2013-11-18;24.000;26.000;24.920
Ahlen;2013-11-19;22.000;25.000;23.250
Ahlen;2013-11-20;21.000;23.000;21.950
Ahlen;2013-11-21;20.000;22.000;21.020
Ahlen;2013-11-22;19.000;22.000;20.680
Ahlen;2013-11-23;19.000;22.000;20.610
Ahlen;2013-11-24;19.000;25.000;20.810
Ahlen;2013-11-25;19.000;21.000;20.160
Ahlen;2013-11-26;18.000;20.000;19.460
Ahlen;2013-11-27;18.000;20.000;19.340
Ahlen;2013-11-28;20.000;22.000;20.690
Ahlen;2013-11-29;18.000;34.000;20.670
Ahlen;2013-11-30;21.000;33.000;22.750
Ahlen;2013-12-01;19.000;21.000;20.000
Ahlen;2013-12-02;19.000;21.000;19.890
Ahlen;2013-12-03;19.000;21.000;19.980
Ahlen;2013-12-04;19.000;27.000;20.470
Ahlen;2013-12-05;19.000;43.000;23.940
Ahlen;2013-12-06;36.000;46.000;40.780
Ahlen;2013-12-07;31.000;36.000;33.100
Ahlen;2013-12-08;34.000;37.000;34.830
Ahlen;2013-12-09;31.000;34.000;31.810
Ahlen;2013-12-10;28.000;31.000;28.800
Ahlen;2013-12-11;26.000;28.000;26.450
Ahlen;2013-12-12;24.000;26.000;25.080
Ahlen;2013-12-13;23.000;25.000;23.830
Ahlen;2013-12-14;22.000;25.000;23.230
Ahlen;2013-12-15;22.000;25.000;22.690
Ahlen;2013-12-16;21.000;22.000;21.800
Ahlen;2013-12-17;22.000;24.000;22.580
Ahlen;2013-12-18;22.000;23.000;22.720
Ahlen;2013-12-19;23.000;36.000;26.500
Ahlen;2013-12-20;21.000;24.000;21.930
Ahlen;2013-12-21;19.000;22.000;20.720
Ahlen;2013-12-22;21.000;34.000;23.310
Ahlen;2013-12-23;32.000;42.000;35.040
Ahlen;2013-12-24;28.000;33.000;29.560
Ahlen;2013-12-25;30.000;64.000;51.010
Ahlen;2013-12-26;37.000;51.000;42.320
Ahlen;2013-12-27;33.000;37.000;34.760
Ahlen;2013-12-28;31.000;47.000;37.530
Ahlen;2013-12-29;36.000;45.000;38.120
Ahlen;2013-12-30;36.000;37.000;36.070
Ahlen;2013-12-31;33.000;36.000;34.190
Ahlen;2014-01-01;31.000;34.000;31.920
Ahmsen;2013-01-01;60.400;79.900;67.090
Ahmsen;2013-01-02;63.400;79.000;69.620
Ahmsen;2013-01-03;61.000;64.700;62.820
Ahmsen;2013-01-04;60.500;64.600;61.880
Ahmsen;2013-01-05;58.800;60.500;59.540
Ahmsen;2013-01-06;56.800;58.200;57.350
Ahmsen;2013-01-07;53.500;57.800;55.720
Ahmsen;2013-01-08;52.600;56.000;53.620
Ahmsen;2013-01-09;55.300;83.700;60.780
Ahmsen;2013-01-10;76.200;86.100;81.660
Ahmsen;2013-01-11;69.200;87.200;77.920
Ahmsen;2013-01-12;59.600;69.000;63.070
Ahmsen;2013-01-13;54.600;60.000;56.420
Ahmsen;2013-01-14;51.300;54.800;53.050
Ahmsen;2013-01-15;50.300;53.100;51.280
Ahmsen;2013-01-16;47.900;50.500;49.050
Ahmsen;2013-01-17;46.300;48.300;47.150
Ahmsen;2013-01-18;44.400;46.600;45.750
Ahmsen;2013-01-19;44.300;45.500;45.020
Ahmsen;2013-01-20;41.200;44.900;43.600
Ahmsen;2013-01-21;43.100;44.400;43.790
Ahmsen;2013-01-22;40.900;43.700;42.380
Ahmsen;2013-01-23;40.700;41.500;41.160
Ahmsen;2013-01-24;40.000;41.200;40.680
Ahmsen;2013-01-25;39.200;40.900;40.110
Ahmsen;2013-01-26;38.500;40.800;39.760
Ahmsen;2013-01-27;39.400;52.700;41.900
Ahmsen;2013-01-28;48.500;53.100;51.520
Ahmsen;2013-01-29;53.400;118.900;86.720
Ahmsen;2013-01-30;118.600;155.600;130.890
Ahmsen;2013-01-31;94.400;148.800;109.790
Ahmsen;2013-02-01;87.700;98.300;92.270
Ahmsen;2013-02-02;88.600;107.500;99.950
Ahmsen;2013-02-03;73.300;89.200;80.750
Ahmsen;2013-02-04;82.700;141.500;111.910
Ahmsen;2013-02-05;96.700;126.500;106.590
Ahmsen;2013-02-06;81.800;106.700;91.800
Ahmsen;2013-02-07;73.700;81.900;77.260
Ahmsen;2013-02-08;66.400;73.500;69.570
Ahmsen;2013-02-09;60.300;66.300;63.570
Ahmsen;2013-02-10;59.500;61.700;60.470
Ahmsen;2013-02-11;55.700;59.700;57.530
Ahmsen;2013-02-12;52.900;56.000;54.450
Ahmsen;2013-02-13;51.100;53.200;51.820
Ahmsen;2013-02-14;49.500;51.100;50.160
Ahmsen;2013-02-15;49.200;50.400;49.810
Ahmsen;2013-02-16;50.100;53.500;51.420
Ahmsen;2013-02-17;52.800;57.000;54.300
Ahmsen;2013-02-18;52.500;53.200;52.900
Ahmsen;2013-02-19;51.900;59.800;55.100
Ahmsen;2013-02-20;52.400;59.300;54.710
Ahmsen;2013-02-21;50.600;53.200;51.440
Ahmsen;2013-02-22;49.400;51.200;50.110
Ahmsen;2013-02-23;48.000;49.900;48.690
Ahmsen;2013-02-24;47.300;49.600;48.470
Ahmsen;2013-02-25;47.200;52.400;49.220
Ahmsen;2013-02-26;49.400;56.100;50.930
Ahmsen;2013-02-27;54.400;56.500;55.410
Ahmsen;2013-02-28;52.200;54.500;53.040
Ahmsen;2013-03-01;52.100;53.100;52.500
Ahmsen;2013-03-02;50.300;52.600;51.090
Ahmsen;2013-03-03;48.900;50.700;49.670
Ahmsen;2013-03-04;47.800;49.500;48.460
Ahmsen;2013-03-05;47.100;48.400;47.670
Ahmsen;2013-03-06;46.700;48.100;47.150
Ahmsen;2013-03-07;46.000;47.500;46.480
Ahmsen;2013-03-08;45.500;48.600;46.990
Ahmsen;2013-03-09;47.000;60.600;53.230
Ahmsen;2013-03-10;60.600;110.000;93.690
Ahmsen;2013-03-11;65.200;96.000;77.150
Ahmsen;2013-03-12;59.900;65.800;62.460
Ahmsen;2013-03-13;54.800;60.200;57.190
Ahmsen;2013-03-14;53.400;56.900;54.590
Ahmsen;2013-03-15;50.700;53.600;51.800
Ahmsen;2013-03-16;50.200;51.700;50.850
Ahmsen;2013-03-17;50.400;58.000;53.040
Ahmsen;2013-03-18;53.100;56.900;54.170
Ahmsen;2013-03-19;51.600;54.400;52.630
Ahmsen;2013-03-20;48.700;51.700;50.460
Ahmsen;2013-03-21;50.100;55.000;51.790
Ahmsen;2013-03-22;49.800;54.200;52.230
Ahmsen;2013-03-23;48.000;51.900;49.800
Ahmsen;2013-03-24;45.600;48.800;46.870
Ahmsen;2013-03-25;44.300;47.300;45.750
Ahmsen;2013-03-26;42.100;46.200;44.810
Ahmsen;2013-03-27;43.600;45.200;44.240
Ahmsen;2013-03-28;43.000;44.300;43.570
Ahmsen;2013-03-29;42.900;45.700;43.860
Ahmsen;2013-03-30;42.500;44.300;43.460
Ahmsen;2013-03-31;41.000;43.900;42.900
Ahmsen;2013-04-01;41.800;42.800;42.200
Ahmsen;2013-04-02;41.500;42.600;41.870
Ahmsen;2013-04-03;40.700;42.300;41.350
Ahmsen;2013-04-04;40.600;41.400;41.010
Ahmsen;2013-04-05;40.200;41.500;40.850
Ahmsen;2013-04-06;40.100;41.200;40.690
Ahmsen;2013-04-07;39.300;40.400;39.850
Ahmsen;2013-04-08;39.400;40.200;39.880
Ahmsen;2013-04-09;39.900;43.100;41.250
Ahmsen;2013-04-10;40.100;42.800;41.080
Ahmsen;2013-04-11;41.300;50.300;45.750
Ahmsen;2013-04-12;42.400;47.300;43.950
Ahmsen;2013-04-13;42.500;45.700;43.870
Ahmsen;2013-04-14;40.900;43.000;41.570
Ahmsen;2013-04-15;40.200;44.000;41.340
Ahmsen;2013-04-16;40.300;44.300;41.980
Ahmsen;2013-04-17;39.300;42.300;40.840
Ahmsen;2013-04-18;39.000;40.800;39.750
Ahmsen;2013-04-19;38.700;40.300;39.280
Ahmsen;2013-04-20;37.700;39.100;38.380
Ahmsen;2013-04-21;37.600;38.900;38.200
Ahmsen;2013-04-22;37.100;39.500;38.260
Ahmsen;2013-04-23;37.400;38.400;37.890
Ahmsen;2013-04-24;37.100;38.200;37.670
Ahmsen;2013-04-25;37.000;38.400;37.710
Ahmsen;2013-04-26;37.400;53.600;39.590
Ahmsen;2013-04-27;40.700;55.700;46.670
Ahmsen;2013-04-28;38.700;40.500;39.230
Ahmsen;2013-04-29;37.800;38.800;38.250
Ahmsen;2013-04-30;37.100;38.600;37.740
Ahmsen;2013-05-01;36.900;37.900;37.460
Ahmsen;2013-05-02;36.800;38.500;37.530
Ahmsen;2013-05-03;37.000;38.000;37.420
Ahmsen;2013-05-04;36.800;37.800;37.330
Ahmsen;2013-05-05;36.200;37.300;36.720
Ahmsen;2013-05-06;36.100;37.700;36.670
Ahmsen;2013-05-07;36.200;37.600;36.960
Ahmsen;2013-05-08;36.200;37.500;36.830
Ahmsen;2013-05-09;36.600;37.600;37.050
Ahmsen;2013-05-10;36.800;37.600;37.130
Ahmsen;2013-05-11;35.200;37.000;36.190
Ahmsen;2013-05-12;35.500;39.700;37.260
Ahmsen;2013-05-13;37.000;39.600;37.880
Ahmsen;2013-05-14;36.700;39.700;37.920
Ahmsen;2013-05-15;35.600;37.300;36.490
Ahmsen;2013-05-16;35.000;42.500;36.330
Ahmsen;2013-05-17;40.800;48.400;43.250
Ahmsen;2013-05-18;42.300;72.500;60.150
Ahmsen;2013-05-19;39.800;49.000;43.320
Ahmsen;2013-05-20;38.300;40.400;39.330
Ahmsen;2013-05-21;36.700;46.100;38.760
Ahmsen;2013-05-22;46.700;87.900;71.770
Ahmsen;2013-05-23;49.500;57.900;53.380
Ahmsen;2013-05-24;45.600;55.900;49.740
Ahmsen;2013-05-25;42.800;46.200;44.050
Ahmsen;2013-05-26;46.500;177.900;104.860
Ahmsen;2013-05-27;147.900;195.800;179.240
Ahmsen;2013-05-28;82.900;146.300;104.240
Ahmsen;2013-05-29;78.700;113.100;93.010
Ahmsen;2013-05-30;72.100;91.900;80.310
Ahmsen;2013-05-31;66.600;73.600;70.240
Ahmsen;2013-06-01;60.000;69.400;63.250
Ahmsen;2013-06-02;54.300;60.100;56.950
Ahmsen;2013-06-03;51.300;54.000;52.440
Ahmsen;2013-06-04;48.900;51.200;49.800
Ahmsen;2013-06-05;47.200;49.100;48.090
Ahmsen;2013-06-06;45.000;47.100;45.860
Ahmsen;2013-06-07;44.000;45.500;44.430
Ahmsen;2013-06-08;42.000;44.000;42.960
Ahmsen;2013-06-09;41.400;43.100;42.360
Ahmsen;2013-06-10;41.600;43.000;42.170
Ahmsen;2013-06-11;39.900;41.900;40.800
Ahmsen;2013-06-12;39.500;41.000;40.060
Ahmsen;2013-06-13;39.200;63.400;42.750
Ahmsen;2013-06-14;44.500;71.100;56.610
Ahmsen;2013-06-15;40.600;44.400;41.920
Ahmsen;2013-06-16;39.100;40.600;39.660
Ahmsen;2013-06-17;37.900;39.200;38.530
Ahmsen;2013-06-18;37.600;38.800;38.140
Ahmsen;2013-06-19;36.800;74.500;41.990
Ahmsen;2013-06-20;45.300;90.900;62.790
Ahmsen;2013-06-21;60.100;156.400;94.920
Ahmsen;2013-06-22;46.900;59.700;52.240
Ahmsen;2013-06-23;43.300;47.000;45.120
Ahmsen;2013-06-24;41.800;50.200;44.690
Ahmsen;2013-06-25;39.700;41.700;40.550
Ahmsen;2013-06-26;39.100;39.900;39.480
Ahmsen;2013-06-27;38.500;43.900;40.140
Ahmsen;2013-06-28;42.300;47.900;44.440
Ahmsen;2013-06-29;46.500;49.900;48.480
Ahmsen;2013-06-30;39.400;46.400;42.250
Ahmsen;2013-07-01;38.900;40.100;39.530
Ahmsen;2013-07-02;37.900;39.100;38.620
Ahmsen;2013-07-03;37.200;43.900;39.760
Ahmsen;2013-07-04;37.700;43.000;40.000
